	TCGA.3G.AB0O.01A	TCGA.3G.AB0Q.01A	TCGA.3G.AB0T.01A	TCGA.3G.AB14.01A	TCGA.3G.AB19.01A	TCGA.3Q.A9WF.01A	TCGA.3S.A8YW.01A	TCGA.3S.AAYX.01A	TCGA.3T.AA9L.01A	TCGA.4V.A9QI.01A	TCGA.4V.A9QJ.01A	TCGA.4V.A9QL.01A	TCGA.4V.A9QM.01A	TCGA.4V.A9QN.01A	TCGA.4V.A9QR.01A	TCGA.4V.A9QS.01A	TCGA.4V.A9QT.01A	TCGA.4V.A9QU.01A	TCGA.4V.A9QW.01A	TCGA.4V.A9QX.01A	TCGA.4X.A9F9.01A	TCGA.4X.A9FA.01A	TCGA.4X.A9FB.01A	TCGA.4X.A9FC.01A	TCGA.4X.A9FD.01A	TCGA.5G.A9ZZ.01A	TCGA.5K.AAAP.01A	TCGA.5U.AB0D.01A	TCGA.5U.AB0E.01A	TCGA.5U.AB0F.01A	TCGA.5V.A9RR.01A	TCGA.X7.A8D6.01A	TCGA.X7.A8D6.11A	TCGA.X7.A8D7.01A	TCGA.X7.A8D7.11A	TCGA.X7.A8D8.01A	TCGA.X7.A8D9.01A	TCGA.X7.A8DB.01A	TCGA.X7.A8DD.01A	TCGA.X7.A8DE.01A	TCGA.X7.A8DF.01A	TCGA.X7.A8DG.01A	TCGA.X7.A8DJ.01A	TCGA.X7.A8M0.01A	TCGA.X7.A8M1.01A	TCGA.X7.A8M3.01A	TCGA.X7.A8M4.01A	TCGA.X7.A8M5.01A	TCGA.X7.A8M6.01A	TCGA.X7.A8M7.01A	TCGA.X7.A8M8.01A	TCGA.XH.A853.01A	TCGA.XM.A8R8.01A	TCGA.XM.A8R9.01A	TCGA.XM.A8RB.01A	TCGA.XM.A8RC.01A	TCGA.XM.A8RD.01A	TCGA.XM.A8RE.01A	TCGA.XM.A8RF.01A	TCGA.XM.A8RG.01A	TCGA.XM.A8RH.01A	TCGA.XM.A8RI.01A	TCGA.XM.A8RL.01A	TCGA.XM.AAZ1.01A	TCGA.XM.AAZ2.01A	TCGA.XM.AAZ3.01A	TCGA.XU.A92O.01A	TCGA.XU.A92Q.01A	TCGA.XU.A92T.01A	TCGA.XU.A92U.01A	TCGA.XU.A92V.01A	TCGA.XU.A92W.01A	TCGA.XU.A92X.01A	TCGA.XU.A92Y.01A	TCGA.XU.A92Z.01A	TCGA.XU.A930.01A	TCGA.XU.A931.01A	TCGA.XU.A932.01A	TCGA.XU.A933.01A	TCGA.XU.A936.01A	TCGA.XU.AAXV.01A	TCGA.XU.AAXW.01A	TCGA.XU.AAXX.01A	TCGA.XU.AAXY.01A	TCGA.XU.AAXZ.01A	TCGA.XU.AAY0.01A	TCGA.XU.AAY1.01A	TCGA.YT.A95D.01A	TCGA.YT.A95E.01A	TCGA.YT.A95F.01A	TCGA.YT.A95G.01A	TCGA.YT.A95H.01A	TCGA.ZB.A961.01A	TCGA.ZB.A962.01A	TCGA.ZB.A963.01A	TCGA.ZB.A964.01A	TCGA.ZB.A965.01A	TCGA.ZB.A966.01A	TCGA.ZB.A969.01A	TCGA.ZB.A96A.01A	TCGA.ZB.A96B.01A	TCGA.ZB.A96C.01A	TCGA.ZB.A96D.01A	TCGA.ZB.A96E.01A	TCGA.ZB.A96F.01A	TCGA.ZB.A96G.01A	TCGA.ZB.A96H.01A	TCGA.ZB.A96I.01A	TCGA.ZB.A96K.01A	TCGA.ZB.A96L.01A	TCGA.ZB.A96M.01A	TCGA.ZB.A96O.01A	TCGA.ZB.A96P.01A	TCGA.ZB.A96Q.01A	TCGA.ZB.A96R.01A	TCGA.ZB.A96V.01A	TCGA.ZC.AAA7.01A	TCGA.ZC.AAAA.01A	TCGA.ZC.AAAF.01A	TCGA.ZC.AAAH.01A	TCGA.ZL.A9V6.01A	TCGA.ZT.A8OM.01A
hsa-mir-1468	58.868	93.944	49.199	45.029	25.96	35.455	7.886	42.713	44.306	45.735	20.608	31.075	60.495	17.962	41.038	87.596	53.498	55.382	41.14	32.884	36.319	39.239	43.515	37.039	549.593	31.068	42.762	25.102	149.082	33.888	69.461	44.662	134.878	80.535	95.694	59.793	65.335	67.995	55.24	33.197	51.016	89.03	45.275	43.246	60.54	124.196	39.282	57.285	41.212	62.001	26.256	67.467	76.395	46.834	50.124	47.756	50.959	42.496	59.956	109.156	37.202	45.554	54.886	45.586	42.554	32.69	25.425	60.371	39.774	66.968	84.102	32.925	193.468	88.679	103.813	84.571	57.617	55.15	54.962	15.179	40.01	38.193	64.746	83.312	56.844	75.029	42.148	94.212	34.052	88.76	36.561	46.681	56.362	144.896	72.242	75.998	117.097	44.921	100.906	48.168	60.765	64.622	46.126	30.225	67.426	49.464	40.413	77.369	64.272	79.723	79.826	38.047	101.288	53.455	48.809	48.74	204.851	160.103	66.253	89.015	60.118	39.534
hsa-mir-146a	1434.918	785.78	968.837	1295.609	1644.445	2735.936	4208.422	2616.157	2306.295	1226.849	3328.929	1490.74	1069.52	662.184	1412.314	906.74	831.765	464.198	830.581	1360.096	2132.31	1486.779	1708.692	919.324	874.919	7766.925	1393.33	7360.431	1127.057	1178.885	1018.067	847.426	2252.462	2060.61	3451.308	1480.632	1362.704	1057.572	850.131	1323.895	1491.56	1166.842	1582.566	3876.557	1267.172	138.31	895.174	4612.358	1296.754	1123.771	1187.377	1536.166	7742.158	3847.77	1193.127	858.178	2461.532	1084.051	1379.605	655.765	572.062	5275.289	2908.106	630.069	1272.453	788.477	961.925	1009.369	1213.742	597.689	1434.013	659.865	889.193	804.803	1353.727	1975.806	1637.29	1611.703	3457.115	10774.509	1407.338	2091.254	1007.973	1655.823	5569.707	849.527	1330.804	1692.484	844.626	320.048	960.859	1022.462	2660.628	597.399	1494.22	394.402	1422.198	5511.399	396.978	376.916	1866.842	1567.576	1797.681	819.846	1394.463	739.525	2000.451	2021.99	2001.756	1531.094	2618.685	1175.098	808.614	802.752	913.533	8577.04	14529.354	1880.99	793.812	1142.756	4776.87	901.385
hsa-mir-146b	7028.89	12569.568	10428.623	11287.966	27447.109	13382.006	13190.42	5692.664	10700.443	10857.554	7726.815	20294.61	10349.291	3794.688	15892.783	6234.328	7162.351	6160.441	11846.065	16740.759	8133.553	15750.052	4586.488	8278.663	8403.095	5907.643	14925.735	9630.757	10423.785	19055.393	9500.088	5846.096	4218.001	10799.142	4646.962	15134.441	9488.015	1994.937	11410.29	10014.863	10157.31	14054.89	10860.85	14201.934	7500.742	2100.991	5766.132	16606.459	9817.669	8484.857	6987.875	8097.049	15901.64	19471.785	8029.667	3305.125	3897.241	6345.549	15260.34	8804.446	6589.688	21725.893	6329.911	5574.562	19982.94	13173.979	11883.515	21239.105	14087.624	4089.231	15881.768	3477.668	10102.294	4947.613	4184.718	4773.161	8047.208	10402.376	5362.468	14199.5	23435.091	12551.767	6319.571	14002.64	13121.852	6042.695	8732.727	12340.61	8908.178	5208.678	11139.565	8792.575	21624.859	8021.538	18740.849	13865.668	17684.857	4589.734	9476.715	6329.299	8583.649	15171.512	18456.515	25704.874	11429.859	13271.708	16447.344	12048.795	10044.028	9805.953	10530.227	17216.648	5189.308	6761.179	6089.678	13493.829	6195.287	42862.949	18604.885	6926.302	13462.657	11132.891
hsa-mir-148a	340333.072	307861.929	392795.335	645079.127	1087092.053	385419.045	72652.455	526196.474	354524.005	413845.912	265009.202	294634.816	300324.873	229695.358	814091.242	402417.963	662144.853	353990.746	363084.014	325216.233	535696.254	271588.308	540811.103	479435.916	858619.104	210863.655	452766.297	130745.96	911956.816	450533.71	395087.186	495942.447	185191.086	454666.748	407121.834	324872.89	390348.426	603345.253	537903.379	271730.495	338469.189	356713.244	388167.096	198264.875	469684.659	1333499.609	342154.577	154654.981	353038.158	473659.335	359091.896	356600.204	605199.603	364409.166	373555.378	296657.985	682068.071	393501.018	275296.803	99681.176	314018.014	600284.764	349955.467	305192.614	225095.73	225188.082	396755.162	368487.289	414244.155	322411.372	372157.091	629007.851	563550.774	400607.701	218322.68	644195.539	886089.577	372626.593	416183.925	841610.852	420756.456	266110.353	466028.169	246577.406	257375.88	369715.343	398034.094	399816.255	318241.233	302357.682	670806.336	466033.564	883711.577	52732.643	306512.645	513000.886	706231.82	627940.091	247897.917	402219.993	391653.192	278969.793	260320.506	425294.7	522049.493	364916.424	375930.411	340055.697	308887.278	318207.972	345425.914	437517.87	510321.336	385218.528	491061.002	215460.228	335601.001	205518.905	568084.519	334909.188	340094.587	406653.608
hsa-mir-148b	1087.594	834.573	1036.958	938.447	1582.678	1265.296	4413.455	2206.827	1227.39	738.625	3228.005	904.63	762.392	2647.54	1546.438	1167.161	1020.281	924.368	749.413	1021.388	1341.893	1039.826	1736.735	845.246	748.941	2282.281	876.622	2473.93	916.639	1517.048	969.654	973.395	738.15	1836.187	1194.603	991.075	812.022	1223.918	968.1	1112.763	916.553	1238.538	986.789	1237.696	1131.479	1620.2	948.809	1302.345	1228.541	1239.248	1195.4	911.32	2540.431	1168.381	1419.58	790.465	2223.355	833.886	1705.346	1582.766	950.794	1330.007	1268.383	799.39	885.294	838.166	1042.438	1109.988	801.891	857.19	1279.351	716.111	825.338	1760.192	1090.041	941.435	980.693	1091.584	1617.717	3052.41	1312.076	1451.317	1345.925	790.768	1436.329	891.479	990.929	999.751	923.833	739.098	709.505	739.365	1805.249	837.309	775.458	716.738	747.292	1493.251	1007.248	714.093	819.205	552.225	876.392	595.679	701.677	789.799	751.685	1396.108	955.784	908.64	859.591	1104.44	925.095	654.367	1307.255	1314.789	1747.596	996.397	680.936	683.248	966.897	904.02
hsa-mir-149	1083.179	2475.316	4562.617	5016.646	851.316	1353.934	4058.591	1492.574	1190.269	1388.066	86.129	4360.005	2595.078	9261.002	1546.438	5342.582	3203.506	2235.4	2974.303	2047.379	2466.827	1877.94	468.996	2372.387	7139.17	1231.954	3362.166	8059.1	4962.287	2879.796	4238.555	939.04	1270.305	2144.366	1647.837	2461.243	1321.975	3506.621	1319.201	1925.424	1955.025	1126.66	696.617	3364.526	1467.582	787.519	890.642	4709.027	4045.871	3185.309	633.073	268.829	1063.834	1149.894	675.777	885.976	2044.999	1233.99	6380.057	2630.501	1435.643	453.097	1312.978	13366.575	4615.042	9708.863	6045.578	2654.226	3669.454	1010.379	647.872	1380.092	3691.15	3399.915	4751.539	2106.845	3553.063	3167.305	212.52	287.026	4020.057	3110.57	2209.692	2897.864	38.573	1791.833	1492.222	1334.479	1707.018	1133.398	2001.694	1492.283	3366.814	7002.515	1463.129	5998.585	7175.924	1341.448	5748.627	2853.965	1474.119	1829.002	1608.872	2499.837	9693.077	5179.915	10360.316	2851.109	954.748	1504.52	1278.191	1778.409	4282.783	1679.235	819.983	8574.662	3080.862	4396.131	2364.258	2681.266	4389.861	2996.709
hsa-mir-150	23342.066	6501.074	30556.972	13637.664	9770.888	37785.312	9052.971	14829.638	32294.118	43826.969	10905.678	17263.927	19532.114	1809.332	46101.883	10211.671	10284.335	5161.559	6917.061	13213.585	24868.028	13243.066	17139.136	7260.569	10121.092	52917.854	5739.023	8064.678	31079.679	9077.773	9582.88	11521.561	72900.299	33406.792	46215.137	11767.329	6638.726	10712.922	10460.915	11767.663	12547.265	49706.99	18573.031	86069.599	9301.296	1408.501	5948.189	47476.053	14477.455	16412.479	15820.27	11132.015	188766.131	68549.95	16141.68	13038.032	9489.415	10024.268	4344.026	2021.045	7480.714	32013.723	25016.054	4376.292	5938.393	5536.34	5946.701	7747.671	2081.068	7082.699	5952.723	6991.003	18013.535	6217.561	1974.531	21149.305	46320.662	26465.203	6269.342	32076.519	52886.932	54627.217	14619.282	57361.601	28314.453	10741.315	10912.771	4611.934	6157.406	3150.128	35912.816	9873.765	42100.923	3304.104	15020.844	845.148	2558.04	7356.277	3740.173	3646.332	18885.604	8323.525	20466.375	3906.546	44098.241	8622.921	5783.122	28536.498	8523.273	3136.801	12406.14	34290.892	16059.169	4561.215	11158.444	19525.693	10255.266	81261.79	2711.474	20804.166	27259.719	7388.982
hsa-mir-151a	4443.094	8721.503	11062.909	12184.454	9633.925	5682.385	33412.401	6481.664	6350.095	5636.872	10020.078	9218.074	7910.103	8127.026	12044.203	8375.306	3456.984	6274.225	5378.207	5819.212	4675.598	10695.615	6107.582	5719.182	13987.623	14742.819	6738.585	16394.32	14183.197	8070.494	9546.396	4795.974	19770.653	5055.42	5862.596	10981.794	7576.327	2689.462	4596.136	6992.61	7613.443	6484.206	6846.812	8911.238	11013.127	13545.885	7137.222	10044.612	5851.379	6796.876	5566.378	5683.815	10471.868	6996.729	8449.454	12590.411	6226.944	4798.852	9876.046	14125.814	5844.422	12810.37	4368.59	10953.754	10016.085	11793.163	10756.326	17311.782	12898.259	7095.255	13809.861	4996.318	11923.567	8834.425	17761.433	12695.903	7695.503	8715.555	19031.539	10286.013	8344.953	5712.756	12340.92	8984.489	7170.477	6438.819	5203.048	9653.917	6327.664	7045.329	5946.814	5939.016	11910.664	13944.459	7120.864	11290.915	11473.388	11368.228	13493.02	5823.533	5342.838	9949.849	7410.897	7585.148	11023.819	7387.947	9676.525	8167.637	11549.232	17142.531	10425.09	5073.248	4539.378	8313.227	11195.864	16887.793	11949.624	9459.508	6141.918	4738.226	9988.342	5837.915
hsa-mir-152	1104.519	1867.957	1108.107	1775.578	3144.767	948.418	512.581	781.881	1554.294	874.687	1117.569	1636.62	2333.709	8542.538	2317.155	1874.244	354.105	1333.185	538.154	1325.896	1182.28	2599.565	1479.512	1356.193	1900.733	617.769	1281.08	1231.387	2358.897	2426.267	971.058	1125.703	5536.126	613.136	1677.281	3032.27	2101.754	1110.997	727.48	1476.601	831.815	1209.387	1026.919	1335.432	2425.79	5105.228	1293.282	912.984	5156.461	1043.169	1026.191	927.927	1578.078	759.201	544.202	5440.591	2253.265	843.507	3525.658	1631.555	1174.617	3218.048	374.769	1339.914	1753.9	1417.429	1704.909	1922.354	1121.365	1688.43	2339.181	1230.559	2978.271	3450.111	4754.653	3809.421	4645.39	451.657	1802.756	720.324	3324.009	1352.865	1134.521	802.571	349.185	1361.018	1423.171	2385.216	1490.865	2571.481	1987.984	995.357	596.776	1929.967	1189.706	1827.878	935.712	1087.409	2264.043	617.757	696.549	3330.977	2017.24	1012.528	2059.834	3424.355	3065.742	4345.372	5648.664	2125.952	3376.059	381.553	1102.348	2782.443	1225.094	2413.221	633.07	1035.752	581.556	1103.06	1363.925	682.628
hsa-mir-153-2	78.001	122.346	67.364	82.894	70.719	69.432	21.029	79.493	152.077	126.915	104.623	56.108	69.802	191.59	71.066	39.458	137.566	43.298	146.769	68.399	91.753	74.799	140.215	127.262	42.915	83.644	55.234	184.08	112.45	59.124	61.042	74.436	52.725	65.501	159.841	97.164	68.729	86.208	235.939	67.722	110.678	118.181	53.507	147.036	171.183	331.191	95.939	99.354	52.581	76.726	68.559	134.934	223.485	182.405	334.756	74.128	132.936	123.479	346.138	50.443	130.513	64.263	116.633	52.099	76.764	69.302	70.626	101.678	93.661	105.475	74.124	54.874	61.948	43.503	79.936	80.854	85.226	124.562	36.641	99.355	68.589	141.737	46.597	127.745	145.155	96.812	73.535	35.468	93.272	45.233	95.972	183.712	195.61	157.96	190.207	395.713	97.936	69.706	881.569	208.327	162.041	51.894	58.426	59.19	75.577	94.062	118.815	259.822	34.209	505.936	61.33	105.444	67.525	116.127	113.073	77.271	40.507	188.725	186.491	89.015	155.305	98.836
hsa-mir-154	71.378	206.094	164.248	166.812	31.331	58.353	26.286	4.746	10.777	123.485	8.454	217.525	233.448	471.791	56.052	371.692	1.274	100.694	101.182	97.995	28.673	260.57	70.591	120.614	4.153	10.754	302.898	48.809	42.595	6.489	505.175	129.404	87.058	3.221	39.96	240.668	313.948	0	129.205	118.181	145.265	89.818	96.724	10.379	244.249	11.291	203.964	34.013	17.053	125.552	215.157	197.211	132.267	7.395	2.685	75.554	5.539	84.19	150.817	47.963	131.123	226.955	0.858	19.537	315.402	137.297	25.425	343.164	437.512	161.56	270.837	38.412	191.562	3.346	211.779	1001.843	848.654	3.803	40.306	16.559	19.687	229.155	59.35	126.356	7.106	228.315	144.38	228.325	126.583	278.229	199.941	63.245	9.946	74.823	124.366	518.882	423.679	35.627	133.534	509.379	63.016	184.075	192.499	152.383	152.635	209.208	285.317	8.083	261.234	58.259	272.577	147.838	37.139	259.904	8.948	73.704	16.203	3.578	142.322	121.493	160.314	104.107
hsa-mir-155	4758.04	948.908	2376.679	3015.924	2688.225	5967.501	4190.022	4813.492	6739.267	4305.976	4553.764	2208.92	2270.112	870.539	3398.161	3056.399	5837.641	2157.866	2539.554	3203.592	5727.895	1724.051	7553.249	3659.251	2556.922	10809.17	1673.065	7133.119	2743.101	2152.997	1966.673	4424.939	4361.462	5168.168	5454.581	1441.767	2117.027	4571.478	3579.35	3424.6	3293.538	5324.455	3841.17	4984.515	1758.802	367.885	2722.539	6143.844	4151.033	3757.27	3332.387	3120.078	36756.438	7468.765	3867.594	1744.154	5192.259	3081.368	1669.496	994.811	2906.659	4910.045	5919.98	1937.421	1324.186	1251.365	1880.062	3503.663	1816.765	2211.617	2499.545	2643.576	2384.523	1996.112	1468.96	4059.417	1507.651	4615.46	4483.074	11493.453	2632.407	5470.869	2715.885	3677.524	10248.179	2530.833	3748.491	1490.76	2477.62	1264.831	2486.122	2376.209	2595.978	1753.004	2800.062	604.051	1566.972	14306.711	774.621	1534.157	3313.955	1150.47	2814.296	1876.452	2360.659	2226.682	1501.753	1809.513	2199.755	2090.179	2514.521	4576.467	4119.034	1568.638	3017.994	27121.99	26700.032	2922.108	2738.466	4780.327	5043.643	2142.765
hsa-mir-15a	10650.034	4014.834	3616.487	1805.256	2508.294	4722.887	2901.998	10300.898	9353.308	6560.725	4385.732	4746.717	3689.417	3139.688	3618.366	4742.824	9001.66	7601.368	6882.593	7900.791	6559.409	3544.973	5559.292	8161.848	2529.235	3877.488	5143.917	6222.479	1489.964	5466.132	5493.773	9621.723	2099.191	7380.183	6281.128	4818.595	3838.65	8336.725	8013.512	5867.897	5885.827	4691.004	4931.886	1564.634	2974.828	4499.3	8218.986	1875.197	7185.792	5686.28	9563.93	6238.08	2365.976	4745.007	7787.103	2464.054	5956.641	7114.488	1892.013	4246.344	10774.034	3866.376	8322.104	2888.222	4338.857	2297.437	4664.135	3590.513	3094.658	5607.729	6478.718	6877.139	2347.354	2882.9	3058.343	3170.955	2313.092	4327.35	3882.156	4182.574	5158.756	3440.724	5313.561	5322.239	5755.465	5107.651	7316.731	3115.633	7517.987	4853.638	3665.203	6920.821	2108.61	1661.553	3202.423	3599.413	2708.137	3341.227	1197.58	6307.624	5848.089	4232.749	9163.681	5631.875	6292.128	5928.359	3853.798	1080.858	7088.56	2885.366	6155.369	8467.008	12898.992	5151.067	8137.196	4572.044	5291.398	2696.711	9675.423	7048.998	2767.929	7336.269
hsa-mir-15b	8234.957	1390.226	6112	2921.772	1793.045	6407.733	5583.191	15373.04	9334.148	6422.376	4798.942	2229.636	2989.071	1800.95	3916.643	3982.867	14392.21	13714.483	12517.646	7895.529	10046.037	3644.296	7913.941	10425.968	3625.652	4121.25	6041.92	4525.312	2989.299	4675.161	5338.713	6667.183	1505.728	9313.012	5958.291	4231.126	4475.031	17903.438	5199.093	4301	8490.221	5520.635	4487.368	2130.29	6681.36	4070.258	13434.416	2698.673	7517.618	6660.474	10514.269	11264.872	2155.034	6466.767	11152.563	1762.686	5771.638	14642.711	3770.427	4238.902	9965.951	2717.77	10545.849	8755.839	2272.059	3340.895	5258.805	5504.395	2877.827	11156.862	6976.204	9612.63	3801.703	7554.437	1984.912	5148.62	1374.411	10786.522	3427.802	4684.869	5071.75	4740.119	6355.868	7302.284	6950.206	7399.68	9855.481	3721.912	10124.411	9618.516	3465.262	19774.635	5515.209	2481.047	3445.668	6298.645	5321.531	8301.177	1487.006	12191.367	11942.615	5815.991	7251.608	7110.368	4327.875	12518.398	2740.82	2464.264	3846.98	3450.583	4750.625	12208.623	15461.572	6123.401	11301.615	3212.081	6477.68	8143.799	21171.583	12828.935	3672.203	7597.196
hsa-mir-16-1	6052.41	3911.422	4184.165	1716.221	3202.953	4900.161	4055.962	8907.987	7939.115	6934.611	4429.061	4288.36	5581.047	3267.814	4037.756	3488.856	9661.467	7300.294	6731.376	5248.998	6624.401	3967.402	6262.302	6918.671	2976.385	5894.499	4926.544	6551.592	2828.291	5112.827	5655.148	8364.326	1506.954	7305.018	7527.258	4358.187	5236.142	9900.619	7244.837	4347.475	5823.57	5480.454	5874.429	2545.45	3187.763	5266.119	7607.85	2764.014	4639.891	5676.98	6731.874	7281.22	7400.089	4889.206	6885.768	2677.886	4732.522	7848.147	2107.731	4750.779	9240.201	3672.772	8114.566	2510.507	3411.844	2782.554	4082.177	3619.11	2852.167	6639.873	5900.694	5922.324	2125.294	2307.324	2346.183	4025.961	2411.522	5597.695	3275.74	4610.353	4089.281	5150.901	4535.141	4702.26	6325.936	6690.53	8024.281	4262.797	6719.257	7825.393	3844.578	9759.321	5137.251	2242.325	5173.989	4230.981	3267.009	5686.438	1794.558	7262.558	7456.117	6974.294	6487.763	5023.602	3812.176	7267.937	4107.593	1900.74	5813.49	4270.301	5393.127	8703.984	11123.081	5950.132	7114.657	4289.114	8352.585	3401.523	9167.482	6872.171	3689.737	6449.381
hsa-mir-16-2	6045.787	3722.806	4122.856	1812.42	3170.727	4929.707	3948.189	8995.785	7973.841	7012.361	4582.298	4045.801	5582.598	3439.048	3942.667	3634.85	9796.486	7284.183	6741.383	5190.464	6406.487	3996.831	6209.117	6758.17	3022.069	5742.745	4978.215	6382.852	2954.371	5133.737	5706.367	8642.602	1421.123	7267.435	7699.719	4305.12	5224.263	9842.338	7281.351	4254.524	5724.998	5339.424	5844.588	2457.229	3296.318	5271.765	7578.389	2690.617	4457.28	5425.101	6665.504	7253.195	7714.793	4645.177	6901.879	2729.918	4709.258	7828.102	2146.671	4625.91	9074.315	3749.238	8113.709	2865.429	3426.028	2866.239	3943.751	3684.778	2829.072	6742.836	5856.504	5981.314	2139.59	2277.207	2306.734	3917.226	2431.928	5463.624	3244.595	4335.746	3920.985	5023.592	4542.008	4546.05	6310.71	6721.994	7843.134	4462.304	6853.982	7903.058	3971.398	9819.555	5225.11	2248.263	5176.732	4462.905	3377.719	5382.83	1813.893	7275.804	7406.605	7198.513	6526.509	4853.588	3898.126	7301.994	3986.353	1839.537	5621.711	4363.312	5605.348	8705.071	10885.055	6033.08	6932.438	4221.354	8541.233	3456.978	9335.569	7028.548	3756.118	6382.172
hsa-mir-17	29083.945	7811.921	9813.26	8216.78	9071.752	17811.651	47530.724	34045.641	25397.984	18914.966	16992.335	12727.83	9785.447	5097.503	6696.229	15290.675	34251.397	21310.816	20882.387	24569.862	21675.775	10036.527	17202.958	26029.78	11451.466	18065.868	17617.962	30420.696	7405.522	16027.065	13462.2	32299.535	7961.477	24947.446	17872.769	11895.884	12406.883	29446.875	28700.339	19178.555	17450.823	14709.613	17576.982	7817.118	13019.309	7512.006	24184.064	10143.966	26025.313	17039.466	29286.936	20033.474	7503.85	13173.866	25530.061	9225.412	15921.303	21948.833	10980.596	15569.654	30834.009	8871.596	26002.288	14231.088	8594.274	10547.029	16089.994	9264.372	9971.677	16449.842	13000.913	23749.657	5239.85	14789.296	8612.359	4293.615	4682.601	18047.266	31062.74	19389.424	14865.32	11650.423	13324.368	15345.35	16217.825	15285.841	23814.573	3815.015	24423.836	11938.226	14281.494	23777.146	5107.412	7772.126	14223.439	8177.626	6338.147	44977.228	5361.317	21645.578	19200.683	6612.997	19928.239	18512.647	17258.153	16198.182	8055.958	4375.396	9351.55	10710.504	11010.157	24857.5	34674.166	15009.891	21182.089	22901.825	16944.741	13147.249	26506.194	22620.546	10719.777	23901.188
hsa-mir-181a-2	160414.982	10547.222	35428.406	25934.691	6390.689	107630.709	22490.481	294848.66	196846.95	101252.178	73299.855	33281.399	36490.091	11400.827	37856.213	69081.875	226691.007	115589.329	102024.71	99535.628	130577.455	12534.317	133769.196	138773.259	39952.771	21151.13	40666.703	5686.972	32747.689	62699.365	37800.387	174063.634	39222.504	226698.225	145842.472	27906.297	49220.247	179405.926	138711.752	109446.433	94583.946	118914.657	85167.382	8855.883	43124.57	9191.481	125859.268	13026.131	154180.1	109529.682	150586.853	108692.056	15166.192	38646.544	165307.662	27805.962	73206.752	97801.958	10591.809	3984.204	140354.568	21367.157	195169.814	43836.18	12021.972	5742.939	31302.815	10119.105	14013.209	104107.55	32783.453	159797.108	59306.186	36006.974	51694.917	17995.078	16861.446	78138.575	7918.205	6989.355	83793.106	94760.788	117062.653	62636.631	66070.102	89439.154	124333.305	20048.226	110061.973	46404.435	34604.631	121033.051	21515.45	6358.797	53794.667	12136.063	9522.124	14024.791	9302.093	82590.373	110147.08	12703.143	86574.033	53175.376	36044.881	74451.955	10382.139	19569.765	41551.734	24644.688	49862.091	145636.012	237173.656	65923.336	154641.695	10656.214	5361.996	60797.196	80577.407	142090.231	12212.705	95500.646
hsa-mir-181c	1704.977	2020.889	418.568	290.642	2211.989	1766.835	4013.904	2694.464	2337.429	1453.238	1296.169	1097.123	2391.877	1474.049	895.833	967.505	1669.899	2408.594	1318.7	2810.295	1460.408	2102.95	1753.174	2320.153	647.883	899.768	1072.615	242.652	531.582	2432.757	1485.353	2845.749	808.041	3302.989	1888.65	2024.004	2593.889	1637.961	1822.913	2191	1911.791	1465.446	2143.359	1152.069	2542.695	1979.617	3001.29	1252.22	1752.927	1146.246	2802.881	2236.782	599.761	932.979	1763.287	420.536	756.627	1688.618	3028.704	2590.808	2913.978	638.566	3170.53	656.118	1950.817	2063.379	1719.035	1186.246	2868.846	3382.719	11433.619	1027.524	1047.398	632.465	812.859	627.314	492.147	1379.693	564.277	605.79	839.576	1061.753	1977.686	794.934	1016.088	2150.845	2319.042	2741.003	1658.162	2370.064	967.714	1924.458	576.884	2046.359	895.252	1949.737	885.68	512.724	1883.984	2126.625	1835.335	2315.626	2878.872	1342.482	706.123	1592.573	1670.68	348.738	3658.311	2304.818	3231.982	1255.539	1497.37	2745.577	1295.866	439.848	907.361	788.889	917.73	1192.075	1069.598	1334.945
hsa-mir-181d	444.457	594.251	62.823	80.848	873.696	388.527	1285.396	473.4	777.147	441.345	252.048	265.001	650.709	373.601	204.19	225.698	406.329	388.678	299.098	714.905	302.977	530.949	282.364	492.902	221.498	160.118	274.39	41.836	113.302	597.734	355.727	482.117	289.374	720.515	303.909	490.305	362.313	309.622	344.546	410.315	391.697	396.301	352.939	392.672	577.221	841.149	547.681	333.866	465.41	223.979	490.851	435.939	86.657	208.287	320.435	87.671	189.434	350.392	1002.563	808.749	376.902	160.252	726.383	109.082	676.695	706.099	494.381	703.275	922.496	659.634	4922.115	325.131	404.092	107.084	173.368	161.708	146.444	193.975	91.603	165.592	196.24	199.45	601.35	153.433	212.15	384.829	548.822	800.244	417.501	512.931	238.787	254.486	71.282	798.116	174.661	672.187	306.582	55.765	571.6	298.643	321.831	663.845	746.625	340.028	173.382	328.407	428.379	57.738	1166.223	831.983	911.185	313.069	354.507	410.131	285.53	83.215	201.379	157.42	176.675	276.667	254.249	183.176
