	TCGA.FA.8693.01A	TCGA.FA.A4BB.01A	TCGA.FA.A4XK.01A	TCGA.FA.A6HN.01A	TCGA.FA.A6HO.01A	TCGA.FA.A7DS.01A	TCGA.FA.A7Q1.01A	TCGA.FA.A82F.01A	TCGA.FA.A86F.01A	TCGA.FF.8041.01A	TCGA.FF.8042.01A	TCGA.FF.8043.01A	TCGA.FF.8046.01A	TCGA.FF.8047.01A	TCGA.FF.8061.01A	TCGA.FF.8062.01A	TCGA.FF.A7CQ.01A	TCGA.FF.A7CR.01A	TCGA.FF.A7CW.01A	TCGA.FF.A7CX.01A	TCGA.FM.8000.01A	TCGA.G8.6324.01A	TCGA.G8.6325.01A	TCGA.G8.6326.01A	TCGA.G8.6906.01A	TCGA.G8.6907.01A	TCGA.G8.6909.01A	TCGA.G8.6914.01A	TCGA.GR.7353.01A	TCGA.GR.A4D4.01A	TCGA.GR.A4D5.01A	TCGA.GR.A4D6.01A	TCGA.GR.A4D9.01B	TCGA.GS.A9TQ.01A	TCGA.GS.A9TT.01A	TCGA.GS.A9TU.01A	TCGA.GS.A9TV.01A	TCGA.GS.A9TW.01A	TCGA.GS.A9TX.01A	TCGA.GS.A9TY.01A	TCGA.GS.A9TZ.01A	TCGA.GS.A9U3.01A	TCGA.GS.A9U4.01A	TCGA.RQ.A68N.01A	TCGA.RQ.A6JB.01A	TCGA.RQ.AAAT.01A	TCGA.VB.A8QN.01A
hsa-mir-154	9.151	4.864	30.459	0.943	1.714	5.542	12.428	35.1	10.35	2.133	8.395	13.189	5.723	2.948	18.614	9.235	13.617	9.876	5.53	15.981	3.158	3.165	2.374	24.8	13.079	1.997	2.139	27.923	8.529	6.027	9.891	3.141	15.168	3.776	21.505	3.531	0	1.658	1.018	2.212	1.608	4.85	16.101	15.77	14.637	33.194	27.973
hsa-mir-155	12267.721	17847.871	140404.737	48755.577	27674.699	32254.722	10248.286	6102.67	27379.149	50221.987	8223.524	31850.624	2819.541	30013.349	32372.932	6384.844	34514.071	38461.577	31465.549	15777.916	28840.202	56719.005	19217.17	11950.195	20062.136	12005.818	15684.791	9903.978	34254.62	4240.221	16115.914	27719.831	33422.659	13204.811	17545.737	31570.206	19236.811	56200.666	19898.456	110011.183	60953.576	19709.906	106781.148	14545.837	69617.067	23043.844	15261.828
hsa-mir-15a	1337.153	891.745	841.431	1539.699	3081.25	4557.542	1749.697	2488.088	2573.588	977.021	1536.205	803.325	1146.512	2019.166	1859.455	977.246	5242.373	3488.255	3979.509	4166.701	1465.22	1421.951	770.776	1208.516	1221.568	921.528	590.265	2111.685	630.462	1120.328	1143.814	2093.959	2002.174	3257.153	6410.725	2076.801	1995.506	2233.238	1739.925	1957.691	1819.798	2269.743	1932.069	2190.391	1492.056	1549.534	1227.528
hsa-mir-15b	2276.248	1747.82	2668.973	3333.03	6986.795	2182.706	2279.666	2193.758	2135.219	4206.735	13182.612	6173.61	2207.178	7765.681	3653.27	3240.697	5382.429	3845.217	10520.591	5953.296	3359.901	2027.29	2560.812	744.95	2709.073	1951.881	3065.742	6153.555	2794.787	2127.644	976.559	3728.294	2292.894	7888.654	6585.028	2192.319	3059.324	4264.208	4330.221	880.408	2570.545	3500.642	1881.62	1822.961	2190.056	1532.937	1740.095
hsa-mir-16-1	2008.589	1592.17	1511.53	1883.845	3617.641	3209.862	1662.7	1601.809	2404.938	1695.92	2503.678	2257.702	2241.516	4303.623	3198.693	2145.073	2711.639	2362.344	2654.481	8078.253	1867.84	4318.079	1445.798	2518.14	2897.409	3262.787	1803.943	1855.142	2015.061	1804.429	1231.939	3540.885	2186.718	3161.503	3697.712	2208.966	1688.331	2137.078	2274.778	2468.682	2618.772	2411.36	3043.008	2832.212	2903.608	1256.827	1514.664
hsa-mir-16-2	2041.76	1575.957	1601.003	1920.617	3607.359	3214.48	1690.219	1563.053	2485.914	1717.963	2580.279	2357.218	2289.208	4296.254	3083.09	2213.916	2968.409	2288.036	2725.267	8036.923	1937.311	4344.192	1483.783	2675.047	2983.729	3488.427	2055.234	1965.089	2149.399	1884.291	1222.946	3618.361	2042.622	3390.561	3798.445	2286.146	1726.728	2150.341	2226.433	2594.77	2462.836	2521.937	3261.976	2781.749	2857.868	1274.933	1537.701
hsa-mir-17	10714.381	7077.213	9552.715	9423.941	6570.363	22843.131	12646.906	7542.507	8094.594	5859.99	9889.844	13268.046	17003.094	12436.292	33104.762	6278.22	21930.431	12106.602	14424.89	16337.812	5185.11	2801.964	4156.176	2255.357	5616.073	3599.249	13347.257	8612.534	14206.36	2858.457	5523.041	5742.683	12164.725	24753.357	33467.289	6528.027	4574.869	9829.894	10968.298	5899.618	2978.874	5603.55	6687.105	8819.912	4916.191	10670.207	9009.004
hsa-mir-181a-2	12563.976	7459.852	6124.17	5759.023	8664.516	3594.121	12343.306	7095.712	10582.334	12556.208	5538.313	6326.481	7544.849	15388.4	14510.214	10148.586	11204.478	13532.568	9195.563	15450.576	11759.653	7055.158	13427.645	6051.643	24156.699	8191.912	9372.593	9261.746	16884.579	13239.765	6285.584	10809.017	6461.562	10511.493	7007.203	12861.338	12875.36	6848.928	19249.61	19437.551	10208.229	8251.583	3965.034	8282.17	5616.936	11454.781	5126.493
hsa-mir-181c	242.495	359.941	409.293	454.461	747.177	107.149	73.237	314.073	390.878	359.094	719.834	126.494	249.905	591.011	150.873	706.908	190.632	233.742	619.379	116.277	203.678	408.307	284.095	356.26	229.316	501.199	194.616	188.481	592.791	153.697	234.698	348.644	108.704	103.202	92.811	419.699	298.14	250.348	564.369	148.209	213.81	535.427	435.789	223.928	118.011	342.497	111.893
hsa-mir-181d	3.432	32.427	87.57	49.029	42.843	15.703	7.102	51.188	63.32	36.265	26.233	21.582	13.354	53.058	16.655	10.914	5.836	21.164	97.331	12.124	33.157	30.86	13.453	29.092	15.695	34.944	22.456	15.707	54.73	30.137	8.992	47.114	5.056	13.844	3.396	73.145	22.586	11.606	107.887	13.272	25.722	54.319	52.595	7.885	27.444	45.264	24.682
hsa-mir-182	10652.614	8066.239	62770.363	13623.464	6028.831	17166.063	60684.112	16618.452	6837.329	13354.748	69067.315	85811.859	19053.843	66840.277	19401.814	9277.124	22943.891	2845.348	17860.23	22046.429	5830.881	2525.803	20792.75	984.364	22912.461	30826.748	18628.63	4408.361	31009.198	56368.262	13093.618	58187.983	8107.289	14837.163	41834.96	48901.939	2923.806	4433.317	12426.293	61880.737	25977.129	16524.506	38976.267	15834.21	26465.463	9039.198	35067.649
hsa-mir-183	3119.261	3276.757	7226.406	4452.211	2051.311	6577.676	17568.427	7366.641	2736.758	3620.096	40981.206	28351.365	5515.084	19187.969	8565.444	3045.919	7463.816	969.299	6924.876	7118.275	2022.572	644.112	10295.478	275.183	5896.833	6597.459	4626.949	1776.608	17974.915	18600.314	4053.707	15775.888	2515.358	3769.387	22674.091	16507.973	495.771	1531.932	2649.837	8204.606	1286.076	4204.845	14836.141	4546.363	6459.476	1495.217	8555.674
hsa-mir-185	488.421	622.6	388.353	441.261	790.02	762.053	551.274	674.215	765.318	644.236	495.279	314.735	635.255	303.612	415.389	409.705	2052.209	1416.56	814.041	462.355	557.352	332.343	734.374	750.196	388.879	562.102	527.175	600.347	428.6	630.608	883.938	462.765	1198.271	675.847	1200.879	660.319	1298.716	575.303	739.939	871.56	921.152	741.061	685.884	823.171	572.671	660.853	280.554
hsa-mir-186	1069.494	1579.199	1144.118	1122.953	1516.633	1755.956	1621.421	944.779	1387.558	1041.018	1097.589	1278.125	1560.477	1834.935	1172.691	1088.908	1982.181	1807.384	1508.63	1101.054	1904.154	1289.014	1040.627	951.456	1449.14	4233.237	1424.335	987.78	850.804	1083.411	1555.66	1807.087	1496.575	1798.482	1337.831	1576.392	1555.072	1391.007	1849.847	1159.13	1118.886	1586.88	1289.119	1160.639	1838.769	1291.53	1195.441
hsa-mir-188	13.726	11.349	7.615	15.086	11.996	11.084	11.984	9.872	20.701	23.466	23.085	122.897	13.354	22.108	29.391	13.433	13.617	10.817	13.272	27.554	7.895	13.452	40.359	34.815	13.951	3.994	26.733	12.216	13.505	12.808	12.589	10.47	10.112	5.034	7.923	9.08	13.552	14.921	18.829	13.272	12.861	13.58	16.101	14.193	6.404	7.544	11.518
hsa-mir-18a	201.316	298.329	159.91	280.974	53.125	532.976	135.821	138.938	264.848	79.641	95.488	213.421	280.428	92.852	367.384	94.87	381.263	165.548	246.645	262.313	61.577	54.599	76.761	122.569	129.917	39.936	577.433	94.24	246.641	70.821	137.581	46.067	224.992	509.717	324.837	70.622	85.828	175.741	109.413	86.271	38.582	84.388	492.678	164.003	159.177	158.424	211.444
hsa-mir-190a	5.719	12.971	5.711	2.829	1.714	6.466	26.188	10.238	5.48	2.844	12.592	1.199	15.261	19.16	7.838	7.556	42.795	8.465	16.591	1.102	1.579	2.374	0.791	7.631	6.103	3.994	2.139	1.745	5.686	3.767	6.295	1.047	5.056	7.551	44.142	7.062	6.776	1.658	2.544	0	4.823	1.94	22.541	1.577	8.233	15.088	9.05
hsa-mir-191	4754.957	5240.218	7689.003	8021.9	9814.416	3334.561	7093.329	2972.908	3088.67	10678.963	16350.51	20620.864	2396.038	6112.029	5372.629	4351.433	5454.402	3750.686	6706.988	4255.976	7813.98	5342.802	5319.462	1819.928	7517.743	8580.291	4752.06	6003.468	4510.61	4665.147	1725.613	7778.011	5101.5	7083.175	3542.65	3782.331	5482.841	6726.241	7064.535	2760.676	4924.064	8046.918	4314.954	4599.979	4975.653	1889.013	1953.185
hsa-mir-192	3931.39	2352.585	3441.871	2058.275	2051.311	4049.506	8454.204	2446.406	2211.325	4538.808	1285.417	3775.626	3519.658	4959.483	3359.363	3111.405	2573.528	29072.87	2279.535	3311.428	1889.944	1687.034	2264.847	2569.647	11633.231	9516.795	3857.039	1403.136	3175.765	1883.538	3232.715	3402.684	1944.03	2373.644	2396.099	1542.089	3013.022	1513.694	2627.954	6547.758	2660.57	1707.157	1746.375	3049.832	2199.204	5138.96	30297.402
hsa-mir-193a	801.834	549.639	1085.103	418.632	610.081	512.654	233.027	805.475	580.229	867.515	1758.661	690.619	465.472	337.51	377.181	825.286	354.03	1291.929	575.137	281.601	334.727	497.723	1577.954	960.041	1120.424	561.104	465.154	685.861	536.639	594.445	848.869	333.986	295.776	425.393	763.99	633.079	840.213	809.072	384.219	444.628	1077.089	692.563	332.745	742.746	540.653	466.218	471.43
hsa-mir-193b	96.083	650.163	226.539	549.691	138.81	120.081	25.3	95.428	575.967	1226.609	169.99	1416.609	64.861	75.166	175.365	129.292	60.302	518.277	313.008	276.09	928.394	209.692	390.927	131.63	119.454	346.446	136.873	83.769	103.063	1008.823	214.016	98.416	922.719	695.984	64.515	250.709	214.571	550.434	209.157	358.357	1409.861	173.626	531.319	190.812	130.818	25.65	166.193
hsa-mir-195	69.774	212.397	70.437	133.887	73.69	53.575	55.483	265.445	138.817	70.397	100.735	74.338	156.429	57.48	88.172	162.035	54.466	42.327	71.892	74.947	71.051	90.207	49.855	189.337	44.468	40.935	58.813	75.043	72.5	45.958	81.829	69.101	53.088	31.464	36.219	80.711	63.242	91.186	69.719	97.332	45.013	76.628	109.484	50.463	103.374	48.281	109.424
hsa-mir-196b	582.216	1339.239	1075.585	16.972	126.815	184.74	113.184	646.062	1015.553	76.085	108.08	334.519	93.476	1131.912	48.005	219.964	99.206	409.166	48.665	3223.807	6824.009	65.677	72.804	47.692	2147.553	1519.572	80.199	109.947	36.961	403.077	375.876	100.51	1597.695	324.708	57.724	325.367	121.966	338.219	371.496	2349.229	46.62	300.692	77.283	1116.484	1866.213	1178.37	404.788
hsa-mir-197	934.52	1125.22	1094.622	1320.012	940.827	832.255	1031.087	746.975	848.73	989.82	1282.269	1952.559	908.053	677.968	1039.453	1011.668	1062.091	1175.764	829.525	903.217	1518.903	937.681	1575.58	1474.638	777.758	2412.146	1348.413	954.621	1036.317	1802.922	1364.125	912.966	1779.71	892.319	769.649	1032.095	1112.379	852.178	684.469	785.289	1004.747	932.147	1314.88	1081.791	1280.734	921.874	1247.274
hsa-mir-1976	150.987	115.116	121.836	157.459	109.677	48.956	67.911	62.156	93.762	90.307	104.932	103.113	55.323	81.061	145.974	94.031	95.316	83.244	61.938	115.726	112.102	79.129	258.772	164.538	81.961	333.467	114.417	85.515	129.362	121.3	80.031	93.181	126.4	36.498	38.482	96.349	75.664	51.396	51.908	86.271	109.316	93.118	112.704	116.695	170.155	54.317	68.287
hsa-mir-199b	17217.131	14467.346	7491.019	7763.555	4841.23	1504.709	5177.184	17486.449	6039.742	8767.587	6523.625	8388.748	10682.972	2986.007	8308.765	11292.904	3264.082	3004.311	4025.962	4980.093	9119.731	4076.735	5078.1	12205.825	6544.674	5436.314	3132.039	8951.101	4414.654	8112.021	5879.134	3898.952	4307.708	2990.338	3274.404	5792.041	3361.981	6858.875	2613.196	7921.46	4163.671	5530.801	7920.409	3688.499	10503.852	561.272	4687.15
hsa-mir-19a	276.81	306.436	563.492	487.461	239.919	857.195	453.181	287.017	552.222	120.172	120.672	441.829	415.873	169.492	507.48	123.415	1027.077	491.939	648.136	455.742	63.156	83.877	87.049	134.968	166.538	69.888	467.293	153.577	137.181	132.601	326.419	203.114	419.648	975.384	716.453	188.663	421.236	417.8	373.023	526.475	289.367	342.401	871.578	318.545	268.954	958.086	479.657
hsa-mir-19b-1	479.27	797.706	1033.704	987.18	563.811	1230.37	932.106	539.299	784.801	290.831	392.446	1216.977	816.484	642.596	1398.02	349.256	1330.532	933.556	1641.354	1662.603	361.568	294.361	228.7	389.644	442.066	265.576	1058.627	446.77	568.624	314.928	490.078	624	768.511	2639.2	2431.186	491.834	691.143	819.02	951.132	685.745	549.798	557.736	1412.557	610.282	538.823	1386.584	1104.117
hsa-mir-200a	146.412	17.835	3.807	10.372	20.565	27.711	7.102	14.991	11.568	20.621	10.493	8.992	5.723	19.16	23.513	277.894	1.945	12.228	9.954	4.96	9.473	21.365	17.41	18.123	5.232	14.976	8.555	10.471	10.662	12.055	12.589	8.376	2.528	10.068	6.791	12.107	16.94	3.316	16.794	13.272	9.646	14.55	23.614	25.231	6.404	0	5415.275
hsa-mir-200b	73.206	1.621	0	1.886	30.847	24.016	1.332	16.088	10.35	15.644	10.493	7.194	5.723	11.791	9.797	195.617	5.836	11.287	5.53	1.102	9.473	7.913	13.453	13.354	3.488	11.981	9.624	12.216	7.108	6.781	23.38	3.141	10.112	5.034	10.187	9.08	19.198	8.29	13.231	8.848	12.861	11.64	9.66	9.462	8.233	1.509	4481.465
hsa-mir-200c	514.73	525.319	359.797	566.662	179.94	902.456	207.727	1563.053	291.637	1718.674	72.403	104.312	118.276	228.446	420.288	2516.158	1373.327	864.421	294.205	141.627	715.242	139.267	237.405	169.307	172.641	210.663	1439.305	225.13	319.14	162.738	2402.73	199.973	219.936	153.544	17171.099	293.587	334.278	167.451	440.706	305.267	335.987	160.046	237.215	238.12	300.973	312.321	20673.812
hsa-mir-203a	448.387	35.67	70.437	51.858	1974.194	290.042	45.718	67.275	63.32	107.373	57.713	41.965	57.23	61.901	121.482	2120.725	31.124	28.689	46.453	22.043	9.473	60.929	49.064	61.523	66.266	26.957	36.357	62.827	75.343	9.794	63.845	63.866	108.704	32.723	47.537	64.065	46.302	49.738	129.769	64.15	88.418	37.829	113.777	135.618	147.284	96.563	13102.958
hsa-mir-204	2.288	3.243	1.904	1.886	3.427	5.542	1.775	38.756	1.827	0.711	13.641	1.798	5.723	1.474	8.817	36.101	1.945	0.47	7.742	2.755	1.579	6.33	3.957	6.2	2.616	0.998	1.069	36.649	9.24	3.014	8.992	11.517	0	0	4.527	1.009	2.259	1.658	0.509	0	8.038	0	3.22	58.347	27.444	485.832	208.153
hsa-mir-20a	4078.946	3918.814	5454.071	5755.251	3374.294	12618.682	7682.775	4446.383	5228.76	1760.628	2814.277	5242.593	6327.753	3652.184	9777.323	2008.224	14281.819	8325.346	9766.276	7575.119	2050.992	1030.262	1198.897	816.011	1798.783	832.67	4469.759	3600.336	3592.282	1452.584	3333.428	2965.046	5713.275	12574.272	23895.343	4385.143	3331.49	5797.797	7477.76	4667.49	2195.975	3338.656	3776.121	5356.918	2146.145	9784.543	3829.855
hsa-mir-20b	70.918	81.068	78.051	78.258	155.948	3942.357	15.535	497.618	1268.833	82.485	37.776	8.992	120.183	32.425	15.675	88.993	470.744	1852.063	1369.27	1674.726	14.21	113.946	37.194	53.415	58.419	74.88	98.377	43.63	74.632	613.28	587.194	97.369	1428.319	302.054	201.467	143.767	370.416	89.528	119.082	50.878	210.595	74.688	536.686	517.241	91.481	1318.688	78.16
hsa-mir-21	1792287.09	1790790.937	2202605.258	1034121.724	2106056.731	2538117.513	501287.185	2705806.582	2082727.061	2242929.242	1413814.365	584631.509	640102.685	455725.679	1052429.873	993988.001	3236174.132	3177499.565	1312747.931	1109172.47	680146.255	807706.354	1850551.564	2361056.612	1526289.195	343235.611	1090520.72	1667220.746	417901.671	752413.873	1679175.371	769250.438	1546684.655	675009.75	1946310.332	1314502.807	3094373.323	3210172.489	1615322.458	2432074.014	3731573.85	2009949.684	1725701.29	2609093.297	1072249.203	1129960.085	859045.922
hsa-mir-210	3121.549	852.832	1545.796	324.346	418.145	4401.436	833.569	506.393	736.702	6768.036	4917.115	11001.351	1138.881	7874.746	9639.186	4395.93	1517.273	1801.27	1286.317	1836.192	8297.124	787.335	4938.822	2176.188	8045.258	21374.849	13627.419	2230.358	6930.105	9534.469	1925.241	2342.093	8251.385	5876.216	3815.423	2263.951	529.65	4832.879	3699.186	9100.499	2549.646	1323.047	4297.78	4910.639	9003.563	4405.685	1960.59
hsa-mir-212	10.295	9.728	9.518	2.829	20.565	18.474	13.316	27.056	10.35	14.222	10.493	11.99	28.615	20.634	22.533	22.668	42.795	24.456	18.803	19.839	11.052	60.929	37.194	48.169	40.109	9.984	41.703	26.178	22.745	20.342	12.589	14.658	7.584	11.327	33.955	14.629	25.974	18.237	7.125	8.848	17.684	9.7	86.943	15.77	6.404	34.702	25.505
hsa-mir-214	88.076	175.106	98.992	104.658	20.565	15.703	51.044	172.941	79.759	34.132	47.219	51.557	80.122	20.634	33.31	142.725	36.959	26.807	57.514	78.804	110.523	58.556	45.898	146.415	92.424	52.915	37.426	109.947	49.044	77.602	73.736	74.336	45.504	52.86	61.119	53.471	41.785	102.792	40.712	68.574	49.835	80.508	88.016	67.809	77.759	9.053	54.301
hsa-mir-215	30.884	19.456	17.133	11.314	13.71	26.787	34.177	156.122	20.092	38.398	11.543	10.191	49.6	7.369	23.513	38.62	21.397	42.327	21.015	16.532	9.473	26.113	24.532	33.861	121.198	43.93	42.773	5.236	10.662	6.781	11.69	15.705	12.64	8.81	4.527	10.593	28.233	21.553	23.918	35.393	59.481	21.339	33.275	7.885	15.552	24.141	185.117
hsa-mir-217	54.904	29.184	17.133	13.2	49.698	24.016	37.728	761.234	30.442	14.933	40.923	55.753	74.399	26.529	96.01	33.582	1.945	12.698	35.393	20.39	7.895	82.294	49.855	17.169	49.7	18.97	16.04	13.962	71.789	24.863	139.38	292.107	70.784	30.205	26.032	25.222	106.156	14.921	15.776	17.697	14.468	24.249	15.027	214.466	27.444	78.457	100.374
hsa-mir-218-1	10.295	47.019	39.977	51.858	53.125	31.406	54.595	133.088	49.925	36.976	18.888	25.778	62.953	60.428	24.492	74.721	25.288	60.199	68.574	96.439	59.998	61.721	28.489	72.969	61.035	35.943	22.456	80.279	29.142	48.972	41.364	26.174	50.56	67.962	92.811	113.5	48.561	59.686	44.274	26.545	49.835	57.229	20.394	58.347	26.529	190.108	41.137
hsa-mir-219a-1	20.589	4.864	5.711	11.314	10.282	4.619	28.851	8.409	6.088	10.666	13.641	8.393	7.631	10.317	8.817	2.519	21.397	7.525	7.742	11.022	25.262	5.539	10.288	11.446	6.975	14.976	16.04	10.471	9.951	37.671	10.791	15.705	5.056	30.205	12.45	13.116	7.905	6.632	7.633	8.848	3.215	8.73	4.293	7.885	10.063	232.355	8.227
hsa-mir-22	330048.008	348435.573	317280.363	210536.218	219505.653	212709.912	171949.635	483426.858	243868.583	294432.336	412808.921	244133.96	272812.577	171929.741	318233.25	351666.804	274336.58	311536.893	193728.417	205237.455	166141.415	155557.681	499882.236	393543.774	303051.693	143910.074	277235.208	444670.267	150719.474	303567.544	257699.059	151342.99	237214.671	192140.572	231838.704	362591.267	334639.655	321664.175	136855.636	272329.219	376919.961	339791.215	232845.415	353062.979	245878.15	157450.425	248570.337
hsa-mir-221	192.166	585.309	352.183	326.231	1583.468	1082.578	946.31	423.03	1436.874	901.646	773.349	208.025	183.137	1655.126	337.014	594.408	291.783	1023.855	1402.451	3435.421	517.879	4667.83	554.737	1553.33	4692.704	323.483	921.754	795.809	549.433	427.94	480.186	1075.248	187.072	313.381	826.241	1127.435	543.202	790.835	1560.793	5680.622	4047.924	795.38	1046.537	383.2	1782.051	632.186	1210.251
hsa-mir-222	293.968	390.746	148.488	174.43	808.871	811.01	504.225	156.122	458.46	391.804	360.966	65.945	156.429	694.18	314.481	554.109	441.565	573.302	432.459	950.059	173.679	864.882	397.258	336.229	1245.11	130.791	474.778	347.294	174.852	131.848	348	507.785	280.608	103.202	514.986	372.281	259.743	823.993	387.272	2780.585	990.279	271.593	561.373	782.17	988.91	375.69	362.006
