	TCGA.FA.8693.01A	TCGA.FA.A4BB.01A	TCGA.FA.A4XK.01A	TCGA.FA.A6HN.01A	TCGA.FA.A6HO.01A	TCGA.FA.A7DS.01A	TCGA.FA.A7Q1.01A	TCGA.FA.A82F.01A	TCGA.FA.A86F.01A	TCGA.FF.8041.01A	TCGA.FF.8042.01A	TCGA.FF.8043.01A	TCGA.FF.8046.01A	TCGA.FF.8047.01A	TCGA.FF.8061.01A	TCGA.FF.8062.01A	TCGA.FF.A7CQ.01A	TCGA.FF.A7CR.01A	TCGA.FF.A7CW.01A	TCGA.FF.A7CX.01A	TCGA.FM.8000.01A	TCGA.G8.6324.01A	TCGA.G8.6325.01A	TCGA.G8.6326.01A	TCGA.G8.6906.01A	TCGA.G8.6907.01A	TCGA.G8.6909.01A	TCGA.G8.6914.01A	TCGA.GR.7353.01A	TCGA.GR.A4D4.01A	TCGA.GR.A4D5.01A	TCGA.GR.A4D6.01A	TCGA.GR.A4D9.01B	TCGA.GS.A9TQ.01A	TCGA.GS.A9TT.01A	TCGA.GS.A9TU.01A	TCGA.GS.A9TV.01A	TCGA.GS.A9TW.01A	TCGA.GS.A9TX.01A	TCGA.GS.A9TY.01A	TCGA.GS.A9TZ.01A	TCGA.GS.A9U3.01A	TCGA.GS.A9U4.01A	TCGA.RQ.A68N.01A	TCGA.RQ.A6JB.01A	TCGA.RQ.AAAT.01A	TCGA.VB.A8QN.01A
hsa-mir-508	4.575	14.592	1.904	2.829	5.141	1.847	2.663	5.484	9.133	0.711	2.099	2.997	28.615	1.474	3.919	9.235	5.836	2.822	6.636	60.619	4.737	4.748	7.122	2.385	0	10.982	6.416	6.981	8.529	4.52	26.078	12.564	5.056	1.259	58.856	5.044	21.457	1.658	11.705	2.212	1.608	11.64	6.44	3.154	1.83	36.211	2.468
hsa-mir-511	40.035	16.214	1.904	118.801	8.569	21.245	5.326	35.466	40.184	0.711	2.099	17.985	26.707	51.585	21.553	15.112	42.795	9.876	45.347	12.124	1.579	58.556	34.028	20.984	14.823	0	69.506	99.476	28.431	3.014	17.085	35.597	42.976	17.62	0	50.949	45.173	14.921	5.598	4.424	40.19	46.559	45.082	18.923	15.552	1.509	19.746
hsa-mir-532	4514.75	4401.978	3373.338	4251.381	5692.944	4784.772	3357.358	3762.661	4316.102	4978.965	4639.045	26919.169	3078.985	4341.943	3855.087	2984.631	3264.082	4916.573	3973.979	3927.533	2313.09	3348.747	6273.831	3264.043	2325.426	1692.296	3981.08	4251.293	2638.415	4966.513	6049.987	3104.294	3670.653	3098.575	3719.216	6053.848	5051.442	3438.556	7976.99	3258.394	3740.874	3860.503	1427.584	4043.314	2581.595	2148.526	3527.087
hsa-mir-539	26.308	4.864	51.4	1.886	5.141	4.619	11.984	41.316	4.262	3.555	2.099	7.793	15.261	4.422	16.655	2.519	5.836	3.762	2.212	3.858	7.895	7.122	5.539	10.969	20.054	0.998	1.069	41.885	112.303	12.055	10.791	4.188	20.224	13.844	19.241	7.567	1.129	4.974	3.053	8.848	1.608	11.64	17.174	20.5	39.337	96.563	32.91
hsa-mir-542	379.756	288.601	519.707	109.372	224.496	718.64	803.831	1095.782	498.644	290.831	377.755	826.705	438.765	193.074	269.415	595.247	1663.165	897.343	608.318	320.176	352.095	164.589	609.34	1352.069	311.277	248.603	546.423	862.126	226.739	423.419	340.806	194.738	444.928	351.138	442.548	355.634	806.333	756.018	353.685	665.836	681.62	655.704	808.249	457.317	373.243	422.463	1035.83
hsa-mir-550a-2	3.432	4.864	1.904	2.829	3.427	0.924	0.888	2.925	3.653	7.822	2.099	5.395	1.908	8.843	4.898	5.877	0	4.703	6.636	2.204	4.737	22.947	4.748	6.677	3.488	4.992	27.802	3.49	7.819	18.835	9.891	3.141	0	13.844	9.055	6.053	5.647	3.316	3.053	4.424	4.823	3.88	4.293	3.154	11.893	6.035	4.936
hsa-mir-5586	89.22	38.913	22.844	32.057	130.242	44.338	15.979	36.563	65.146	22.043	45.121	16.186	19.077	22.108	42.127	38.62	5.836	51.263	19.909	11.573	26.841	7.122	190.716	81.076	7.847	7.987	18.178	61.082	24.167	32.397	65.643	15.705	32.864	30.205	12.45	65.073	132.13	16.579	13.231	6.636	75.557	78.568	19.321	72.54	18.296	30.176	25.505
hsa-mir-574	160.138	413.445	397.871	342.26	159.375	82.209	100.312	177.694	158.3	155.726	286.464	208.025	114.46	125.277	121.482	280.413	71.973	161.785	258.812	196.184	284.202	363.203	254.815	206.983	217.109	139.777	196.755	197.207	181.249	173.285	222.109	131.919	184.544	236.609	174.303	180.087	152.458	144.24	194.908	126.089	114.139	154.226	69.769	116.695	170.155	57.334	406.434
hsa-mir-576	68.631	61.611	129.451	73.544	54.839	218.917	146.474	53.381	87.674	102.395	52.466	73.738	78.215	25.055	87.193	80.598	132.275	78.541	72.998	42.433	118.418	87.042	75.97	32.908	87.193	240.616	102.655	50.611	69.656	127.327	98.915	52.349	108.704	132.149	89.415	95.34	116.32	104.45	87.022	272.086	88.418	95.058	89.09	66.232	150.944	120.704	88.856
hsa-mir-582	587.936	441.008	670.099	2272.306	95.968	121.929	1680.011	340.033	144.905	1491.13	329.487	1824.266	171.691	122.329	242.964	2672.315	58.357	114.284	153.739	146.036	1037.338	1039.757	252.441	180.753	606.86	437.301	1089.637	205.933	765.51	519.103	343.504	235.57	199.712	1213.252	230.895	102.402	145.682	1094.237	326.204	495.506	1326.266	244.434	1687.34	392.662	355.861	167.476	886.091
hsa-mir-584	59.48	34.048	146.584	29.229	75.403	61.888	29.295	89.578	33.486	39.109	49.318	41.365	185.044	116.434	41.147	61.288	70.028	62.08	130.512	85.968	36.315	108.407	54.603	31.477	48.828	33.946	63.09	104.712	58.995	79.109	107.907	91.087	154.208	26.43	170.907	111.987	50.819	31.501	35.623	81.847	32.152	39.769	83.723	99.348	115.266	1228.16	80.629
hsa-mir-589	406.064	243.203	344.568	578.919	392.44	218.917	557.932	298.717	275.807	433.046	435.468	522.761	373.904	300.664	428.125	310.637	289.838	230.92	285.357	382.448	765.767	266.665	505.673	400.136	313.021	1125.202	568.878	574.169	459.164	1757.718	446.915	476.376	457.568	485.804	144.875	291.065	274.424	200.61	440.706	557.444	315.089	237.644	210.381	279.121	471.127	345.514	394.915
hsa-mir-590	123.535	126.466	102.799	167.83	73.69	266.026	125.612	99.085	154.038	147.193	244.492	224.212	141.168	116.434	161.649	133.49	208.139	141.562	178.071	198.939	203.678	172.502	136.112	280.906	112.478	322.485	140.081	80.279	221.053	204.929	104.31	170.658	96.064	251.712	84.888	128.129	140.035	152.53	173.535	145.997	170.405	126.097	174.96	97.771	191.195	135.792	192.521
hsa-mir-598	157.85	111.873	156.103	82.972	92.54	205.985	339.109	113.344	122.987	98.84	564.534	220.015	230.828	296.243	160.669	259.424	161.453	294.881	261.024	191.224	372.621	315.725	91.005	131.63	328.716	591.056	98.377	200.697	1393.84	252.394	85.426	102.604	65.728	752.619	363.32	116.527	124.225	87.871	310.937	72.999	85.203	130.947	64.402	108.81	154.603	347.023	155.498
hsa-mir-616	37.747	22.699	30.459	8.486	11.996	39.719	27.075	11.334	24.963	81.063	38.825	59.95	13.354	19.16	45.066	36.941	27.233	18.812	16.591	15.981	29.999	34.026	26.906	4.292	26.158	78.874	85.546	26.178	26.299	30.137	27.876	30.362	30.336	44.05	13.582	28.753	45.173	14.921	20.865	97.332	28.937	35.889	15.027	18.923	32.933	34.702	12.341
hsa-mir-625	1452.681	2349.343	5644.44	4785.043	2604.839	21319.024	543.729	2702.345	2008.579	3527.656	3670.523	1315.294	3073.262	2605.755	4245.004	769.036	3052.053	3667.442	2749.599	3568.782	516.301	1065.87	834.084	1139.84	646.097	678.915	1849.924	3052.345	3450.126	4080.497	2962.947	2604.885	4077.66	810.513	3477.003	3127.057	1486.183	707.938	901.26	5286.872	1520.785	1350.206	964.961	6465.517	4229.168	4014.907	4789.993
hsa-mir-628	33.171	56.747	28.555	32.057	46.27	27.711	37.728	35.466	43.837	78.219	69.255	25.179	76.307	17.686	48.005	95.71	40.85	22.575	24.333	38.575	82.103	55.39	103.667	85.369	45.34	108.826	115.487	47.12	36.25	24.109	49.457	32.456	30.336	22.654	24.9	42.373	50.819	54.712	28.498	61.938	56.266	71.778	111.631	66.232	47.57	93.545	71.578
hsa-mir-629	919.65	522.076	470.211	274.374	500.403	365.786	272.53	298.351	475.508	358.383	334.733	844.69	574.21	608.697	945.402	465.955	225.646	898.283	338.446	732.934	399.462	1741.633	492.22	1057.333	708.004	468.252	730.346	849.91	245.93	913.893	553.923	405.181	310.944	825.615	862.46	742.544	588.375	310.034	487.525	2012.993	493.532	450.069	503.411	359.546	434.535	419.445	820.272
hsa-mir-651	8.007	3.243	5.711	6.6	15.423	55.422	31.958	14.259	23.745	24.888	55.614	47.96	28.615	42.741	14.695	26.026	38.904	23.045	24.333	15.981	55.262	10.287	15.827	11.446	8.719	26.957	20.317	10.471	1.422	51.232	24.279	8.376	15.168	18.878	23.769	15.638	29.362	46.422	20.356	11.06	14.468	20.369	19.321	3.154	38.422	33.194	10.696
hsa-mir-6511b-1	1.144	1.621	1.904	3.771	3.427	0.924	4.439	1.097	1.827	0.711	0	2.997	0	5.895	2.939	0	7.781	1.411	2.212	1.653	3.158	2.374	3.165	3.338	5.232	7.987	2.139	1.745	12.794	5.274	4.496	3.141	2.528	1.259	4.527	1.513	3.388	1.658	1.018	2.212	0	0.97	0	6.308	6.404	3.018	1.645
hsa-mir-652	162.426	79.446	83.762	86.744	119.96	112.692	145.586	121.388	108.983	287.275	111.228	187.642	146.891	119.381	198.877	154.479	239.262	245.029	102.861	111.318	138.943	182.788	350.569	329.075	176.129	392.373	334.697	151.832	223.896	95.684	127.69	121.45	154.208	79.289	152.798	138.218	189.726	107.766	109.413	236.693	138.253	103.787	127.731	129.31	163.751	107.125	60.06
hsa-mir-653	20.589	24.32	5.711	36.772	17.137	1.847	51.488	31.809	12.177	34.843	19.937	11.39	24.8	4.422	34.289	20.149	5.836	2.822	17.697	8.817	3.158	14.243	7.122	3.338	5.232	1.997	1.069	41.885	14.926	6.027	10.791	27.221	15.168	17.62	2.264	16.142	7.905	1.658	2.544	6.636	32.152	20.369	2.147	28.385	21.955	31.685	9.05
hsa-mir-654	16.014	14.592	215.117	10.372	10.282	13.856	67.023	93.6	12.177	9.955	47.219	42.564	36.246	39.794	51.924	29.385	9.726	12.698	8.848	70.538	50.525	34.817	35.611	34.815	150.843	30.951	8.555	233.856	89.558	41.438	16.186	8.376	32.864	69.221	127.898	19.673	2.259	28.185	6.616	28.757	6.43	25.219	25.761	53.616	32.933	70.913	74.047
hsa-mir-660	252.789	371.29	199.887	442.204	366.734	452.614	313.365	341.495	538.828	239.633	223.505	1341.672	204.121	226.972	161.649	124.255	461.018	457.137	328.492	434.25	132.628	303.856	318.914	646.227	137.764	84.864	184.992	282.721	108.039	465.611	471.194	269.074	275.552	227.799	323.705	383.883	548.849	421.115	724.672	360.569	405.114	346.281	281.223	351.661	228.703	282.145	388.333
hsa-mir-664a	68.631	167	222.732	1152.182	305.04	40.643	698.636	95.063	133.337	404.603	120.672	1383.037	22.892	206.338	158.71	86.475	81.699	130.275	113.921	127.299	418.409	414.637	182.011	144.984	142.996	1647.368	78.06	109.947	1077.542	215.477	108.806	901.449	50.56	378.827	109.788	138.722	226.993	189.005	180.659	101.756	887.392	230.854	79.429	77.271	229.617	48.281	306.059
hsa-mir-664b	12.582	32.427	15.23	29.229	18.851	12.932	51.932	15.722	14.612	32.71	26.233	151.073	19.077	17.686	12.736	19.31	5.836	11.758	19.909	18.186	11.052	34.817	26.906	20.508	16.567	90.855	24.594	10.471	56.152	52.739	11.69	43.973	7.584	42.791	22.637	19.673	23.716	16.579	34.096	6.636	35.367	23.279	13.954	3.154	13.722	12.07	24.682
hsa-mir-671	26.308	34.048	28.555	38.657	44.556	57.269	24.856	24.497	36.531	32.71	22.036	19.184	32.43	41.268	25.472	20.989	21.397	33.392	64.15	23.145	39.473	35.608	29.28	33.384	18.31	32.947	49.189	33.159	17.769	170.272	24.279	55.49	22.752	30.205	21.505	36.825	48.561	26.527	40.203	46.454	43.405	29.099	52.595	22.077	29.274	24.141	31.264
hsa-mir-675	22.877	8.107	30.459	0	10.282	13.856	36.397	43.144	3.653	26.31	12.592	7.793	125.906	89.904	12.736	10.914	1.945	5.173	22.121	278.846	7.895	126.607	3.957	30.523	12.207	11.981	12.832	59.337	108.039	45.205	34.171	117.262	103.648	5.034	39.614	31.276	9.035	1.658	2.544	24.333	9.646	2.91	9.66	4.731	73.185	0	32.91
hsa-mir-7-1	416.359	272.388	869.986	680.749	284.476	361.167	185.977	119.925	186.915	605.838	462.75	273.97	835.561	154.754	391.877	437.41	330.688	240.326	410.338	282.152	573.141	410.68	299.922	132.584	567.624	256.59	855.456	376.962	90.98	71.574	164.558	281.638	300.832	388.895	199.203	104.42	364.77	450.958	322.133	426.932	355.279	201.755	286.59	274.39	282.676	555.237	138.22
hsa-mir-708	781.245	533.426	422.619	392.232	195.363	120.081	122.505	308.223	360.436	337.051	562.436	306.342	257.536	95.8	255.7	639.744	206.194	441.146	97.331	533.444	292.097	214.44	163.81	431.136	99.4	185.703	110.14	235.601	95.955	283.284	433.427	182.174	515.712	156.061	88.283	316.287	230.381	288.481	225.951	398.174	127	221.154	232.922	607.128	1539.626	529.587	344.728
hsa-mir-744	76.638	132.951	110.414	134.83	83.972	108.997	196.186	83.363	104.112	182.747	235.048	605.491	120.183	172.44	213.573	139.367	58.357	92.65	169.223	140.525	249.466	128.189	246.902	101.107	144.74	239.617	128.318	109.947	508.918	88.15	90.822	105.745	85.952	81.806	115.447	169.494	75.664	54.712	112.976	75.211	91.633	101.847	63.329	36.27	100.629	78.457	78.983
hsa-mir-758	24.021	12.971	89.473	9.429	6.855	12.932	41.279	62.888	6.697	4.266	23.085	19.783	49.6	23.581	48.005	12.593	3.89	7.055	3.318	20.39	11.052	7.913	15.827	21.461	33.133	5.99	12.832	134.38	36.25	32.397	17.085	7.329	42.976	13.844	54.328	10.593	3.388	14.921	2.544	2.212	1.608	12.61	15.027	72.54	26.529	138.809	25.505
hsa-mir-766	92.651	84.31	116.125	309.26	89.113	281.729	316.028	73.125	184.48	218.301	116.475	222.413	91.568	433.31	273.334	168.751	95.316	118.517	149.315	319.074	131.049	248.466	186.759	110.169	101.143	288.539	179.646	66.317	193.332	194.381	223.008	244.993	209.824	147.252	127.898	102.907	102.768	82.897	90.075	163.694	59.481	87.298	80.503	113.541	225.043	76.949	61.706
hsa-mir-769	114.384	90.796	64.725	112.201	56.552	141.326	154.019	77.513	94.371	222.567	144.806	206.227	301.412	284.452	338.973	117.538	184.796	111.933	89.589	133.361	148.417	64.886	113.163	68.2	102.015	178.714	156.121	113.438	560.095	76.848	71.039	105.745	209.824	101.943	168.644	88.782	70.018	112.74	99.235	194.663	70.734	66.928	78.356	67.809	106.118	162.95	102.02
hsa-mir-874	154.419	100.524	135.162	136.716	171.371	72.972	181.095	99.45	108.374	115.195	76.6	65.945	70.584	212.233	57.802	114.18	71.973	83.714	220.101	76.049	134.207	239.761	155.896	154.045	77.601	102.836	332.559	87.26	291.42	131.848	143.876	171.705	63.2	135.924	43.01	85.251	169.398	127.661	263.61	256.601	434.051	118.337	48.302	72.54	171.984	377.199	153.03
hsa-mir-887	8.007	17.835	9.518	5.657	15.423	3.695	3.995	15.356	15.221	4.978	8.395	5.395	7.631	4.422	5.878	5.877	7.781	2.822	12.166	15.981	9.473	22.156	17.41	46.738	7.847	7.987	11.763	5.236	5.686	16.575	15.287	13.611	20.224	0	4.527	4.54	13.552	4.974	4.071	8.848	14.468	10.67	15.027	9.462	15.552	28.667	20.569
hsa-mir-889	51.473	8.107	47.592	8.486	5.141	26.787	52.375	162.338	21.31	8.533	35.677	17.385	40.061	14.738	48.005	3.358	29.178	22.104	7.742	15.981	7.895	15.826	17.41	24.8	26.158	5.99	6.416	111.692	135.759	25.616	34.171	8.376	25.28	11.327	86.02	17.656	5.647	54.712	6.616	24.333	4.823	22.309	35.421	69.386	27.444	212.74	53.478
hsa-mir-9-2	7366.352	2273.139	16055.72	9762.43	1175.605	6260.847	2989.842	2206.921	9147.895	26729.406	190.976	850.085	713.47	11425.235	806.286	2355.802	906.473	1197.868	349.507	16943.446	10067.071	809.492	3073.608	1320.593	3991.675	7589.874	2941.7	1169.28	17075.068	1282.313	2688.683	11189.071	4603.484	5157.579	239.949	1427.58	2341.077	16004.042	1235.098	7618.405	10653.533	997.135	5737.171	17206.161	72774.078	64428.614	1281.829
hsa-mir-92a-1	41671.359	37644.609	74417.138	65875.187	46825.405	55367.573	56038.228	26428.209	38316.439	33567.128	46952.888	116930.498	86568.317	68583.834	120403.128	31755.469	38795.504	31493.062	63870.121	108654.41	21062.537	18018.506	21165.476	8568.829	24050.324	19661.587	99081.087	30141.25	115001.359	24275.79	35284.698	53066.159	53146.097	83443.783	87544.198	37548.892	20912.72	24902.177	53369.245	39116.218	18697.939	28334.93	35384.766	48854.08	26406.915	64802.796	46985.861
hsa-mir-92b	85.788	137.815	148.488	105.601	195.363	92.37	32.846	128.7	177.783	121.594	226.653	62.947	89.661	253.501	103.847	166.233	105.042	135.448	296.417	100.296	58.419	85.46	200.212	92.046	130.789	40.935	181.784	130.89	149.975	216.23	170.853	87.946	182.016	99.426	230.895	185.636	127.613	89.528	186.257	168.118	104.494	139.676	152.419	227.082	69.526	466.218	122.588
hsa-mir-93	39252.13	21337.026	24978.314	28813.971	32128.63	60392.508	33264.653	30644.247	36751.708	15962.269	90157.604	24676.455	18891.691	32203.481	36228.998	17844.821	42450.576	33267.994	57677.439	38268.515	52500.03	14303.391	17681.949	11324.953	14936.086	19546.77	9474.179	28706.701	52781.1	73008.943	25981.314	54136.172	28629.575	70873.286	60139.028	36835.607	17225.495	26089.258	25854.609	27673.126	16167.584	21806.994	15981.429	28367.852	37692.931	36346.9	30532.706
hsa-mir-940	2.288	3.243	1.904	5.657	0	2.771	3.551	2.559	6.697	4.978	1.049	25.778	7.631	5.895	11.756	3.358	0	4.233	2.212	9.919	12.631	8.704	9.496	6.2	3.488	5.99	4.277	10.471	10.662	20.342	4.496	7.329	10.112	5.034	2.264	4.036	3.388	0	3.053	0	3.215	5.82	2.147	6.308	4.574	0	2.468
hsa-mir-942	171.577	72.961	158.006	69.772	65.121	217.993	118.067	69.469	138.817	245.322	166.842	220.015	307.135	132.646	222.39	168.751	196.467	85.596	120.558	156.506	123.154	94.164	84.675	93.953	150.843	163.738	320.796	95.986	51.176	182.326	141.178	62.819	98.592	119.563	123.37	126.111	121.966	101.134	73.281	506.566	83.595	45.589	178.18	146.657	103.374	197.652	74.869
hsa-mir-95	3.432	8.107	1.904	2.829	8.569	11.084	2.219	10.603	11.568	4.266	8.395	4.796	5.723	1.474	4.898	5.037	11.671	4.703	2.212	16.532	0	13.452	5.539	11.923	6.103	5.99	4.277	5.236	3.554	2.26	17.985	9.423	12.64	5.034	0	3.027	11.293	6.632	4.071	17.697	4.823	3.88	18.247	4.731	3.659	13.579	9.05
hsa-mir-96	6.863	14.592	68.533	16.972	15.423	19.398	91.435	40.95	11.568	12.799	117.524	141.481	17.169	101.695	21.553	18.47	44.74	6.114	70.786	69.436	11.052	1.583	24.532	3.338	30.517	18.97	14.97	5.236	27.72	61.78	17.085	76.43	5.056	22.654	100.733	62.047	2.259	4.974	22.9	84.059	36.975	21.339	103.044	14.193	24.7	18.106	55.946
hsa-mir-98	250.502	267.523	295.072	270.602	510.686	363.938	452.293	352.098	244.147	134.394	306.402	346.509	198.398	165.07	279.212	260.263	355.976	338.62	202.404	232.004	311.043	206.527	202.586	162.153	175.257	207.668	120.833	273.996	78.186	210.203	339.008	275.356	313.472	303.313	370.111	286.525	212.312	180.715	239.182	296.419	241.139	271.593	154.566	285.429	208.577	244.425	188.407
hsa-mir-99a	396.914	226.99	102.799	314.917	409.577	447.995	407.464	2510.025	259.977	153.593	121.721	295.552	984.36	322.772	393.836	1236.67	202.303	204.113	311.901	320.727	511.564	218.397	124.242	359.121	29.645	248.603	97.308	640.486	259.435	281.777	303.039	258.604	409.536	44.05	110.92	252.223	193.113	54.712	130.787	50.878	57.873	164.896	147.052	438.394	500.401	1647.605	435.229
hsa-mir-99b	119331.463	105401.015	78555.759	33381.212	37777.018	13908.169	15303.853	49999.412	26422.044	61739.31	82130.304	30515.546	60776.571	19475.368	47226.038	144605.595	7553.296	14075.771	10846.871	20776.745	42649.268	32503.893	79027.485	24518.956	47491.172	39836.353	51831.028	33252.932	52194.707	47024.407	55489.389	35414.084	42619.515	18128.297	25076.981	24276.936	16484.662	53198.146	22333.537	39700.207	26125.028	29744.305	32761.446	123861.966	48261.734	39044.627	31645.873
