	TCGA.KL.8323.01A	TCGA.KL.8324.01A	TCGA.KL.8325.01A	TCGA.KL.8326.01A	TCGA.KL.8327.01A	TCGA.KL.8328.01A	TCGA.KL.8329.01A	TCGA.KL.8330.01A	TCGA.KL.8331.01A	TCGA.KL.8332.01A	TCGA.KL.8333.01A	TCGA.KL.8334.01A	TCGA.KL.8335.01A	TCGA.KL.8336.01A	TCGA.KL.8337.01A	TCGA.KL.8338.01A	TCGA.KL.8339.01A	TCGA.KL.8340.01A	TCGA.KL.8341.01A	TCGA.KL.8342.01A	TCGA.KL.8343.01A	TCGA.KL.8344.01A	TCGA.KL.8345.01A	TCGA.KL.8346.01A	TCGA.KM.8438.01A	TCGA.KM.8439.01A	TCGA.KM.8440.01A	TCGA.KM.8441.01A	TCGA.KM.8442.01A	TCGA.KM.8443.01A	TCGA.KM.8476.01A	TCGA.KM.8477.01A	TCGA.KM.8639.01A	TCGA.KN.8418.01A	TCGA.KN.8419.01A	TCGA.KN.8421.01A	TCGA.KN.8422.01A	TCGA.KN.8423.01A	TCGA.KN.8424.01A	TCGA.KN.8425.01A	TCGA.KN.8426.01A	TCGA.KN.8427.01A	TCGA.KN.8428.01A	TCGA.KN.8429.01A	TCGA.KN.8430.01A	TCGA.KN.8431.01A	TCGA.KN.8432.01A	TCGA.KN.8433.01A	TCGA.KN.8434.01A	TCGA.KN.8435.01A	TCGA.KN.8436.01A	TCGA.KN.8437.01A	TCGA.KO.8403.01A	TCGA.KO.8404.01A	TCGA.KO.8405.01A	TCGA.KO.8406.01A	TCGA.KO.8407.01A	TCGA.KO.8408.01A	TCGA.KO.8409.01A	TCGA.KO.8410.01A	TCGA.KO.8411.01A	TCGA.KO.8413.01A	TCGA.KO.8414.01A	TCGA.KO.8415.01A	TCGA.KO.8416.01A	TCGA.KO.8417.01A
hsa-mir-378a	2292.571	473.644	298.59	2227.517	1857.757	2616.19	2475.917	242.434	6294.093	892.532	3841.69	1597.085	3608.855	3462.328	1309.829	2272.872	2379.691	1946.589	2715.488	2925.085	2399.708	1817.676	3430.364	518.016	1626.936	1079.387	1404.686	1174.082	512.844	1986.289	2331.904	2038.886	2090.889	1391.989	3891.833	1317.221	3252.818	1300.322	3781.367	2443.177	3190.261	3348.396	6389.013	1439.816	927.416	1106.625	833.722	836.453	4780.683	2020.746	1001.523	927.206	6648.591	7127.226	1791.151	3401.822	2354.47	1380.93	529.685	1386.195	2111.58	1445.929	1991.86	2706.412	2156.539	2073.324
hsa-mir-378c	29.986	7.494	7.823	19.64	30.671	33.292	35.352	5.51	79.882	7.701	38.17	14.826	48.492	39.285	23.297	27.542	45.528	23.27	14.45	40.399	36.056	18.217	44.61	7.562	17.494	36.862	17.831	16.104	12.259	30.353	36.185	31.92	22.689	12.961	46.16	23.304	49.707	16.681	48.978	28.349	53.768	13.097	86.612	13.483	13.108	20.628	23.485	12.458	78.295	19.282	18.013	18.491	75.634	55.091	17.093	45.79	25.478	20.044	9.956	23.763	29.565	20.397	25.127	36.464	20.523	31.528
hsa-mir-379	780.546	115.413	207.318	140.754	150.066	389.793	219.965	110.197	414.482	234.877	826.23	604.569	714.497	325.608	73.344	2221.231	364.22	213.477	69.844	400.143	327.172	514.131	240.206	530.62	345.505	424.382	67.362	716.259	402.511	222.183	199.016	343.139	934.326	346.053	74.882	47.717	118.302	110.698	390.57	208.753	181.985	1334.411	646.86	363.084	803.979	222.053	440.346	480.516	294.389	239.096	76.555	757.262	103.246	48843.86	1373.726	352.965	409.147	480.002	189.173	266.942	203.844	589.25	173.603	216.351	213.128	223.697
hsa-mir-381	60.881	11.991	7.823	19.64	9.858	37.453	22.258	11.02	31.651	24.643	89.064	50.244	125.776	30.219	6.903	66.788	14.008	7.082	9.634	25.009	44.068	35.422	30.884	25.208	41.548	51.039	3.962	61.35	26.562	14.569	18.092	41.895	130.317	22.033	17.438	1.11	12.924	10.615	18.838	20.618	8.272	74.215	74.128	15.409	74.281	21.841	25.442	32.924	29.752	23.138	3.603	90.695	6.003	4127.124	84.565	26.711	29.974	39.033	19.913	31.684	17.117	61.947	31.979	23.499	20.523	13.512
hsa-mir-382	16.356	13.49	3.912	3.273	2.191	12.484	3.928	6.887	6.029	6.931	21.471	23.063	43.188	13.598	1.726	51.641	1.751	5.059	1.204	16.352	12.019	10.121	6.863	6.302	14.214	6.616	0	23.773	14.302	9.713	6.031	17.955	28.507	6.48	7.181	1.11	2.982	7.582	7.535	5.154	6.893	40.745	22.628	17.336	24.032	3.64	9.785	10.678	6.264	5.785	1.801	25.536	0	1008.438	28.788	3.816	5.995	18.989	1.991	10.297	1.556	12.843	9.137	6.482	9.472	6.005
hsa-mir-3913-2	16.356	7.494	9.127	3.273	5.477	2.774	9.165	5.51	10.55	6.161	6.362	7.413	3.031	6.799	6.903	6.197	7.004	10.117	6.021	5.771	9.348	12.145	8.007	15.125	4.373	10.397	7.925	5.368	13.281	6.071	2.01	3.99	12.799	7.776	0	7.768	1.988	6.824	5.023	2.577	5.515	1.455	15.606	4.815	7.647	2.427	4.893	2.67	4.698	3.856	6.305	7.925	2.401	15.874	7.197	3.816	1.499	3.165	4.978	12.674	10.892	6.799	6.853	8.103	7.894	3.003
hsa-mir-409	63.607	7.494	20.862	16.367	9.858	27.743	14.402	1.377	21.101	23.103	23.061	26.357	39.4	21.153	5.177	103.281	17.511	7.082	1.204	18.276	25.373	27.326	1.144	31.509	16.401	34.026	1.981	52.147	19.41	7.285	20.103	13.965	41.888	19.441	11.284	2.219	7.953	8.34	17.582	3.866	11.029	81.491	34.333	19.262	53.526	7.28	18.592	16.907	14.093	9.641	4.503	61.638	4.802	1477.174	52.178	7.632	19.483	28.484	9.956	14.258	14.005	26.441	11.421	10.534	12.63	15.013
hsa-mir-410	19.991	0	6.519	13.093	0	4.161	1.309	1.377	18.086	10.011	31.013	30.476	37.127	12.088	4.314	161.118	8.755	4.047	2.408	18.276	5.342	25.302	10.295	21.426	15.307	9.452	1.981	26.841	9.194	10.927	6.031	17.955	35.488	7.776	1.026	0	4.971	4.549	16.326	11.597	11.029	21.828	17.166	15.409	28.401	7.28	6.85	6.229	7.829	13.497	3.603	22.894	3.602	472.472	28.788	13.355	22.481	22.154	10.952	7.921	3.112	11.332	2.284	11.344	11.051	7.507
hsa-mir-411	9.995	0	2.608	1.637	5.477	0	0	1.377	3.014	3.85	10.338	9.884	10.608	2.266	0	13.082	7.004	0	1.204	9.619	8.012	3.036	3.432	6.302	5.467	4.726	1.981	6.135	6.13	2.428	2.01	1.995	13.963	7.776	0	0	1.988	1.516	3.768	2.577	2.757	24.738	5.462	1.926	12.016	4.854	7.828	5.339	0	0	0.901	5.283	0	460.333	9.896	7.632	4.496	3.165	3.983	4.753	0	3.777	0	0.81	9.472	0
hsa-mir-412	27.26	0	1.304	3.273	0	1.387	6.547	5.51	13.565	1.54	6.362	1.647	2.273	9.066	4.314	15.836	8.755	3.035	3.613	0	0	24.29	0	21.426	2.187	12.287	3.962	11.503	11.238	1.214	0	0	1.745	11.665	1.026	1.11	6.959	1.516	0	1.289	0	0	6.242	9.631	25.124	1.213	0.979	2.67	1.566	9.641	0.901	1.761	0	166.205	15.294	0	19.483	5.275	0.996	1.584	0	0	6.853	5.672	0	4.504
hsa-mir-421	21.808	20.984	16.951	9.82	14.24	8.323	19.64	23.417	9.043	37.734	10.338	18.944	6.061	15.109	12.943	17.902	28.017	10.117	30.105	28.856	10.683	16.193	4.575	15.125	13.12	17.013	7.925	12.27	8.173	27.925	4.021	11.97	44.215	2.592	11.284	12.207	8.947	6.824	12.559	18.04	23.438	5.821	14.045	24.077	13.108	7.28	14.678	8.009	26.62	17.354	16.212	18.491	9.604	27.078	8.996	3.816	5.995	15.824	6.97	6.337	6.224	16.62	13.705	14.585	14.209	3.003
hsa-mir-423	393.454	461.653	565.886	546.65	456.772	382.857	302.452	522.061	468.741	671.517	595.617	382.18	503.861	380.758	471.987	430.338	530.571	408.743	517.809	430.923	972.169	666.953	424.363	554.567	437.348	699.428	420.019	566.719	423.965	394.587	550.812	534.659	489.852	465.293	536.486	638.081	425.491	567.138	327.777	408.485	628.677	429.282	585.217	438.205	477.362	463.52	466.767	486.745	360.156	358.644	571.012	588.199	318.143	1004.703	328.363	450.269	373.178	397.716	421.16	622.6	403.021	433.628	952.53	441.615	454.673	420.37
hsa-mir-424	880.5	1491.38	1146.115	320.789	2300.288	1729.793	758.094	1699.796	2813.954	653.805	390.451	298.99	1022.875	788.713	683.389	552.898	1684.52	1031.975	160.16	1165.802	367.234	850.138	2276.234	346.604	2214.076	733.454	554.742	772.241	1244.311	2793.674	317.621	981.538	2499.294	1364.772	2275.194	562.621	2940.658	1529.3	1106.405	2534.668	1835.02	5570.474	1352.242	508.51	1675.684	1129.679	3739.028	2507.58	928.577	742.354	3109.944	1975.925	966.435	3474.441	564.064	1858.315	1028.114	1336.622	820.415	1748.982	1842.381	1130.907	566.492	1720.273	1371.912	2086.836
hsa-mir-425	514.306	244.316	366.392	229.135	318.754	531.284	425.528	413.241	476.277	601.439	190.057	359.941	513.711	454.794	461.633	487.487	420.254	287.334	705.666	303.955	243.042	256.053	325.993	547.005	582.767	217.39	364.545	321.32	300.351	275.604	363.857	195.51	437.493	394.008	231.828	215.283	430.461	181.211	443.315	259.008	326.747	269.21	923.863	477.691	349.556	405.277	149.718	263.394	335.102	408.777	229.666	250.073	328.948	529.43	468.704	288.096	347.7	641.41	240.947	301.794	317.437	216.814	315.226	373.55	506.771	271.739
hsa-mir-431	26.351	0	7.823	4.91	2.191	23.582	0	1.377	13.565	10.781	9.543	14.002	6.061	4.533	1.726	97.084	8.755	5.059	1.204	2.886	9.348	16.193	2.288	12.604	3.28	8.507	1.981	16.104	8.173	4.856	2.01	9.975	4.072	6.48	1.026	3.329	6.959	3.033	7.535	2.577	0	21.828	8.583	5.779	17.478	9.707	9.785	1.78	1.566	9.641	1.801	17.611	2.401	564.912	18.892	0	8.992	9.495	6.97	4.753	4.668	4.533	6.853	4.052	6.315	7.507
hsa-mir-432	24.534	2.998	5.216	1.637	1.095	2.774	3.928	1.377	4.522	6.161	10.338	14.002	14.396	4.533	2.589	74.362	5.253	4.047	1.204	8.657	2.671	13.157	3.432	5.042	6.56	2.836	0	13.804	6.13	4.856	4.021	7.98	16.29	9.073	1.026	1.11	3.977	0.758	6.279	0	0	24.738	9.363	7.705	6.554	3.64	4.893	7.119	1.566	3.856	1.801	14.089	1.201	497.683	16.193	0	7.494	6.33	1.991	2.376	1.556	12.087	13.705	4.052	6.315	4.504
hsa-mir-4326	6.361	17.986	6.519	0	7.668	13.872	0	2.755	9.043	0	11.133	9.06	9.85	6.044	2.589	0	10.506	5.059	15.655	3.848	0	9.109	0	6.302	6.56	22.684	19.812	12.27	6.13	10.927	2.01	0	0	7.776	4.103	19.975	8.947	5.307	0	18.04	0	37.835	9.363	4.815	9.831	1.213	1.957	19.577	14.093	13.497	8.106	5.283	4.802	14.006	14.394	3.816	0	11.604	10.952	10.297	0	17.375	11.421	17.827	6.315	0
hsa-mir-450a-2	8.178	4.497	14.343	18.003	83.249	34.679	10.475	24.794	49.738	10.781	5.567	4.118	34.096	9.821	19.846	12.394	14.008	14.164	3.613	15.39	10.683	15.181	27.452	6.302	24.054	24.574	1.981	27.607	18.389	55.849	16.082	7.98	66.322	16.849	28.722	15.536	19.883	12.131	20.094	21.906	42.739	29.104	20.288	3.852	8.739	24.268	23.485	40.043	23.488	32.779	100.873	34.341	22.81	59.759	13.494	19.079	22.481	25.319	22.9	12.674	29.565	20.397	4.568	17.016	22.102	24.021
hsa-mir-450b	43.616	22.483	66.498	32.734	191.691	123.458	37.97	45.456	189.908	43.125	51.689	28.828	112.895	80.835	68.166	54.395	57.785	65.763	20.472	78.874	30.714	77.929	175.007	13.864	51.388	115.311	39.624	106.595	50.059	202.757	24.123	79.8	273.433	53.139	111.811	33.291	80.525	44.734	74.095	86.336	161.305	78.58	121.725	31.782	43.694	52.176	86.112	144.155	89.256	57.846	370.167	125.036	92.442	147.531	40.483	112.567	91.421	92.836	62.726	45.942	84.027	58.17	20.558	66.445	42.626	96.085
hsa-mir-451a	26019.725	881.338	653.247	1225.871	15300.203	2032.194	15278.41	1738.365	8158.507	2135.454	3202.336	11321.264	2064.692	17570.01	2646.408	19096.667	3263.976	4582.173	2708.262	6885.156	3290.418	1036.358	8301.961	3551.749	3902.24	1135.152	5719.785	14006.93	2655.144	2809.458	1923.821	1522.182	20096.158	1261.085	1168.371	2765.388	6491.717	865.87	20618.559	11264.904	5054.233	3304.741	861.44	4975.31	6598.962	2306.681	3096.123	10695.032	3455.934	15252.007	1235.692	1584.086	11411.134	1769.434	6917.208	1291.662	3316.641	2155.263	6621.066	39099.418	5615.838	3814.261	1633.234	26715.692	9764.417	987.869
hsa-mir-452	52.703	89.932	58.675	148.938	65.723	87.391	44.517	78.516	75.36	119.364	396.018	144.965	92.438	111.81	112.172	107.412	101.561	82.963	85.499	176.986	124.192	150.798	90.363	25.208	258.035	102.079	116.892	105.062	68.447	80.131	96.493	97.755	81.448	99.798	95.398	35.511	102.396	105.391	54.002	106.953	90.993	117.871	50.719	90.53	96.128	320.339	154.61	111.23	125.272	38.564	45.933	49.31	94.843	39.217	132.245	137.37	86.925	128.704	145.365	147.333	70.023	129.182	95.938	72.927	71.043	147.129
hsa-mir-454	32.712	13.49	5.216	29.46	18.621	26.356	19.64	12.397	13.565	23.873	15.904	15.65	6.061	29.463	3.451	13.082	10.506	12.141	19.267	9.619	36.056	17.205	19.445	10.083	13.12	26.465	15.85	29.908	15.324	15.783	4.021	45.885	17.453	22.033	16.413	24.414	19.883	11.373	18.838	10.309	26.195	18.917	21.848	11.557	26.217	9.707	18.592	17.797	9.395	19.282	16.212	25.536	15.607	40.151	15.294	17.171	17.984	16.879	9.956	36.437	14.005	18.886	4.568	29.981	25.26	16.515
hsa-mir-455	189.912	206.845	86.056	397.712	119.396	287.143	90.343	92.29	223.067	107.812	223.456	135.905	253.825	135.985	52.635	95.019	218.883	103.198	139.688	106.769	405.961	725.653	90.363	68.06	177.126	510.393	97.08	878.836	210.45	60.706	267.365	343.139	829.025	200.892	182.59	268.549	48.713	79.612	74.095	128.86	102.022	2569.869	373.759	116.534	188.979	59.457	267.143	137.036	183.21	391.423	166.62	1090.985	103.246	6397.976	522.682	192.7	229.302	301.716	119.478	203.573	304.989	182.063	146.192	146.665	178.396	175.655
hsa-mir-4661	49.068	308.768	24.774	13.093	31.766	34.679	53.682	28.927	37.68	10.781	9.543	45.302	94.711	16.62	19.846	33.738	47.279	25.294	20.472	11.543	9.348	6.072	18.301	11.343	16.401	10.397	35.662	10.736	15.324	49.779	48.246	35.91	5.818	202.188	22.567	11.097	43.742	37.152	66.56	12.886	100.643	27.649	21.848	22.151	13.108	18.201	11.743	14.237	72.031	25.067	9.907	7.044	18.008	49.488	9.896	26.711	46.46	33.758	27.878	12.674	28.009	137.492	77.664	55.911	20.523	10.509
hsa-mir-4662a	189.912	1518.36	788.851	839.615	1058.133	314.886	1054	823.726	673.721	1065.802	183.695	578.212	487.949	247.039	109.584	468.896	845.762	1201.948	1600.392	1047.49	348.539	226.703	296.254	1551.527	230.701	75.614	1357.136	63.65	980.738	630.125	285.457	255.359	102.974	1049.824	169.255	42.169	109.355	547.424	745.975	301.531	492.188	36.38	855.198	606.745	410.728	645.531	169.289	385.302	587.211	937.102	97.27	79.248	973.638	92.44	640.532	1240.148	924.703	519.035	901.062	127.53	1012.998	1852.361	75.38	479.699	304.694	478.921
hsa-mir-4677	14.539	19.485	9.127	18.003	6.572	13.872	15.712	12.397	3.014	15.402	25.447	15.65	12.881	12.088	7.766	17.902	24.515	19.223	14.45	12.504	8.012	19.229	8.007	11.343	16.401	31.191	13.869	23.006	18.389	9.713	14.072	13.965	22.689	11.665	19.49	5.549	15.906	12.131	10.047	19.329	12.408	77.125	24.189	22.151	8.739	13.347	18.592	16.907	7.829	9.641	16.212	15.85	18.008	42.018	17.093	20.987	19.483	18.989	7.965	12.674	18.673	12.087	6.853	21.068	9.472	19.517
hsa-mir-4746	14.539	0	3.912	4.91	5.477	6.936	5.237	5.51	7.536	8.471	5.567	4.118	4.546	13.598	2.589	6.885	3.502	3.035	18.063	3.848	5.342	2.024	4.575	2.521	2.187	2.836	5.944	9.202	8.173	7.285	0	3.99	2.327	2.592	7.181	6.658	2.982	1.516	8.791	7.732	8.272	13.097	19.507	3.852	7.647	7.28	1.957	2.67	4.698	3.856	1.801	4.403	4.802	7.47	6.297	9.54	1.499	1.055	3.983	10.297	3.112	3.022	6.853	9.724	12.63	1.501
hsa-mir-4772	8.178	14.989	5.216	6.547	4.382	1.387	15.712	2.755	3.014	9.241	24.652	14.002	20.458	9.821	6.903	8.262	10.506	3.035	9.634	20.2	4.006	9.109	6.863	2.521	12.027	18.903	7.925	12.27	7.151	6.071	8.041	13.965	10.472	3.888	9.232	3.329	11.93	9.098	13.814	10.309	8.272	43.656	18.727	14.446	16.385	12.134	14.678	10.678	4.698	5.785	11.708	6.164	12.005	13.072	31.487	7.632	32.972	9.495	14.935	5.545	3.112	19.642	41.116	3.241	11.051	7.507
hsa-mir-484	368.011	133.4	75.625	132.571	361.474	302.402	243.533	121.217	156.749	305.725	130.415	120.255	125.776	233.441	148.413	198.3	80.549	120.397	102.358	190.453	98.819	221.643	169.288	202.921	261.316	130.434	142.648	213.191	87.858	125.054	305.56	101.745	165.805	120.535	150.791	124.287	271.4	72.788	136.888	150.766	190.258	474.393	117.043	224.399	199.902	143.182	145.804	149.494	169.117	134.974	235.97	121.514	198.089	448.194	143.94	87.764	193.333	124.484	158.308	301.794	147.826	149.579	255.835	499.957	274.698	121.607
hsa-mir-486-2	12007.147	332.75	182.544	427.173	2168.843	735.197	6265.078	687.357	2322.605	295.714	843.724	3999.713	572.052	10986.072	596.24	5021.525	528.82	815.463	720.116	1674.638	1452.912	270.222	4741.2	569.691	1420.289	382.795	2811.353	5379.612	757.007	659.263	936.782	488.774	2819.268	460.108	582.647	581.486	1226.766	236.56	4006.164	1211.28	1415.902	624.277	212.239	1030.504	3624.459	1260.727	925.705	1801.044	806.437	3235.508	301.718	622.54	2546.346	316.537	828.554	288.096	858.76	577.058	1454.643	9776.241	1409.795	860.456	2245.411	7250.592	1839.215	420.37
hsa-mir-487b	2.726	0	1.304	0	2.191	1.387	2.619	1.377	1.507	3.85	4.771	7.413	12.881	0.755	0	39.935	3.502	1.012	0	2.886	2.671	3.036	3.432	8.823	6.56	3.781	0	9.969	2.043	2.428	0	3.99	11.054	1.296	3.077	1.11	2.982	1.516	3.768	3.866	1.379	5.821	3.121	3.852	4.369	0	4.893	3.559	1.566	1.928	0	5.283	0	484.61	12.595	3.816	0	5.275	2.987	0	3.112	9.821	2.284	4.052	3.157	3.003
hsa-mir-493	16.356	10.492	0	3.273	2.191	5.549	2.619	2.755	13.565	6.931	12.723	26.357	12.881	1.511	2.589	14.459	8.755	2.023	1.204	9.619	5.342	20.241	3.432	12.604	9.84	10.397	0	24.54	11.238	8.499	2.01	3.99	26.762	6.48	2.052	1.11	5.965	6.824	5.023	0	5.515	33.469	16.386	4.815	18.57	3.64	3.914	12.458	0	5.785	0	21.133	2.401	957.082	33.286	5.724	8.992	11.604	2.987	2.376	1.556	6.044	0	8.103	4.736	4.504
hsa-mir-495	1.817	0	1.304	3.273	0	11.097	0	2.755	7.536	4.621	3.181	4.118	17.427	0.755	0.863	5.508	3.502	1.012	2.408	3.848	12.019	5.06	2.288	3.781	6.56	7.561	0	14.571	1.022	0	2.01	0	8.727	5.184	2.052	2.219	5.965	3.033	2.512	3.866	1.379	21.828	9.363	4.815	7.647	3.64	5.871	2.67	1.566	3.856	0.901	10.566	1.201	314.67	10.795	1.908	4.496	8.44	2.987	4.753	1.556	5.288	2.284	0.81	0	7.507
hsa-mir-497	19.082	32.975	14.343	73.65	28.48	31.905	26.186	27.549	46.723	26.183	127.235	34.594	81.83	41.551	23.297	26.853	49.03	59.693	38.535	19.238	50.745	62.748	64.055	23.947	41.548	41.588	39.624	65.184	33.713	32.781	58.298	57.855	67.486	34.994	63.599	38.84	20.877	20.472	8.791	38.658	8.272	82.946	186.489	24.077	19.663	31.549	65.563	60.509	53.24	52.061	36.927	74.846	39.618	84.97	73.769	47.698	43.463	48.528	23.896	42.774	52.906	46.838	20.558	29.171	41.047	43.538
hsa-mir-500a	1520.203	3299.022	4781.347	2790.534	2839.213	1041.76	1201.952	3482.24	1315.791	1924.45	1155.449	1685.217	700.859	1591.779	3269.396	1912.765	1073.4	1922.307	3211.621	1496.689	8434.368	1178.048	1571.631	1386.417	1213.641	6510.348	1369.024	4566.727	3712.502	1529.782	2458.551	8187.462	8426.389	1438.648	7755.97	4490.981	1024.956	2816.733	1500.742	2288.546	2933.827	563.159	1921.074	996.795	1740.133	2068.854	1337.674	2430.163	1525.184	1208.977	3051.402	6872.592	1695.163	865.576	1989.068	2608.127	1650.078	351.298	2822.665	1533.528	1831.488	2711.306	1555.57	1831.285	1839.215	2294.019
hsa-mir-500b	31.803	94.429	134.3	85.107	82.153	18.033	23.568	172.184	49.738	82.399	33.399	44.478	30.307	43.062	166.533	76.428	38.523	63.74	83.09	37.513	224.347	28.338	36.603	45.374	34.988	173.912	23.775	101.994	120.549	47.35	76.39	111.72	206.529	41.475	135.404	155.359	36.783	78.095	40.187	54.121	95.129	13.097	54.62	34.671	60.08	47.323	45.013	67.628	43.845	50.133	78.357	145.289	54.024	22.41	61.174	87.764	44.961	56.967	126.447	56.24	48.238	79.322	61.675	62.393	45.783	73.565
hsa-mir-501	215.354	744.94	927.062	684.131	215.789	137.329	172.83	754.853	183.879	694.62	242.541	238.039	122.745	521.276	402.095	312.597	113.819	210.442	368.487	199.11	2757.595	191.281	277.952	255.857	282.09	2834.572	245.671	1571.322	669.149	223.397	317.621	2884.764	3051.977	225.518	1683.315	702.444	279.353	620.97	210.983	471.626	472.887	97.498	284.806	150.242	474.085	425.905	159.503	504.541	220.791	160.04	303.519	2097.439	186.084	164.338	333.76	238.49	185.84	583.387	505.79	430.909	163.387	665.55	244.414	382.463	228.915	351.309
hsa-mir-502	102.68	259.305	268.6	155.484	197.168	61.035	64.156	337.48	94.954	184.051	54.87	101.311	63.646	84.613	357.226	212.07	103.313	121.409	193.877	68.294	492.762	73.881	115.527	126.038	100.59	455.573	83.211	253.835	334.064	111.698	162.831	333.164	473.563	103.686	345.69	272.988	69.59	196.375	66.56	85.047	170.956	13.097	76.468	55.859	120.16	150.462	108.619	163.731	82.993	59.774	173.825	329.321	86.439	29.88	107.955	169.805	109.406	152.968	220.038	189.315	108.925	168.465	100.507	111.012	161.03	138.122
hsa-mir-503	49.068	134.899	97.791	18.003	72.295	83.23	37.97	152.899	174.836	53.136	9.543	43.654	55.311	61.949	18.12	27.542	129.578	59.693	39.739	68.294	33.385	94.122	154.418	23.947	91.843	85.066	29.718	79.755	54.145	103.2	46.236	61.845	153.006	77.765	117.965	69.911	136.197	247.175	60.281	167.517	113.052	130.967	85.052	39.487	84.112	141.968	203.538	111.23	68.899	50.133	509.768	94.217	61.228	139.127	27.888	164.081	62.946	83.341	45.8	175.057	87.14	82.344	79.949	103.719	47.362	135.119
hsa-mir-505	108.132	95.928	119.957	81.834	135.827	84.617	61.538	71.628	82.896	94.721	35.785	67.54	62.13	92.923	94.052	51.641	98.059	64.751	127.646	85.608	46.739	90.074	60.623	104.611	94.03	88.846	53.493	108.896	93.987	78.917	160.821	117.705	41.306	79.061	116.94	69.911	215.728	132.686	79.119	145.611	113.052	376.895	162.3	127.128	111.421	161.383	160.482	122.798	159.721	106.051	142.303	145.289	175.279	218.495	138.542	103.028	139.38	100.22	100.561	126.738	116.705	154.867	116.496	140.182	104.196	157.639
hsa-mir-508	93.593	142.393	375.519	6.547	181.832	59.648	81.178	144.634	176.343	607.6	8.747	280.046	63.646	12.088	440.061	129.446	133.081	459.33	361.262	370.325	6.677	14.169	72.062	79.404	305.05	6.616	148.592	13.804	53.123	202.757	180.924	1.995	29.67	430.298	2.052	76.57	8.947	959.888	99.212	30.926	210.938	8.731	96.756	365.01	202.087	122.554	91.983	33.814	25.054	169.681	168.422	8.805	37.217	104.579	63.873	83.949	197.829	306.99	377.351	70.498	214.737	388.301	169.034	29.981	44.204	60.053
hsa-mir-509-1	11.813	8.993	22.166	0	17.526	18.033	10.475	11.02	16.579	73.158	0.795	26.357	7.577	1.511	49.183	23.41	15.76	38.446	44.556	32.704	1.335	1.012	10.295	5.042	41.548	0	13.869	1.534	5.108	32.781	22.113	0	1.745	37.586	0	5.549	0	98.567	11.303	3.866	23.438	1.455	10.144	28.893	28.401	3.64	4.893	1.78	4.698	19.282	17.112	0	1.201	15.874	3.598	7.632	28.475	30.594	18.917	11.882	12.449	36.262	47.969	2.431	7.894	7.507
hsa-mir-511	15.447	19.485	2.608	18.003	12.049	12.484	43.207	2.755	12.058	5.391	39.761	12.355	3.788	8.31	5.177	13.082	10.506	18.211	4.817	20.2	14.689	8.097	33.171	2.521	8.747	10.397	11.887	29.141	8.173	8.499	24.123	7.98	16.29	11.665	13.335	0	8.947	2.275	10.047	12.886	1.379	42.201	7.803	22.151	20.755	21.841	17.614	33.814	25.054	11.569	1.801	6.164	16.808	146.597	48.58	26.711	20.982	12.659	12.943	14.258	24.897	26.441	15.99	6.482	45.783	6.005
hsa-mir-514a-1	11.813	28.479	43.028	1.637	30.671	2.774	5.237	26.172	45.216	97.801	3.181	42.007	18.184	4.533	58.675	24.787	21.013	65.763	80.682	44.247	4.006	4.048	19.445	25.208	49.202	5.671	23.775	1.534	13.281	19.426	20.103	3.99	11.054	55.731	0	6.658	2.982	156.948	10.047	10.309	35.846	1.455	28.871	49.117	38.233	19.414	15.657	15.127	7.829	25.067	27.019	0.881	4.802	18.675	9.896	7.632	46.46	55.912	80.648	14.258	24.897	46.082	9.137	7.293	7.894	6.005
hsa-mir-532	17406.456	27101.144	33833.216	21393.002	16507.307	7651.593	10792.693	42643.669	14680.188	21935.961	14157.236	17419.673	7946.603	16321.215	38234.423	28997.189	23796.907	20557.557	32821.875	11308.854	66935.44	14574.803	21847.266	13717.968	16517.551	40546.956	21232.746	20998.508	52037.348	19938.164	15483.039	48711.809	52203.005	16793.303	41110.436	50044.426	9373.722	27038.358	13274.343	14429.695	20521.62	2123.125	13208.747	7096.028	16573.323	22773.169	12089.948	13408.165	13202.076	11247.15	24843.528	25360.348	10086.938	4279.323	14135.791	26212.921	14871.68	18376.176	34992.083	17776.567	15515.521	18290.927	10900.41	14530.355	17372.294	18286.091
hsa-mir-539	9.995	0	9.127	4.91	2.191	13.872	6.547	2.755	6.029	1.54	4.771	7.413	13.638	5.288	0	37.181	5.253	0	2.408	0.962	4.006	8.097	4.575	3.781	5.467	7.561	1.981	10.736	4.086	2.428	0	7.98	1.745	2.592	3.077	0	1.988	2.275	3.768	3.866	8.272	21.828	14.826	2.889	18.57	4.854	9.785	1.78	6.264	0	0.901	14.089	1.201	553.707	2.699	5.724	5.995	5.275	1.991	2.376	4.668	6.799	2.284	4.052	0	7.507
hsa-mir-542	795.085	553.085	1032.677	770.875	2596.04	1629.917	635.018	1063.406	3498.225	743.135	1273.141	625.161	2009.381	1854.683	1238.212	1210.454	1108.421	1305.145	422.677	1616.925	803.909	1486.729	1969.685	635.231	2103.645	2638.922	851.925	1960.127	950.09	2390.589	327.673	1959.086	9193.747	1117.221	2270.065	599.241	1536.936	684.659	1092.59	1666.154	2969.672	777.072	1504.399	725.205	857.505	1463.365	1198.72	2752.287	1385.819	1041.224	5821.801	2071.904	1533.09	1915.098	674.718	1316.465	1354.832	1722.734	1332.178	672.503	1683.662	888.408	285.53	1534.714	1002.491	1654.456
