	TCGA.KL.8323.01A	TCGA.KL.8324.01A	TCGA.KL.8325.01A	TCGA.KL.8326.01A	TCGA.KL.8327.01A	TCGA.KL.8328.01A	TCGA.KL.8329.01A	TCGA.KL.8330.01A	TCGA.KL.8331.01A	TCGA.KL.8332.01A	TCGA.KL.8333.01A	TCGA.KL.8334.01A	TCGA.KL.8335.01A	TCGA.KL.8336.01A	TCGA.KL.8337.01A	TCGA.KL.8338.01A	TCGA.KL.8339.01A	TCGA.KL.8340.01A	TCGA.KL.8341.01A	TCGA.KL.8342.01A	TCGA.KL.8343.01A	TCGA.KL.8344.01A	TCGA.KL.8345.01A	TCGA.KL.8346.01A	TCGA.KM.8438.01A	TCGA.KM.8439.01A	TCGA.KM.8440.01A	TCGA.KM.8441.01A	TCGA.KM.8442.01A	TCGA.KM.8443.01A	TCGA.KM.8476.01A	TCGA.KM.8477.01A	TCGA.KM.8639.01A	TCGA.KN.8418.01A	TCGA.KN.8419.01A	TCGA.KN.8421.01A	TCGA.KN.8422.01A	TCGA.KN.8423.01A	TCGA.KN.8424.01A	TCGA.KN.8425.01A	TCGA.KN.8426.01A	TCGA.KN.8427.01A	TCGA.KN.8428.01A	TCGA.KN.8429.01A	TCGA.KN.8430.01A	TCGA.KN.8431.01A	TCGA.KN.8432.01A	TCGA.KN.8433.01A	TCGA.KN.8434.01A	TCGA.KN.8435.01A	TCGA.KN.8436.01A	TCGA.KN.8437.01A	TCGA.KO.8403.01A	TCGA.KO.8404.01A	TCGA.KO.8405.01A	TCGA.KO.8406.01A	TCGA.KO.8407.01A	TCGA.KO.8408.01A	TCGA.KO.8409.01A	TCGA.KO.8410.01A	TCGA.KO.8411.01A	TCGA.KO.8413.01A	TCGA.KO.8414.01A	TCGA.KO.8415.01A	TCGA.KO.8416.01A	TCGA.KO.8417.01A
hsa-mir-197	558.831	828.877	714.529	549.923	622.173	857.267	617.997	657.052	415.989	633.783	613.112	327.818	559.929	377.736	675.624	420.01	604.116	666.737	499.746	470.361	456.706	649.748	514.726	781.435	803.627	754.248	532.948	1260.739	935.788	819.526	926.731	799.993	716.162	495.102	729.334	742.394	1216.824	570.929	571.412	775.735	696.232	988.075	1250.805	755.061	719.867	742.603	776.966	877.386	762.592	578.458	742.136	937.772	701.115	3546.339	844.747	618.166	588.992	410.376	690.98	404.769	684.668	757.715	1171.817	648.242	713.584	531.468
hsa-mir-1976	91.776	38.971	24.774	40.917	27.384	26.356	89.033	35.814	27.13	32.344	50.099	25.534	23.488	40.795	33.652	45.444	45.528	32.376	22.88	24.047	36.056	20.241	29.74	41.593	49.202	288.278	37.643	206.289	41.886	30.353	24.123	243.389	125.663	29.81	67.702	23.304	154.091	28.812	52.746	67.007	75.827	37.835	28.09	40.45	40.417	50.963	37.185	114.79	28.186	42.42	23.417	287.055	66.03	64.428	87.264	22.895	34.47	39.033	49.782	78.419	38.902	77.056	95.938	80.22	42.626	28.525
hsa-mir-199b	626.981	1293.528	355.961	1978.742	906.971	1713.147	674.298	1067.538	1466.512	805.512	6238.472	1163.014	7883.715	1581.958	817.996	773.919	1631.988	1422.507	1258.397	1061.918	3900.695	2816.587	1325.706	599.941	1222.388	1444.224	1266	2758.441	1336.256	296.244	1133.788	2627.409	3545.902	1569.552	1647.413	652.507	584.553	652.815	728.393	1261.535	711.398	9017.824	4599.809	951.53	962.371	1070.222	2352.427	4008.746	1370.16	2687.901	510.669	2757.842	1013.256	53508.817	4286.708	1650.351	1131.525	5073.255	1477.543	1571.549	1490.71	1970.966	372.332	1226.799	1847.109	1423.252
hsa-mir-19a	50.885	34.474	61.283	40.917	50.387	43.002	27.496	41.324	33.159	43.125	20.676	26.357	22.731	34.752	46.595	26.853	21.013	26.305	42.147	39.437	21.366	25.302	49.185	26.468	37.175	29.3	29.718	33.742	27.583	55.849	26.133	13.965	38.979	25.922	27.696	26.633	31.812	28.812	42.699	33.503	51.011	104.774	45.257	45.265	27.309	31.549	37.185	26.695	20.357	32.779	52.238	24.655	26.412	67.229	33.286	36.25	37.468	24.264	45.8	49.111	37.346	36.262	13.705	55.911	25.26	24.021
hsa-mir-19b-1	112.675	112.416	157.77	94.927	142.399	86.004	72.012	110.197	138.663	90.1	68.389	77.424	75.011	95.945	186.379	72.985	124.325	129.503	132.463	116.388	80.124	108.291	132.685	117.215	106.057	154.063	71.324	133.436	69.469	123.84	56.287	75.81	158.824	68.692	69.753	85.447	91.461	64.447	105.491	101.799	79.963	357.977	165.421	118.46	101.59	74.018	102.747	91.654	73.597	158.112	145.005	161.138	78.035	120.452	116.951	80.133	85.426	86.506	137.4	131.491	157.163	83.099	45.685	205.007	96.302	121.607
hsa-mir-200a	2131.737	4733.445	3410.964	738.141	4389.169	176.17	3756.428	5394.167	4622.601	2820.833	1691.425	3433.032	3392.157	2633.575	3590.382	1974.734	2852.477	1888.92	3336.859	3570.508	2292.877	426.081	4045.748	4212.188	5577.284	7077.452	3320.526	4381.911	5199.955	3839.025	3294.82	5681.748	5305.181	4663.294	4865.304	702.444	6947.032	3350.509	3430.984	6636.268	4548.258	273.576	4127.733	2626.339	4372.727	3493.39	3081.445	330.132	3341.624	2938.566	105.376	3496.613	2480.316	11.205	1937.79	4029.528	3160.775	3123.707	3019.803	2757.34	3753.228	3771.956	4324.073	3914.574	2617.527	5166.046
hsa-mir-200b	2351.634	3960.026	3927.302	772.511	4034.267	172.008	3405.531	4878.993	5626.401	3416.111	1865.577	4479.086	4190.757	3498.59	4649.981	1956.143	4997.525	2058.892	4669.916	4321.738	1941.667	554.614	5127.816	4203.365	4776.936	5545.327	3522.611	3710.897	4954.77	5008.216	4746.229	5979.002	6942.288	4702.177	3856.956	851.145	5248.051	3706.866	3947.139	6745.799	4141.548	237.196	3696.233	3234.047	4564.983	4426.498	3822.205	365.726	3592.167	4130.19	127.892	3055.464	2373.468	11.205	1594.134	4718.288	3568.424	2850.475	3508.667	3144.683	4483.022	3294.512	4234.988	3729.825	2492.807	4763.692
hsa-mir-200c	35644.343	52129.345	27853.598	14959.226	48077.12	39857.363	17561.858	67028.994	14577.698	29093.16	28637.33	30692.197	30388.484	41689.961	39420	90.887	12907.064	13040.324	34099.539	42020.803	217.67	1987.703	51712.822	37014.819	28436.385	19538.606	19748.811	89.724	13540.315	48.565	71806.562	53342.194	56323.116	41403.262	28566.096	1814.37	44047.246	41696.74	30587.502	44745.198	15668.674	490.4	18298.578	29692.948	37622.055	97.072	26658.556	169.96	11929.002	30737.326	3374.735	21568.755	27057.774	80.302	7629.711	49037.375	30329.355	1673.151	38491.789	72120.172	50810.182	22383.948	107078.484	42768.607	19235.19	49339.415
hsa-mir-203a	3087.656	28674.962	8085.393	653.034	1120.569	9441.033	11840.146	6011.272	1954.846	7044.766	4632.135	5480.661	6541.097	5573.116	1759.382	5039.427	141.836	10029.384	12953.658	10740.381	225.682	101.207	1809.548	8763.417	2603.316	170.131	6965.973	1506.905	12245.945	7953.654	1037.295	624.434	637.041	3805.29	136.43	153.139	12945.657	22052.4	10483.843	3872.23	9887.878	269.21	3269.415	11404.881	16104.7	127.407	4060.97	5167.322	8516.913	4170.682	207.149	787.2	5000.25	240.905	7555.042	6984.897	4190.388	968.444	13603.552	5727.759	171.167	13430.369	1596.686	1919.608	1130.367	803.207
hsa-mir-204	80.872	17.986	71.714	26.187	641.89	47.164	35.352	4.132	30.144	53.906	39.761	64.246	33.338	5.288	12.08	91.576	19.262	74.869	18.063	187.567	52.08	86.026	114.384	23.947	10.934	12896.879	21.793	4503.077	9.194	18.212	70.359	19.95	1364.256	18.145	49.238	32.181	4.971	4.549	218.518	10.309	12.408	21.828	12.485	16.372	17.478	29.122	62.627	37.373	335.102	44.348	61.244	12346.01	517.433	95.241	75.568	85.856	702.894	24.264	70.691	15.842	639.543	44.571	31.979	17.016	93.145	87.077
hsa-mir-20a	1280.314	616.037	1039.197	962.366	702.136	564.575	697.866	888.467	1190.693	639.173	886.666	870.613	682.674	914.876	1273.589	769.788	945.572	919.672	747.813	1313.932	926.766	961.465	1497.281	622.627	787.227	521.735	984.667	713.192	747.813	786.745	484.473	546.629	622.496	651.928	523.151	585.925	511.981	709.68	1069.985	548.942	675.552	1315.493	1072.899	874.483	730.79	560.593	759.352	655.815	418.094	719.216	1124.011	413.852	728.728	618.135	664.822	660.141	609.974	429.365	1111.144	1029.745	1075.241	466.867	573.345	1328.087	603.073	576.507
hsa-mir-20b	347.111	35.973	28.685	52.374	115.014	65.197	264.482	123.972	147.706	68.538	69.184	172.146	122.745	286.324	61.263	186.594	185.612	76.892	256.496	71.179	93.478	30.362	338.575	269.721	73.256	3730.596	241.709	1592.028	51.08	134.767	66.339	71.82	1208.923	66.1	35.903	220.832	53.683	128.137	303.916	67.007	191.636	56.752	159.959	81.862	178.055	58.243	77.305	90.764	98.652	275.732	252.182	2536.827	140.463	60.693	60.275	101.12	128.889	99.165	170.256	434.869	182.06	75.545	235.277	277.124	99.46	115.602
hsa-mir-21	226276.656	93813.037	97813.563	76049.823	69036.032	207435.014	317650.579	107021.036	185755.621	233717.132	389971.69	321382.217	532840.665	350721.024	141792.923	276947.457	281591.474	212803.446	188748.663	435694.339	137105.212	519235.819	142253.156	167849.754	114608.208	148259.76	91478.919	203409.151	381444.781	112022.566	70998.437	340685.406	165973.22	146533.46	197205.356	83656.32	191713.433	198629.308	335955.162	268431.241	191713.433	1025297.595	390379.024	273479.261	272951.885	97933.847	97931.028	208746.656	165015.774	171370.091	108402.228	153399.24	232970.822	1717638.081	745242.163	138974.845	141575.459	222696.801	85806.023	126934.291	66764.513	281365.401	47653.889	260539.989	274935.028	95665.679
hsa-mir-210	11824.505	1289.032	2981.986	242.228	526.876	5928.736	1660.213	4923.072	1272.082	953.369	421.465	483.491	1406.264	1759.494	1013.867	625.195	5295.206	1066.375	16053.288	558.854	1081.672	1003.972	260.795	2109.875	1865.29	1756.131	1107.503	1276.843	3839.181	489.288	1799.185	2128.66	446.801	2636.226	2577.801	7965.472	2614.581	1112.287	848.955	1453.536	840.994	995.351	11900.981	904.339	1518.384	2428.022	974.633	903.191	839.321	15151.741	655.673	934.25	451.403	9593.229	745.788	1198.174	538.036	6717.922	893.097	513.288	2001.099	892.941	3051.749	6382.757	1594.513	1234.086
hsa-mir-212	2.726	4.497	3.912	16.367	14.24	11.097	2.619	6.887	9.043	26.953	25.447	7.413	20.458	17.376	12.08	18.591	14.008	8.094	6.021	23.085	9.348	28.338	18.301	5.042	33.894	7.561	0	10.736	11.238	6.071	12.062	25.935	13.963	14.257	18.464	9.987	6.959	8.34	11.303	5.154	12.408	48.021	13.265	7.705	12.016	12.134	10.764	11.568	18.791	17.354	4.503	9.686	10.805	55.091	37.784	20.987	8.992	8.44	2.987	2.376	6.224	11.332	0	31.602	11.051	10.509
hsa-mir-214	0.909	7.494	1.304	21.277	8.763	11.097	0	2.755	7.536	2.31	31.013	6.589	47.734	11.332	4.314	6.197	17.511	15.176	7.225	7.695	20.031	34.41	3.432	6.302	5.467	4.726	5.944	19.939	11.238	2.428	14.072	27.93	22.107	10.369	13.335	6.658	4.971	3.791	2.512	24.483	5.515	129.512	21.068	9.631	6.554	12.134	15.657	33.814	9.395	30.851	5.404	29.058	8.404	565.846	43.182	1.908	7.494	29.539	7.965	7.921	3.112	7.554	2.284	9.724	6.315	6.005
hsa-mir-215	89.958	2.998	11.735	8.183	20.812	237.205	138.788	11.02	27.13	26.953	8.747	116.96	28.792	75.547	21.572	84.69	22.764	70.822	54.189	29.818	6.677	11.133	36.603	15.125	13.12	16.068	11.887	15.337	13.281	15.783	8.041	11.97	15.708	18.145	8.206	12.207	24.853	6.824	364.197	20.618	23.438	16.007	14.045	23.114	17.478	4.854	126.233	24.916	48.543	52.061	23.417	5.283	19.209	25.211	72.87	36.25	37.468	44.308	9.956	49.903	74.691	18.131	18.274	179.077	86.83	18.016
hsa-mir-217	61.789	52.461	20.862	6.547	10.954	26.356	37.97	4.132	99.476	15.402	409.536	102.134	98.499	27.197	4.314	16.525	35.021	15.176	13.246	122.159	98.819	27.326	4.575	7.562	30.614	3.781	9.906	102.761	25.54	8.499	2.01	11.97	34.906	27.218	19.49	1.11	5.965	3.791	209.727	21.906	9.651	50.932	97.536	84.752	235.95	3.64	10.764	284.75	61.07	28.923	17.112	9.686	18.008	13.072	35.085	24.803	46.46	1077.104	8.961	53.071	1.556	25.685	11.421	109.391	67.885	9.008
hsa-mir-218-1	69.059	1488.382	817.536	1582.666	412.957	950.207	1140.414	1435.322	453.669	638.403	1137.159	317.934	1653.269	379.247	2311.616	638.965	914.053	1066.375	127.646	23.085	881.362	1218.531	401.486	1441.874	574.02	92.627	919.287	43.712	571.076	1683.975	564.884	91.77	63.995	1070.562	1383.786	4851.636	310.171	1419.36	610.343	1100.461	723.806	26.193	21.848	145.426	563.659	467.161	1545.126	486.745	117.442	1104.855	6074.884	50.191	67.23	212.892	546.971	375.86	596.486	637.19	2397.523	1833.738	220.961	482.732	982.225	199.335	974.074	1486.308
hsa-mir-219a-1	3.635	1.499	1.304	8.183	3.286	4.161	2.619	4.132	1.507	6.161	5.567	4.118	2.273	3.022	3.451	3.443	1.751	3.035	2.408	1.924	5.342	7.084	8.007	2.521	1.093	9.452	1.981	4.601	6.13	3.642	0	3.99	18.617	2.592	1.026	2.219	0.994	2.275	0	1.289	4.136	10.186	3.121	1.926	1.092	2.427	1.957	2.67	0	0	10.808	7.925	6.003	6.536	4.498	1.908	0	1.055	2.987	2.376	7.78	4.533	0	0	4.736	1.501
hsa-mir-22	795946.445	905481.888	862690.929	1991282.444	725274.317	1121406.399	871864.476	1193047.493	804762.17	1038059.571	1265539.831	745375.689	883719.42	908469.297	1093510.015	759206.632	979325.88	1002290.935	815239.94	1160557.518	1483208.111	1824448.306	963735.532	1030184.891	870258.552	787433.615	1219294.935	976911.47	640426.029	993755.151	1232029.338	2378776.947	763708.125	945956.631	1052640.313	1027419.373	1506355.759	868806.185	982950.661	1413593.374	1114672.103	611564.734	432292.294	787939.362	974357.82	1647185.187	782196.663	982230.844	1048760.969	697949.987	781231.872	1006366.676	1054884.632	763507.685	834815.018	1278438.453	699444.064	1425897.98	1031146.829	884840.874	1159392.71	822554.581	1453251.723	1155065.157	1060151.995	971989.786
hsa-mir-221	7756.395	8961.769	10317.644	11016.471	18392.448	11871.344	7539.043	22397.638	14952.992	17351.626	3647.657	7104.927	14915.035	9086.06	16986.366	15426.058	14057.51	14607.511	18656.784	12265.927	12282.982	4052.323	18586.19	22156.208	17411.928	4430.969	15578.341	2144.943	9117.799	15541.861	15207.633	5424.393	4247.519	19518.958	7667.752	8964.208	9472.141	6619.89	10706.128	10953.064	10972.897	3335.3	5476.855	9551.901	11457.79	13215.184	12690.776	9661.033	12439.484	12010.715	3562.071	2047.249	11214.246	1724.615	4566.491	11920.688	15658.502	10822.733	15340.959	10675.287	19735.569	7327.098	12069.943	10033.173	12647.169	17293.717
hsa-mir-222	2171.718	2966.272	3394.013	3329.001	4045.221	3171.055	1822.568	6841.886	4388.984	3821.947	1388.448	2706.56	2448.839	2228.642	2911.307	2689.439	3391.803	2772.169	2307.261	1806.416	3441.318	900.741	3780.378	3454.7	4832.698	1838.361	3823.757	884.971	2313.929	3896.089	3903.929	2294.245	674.274	4989.906	3122.493	2485.742	2653.353	1795.43	2501.655	2261.485	2942.099	1001.172	1266.41	2704.349	3161.297	3021.376	3309.446	2108.04	2760.676	3347.343	1504.085	827.705	2223.4	417.381	1310.752	3390.375	4160.414	2179.527	2382.588	2657.534	4075.334	1902.22	3444.639	1849.922	2132.858	5451.297
hsa-mir-223	286.231	119.91	82.145	96.564	107.347	87.391	176.758	100.555	129.62	232.567	470.768	214.976	161.387	221.353	207.951	182.463	154.093	128.491	119.217	251.051	117.515	172.052	82.356	34.03	474.523	358.22	124.817	654.142	113.398	55.849	100.513	227.43	793.537	174.971	228.75	53.266	88.478	120.555	288.846	198.444	333.64	3546.302	143.573	203.211	338.632	186.864	151.675	230.47	189.474	73.271	59.443	311.71	182.482	1450.096	1042.664	82.041	322.222	181.451	212.073	185.354	112.037	265.918	123.349	183.128	292.064	102.09
hsa-mir-224	41.799	10.492	15.647	18.003	24.098	45.776	19.64	34.437	42.202	36.194	58.051	46.125	41.673	43.062	18.983	22.722	45.528	32.376	40.943	65.408	25.373	66.797	30.884	18.906	114.804	18.903	15.85	21.472	31.67	30.353	32.164	19.95	12.217	46.659	36.928	8.878	38.771	25.021	20.094	14.175	12.408	145.519	17.947	44.302	52.433	75.231	28.378	26.695	40.713	32.779	27.92	6.164	48.022	38.283	17.992	22.895	35.969	29.539	25.887	70.498	17.117	30.218	22.842	17.016	7.894	46.541
hsa-mir-2355	86.324	142.393	105.615	682.494	176.355	116.522	151.881	118.462	94.954	148.627	374.547	67.54	125.018	96.7	138.921	101.215	84.051	171.996	127.646	120.235	206.987	244.921	74.349	239.472	85.283	139.886	110.948	141.105	260.509	95.915	205.047	614.459	66.322	145.161	252.343	289.633	552.74	79.612	92.933	364.673	238.511	291.038	99.097	140.611	113.606	330.046	159.503	311.445	211.396	161.968	69.35	122.395	175.279	234.368	315.768	103.028	149.871	100.22	179.217	222.583	160.275	404.921	153.044	157.199	170.502	202.678
hsa-mir-23a	7939.946	4553.58	7724.216	12165.418	5878.88	9533.973	6595.026	6552.618	9551.165	11110.832	12689.267	14981.627	10898.545	8195.359	7255.834	8197.762	9681.611	8886.118	10550.061	11301.159	10072.9	17678.818	8859.009	5558.273	7840.561	5355.347	6676.715	8782.226	8675.445	10100.206	16458.016	19122.033	9829.042	8819.821	11084.646	6671.554	50841.181	8403.947	7693.342	9069.137	9638.337	34942.066	6239.198	7012.239	12698.714	20987.038	13845.462	9095.093	14954.315	12542.896	11516.611	8578.192	13851.832	28287.607	11909.222	13737.028	12737.52	9524.089	7730.219	6919.886	12436.069	7057.403	12618.161	8936.022	10991.086	12675.654
hsa-mir-23b	4501.544	4387.205	5366.792	9648.21	4998.198	9095.63	7216.951	11613.437	6660.344	6115.27	6147.022	6484.708	9299.072	11184.006	8267.975	5408.485	8170.446	6873.766	8744.954	3919.672	6627.575	15302.48	4367.166	6374.999	7029.28	3889.385	9646.565	4267.647	10864.739	5722.115	6965.558	9719.619	7542.095	9390.096	2956.316	9300.449	7549.479	2739.396	6070.783	4788.422	4477.946	1736.044	4461.697	6770.504	3849.485	13451.798	9161.157	3142.928	8159.888	7564.302	3784.531	3572.339	5482.867	2314.738	5990.596	5345.994	7926.667	5081.695	5318.757	2518.915	5555.151	3660.905	6891.563	2916.281	8506.172	7484.085
hsa-mir-24-1	1648.325	1767.173	1495.556	2461.562	1673.734	2387.308	1850.064	2307.26	2542.657	2790.799	2726.001	2330.146	2867.081	2674.37	2750.814	2241.887	2526.78	2943.153	1861.705	1626.543	1655.892	4915.618	1350.87	2059.46	3105.173	898.859	2522.094	1576.69	2719.505	1654.836	2705.813	3263.813	2587.723	2738.616	1573.556	2529.021	4327.48	964.437	2198.995	2194.479	1977.024	2645.539	1558.239	2735.168	1766.35	3771.26	2358.298	2185.456	3225.747	2381.318	1301.439	1091.866	2109.349	3247.542	3226.051	2096.805	2865.53	1870.427	2025.15	910.928	1716.339	1466.326	2352.771	1781.046	3776.311	2169.409
hsa-mir-24-2	1527.472	1713.213	1413.412	2381.365	1602.534	2243.043	1839.589	2270.068	2319.59	2672.206	2713.278	2353.208	2765.551	2729.52	2702.494	2189.558	2360.429	2793.416	1846.05	1463.023	1439.558	4897.401	1261.651	1966.192	2907.273	919.653	2260.573	1680.218	2595.891	1688.831	2790.244	3188.003	2597.031	2602.528	1583.814	2348.139	4369.234	1002.347	2279.369	2202.21	2000.462	2777.961	1518.444	2491.507	1727.025	3679.041	2153.782	2252.194	3311.872	2242.489	1228.487	1082.18	2076.934	3428.688	3231.449	2030.028	2675.194	1856.712	1838.964	963.208	1490.71	1444.418	2144.905	1780.236	3528.451	2182.921
hsa-mir-25	45405.261	28261.273	14233.212	13011.58	23574.669	16998.299	33526.35	16548.906	21011.961	9673.077	16424.398	18926.155	12510.142	26687.8	16346.982	19256.408	23261.082	21137.284	27109.116	24401.999	16584.296	15976.518	27266.761	22780.096	12218.417	9820.342	28517.696	21779.185	25878.204	30721.916	17841.076	11640.8	14217.932	17867.753	14755.935	15629.104	16223.328	16631.233	30507.128	20139.463	25821.258	23348.553	30968.145	19542.97	23221.441	22059.687	22766.875	21545.786	15990.938	23227.014	20107.01	11353.645	25931.668	30924.485	24449.079	22435.238	15412.714	16804.3	18216.393	29986.967	21973.19	22082.524	22205.131	25847.858	17291.779	23875.509
hsa-mir-26a-2	2992.246	5530.846	6966.659	5242.276	6720.128	3333.353	4424.179	8891.559	5746.977	10189.806	7900.474	4648.76	5162.868	3343.719	9762.458	5945.546	6216.263	6731.11	2468.625	7417.077	6356.49	6582.495	6484.406	6706.478	5254.739	6108.65	4951.071	3455.528	6410.553	6992.077	5739.298	3002.468	4528.515	5591.287	4406.778	5035.847	3975.555	6569.849	5303.458	4271.695	3712.78	1376.611	2248.795	5959.585	4469.947	4364.615	7504.477	4217.859	4771.288	4490.762	7379.926	3311.7	5296.783	2881.517	4230.032	6742.591	5185.53	3325.203	6573.274	7357.132	7755.427	4825.052	5166.959	3478.631	7956.776	6275.522
hsa-mir-26b	1155.826	1434.423	1409.5	2296.258	1933.338	1287.288	1233.376	1533.122	1175.621	1244.462	2041.32	980.984	1130.466	877.103	1652.387	981.859	1031.374	1405.308	1009.126	1271.609	1519.682	2055.512	1217.041	1266.681	1398.421	1609.629	1026.272	1759.973	1493.582	1361.021	1125.747	2625.414	1283.39	1310.336	1537.654	2019.665	1594.596	1110.771	1293.526	1253.804	736.214	867.294	720.208	1726.816	1307.558	1229.178	1440.421	1529.641	1091.43	1523.273	1299.638	1521.568	1351.808	1211.993	1716.482	1385.15	1333.85	870.334	1285.383	1695.911	1556.065	1239.692	630.451	1179.801	1640.296	1525.342
hsa-mir-27a	1824.607	1314.513	1629.857	2666.146	2040.684	2316.563	1643.192	2100.639	2117.625	3353.734	4248.045	3728.728	2898.146	1862.238	2409.12	2659.143	2286.884	2920.895	2198.883	3232.887	2336.945	4337.727	1955.959	1842.675	2339.813	1029.293	1588.939	2131.139	2661.274	2350.523	2866.634	3722.662	2931.55	1946.712	2938.878	1752.226	9973.186	2075.208	2246.717	2257.62	2746.326	7440.396	1691.668	2266.145	3377.585	3635.359	2280.993	4126.205	3864.633	2308.047	2075.097	1571.759	3974.988	6882.586	4428.849	3644.128	3638.863	1787.085	2062.985	2049.985	2606.408	2048.777	1729.172	2575.953	3782.626	2445.652
hsa-mir-27b	5231.205	6182.856	6747.606	7009.887	5768.247	8690.578	6293.883	12157.537	7323.515	8253.805	6310.041	6179.128	10132.525	9568.807	11767.757	7054.785	8947.917	9125.9	7797.243	4391.956	5270.812	13143.737	3715.179	9583.924	7903.977	3132.302	10058.659	3309.056	15416.998	6157.981	5192.507	8785.961	8234.404	10189.778	3229.175	8234.021	7774.154	2678.739	6382.234	5845.07	4530.336	1756.417	5376.197	8655.266	4078.881	11602.57	7364.545	4205.401	8549.797	8765.566	3539.554	2647.775	6085.538	2000.068	7167.304	6355.284	8969.768	5048.991	5791.69	2777.935	5124.121	4253.177	3012.917	3125.339	11171.061	7874.429
hsa-mir-28	10354.279	11015.226	16092.552	14440.399	13860.88	9593.621	12312.809	13966.153	7234.589	8018.928	13602.175	5766.473	8525.475	5692.481	9991.117	6404.114	11015.919	9839.177	3286.282	12555.453	17457.645	12392.782	14911.045	9330.588	6302.189	10355.31	13822.979	8003.084	14004.122	18766.545	15800.66	10547.542	6033.56	14372.226	6602.986	8063.126	8154.909	10078.064	6741.407	9294.641	9363.98	16638.663	8419.328	12247.582	8958.465	14690.684	13565.597	10142.439	8718.914	7427.4	11245.515	9099.47	11810.914	20109.926	10460.827	14036.572	9300.982	12973.776	9700.608	9444.346	11312.591	10819.538	14118.909	6947.539	10166.992	15426.074
hsa-mir-296	1.817	4.497	9.127	0	1.095	1.387	6.547	71.628	7.536	0	0.795	22.239	2.273	3.022	50.046	28.919	5.253	25.294	1.204	0	1.335	1.012	2.288	0	5.467	0.945	15.85	1.534	52.102	1.214	6.031	3.99	0.582	11.665	0	3.329	0.994	12.131	1.256	7.732	0	106.229	2.341	71.268	51.341	1.213	22.507	38.263	4.698	3.856	2.702	0.881	2.401	164.338	4.498	0	61.447	32.703	11.948	13.466	23.341	19.642	164.466	4.052	1.579	6.005
hsa-mir-29a	59817.654	107106.552	111313.991	77354.255	89958.797	96932.198	122919.912	123828.907	92610.281	55171.425	87306.003	83816.887	72196.801	75025.913	180483.802	110039.077	117975.922	91362.199	98389.761	71476.534	101181.697	113474.164	76109.699	110182.359	108068.758	10783.473	107962.678	12804.474	94936.464	121225.543	128029.573	47440.996	20678.512	136676.774	100154.693	86765.717	71059.947	78915.521	92455.737	93443.807	107386.6	70322.145	40649.981	119505.663	87961.395	78872.482	84266.598	91382.5	93817.577	81524.005	66372.497	11484.845	98967.729	21405.021	66672.928	135502.429	80318.764	93274.468	96971.23	29491.105	179001.906	73111.581	106121.386	52950.065	195390.949	123602.262
hsa-mir-29b-1	1867.314	5210.087	5395.477	3320.817	3574.21	4680.289	3121.41	5830.824	4168.932	3761.111	2295.789	3060.736	2388.224	2460.572	4127.085	2469.106	6962.215	3749.511	4056.975	1760.245	4110.352	3602.965	2488.987	2764.012	4303.507	694.702	3270.996	654.909	2152.516	2644.338	3676.769	2276.29	982.032	6297.651	3776.945	2597.822	3318.431	2935.771	2201.506	3477.92	3601.107	10475.926	1683.085	4410.94	3798.144	3812.516	3922.016	3091.317	3142.755	5568.622	2580.362	935.13	3852.533	811.419	1926.095	3823.473	3982.067	4862.265	3534.554	1337.084	5440.002	2556.439	2636.017	2644.019	4107.843	7694.27
hsa-mir-29b-2	1824.607	5277.536	5696.675	3333.911	3793.285	4789.875	3127.956	5847.354	4211.134	3864.302	2333.165	3153.81	2476.873	2614.688	4134.85	2579.961	7055.021	3735.346	4018.44	1794.873	4138.395	3581.711	2667.425	2982.057	4437.992	981.089	3288.827	834.358	2252.633	2697.759	3753.159	2459.83	1167.035	6546.498	3915.426	2709.903	3375.096	2807.634	2195.227	3595.182	3539.066	10318.765	1780.621	4477.393	3885.533	3858.625	4084.455	3093.097	3194.43	5574.406	2649.712	1246.84	3913.761	851.569	1917.998	3867.355	3943.101	4727.231	3435.985	1386.987	5575.38	2619.141	2773.072	2585.677	4079.426	8113.139
hsa-mir-29c	11609.15	13053.695	13755.99	16221.104	19295.037	15355.898	14872.522	15612.228	11925.015	23355.233	14762.395	13382.071	17619.214	10478.395	21872.772	12034.308	13435.884	12683.18	8407.776	17150.367	13486.175	14471.572	25139.226	9992.287	10760.954	17795.708	12232.059	10422.567	9757.322	22776.76	13774.316	11604.89	26528.232	13391.094	11364.686	11190.278	6751.187	6459.151	10243.975	11056.151	7308.371	1853.914	4864.327	8660.082	5107.887	10228.997	27340.604	9939.554	12699.423	12137.976	16259.434	11506.858	12890.2	1387.535	6228.096	18466.764	14030.905	8497.623	12917.55	11486.409	23549.484	9608.554	13339.982	8292.642	26959.894	16637.64
hsa-mir-301a	25.443	7.494	19.558	18.003	14.24	18.033	14.402	19.285	9.043	23.103	19.085	10.708	11.365	33.241	11.217	8.951	12.257	13.153	7.225	8.657	22.702	15.181	8.007	7.562	17.494	32.136	7.925	36.81	9.194	7.285	12.062	45.885	16.29	15.553	18.464	17.755	19.883	10.615	12.559	11.597	13.787	52.387	25.75	6.742	22.94	18.201	19.571	10.678	15.659	15.426	12.609	38.744	10.805	44.819	18.892	3.816	14.987	20.044	7.965	19.011	17.117	17.375	0	31.602	12.63	16.515
