	TCGA.N5.A4R8.01A	TCGA.N5.A4RA.01A	TCGA.N5.A4RD.01A	TCGA.N5.A4RF.01A	TCGA.N5.A4RJ.01A	TCGA.N5.A4RM.01A	TCGA.N5.A4RN.01A	TCGA.N5.A4RO.01A	TCGA.N5.A4RS.01A	TCGA.N5.A4RT.01A	TCGA.N5.A4RU.01A	TCGA.N5.A4RV.01A	TCGA.N5.A59E.01A	TCGA.N5.A59F.01A	TCGA.N6.A4V9.01A	TCGA.N6.A4VC.01A	TCGA.N6.A4VD.01A	TCGA.N6.A4VE.01A	TCGA.N6.A4VF.01A	TCGA.N6.A4VG.01A	TCGA.N7.A4Y0.01A	TCGA.N7.A4Y5.01A	TCGA.N7.A4Y8.01A	TCGA.N7.A59B.01A	TCGA.N8.A4PI.01A	TCGA.N8.A4PL.01A	TCGA.N8.A4PM.01A	TCGA.N8.A4PN.01A	TCGA.N8.A4PO.01A	TCGA.N8.A4PP.01A	TCGA.N8.A4PQ.01A	TCGA.N8.A56S.01A	TCGA.N9.A4PZ.01A	TCGA.N9.A4Q1.01A	TCGA.N9.A4Q3.01A	TCGA.N9.A4Q4.01A	TCGA.N9.A4Q7.01A	TCGA.N9.A4Q8.01A	TCGA.NA.A4QV.01A	TCGA.NA.A4QW.01A	TCGA.NA.A4QX.01A	TCGA.NA.A4QY.01A	TCGA.NA.A4R0.01A	TCGA.NA.A4R1.01A	TCGA.NA.A5I1.01A	TCGA.ND.A4W6.01A	TCGA.ND.A4WA.01A	TCGA.ND.A4WC.01A	TCGA.ND.A4WF.01A	TCGA.NF.A4WU.01A	TCGA.NF.A4WX.01A	TCGA.NF.A4X2.01A	TCGA.NF.A5CP.01A	TCGA.NG.A4VU.01A	TCGA.NG.A4VW.01A	TCGA.QM.A5NM.01A	TCGA.QN.A5NN.01A
hsa-let-7a-1	12277.883	7088.741	15578.414	15587.594	11509.273	13438.014	30056.076	5290.024	16962.2	13293.132	10440.545	23411.627	10366.512	19209.724	17304.447	8400.901	31416.272	7126.305	26029.593	5498.461	30322.2	24862.124	24850.165	26156.077	21952.471	11998.643	13272.938	8480.197	38232.441	8085.055	17298.105	19850.689	12985.103	9788.21	13109.274	8196.713	29626.501	32315.349	8729.376	14240.646	18214.203	7888.871	25393.093	17506.809	8037.107	20827.712	51530.638	18028.7	19203.946	10168.851	15157.875	15095.443	22830.152	12986.468	49668.765	29899.814	63000.891
hsa-let-7a-2	12430.205	7266.924	15619.697	15311.842	11693.224	13301.008	29676.174	5346.228	16819.001	13517.237	10507.673	23395.857	10398.647	19235.598	17178.357	8369.629	30975.167	6957.932	26013.54	5369.876	30808.865	24658.572	24776.182	25841.137	21818.562	12137.211	13331.418	8552.434	38148.724	8338.333	17488.779	19425.066	12822.502	9732.866	13058.32	8331.868	29628.286	31793.625	8676.846	14182.038	18280.545	8167.427	25465.933	17419.271	8155.104	20594.002	51348.773	18111.278	19180.303	10107.98	15224.042	15283.59	22343.454	12960.19	49042.47	30289.934	62547.535
hsa-let-7a-3	12281.599	7297.089	15721.121	16461.655	11681.308	13596.713	29907.872	5265.937	17050.627	13484.318	10691.794	23816.587	10534.682	19600.258	17356.528	8821.657	31347.825	7218.854	26109.857	5621.931	31404.781	26374.426	25261.183	26590.122	22735.979	12367.78	13370.723	8697.602	38431.553	8649.59	17773.681	20033.317	12855.022	9999.471	13530.963	8594.97	29840.604	32653.902	8664.681	14315.295	18648.743	8321.59	25306.9	17800.626	8456.745	21465.729	52233.953	18238.024	20273.788	10532.411	15671.021	15483.875	23004.218	13315.624	50295.061	30292.337	63956.342
hsa-let-7b	3782.783	4871.273	8216.816	8910.54	18742.226	11876.145	17767.714	7594.373	21229.146	12211.854	10376.615	31322.704	6390.433	39528.79	15854.415	13627.655	34056.387	11623.314	57888.536	4105.215	40403.114	20437.243	6387.224	59774.522	51950.858	5985.692	21561.694	5985.245	88230.568	8847.94	35673.739	27114.553	15454.721	7563.13	11794.13	7638.972	19078.361	53920.815	16514.317	12281.886	25560.476	8975.452	46712.025	34601.061	6738.307	32957.527	63703.569	34476.913	32120.57	5721.907	15111.417	23390.896	46172.196	6991.118	125084.559	45969.212	171696.971
hsa-let-7c	12296.459	31041.739	21982.862	8554.403	45771.217	16232.939	15331.75	5840.59	6389.201	44670.443	17767.02	4907.391	14690.713	15940.723	19437.009	2588.501	636.67	32774.757	70958.422	1628.497	39047.405	55870.449	4060.861	4915.359	23439.712	5502.975	10482.218	7667.532	18960.099	6719.491	48727.135	24563.107	9041.557	12267.993	6135.583	12391.931	6050.194	3852.931	26089.702	9913.484	28015.131	11268.753	11268.284	64574.722	31098.918	30693.537	41608.014	9989.913	10686.591	1944.548	11436.333	30647.294	768.411	5386.825	7010.223	40959.341	960.968
hsa-let-7d	471.826	718.344	535.658	776.378	2313.175	1668.049	903.832	279.871	1605.549	848.309	1817.554	1819.784	608.409	1789.339	764.762	679.464	3197.472	4121.236	3249.23	265.937	2259.515	1863.396	191.123	3233.005	4266.557	740.545	3900.873	691.807	3106.593	1952.986	4755.76	1682.624	1468.189	1098.555	786.275	1354.255	640.525	3710.183	3161.198	934.652	1463.947	1272.639	3960.045	3787.552	962.259	2034.654	1529.634	5027.603	2472.372	415.259	1516.21	2080.54	2396.845	839.487	3033.476	1906.539	2710.942
hsa-let-7e	2180.06	4968.081	7516.027	3637.682	5307.79	2493.511	9278.37	5855.501	6356.206	4926.524	4969.344	7267.872	4560.923	4883.691	4813.339	4587.091	4775.021	5888.596	4246.692	4287.864	2617.065	7989.104	3493.655	5946.073	4897.638	9310.193	7512.224	4545.369	5428.808	5288.319	9586.902	6728.969	6988.005	3358.151	5952.851	5746.799	2185.635	17377.348	3392.883	5957.097	3278.402	6817.176	5838.093	9254.8	16005.244	4654.209	9619.264	5580.678	5725.804	5162.391	7998.465	3556.582	3868.392	5461.508	4188.065	6077.693	10913.656
hsa-let-7f-1	1430.339	1400.912	3583.453	926.973	3688.717	3914.949	4930.374	1004.783	3758.159	3294.478	4342.183	4362.751	1583.148	6266.325	3694.978	1894.823	7043.564	3899.341	8655.37	1162.377	4409.779	2673.508	1006.995	6750.029	7201.151	1603.757	4836.545	1198.16	8691.522	2010.965	5297.85	4111.808	11880.375	2241.743	2270.095	1375.88	6471.263	11331.405	4466.154	3080.343	3185.523	3839.18	7501.263	6163.222	2497.885	6093.965	6433.972	5972.439	2103.374	954.763	2409.464	4039.694	5306.728	3001.133	7970.339	9213.869	14865.121
hsa-let-7f-2	1474.178	1372.15	3620.149	866.938	3725.954	4167.269	5247.654	1021.989	3950.192	3236.236	4385.016	4374.015	1639.918	6405.397	3789.545	1810.956	7535.733	3957.324	8829.762	1142.651	4216.107	2704.929	1115.915	7352.424	7317.965	1561.732	4985.141	1224.555	8832.56	1930.099	5211.381	4148.487	12176.882	2281.02	2284.152	1397.505	6526.573	11600.479	4722.168	3204.346	3439.834	3777.515	7700.358	6216.092	2667.402	6153.955	6759.218	6014.688	2069.598	1006.462	2527.72	4029.983	5398.342	2952.727	8267.409	9790.637	15243.071
hsa-let-7g	1043.962	1286.566	664.603	681.747	1822.388	1282.149	1659.461	360.162	1352.145	1006.576	1805.407	1821.474	876.194	2528.361	1599.421	979.394	4960.807	1410.542	3454.997	376.257	3029.24	1695.362	308.264	2981.053	3863.407	1036.99	3700.509	974.504	3254.419	1216.039	3377.809	1596.277	2969.855	1368.136	892.576	1062.32	2324.802	4608.358	2436.285	1251.755	881.243	1508.667	3853.214	3188.65	2025.896	3224.452	3103.792	3233.951	2338.114	579.529	1374.725	1398.356	3388.564	1225.347	5975.075	3076.096	3838.355
hsa-let-7i	343.281	343.739	492.336	445.68	1466.401	1130.3	705.532	240.873	611.732	686.244	923.161	814.988	490.583	1384.252	1828.301	807.396	1554.734	1815.307	4314.551	322.923	1077.615	1137.983	203.454	2288.184	1316.294	304.396	1040.169	419.53	1580.825	1060.41	1730.476	1261.586	3629.822	911.694	394.455	640.636	1652.161	1335.261	4543.566	731.065	875.715	1383.21	1695.948	1114.598	775.292	4378.006	936.495	3070.717	715.198	160.1	917.891	1063.333	2995.77	455.01	1359.781	2838.98	1835.495
hsa-mir-1-1	3034.548	3960.715	410.28	11.193	49.898	19.409	16.699	18.352	55.432	8.863	14.065	2.253	119.968	18.597	12.335	19.901	5.432	1.115	86.101	15.343	19.864	11879.83	32.881	21.76	7.123	5.679	1.917	1671.868	259.448	122.062	1353.562	401.935	30.607	2508.348	3.514	4370.919	7.137	6.316	24.883	10882.067	2411.533	17.011	36.42	21.668	16.619	581.151	21.13	59.532	727.019	5.837	7.743	47.34	12.597	9143.082	6.125	6.409	16.553
hsa-mir-100	45429.804	7567.169	19803.026	8590.017	26863.658	4211.796	10916.958	7258.298	12277.534	23548.81	10916.83	32079.68	29628.859	15815.397	25608.553	4312.747	6859.951	7454.13	40069.943	10833.999	10498.056	24159.936	3588.19	10846.544	11610.165	12404.125	6311.956	39064.195	13246.2	10495.772	22281.121	27555.458	12323.222	10664.198	15199.273	20523.769	2492.516	5539.377	18468.432	13064.156	21919.405	18670.683	26406.777	31545.018	9803.742	11286.208	36398.805	10277.972	24516	7226.18	17380.805	13264.957	9078.925	19168.524	6102.171	17149.236	25808.203
hsa-mir-101-1	7066.247	9093.651	12171.305	4097.607	6914.203	11242.492	8268.082	7869.656	6059.248	6015.398	9860.693	13930.276	4136.75	10318.01	11031.482	6764.787	7507.485	8534.617	6752.386	18204.976	6470.656	12254.149	8290.239	15295.791	5219.588	9127.328	4257.502	8763.588	10810.854	10832.967	6964.028	10391.467	11221.363	8830.694	11766.895	11594.515	18559.161	9770.021	9354.759	10637.145	11075.801	5465.861	13675.632	6046.215	6248.867	10812.538	10622.921	11793.167	7678.876	6579.943	8596.783	3868.541	3990.925	6692.387	12521.319	7456.329	5996.626
hsa-mir-101-2	7042.47	9156.787	12329.811	4051.818	6941.758	11314.42	8744.003	7837.54	6034.832	5933.1	9906.723	14122.336	4211.73	10596.963	11078.081	6784.687	7653.072	8537.962	6874.241	18100.501	6689.159	12286.936	8612.888	15363.36	5481.707	9297.699	4331.321	8717.051	11065.777	11101.502	7201.262	10642.867	11426.049	8960.426	11899.552	11782.831	19322.795	10031.515	9577.596	10907.361	11171.997	5431.839	13776.393	6325.298	6211.474	10987.509	10785.167	12265.585	7597.815	6760.889	8645.353	3762.936	4083.684	6779.517	12391.16	7579.693	5953.405
hsa-mir-103a-1	63661.613	42847.421	79547.464	81325.337	45219.362	66978.854	64263.935	81449.392	68139.818	69005.521	49001.71	98581.498	48208.888	79330.872	71690.244	82995.503	77528.094	72295.586	63547.143	121609.793	75815.431	30045.206	72312.501	89027.321	69015.663	79852.764	62886.596	52938.545	102954.266	67469.547	86611.36	54896.195	79258.291	37587.133	81116.377	56200.239	99247.442	141307.805	41773.493	49007.861	66580.855	102386.281	46577.272	70154.644	54397.555	44113.132	72574.24	65894.631	50811.127	44987.264	63114.171	46042.558	67058.991	58635.492	76882.765	98330.135	95764.85
hsa-mir-106a	548.359	206.945	387.345	117.016	131.075	160.982	2653.05	492.069	351.729	530.51	263.395	571.675	95.332	405.896	276.849	434.971	123.857	313.33	770.534	480.001	134.081	176.23	667.905	237.064	203.712	1009.731	463.043	197.957	825.106	357.03	330.353	276.617	323.289	80.934	270.584	36.942	454.969	1164.722	136.025	309.083	566.119	477.372	157.819	24.268	231.84	244.333	320.718	186.279	324.245	190.953	260.445	120.171	407.681	883.744	506.855	1264.884	457.954
hsa-mir-106b	3076.901	3942.476	3473.875	2580.465	2009.319	2520.912	3995.231	7171.125	3100.894	2676.605	3050.78	4930.483	2383.291	2711.904	3190.619	3242.378	3147.494	4013.076	3747.596	7553.626	4240.937	1739.078	210305.723	4755.026	2696.692	4008.256	3033.267	2875.585	9315.255	5738.421	1889.001	4363.209	4424.653	11607.432	2180.486	7007.347	4729.892	3716.499	3178.34	1994.542	2019.009	2856.792	2556.669	5955.21	3942.936	2025.906	4623.616	2471.553	2544.145	3824.055	6124.671	3206.993	2071.616	3824.024	3155.979	6982.097	2382.649
hsa-mir-107	349.226	198.527	363.901	298.137	214.486	318.539	283.883	238.579	409.141	234.235	315.818	692.768	314.916	329.892	264.514	463.4	296.605	170.603	300.625	856.988	412.175	263.662	318.539	282.874	188.042	389.581	332.662	382.717	302.438	315.834	286.011	325.521	292.681	332.661	342.623	298.242	369.328	471.194	103.954	286.257	457.76	558.175	182.099	604.968	164.531	161.848	282.231	220.846	396.863	290.181	402.633	297.393	282.858	430.116	436.416	573.564	504.853
hsa-mir-10a	170373.838	33379.866	42496.361	197375.017	219768.719	160499.213	44218.897	60851.333	593091.664	62563.436	87188.879	10759.875	130294.785	351233.607	20564.964	854084.524	8816.678	71439.225	422337.857	410506.201	17614.288	10949.499	8557.401	16118.071	378155.177	544359.491	303182.857	41661.946	1063042.431	79585.687	234861.355	63219.149	289281.046	115709.525	519725.34	7383.079	54355.397	791615.522	26121.773	70412.324	32876.896	602659.805	288006.503	305937.968	388692.021	172013.283	2607918.48	141554.488	55559.128	1413273.508	743335.605	95255.693	286167.07	10349.067	1376983.678	779534.817	601761.967
hsa-mir-10b	233214.399	181534.897	379453.603	128207.169	747110.721	1149813.359	1589592.55	637438.703	549050.259	375884.538	378809.404	993594.259	271763.724	1347465.35	711195.509	558794.976	81508.908	93267.506	667358.098	1717884.714	180274.565	289993	849266.518	1608116.041	403060.761	340719.893	133325.68	1659122.868	408325.07	1059969.172	613010.751	829265.624	956305.586	310562.633	792543.542	379045.486	195238.734	171729.534	1040811.731	431734.711	755807.034	624743.329	951684.375	1728102.944	472515.759	443329.699	122247.735	916333.472	1021895.154	482014.38	669247.567	469506.392	234455.676	616360.709	604738.197	1773062.583	127553.126
hsa-mir-1180	121.114	152.227	102.443	160.77	204.06	77.637	93.932	255.784	187.413	182.323	118.272	166.715	126.395	98.644	39.746	181.948	404.166	110.39	113.829	187.032	213.537	136.613	123.305	123.686	508.568	303.26	174.48	193.095	84.472	346.35	171.828	63.423	73.649	191.027	43.047	136.056	151.656	181.909	129.39	208.523	127.156	125.456	64.342	107.473	80.604	103.107	246.009	545.393	162.123	100.062	123.887	38.843	82.452	229.58	212.849	64.886	155.41
hsa-mir-1247	274.179	522.624	9.684	11.193	221.189	68.503	22.961	985.284	15.178	49.379	53.063	34.357	266.714	115.624	308.372	7.107	88.004	50.177	40.862	9.498	0	140.711	8.22	231.338	72.653	32.938	1.917	1043.962	216.458	0	895.723	150.535	406.502	650.445	26.356	834.358	19.626	12.633	281.45	130.173	127.156	402.949	52.202	71.071	383.906	339.942	16.602	32.647	15.199	109.235	48.569	7.283	4.581	103.726	10.719	48.865	79.084
hsa-mir-125a	1759.503	4303.051	6534.922	6651.616	7291.043	3788.218	13805.881	6999.073	9673.548	4003.513	4354.969	7388.966	7892.174	9061.511	11311.073	5904.796	5982.086	8607.095	4459.756	11457.927	2592.235	7505.495	7213.371	10430.822	4618.424	10675.43	7561.117	6185.286	5430.316	6611.161	10269.78	9744.245	10173.067	3624.756	9343.059	6569.444	2904.664	16362.954	7010.263	4407.981	4346.508	5507.325	8206.593	10228.99	15926.302	4110.552	10584.435	9444.519	8289.37	10318.111	10921.779	4142.871	4371.122	4424.25	4962.895	6556.731	7922.24
hsa-mir-125b-1	7379.064	3940.372	2426.514	5395.979	5085.112	2433	6953.038	3309.132	5057.512	4063.021	4645.854	3312.334	5925.558	3235.85	5606.882	2390.916	2904.126	6743.841	8034.419	1911.238	6391.201	6797.842	2348.969	3965.957	3135.457	4480.75	3134.887	6390.883	3863.066	2404.613	6655.846	4866.009	1798.173	4438.853	6450.093	3765.424	702.971	1284.731	4775.804	5234.67	5677.772	2685.618	3405.251	4685.47	4699.115	3421.919	6802.986	3696.767	3309.162	5870.333	4007.327	3266.471	1784.178	3815.726	1617.037	4892.114	2282.414
hsa-mir-125b-2	7501.665	4114.346	2706.83	5540.469	5413.544	2423.866	6681.679	3399.746	5086.548	4323.845	4984.688	3453.14	6042.312	3368.453	5694.597	2403.71	2831.332	7000.304	8373.717	2259.732	6833.172	7077.898	2579.14	3731.184	3255.12	4373.985	3136.804	6329.065	3859.295	2436.655	6803.286	4853.783	1912.95	4354.944	6522.132	3769.028	845.707	1378.212	4837.181	5288.96	5841.415	2621.827	3353.049	5456.848	4906.857	3528.776	7104.083	3917.613	3276.231	5584.321	4144.588	3779.93	1701.726	3752.107	1767.103	5350.324	2235.516
hsa-mir-126	6971.139	5928.446	7143.972	9406.078	24822.315	9537.907	19111.982	4850.718	9690.706	6847.248	8750.853	2796.419	9439.975	7974	7341.987	9586.409	8059.41	10219.462	20827.031	4896.45	21731.075	8875.72	6837.289	9944.096	8771.017	4373.985	11709.329	7627.94	11047.676	10109.752	6385.355	12843.575	6601.59	9332.364	7987.503	8425.576	6696.071	5454.739	13549.968	4247.578	10051.922	6909.673	16182.528	6749.989	4752.297	13482.085	8060.954	17811.695	7630.746	5499.268	9080.365	14001.764	15105.966	20366.211	5498.845	5225.358	14548.783
hsa-mir-1266	37.895	24.553	28.541	12.21	12.661	35.393	12.524	5.735	56.092	58.242	7.672	9.012	10.711	22.64	16.446	38.38	45.632	24.531	35.024	13.881	9.932	2.732	14.386	50.39	113.965	14.765	69.984	18.059	9.051	22.887	9.977	48.905	23.912	25.589	47.44	24.328	41.036	18.949	25.436	20.976	11.057	17.011	35.206	19.068	24.929	8.124	76.218	88.338	12.666	44.194	31.676	52.196	79.017	17.979	55.126	36.048	8.276
hsa-mir-127	211.765	130016.133	281.335	110.911	93.838	23064.976	21679.45	13559.988	9756.037	122.815	42082.475	24823.072	295.635	16311.852	52075.065	1047.625	40.199	698.023	90.479	589.59	1221.628	185425.629	17885.46	393.962	8483.255	14113.512	61.356	33968.02	3191.819	111.381	1009.906	1101.882	289.812	15982.015	8328.369	877.608	592.352	1855.723	52842.94	85565.413	36629.643	563.491	9654.887	707.241	35241.286	26397.391	8851.051	1949.204	250.784	23675.62	14591.232	303.463	247.357	7476.554	185.286	383.711	245.53
hsa-mir-1271	39.381	37.881	35.167	0	35.003	52.519	108.543	29.822	40.914	60.774	28.13	85.61	57.842	33.959	31.522	7.107	46.718	40.142	35.024	35.799	198.639	13.661	34.937	8.017	37.039	48.84	30.678	89.602	20.364	16.783	43.234	14.519	21.042	22.019	47.44	27.031	7.137	24.002	68.012	69.713	18.797	65.918	27.922	191.544	31.577	26.246	30.185	17.284	100.482	11.674	66.871	29.132	8.016	23.511	38.282	24.833	21.15
hsa-mir-128-1	3188.356	4230.095	1197.712	501.644	790.918	623.378	553.154	500.098	528.584	776.14	965.356	862.299	730.519	461.687	315.224	734.901	718.155	537.456	468.449	1050.596	625.712	2878.427	667.905	815.409	415.972	704.199	571.374	6492.293	507.584	726.266	2359.034	686.957	746.05	1863.854	600.029	1202.881	362.191	578.571	546.865	6719.626	5901.123	933.481	440.679	846.782	406.343	1161.678	835.375	353.353	2737.51	948.092	518.777	504.962	432.875	2835.171	471.636	1510.011	1191.784
hsa-mir-1287	202.105	246.229	208.453	705.151	320.985	303.697	187.864	147.965	92.387	407.695	248.691	1325.835	112.47	270.867	168.577	390.905	133.635	132.691	92.668	155.617	94.353	237.706	195.234	463.821	160.975	147.655	185.984	492.461	124.445	242.597	278.251	151.299	235.293	167.818	174.825	482.955	74.936	162.96	323.474	196.184	159.221	366.801	173.601	9.534	344.02	140.601	336.565	186.279	220.386	612.049	373.773	184.505	167.195	514.48	110.253	108.144	279.554
hsa-mir-129-1	985.262	43.494	306.309	4.07	73.73	20.551	12.524	136.495	11.218	268.42	22.376	1.126	46.059	7.277	2.741	2.843	92.35	55.753	16.053	24.84	183.741	31.421	18.496	14.888	7.123	13.63	31.636	28.478	14.33	16.783	134.137	32.094	21.042	239.825	12.299	53.161	5.353	0	11.059	479.356	545.11	13.821	7.284	180.277	14.126	12.498	7.546	7.682	434.016	2.502	84.469	0	4.581	41.49	41.345	6.409	2.759
hsa-mir-1296	88.421	47.001	66.256	144.49	233.105	130.156	156.553	90.614	37.615	56.976	55.62	87.863	168.169	34.768	49.339	36.958	81.485	45.717	32.106	95.708	859.112	39.618	55.487	108.798	59.832	126.074	67.108	64.596	106.344	64.082	92.011	68.008	35.39	185.671	87.852	36.041	8.921	21.475	91.789	93.774	39.805	70.171	42.49	79.738	90.575	21.871	121.495	30.726	48.975	21.68	107.697	148.09	40.081	30.426	140.878	130.574	103.913
hsa-mir-1301	196.161	368.292	221.195	409.048	256.937	190.667	204.562	281.018	217.109	222.839	332.44	145.312	427.386	105.113	97.308	324.096	123.857	317.79	192.633	251.325	29.796	222.679	195.234	935.659	159.551	109.037	282.811	324.372	92.768	543.174	311.508	259.806	149.21	249.942	305.725	682.984	149.872	136.432	409.181	325.74	249.888	256.229	135.967	162.943	275.05	163.722	297.324	119.065	410.373	359.391	202.724	209.996	219.873	691.505	73.502	253.938	179.319
hsa-mir-1306	99.566	111.54	30.58	221.822	169.802	82.204	58.446	99.79	34.315	241.831	104.207	163.899	184.236	53.365	27.411	86.71	59.756	146.072	44.51	187.032	69.524	58.743	65.763	142.009	128.21	45.432	133.257	254.913	70.896	195.299	169.611	75.649	140.602	62.486	43.047	81.093	58.878	83.375	162.013	148.681	54.179	239.218	54.63	93.605	66.477	65.614	58.106	63.373	148.613	109.235	132.334	298.607	99.63	149.365	52.064	74.499	125.064
hsa-mir-1307	33936.563	8781.48	7886.044	11852.229	7352.857	18096.221	8844.197	9355.038	8643.437	19185.715	15301.207	15566.448	8259.576	11589.064	5081.965	16041.315	18478.626	5064.571	5827.891	23326.449	23161.274	18684.503	11716.076	12708.7	9587.289	12989.065	14720.546	15542.05	3470.123	16701.078	12930.345	9894.779	10057.333	11123.616	12518.908	18367.593	11775.665	16595.393	6228.396	10199.123	8688.594	14915.496	9690.093	8336.081	11982.536	8181.735	10968.542	16793.884	18244.72	18909.31	9417.536	20913.428	12086.147	11586.861	15808.988	11318.271	15581.479
hsa-mir-130a	2749.967	2516.31	1285.375	3051.583	2027.193	2812.05	5458.479	2448.873	4689.945	2049.87	3562.226	2521.001	5840.937	1928.411	1987.284	2338.322	1497.151	3654.029	850.068	3547.771	2115.502	1726.783	2381.851	1644.561	753.592	2437.437	5284.25	3237.464	4666.301	2454.964	2997.57	1738.406	852.219	5026.217	3419.199	5581.009	952.758	1755.926	1976.233	2344.342	1912.862	1893.542	1159.363	2096.588	3331.344	1802.194	2587.625	1609.294	2789.862	8045.025	2954.286	758.656	1177.237	1204.602	1604.787	1191.987	1081.434
hsa-mir-130b	639.752	585.759	261.968	1221.04	1283.939	518.34	726.406	1361.504	338.531	982.519	673.831	1504.377	1961.261	516.669	298.778	619.762	499.775	428.18	270.708	1362.56	1698.361	405.739	713.117	341.281	313.403	708.742	588.63	740.428	500.796	1316.739	546.524	865	280.247	924.786	757.284	882.113	130.246	552.043	270.391	539.816	227.774	1030.231	273.148	1827.039	615.746	559.28	473.153	261.174	984.558	824.682	933.377	781.72	303.471	280.751	356.789	306.809	462.552
hsa-mir-132	1100.432	384.427	729.84	1257.671	956.996	308.264	248.397	3109.552	244.165	260.823	706.436	732.757	937.249	360.617	249.438	498.937	693.166	229.701	698.296	1284.387	3014.342	445.357	503.497	183.238	477.228	1183.509	436.2	353.544	589.038	491.298	707.267	547.12	229.554	506.43	396.212	605.495	874.254	888.069	204.59	759.444	1888.536	1289.65	638.56	689.04	153.729	1044.198	306.38	2160.448	1000.601	139.254	1175.52	254.909	442.036	341.604	408.853	285.981	1126.494
hsa-mir-133a-1	5894.484	12285.514	643.197	23.403	58.835	35.393	10.437	17.205	41.574	21.524	35.801	11.828	174.596	13.745	17.817	22.744	10.865	2.23	156.88	18.265	9.932	17829.309	63.708	40.083	19.944	15.901	9.587	11701.686	166.681	334.144	3368.94	637.288	34.433	7015.043	12.299	11399.891	5.353	12.633	27.094	17507.919	7883.644	18.074	37.634	39.869	18.281	1114.811	23.394	92.179	2592.275	7.505	11.966	84.97	18.323	14282.348	22.969	12.016	18.392
hsa-mir-134	297.956	42296.737	273.18	60.034	255.447	21651.53	7909.054	9265.571	1955.959	210.178	26003.23	7667.763	247.434	5508.707	14531.843	622.605	22.816	515.155	48.158	241.096	615.78	30086.19	8195.704	273.712	6648.422	5069.097	54.645	10435.456	1777.674	125.113	409.062	513.498	412.241	6201.541	2931.621	345.997	292.607	1520.96	22963.892	27980.343	3463.054	1552.258	4621.672	295.55	18660.182	4259.901	6096.653	1056.219	354.644	10317.277	5639.681	115.316	152.308	2866.981	122.503	188.251	99.315
hsa-mir-135b	174.613	103.823	578.47	313.4	216.72	39.96	219.174	625.122	2643.58	246.896	262.756	121.094	328.841	1715.76	3630.562	4895.551	203.169	546.376	124.774	382.101	19.864	4.098	158.242	1384.592	316.252	1133.533	880.069	34.035	1374.926	556.906	111.965	241.467	395.981	64.271	2547.708	108.124	201.614	2911.805	1191.048	25.294	55.285	409.328	1053.746	41.602	186.967	261.206	1593.023	956.358	391.797	1309.151	468.8	108.033	399.665	9.681	741.142	949.264	516.808
hsa-mir-136	12.632	9805.682	16.309	7.123	11.171	2582.565	2425.527	961.197	896.811	16.46	3757.855	2269.239	23.565	1787.722	5158.715	106.61	3.259	54.638	5.837	65.754	144.013	19564.288	1187.843	45.809	592.617	1160.793	6.711	3074.236	309.226	9.155	118.617	145.186	18.173	2173.306	668.554	92.807	98.131	251.388	5690.378	5076.118	1599.948	45.717	717.47	86.672	3206.699	3401.922	1339.468	276.537	12.666	1535.125	1002.36	33.988	30.92	542.14	19.907	31.242	23.909
hsa-mir-139	97.337	78.569	114.675	45.789	321.729	54.802	156.553	27.528	26.396	110.154	104.207	59.702	49.273	75.196	27.411	34.115	96.696	36.797	261.223	43.836	173.809	502.734	90.424	113.379	42.737	10.222	149.554	241.021	123.691	79.34	233.908	159.704	37.303	36.896	25.477	83.796	32.115	36.634	85.707	220.862	321.759	90.371	212.449	101.406	45.703	175.595	61.88	126.746	157.901	28.351	54.905	111.674	113.372	827.04	110.253	30.441	177.48
hsa-mir-140	1987.614	1719.397	5898.86	1987.243	3536.044	4599.98	14930.975	3115.287	1266.358	2979.211	2436.404	5545.526	7175.58	3181.676	1794.038	997.874	2969.314	94148.398	4150.375	7482.027	3679.782	2581.978	3493.655	1396.044	3407.548	4528.454	1104.4	1375.974	4379.701	3051.54	3697.076	4172.175	12018.107	2204.252	10840.057	1438.952	6060.899	1456.534	7320.466	2432.564	4301.175	3856.191	3482.946	1621.627	10370.461	2777.653	25858.893	2899.802	2703.735	5414.215	5025.173	26503.209	1821.969	2356.65	4218.691	1896.125	2790.026
hsa-mir-141	372.26	265.872	333.83	1001.253	933.164	1235.338	759.804	654.944	13234.396	8974.352	1699.921	407.776	7011.696	3873.802	19964.667	34649.809	17168.347	9327.42	4915.071	3323.478	347.618	45.082	76.038	29337.547	920.266	2697.537	23869.239	115.996	6721.524	1748.532	967.78	3602.131	7141.041	297.55	477.915	1729.987	174.851	14391.011	1406.697	122.153	524.102	66.981	8147.108	313.751	2326.706	465.546	295.815	29274.554	247.406	34777.554	4571.858	110.46	9089.231	41.49	9265.806	17862.986	4374.474
hsa-mir-142	1049.906	2164.854	1226.254	2200.925	2566.388	1797.063	2594.604	1581.731	1538.239	1456.053	1942.858	1761.772	2029.814	5163.452	2281.95	2767.607	6687.203	1342.524	11652.863	3759.644	24660.996	689.894	1512.547	4228.217	2356.222	1640.102	1671.94	1579.488	1693.203	9046.29	4657.097	1752.925	1875.647	3039.177	2180.486	1202.881	25610.286	2347.129	1288.367	2057.469	2006.846	2360.282	17265.409	970.723	2155.527	8001.141	1027.806	9191.027	1528.345	5406.71	777.814	5366.432	5058.225	1586.313	6638.121	1689.45	2261.264
