	TCGA.N5.A4R8.01A	TCGA.N5.A4RA.01A	TCGA.N5.A4RD.01A	TCGA.N5.A4RF.01A	TCGA.N5.A4RJ.01A	TCGA.N5.A4RM.01A	TCGA.N5.A4RN.01A	TCGA.N5.A4RO.01A	TCGA.N5.A4RS.01A	TCGA.N5.A4RT.01A	TCGA.N5.A4RU.01A	TCGA.N5.A4RV.01A	TCGA.N5.A59E.01A	TCGA.N5.A59F.01A	TCGA.N6.A4V9.01A	TCGA.N6.A4VC.01A	TCGA.N6.A4VD.01A	TCGA.N6.A4VE.01A	TCGA.N6.A4VF.01A	TCGA.N6.A4VG.01A	TCGA.N7.A4Y0.01A	TCGA.N7.A4Y5.01A	TCGA.N7.A4Y8.01A	TCGA.N7.A59B.01A	TCGA.N8.A4PI.01A	TCGA.N8.A4PL.01A	TCGA.N8.A4PM.01A	TCGA.N8.A4PN.01A	TCGA.N8.A4PO.01A	TCGA.N8.A4PP.01A	TCGA.N8.A4PQ.01A	TCGA.N8.A56S.01A	TCGA.N9.A4PZ.01A	TCGA.N9.A4Q1.01A	TCGA.N9.A4Q3.01A	TCGA.N9.A4Q4.01A	TCGA.N9.A4Q7.01A	TCGA.N9.A4Q8.01A	TCGA.NA.A4QV.01A	TCGA.NA.A4QW.01A	TCGA.NA.A4QX.01A	TCGA.NA.A4QY.01A	TCGA.NA.A4R0.01A	TCGA.NA.A4R1.01A	TCGA.NA.A5I1.01A	TCGA.ND.A4W6.01A	TCGA.ND.A4WA.01A	TCGA.ND.A4WC.01A	TCGA.ND.A4WF.01A	TCGA.NF.A4WU.01A	TCGA.NF.A4WX.01A	TCGA.NF.A4X2.01A	TCGA.NF.A5CP.01A	TCGA.NG.A4VU.01A	TCGA.NG.A4VW.01A	TCGA.QM.A5NM.01A	TCGA.QN.A5NN.01A
hsa-mir-330	36.409	49.106	110.088	92.596	124.372	250.036	48.01	24.087	30.356	87.363	116.993	58.576	41.775	147.158	54.822	95.239	94.523	63.558	64.211	97.169	302.924	56.011	137.691	209.578	35.614	97.679	119.835	50.01	26.397	77.814	37.691	83.291	145.384	27.375	52.711	56.765	128.462	117.483	41.471	28.996	23.22	87.182	74.054	482.761	89.744	95.609	66.407	122.905	152.834	296.018	79.541	145.662	221.018	31.809	36.751	75.3	157.249
hsa-mir-331	118.142	102.42	44.851	127.192	75.219	85.629	70.971	107.819	52.792	117.75	68.406	58.576	77.122	44.471	75.38	162.048	115.165	123.771	94.128	303.928	104.285	240.438	43.157	135.138	68.379	84.05	139.009	143.779	55.057	74.763	77.6	74.885	51.65	146.99	100.151	252.29	128.462	72.006	47.553	103.028	55.285	75.487	69.198	78.871	133.786	41.868	96.593	190.119	73.462	123.41	114.736	176.008	99.63	91.279	88.815	114.553	83.682
hsa-mir-335	7225.257	5994.388	131.494	328.663	102.775	8103.91	2690.623	157.141	4644.412	1200.294	1379.628	24896.855	4479.516	3323.982	19512.388	15707.269	2529.295	5819.462	506.392	5076.177	84.421	6006.855	489.112	728.371	596.891	12443.879	1184.93	2849.885	1426.966	3387.209	962.238	3462.294	1629.833	60.105	1681.487	19484.876	1575.441	22065.291	1921.491	2584.329	8296.07	131.836	1332.964	7969.459	404.681	1455.378	2669.88	3988.668	5536.661	3729.83	4588.752	1006.282	359.584	6656.429	477.761	688.917	608.766
hsa-mir-337	20.062	10403.367	9.684	5.088	8.192	3646.646	3197.855	1733.137	661.225	5.065	4357.526	2010.718	28.921	1111.767	2216.164	89.553	5.432	63.558	3.648	37.26	99.319	25680.434	1557.759	34.357	737.922	1185.78	5.752	5276.768	185.536	25.938	90.903	106.215	17.217	2217.939	447.167	61.27	24.979	140.221	7956.908	7918.942	1595.526	44.654	360.556	48.536	2909.213	3435.042	867.824	151.711	26.176	989.785	1221.274	21.849	19.468	959.809	13.782	20.027	11.955
hsa-mir-338	3622.288	3410.733	9257.552	3222.528	4161.629	3933.217	8228.422	1706.755	4360.653	3879.432	1410.314	3965.676	5220.746	8207.674	6762.248	1518.132	3460.397	2908.059	1313.41	1372.058	1847.34	7953.585	4258.149	1162.416	5126.992	2593.043	3828.013	4409.23	1817.647	3320.075	1510.979	2718.791	7775.184	2960.624	1137.683	3338.334	1914.438	612.679	1251.319	3784.262	2742.137	2856.792	898.355	15772.509	1951.94	4110.552	7720.616	10735.027	4208.436	10430.681	5907.869	2193.428	3283.209	7158.462	9501.624	878.77	5140.49
hsa-mir-339	334.365	389.337	419.964	437.539	182.462	511.489	768.153	406.043	180.814	260.823	324.769	128.416	292.422	333.935	444.055	98.082	387.869	608.819	150.312	237.443	705.167	146.175	433.624	218.74	246.449	340.741	245.422	388.273	184.782	433.319	267.165	168.874	227.641	167.223	73.796	199.129	349.702	132.642	227.261	95.008	151.481	383.812	311.996	695.107	626.549	149.975	174.319	195.881	447.526	179.279	256.221	473.402	76.727	242.027	229.693	340.453	119.546
hsa-mir-33a	167.183	137.496	14.271	79.368	59.58	31.968	70.971	141.083	30.356	56.976	17.901	189.244	173.525	34.768	38.375	75.338	61.929	62.443	42.321	99.361	327.754	81.968	61.653	29.776	35.614	52.247	118.876	114.607	78.438	47.299	65.406	79.47	33.477	248.157	86.095	239.675	174.851	70.742	43.13	76.5	44.228	21.264	21.852	200.212	29.084	40.618	62.634	99.861	103.015	94.226	49.273	200.285	65.275	60.852	56.658	56.075	124.144
hsa-mir-340	191.703	165.556	272.161	273.716	253.213	269.445	146.116	191.551	197.312	210.178	207.775	313.717	144.604	219.928	265.885	305.617	369.399	317.79	256.115	309.042	422.107	176.23	308.264	225.612	138.182	208.988	171.604	229.213	196.849	288.371	281.576	284.258	238.162	180.315	342.623	142.363	112.404	194.541	161.461	196.184	182.441	262.608	218.519	308.551	334.049	233.71	101.12	217.005	180.699	366.062	183.719	163.87	258.809	237.878	218.974	258.745	332.89
hsa-mir-342	497.089	1373.553	798.645	1610.755	615.903	633.653	859.997	921.051	888.232	441.88	756.302	883.139	738.017	978.355	1192.37	875.627	695.339	1321.338	1290.06	724.751	2825.636	887.982	1011.105	1102.864	495.747	346.42	1013.326	700.142	1039.302	854.431	696.181	544.828	672.402	952.161	568.402	474.845	1591.499	861.541	567.324	985.241	663.42	780.382	1119.302	1401.481	1278.857	586.15	568.236	931.393	1199.033	485.303	581.425	810.852	1311.222	907.255	955.522	1003.737	555.43
hsa-mir-345	156.78	263.767	181.95	357.154	70.751	84.487	173.252	183.522	101.625	126.613	170.056	121.094	164.956	96.218	45.228	135.04	122.771	245.312	162.717	70.868	124.149	49.181	295.933	158.043	89.747	55.654	213.786	193.095	113.132	96.124	120.834	46.612	110.951	223.163	95.759	161.285	24.979	141.485	38.706	202.971	80.716	241.344	66.77	178.544	91.406	52.491	97.347	126.746	170.567	120.909	158.378	299.821	130.55	121.705	177.629	147.396	93.798
hsa-mir-34a	69.102	364.784	216.098	166.875	122.138	385.9	141.941	534.508	95.686	200.049	79.914	49.001	161.742	456.027	222.028	291.402	1025.625	143.842	298.436	160.731	1330.879	147.542	332.925	554.295	239.326	80.642	85.323	179.898	413.307	154.103	283.794	210.901	370.156	281.482	180.975	63.973	956.327	164.223	153.166	473.804	374.832	62.728	676.194	475.827	212.727	458.047	353.921	958.279	166.345	351.053	36.603	252.481	652.748	164.578	929.49	409.345	410.136
hsa-mir-34c	260.062	98.211	171.247	4.07	89.369	83.345	2.087	36.704	38.934	281.082	26.212	28.161	144.604	44.471	27.411	21.322	2164.242	198.479	1281.304	56.256	49.66	56.011	137.691	30.921	15.67	44.296	76.694	149.336	148.579	93.072	397.976	32.858	71.736	270.771	19.327	29.734	89.21	8.843	72.989	198.652	412.426	53.16	54.63	24.268	49.858	38.119	27.921	15.363	106.393	13.342	39.419	15.78	168.34	11.064	401.197	384.512	11.955
hsa-mir-3607	96.594	40.687	78.998	40.701	54.366	35.393	22.961	158.288	87.107	44.315	25.572	60.265	48.201	142.306	123.349	90.974	70.62	75.824	31.376	53.333	213.537	49.181	96.589	121.395	162.4	37.482	65.19	19.448	115.394	54.928	22.171	65.716	88.952	135.683	92.245	59.468	173.067	80.848	27.094	32.697	39.805	69.107	78.91	57.203	215.22	40.618	276.949	78.736	21.954	26.683	32.38	37.629	42.371	67.768	218.974	144.192	67.13
hsa-mir-361	2133.249	1317.432	4053.874	2466.501	2239.445	2160.129	4199.793	1066.722	1243.921	2299.298	1499.178	3075.216	1403.196	1824.916	2273.727	1815.22	2641.201	2318.196	1830.747	1622.652	2403.528	2383.89	2307.868	2173.661	1792.097	1360.694	1046.88	1455.157	2800.384	1466.265	2018.704	1842.329	5203.223	1152.114	1418.81	1354.255	3275.776	2583.358	2397.579	1412.158	2368.41	1881.847	2485.044	1908.51	1697.664	1364.143	1825.449	1607.373	1052.953	1647.696	1403.585	2635.269	2502.201	3055.07	2500.589	3058.473	2529.783
hsa-mir-3613	80.991	98.211	59.121	170.946	93.093	98.188	116.893	51.616	77.869	64.573	134.255	38.863	235.651	86.516	87.715	59.702	139.068	42.372	109.451	43.105	218.503	127.05	69.873	290.89	143.881	112.445	107.372	61.818	65.616	126.639	54.32	58.074	52.606	23.804	77.31	61.27	69.583	102.324	228.92	104.262	30.96	164.794	92.263	132.608	117.166	142.476	96.593	71.055	106.393	41.693	112.625	176.008	229.034	71.917	79.627	103.338	68.969
hsa-mir-3615	7.43	8.418	36.186	68.175	16.384	17.126	22.961	17.205	26.396	53.178	14.704	14.081	9.64	8.086	28.781	62.545	24.989	31.221	21.89	38.722	29.796	8.197	8.22	12.598	38.463	26.124	42.182	63.207	6.034	41.196	21.063	35.914	35.39	32.135	29.87	29.734	23.194	68.216	4.424	23.443	16.586	41.464	29.136	54.603	31.577	10.623	40.75	65.294	30.398	30.019	21.821	30.346	14.887	31.809	47.47	33.645	10.115
hsa-mir-362	353.684	2120.659	2306.743	536.24	285.982	226.06	753.541	97.496	46.853	131.678	138.73	64.771	277.426	448.75	84.974	38.38	209.688	140.497	152.501	136.621	163.877	2775.968	164.407	127.121	21.368	106.766	164.893	1819.815	95.785	119.01	711.701	292.664	1274.981	3457.533	81.702	377.534	201.614	79.585	752.008	2990.887	646.835	226.46	234.301	271.282	133.786	318.696	116.213	40.328	232.207	102.564	78.837	290.11	294.309	6989.735	217.442	268.357	386.226
hsa-mir-363	173.87	279.902	118.752	5.088	216.72	159.84	18.786	30.969	283.099	668.518	260.199	696.148	68.553	235.29	119.237	59.702	8.692	172.833	722.375	423.015	119.183	228.143	254.831	80.167	62.681	229.433	80.529	320.899	377.105	151.051	59.863	76.413	153.036	11.307	149.348	16.219	33.9	430.77	7.188	115.366	401.369	175.426	94.691	6.934	104.702	44.367	224.125	3.841	143.546	176.777	78.837	105.605	340.116	333.306	335.351	981.307	493.818
hsa-mir-3653	17.833	9.821	19.877	10.175	35.748	41.102	8.349	16.058	5.279	13.927	14.065	3.379	13.925	38.811	28.781	44.066	40.199	13.381	16.053	8.767	49.66	20.492	36.992	65.279	19.944	29.531	8.628	9.03	63.354	36.618	17.737	17.575	63.127	30.35	21.084	8.109	46.389	21.475	43.13	22.826	19.903	12.758	36.42	8.667	24.929	21.871	87.537	23.045	9.288	16.677	17.598	13.352	33.21	27.66	45.939	19.226	15.633
hsa-mir-365a	552.817	267.275	197.24	490.451	243.531	258.028	390.339	128.465	282.439	331.727	214.168	65.334	398.465	170.606	409.792	291.402	438.933	548.606	186.066	227.215	600.882	724.047	503.497	351.588	652.449	431.606	586.713	184.76	277.549	555.38	337.005	202.496	341.462	172.579	290.79	184.712	570.941	195.805	386.51	130.79	448.914	363.611	599.713	949.921	800.221	318.696	267.894	482.02	137.635	86.721	274.523	438.2	864.605	431.499	436.416	356.475	920.506
hsa-mir-365b	553.56	264.469	194.692	491.469	250.234	260.312	392.426	126.171	281.779	335.525	210.972	64.771	401.678	171.414	409.792	291.402	444.365	550.836	185.337	227.215	556.188	724.047	493.222	345.862	653.873	435.013	595.341	179.898	271.516	567.586	330.353	199.439	344.331	171.389	294.304	182.009	565.589	195.805	382.639	128.322	447.809	367.864	604.569	936.921	816.84	318.696	271.667	478.179	140.169	83.385	272.411	436.986	852.008	428.733	430.291	350.867	914.989
hsa-mir-3677	22.291	8.418	18.858	40.701	32.769	12.559	8.349	3.441	6.599	62.041	27.49	25.345	22.494	4.851	2.741	8.529	13.038	30.106	21.16	35.799	148.979	5.465	18.496	8.017	35.614	11.358	27.802	20.143	15.838	15.258	21.063	38.207	12.434	12.497	12.299	36.942	8.921	15.159	3.871	9.254	4.423	111.635	16.996	71.937	13.295	12.498	20.375	11.522	33.776	21.68	11.262	129.882	25.194	12.447	16.844	18.425	41.381
hsa-mir-369	23.777	4636.268	20.387	7.123	20.108	911.091	1319.219	914.169	475.132	13.927	2383.981	1503.251	31.063	622.59	2695.854	52.594	1.086	63.558	2.189	18.265	54.626	6568.333	709.007	21.76	397.452	714.421	6.711	1287.762	187.798	7.629	31.04	37.443	26.781	979.535	318.024	54.963	28.547	109.903	1925.915	2207.383	592.655	93.561	138.395	32.069	1698.495	1178.55	397.69	71.055	23.643	911.403	489.917	15.78	11.452	276.602	7.656	22.43	9.196
hsa-mir-370	14.118	2850.929	10.703	4.07	10.426	713.573	367.378	595.3	195.992	7.597	1463.377	1013.244	17.138	320.189	570.145	15.636	1.086	22.301	2.189	6.575	9.932	2795.094	376.082	18.324	286.337	482.717	2.876	1190.52	52.795	7.629	17.737	22.924	13.391	495.719	239.836	28.833	5.353	80.848	872.55	1768.745	646.835	45.717	121.399	7.8	685.547	441.175	300.343	21.124	15.199	561.184	349.84	4.855	5.726	134.152	1.531	11.215	2.759
hsa-mir-374a	3066.499	2366.889	4326.545	4019.257	6782.383	6059.094	8650.071	2014.155	3366.836	7285.33	2854.512	2655.612	3042.043	3059.584	4385.73	2113.729	4106.844	4324.176	3429.459	3516.356	6103.174	3125.696	5914.553	5181.054	3400.425	2653.24	3425.367	3709.088	3773.315	5015.206	2668.325	6691.527	3384.965	2951.103	5525.89	2412.07	4949.347	3791.031	6775.261	3724.42	2001.318	4383.533	5427.763	4399.454	1179.141	2495.201	4455.333	6794.37	1944.629	5933.706	4307.894	9119.658	3978.328	3194.754	2194.332	3912.41	4045.262
hsa-mir-374b	246.687	321.992	457.169	510.802	771.555	602.827	763.978	388.837	421.019	382.372	247.412	275.418	318.129	249.844	396.086	322.674	508.466	606.589	302.084	428.129	506.529	252.733	550.764	495.888	386.056	328.248	475.506	495.24	687.84	697.277	228.365	423.331	449.543	411.214	505.149	216.248	594.136	410.558	574.512	167.189	176.912	456.109	328.992	257.415	297.486	318.071	578.801	341.831	183.232	447.78	320.98	807.21	455.779	525.544	402.728	342.857	307.142
hsa-mir-375	2310.834	5773.413	11000.096	455.855	2243.169	2555.164	135.679	1190.599	4616.696	17330.83	2894.788	380.178	13197.541	1392.337	1863.935	50594.464	74196.987	33353.47	14208.905	984.112	49.66	1016.398	265.107	11438.631	2445.97	1578.769	2026.652	2042.777	1399.061	1095.503	1524.282	10006.343	5174.529	10276.788	2658.401	19246.102	490.653	2906.752	14935.101	4474.609	1779.072	24064.247	894.713	6255.094	104838.047	1874.682	1127.417	8509.285	17723.732	20324.36	35102.299	99.536	446.617	904.489	12290.095	14962.324	2712.781
hsa-mir-376c	5.201	1856.892	4.587	2.035	5.213	278.579	425.824	270.695	226.347	0	392.535	341.878	11.783	181.926	904.557	17.058	0	22.301	0.73	11.69	14.898	3053.291	162.352	4.581	61.256	148.79	2.876	427.17	63.354	9.155	7.76	13.754	3.826	511.191	72.039	18.021	0	18.949	723.255	913.06	326.182	20.201	81.338	13.867	519.354	436.176	202.241	23.045	13.51	335.209	135.15	2.428	3.436	66.384	0	7.21	3.678
hsa-mir-378a	6221.418	3219.221	3432.592	1760.333	1469.38	3988.019	482.183	952.021	377.466	2053.668	2899.903	1211.5	705.883	1357.569	424.868	400.855	2685.746	1277.851	1392.944	1405.666	11913.357	7658.502	2005.769	1170.433	3233.751	570.174	1761.097	3218.016	2119.332	3178.179	1894.544	1350.226	622.665	2974.907	467.373	3414.922	3700.413	1144.51	1064.423	13107.959	7524.291	1373.642	1956.957	2181.526	1155.874	2838.268	925.176	1309.712	2213.989	430.269	746.139	2949.656	2373.942	11870.378	1333.749	2883.039	1448.349
hsa-mir-378c	11.889	20.344	16.819	8.14	11.916	19.409	4.175	3.441	1.98	6.331	17.261	2.816	3.213	19.405	10.964	1.421	14.124	14.496	8.756	7.306	14.898	19.126	8.22	16.033	11.396	3.407	10.545	8.335	13.576	18.309	4.434	12.226	3.826	16.663	0.879	19.823	78.504	2.527	13.271	33.931	24.325	9.569	20.638	10.401	8.31	25.621	6.792	7.682	5.911	9.172	2.816	12.139	14.887	53.937	9.188	28.838	7.357
hsa-mir-379	671.702	167291.474	806.799	114.981	536.96	31480.575	17172.813	12783.46	6164.833	398.832	35624.821	19475.239	486.298	13739.02	26966.759	1090.269	31.508	995.742	100.695	526.759	1604.008	155646.817	16596.918	507.34	11303.884	15423.095	99.703	30427.717	3873.625	239.546	951.152	1150.787	489.715	20453.004	6139.097	1196.574	492.437	2410.292	40026.733	100497.64	21886.234	1869.088	7048.444	764.444	29447.788	20803.966	11082.491	2323.682	623.159	19244.519	10013.742	242.77	248.502	6765.687	202.13	523.097	256.565
hsa-mir-381	59.443	18193.616	57.592	8.14	36.492	999.003	1022.812	886.641	743.053	21.524	1370.677	1490.86	39.632	1346.249	1536.376	29.851	5.432	33.452	6.567	44.566	119.183	29711.871	1080.978	45.809	421.67	545.186	8.628	5907.452	219.475	7.629	78.708	91.696	29.651	2814.23	304.846	222.556	51.742	154.117	3394.542	25635.384	5492.014	110.572	304.712	58.07	1274.702	3039.484	793.116	153.632	59.107	1366.687	817.937	31.56	12.597	1161.729	19.907	39.252	35.864
hsa-mir-382	20.062	4782.182	34.657	6.105	18.619	1086.915	895.483	662.974	227.667	11.395	2371.834	1302.179	17.138	658.166	2068.146	49.752	1.086	62.443	4.378	21.918	39.728	5400.296	351.421	20.614	440.189	410.026	4.793	1135.648	165.926	24.412	48.777	51.197	22.955	629.616	260.042	44.151	33.9	126.326	1223.672	2264.758	588.233	49.97	270.72	30.335	1838.098	853.605	407.5	76.816	31.242	561.184	468.8	6.069	10.307	195.004	6.125	24.833	15.633
hsa-mir-3913-2	11.889	25.254	8.664	8.14	5.958	11.417	18.786	11.47	2.64	13.927	9.59	24.219	33.205	7.277	23.299	4.264	14.124	16.726	11.675	34.338	9.932	16.394	4.11	9.162	12.821	45.432	5.752	11.808	13.576	24.412	6.651	9.17	4.782	16.068	31.627	12.614	12.489	2.527	11.059	10.488	11.057	6.379	9.712	6.067	8.31	9.373	15.093	7.682	1.689	2.502	21.117	2.428	4.581	13.83	4.594	17.623	7.357
hsa-mir-409	54.984	6947.036	60.14	10.175	33.513	2950.198	1544.656	1511.763	793.866	16.46	3761.691	1279.087	79.265	1497.45	3307.115	79.602	2.173	105.93	8.026	44.566	74.49	11263.708	1041.931	57.262	847.613	1008.595	7.669	2636.647	481.186	18.309	96.445	100.866	29.651	1726.981	712.48	88.301	35.684	313.287	5511.776	4031.035	1058.155	173.3	619.136	52.87	3825.769	2027.156	918.384	144.03	74.306	2249.738	1019.253	18.208	24.049	786.933	15.313	52.069	14.713
hsa-mir-410	28.235	8148.72	34.657	1.018	14.895	511.489	333.98	567.771	175.535	24.057	2064.966	1424.963	11.783	413.982	1234.857	25.587	1.086	44.602	0.73	17.534	4.966	8967.25	470.616	9.162	227.93	511.112	3.835	1645.474	82.963	7.629	18.846	17.575	6.695	711.74	282.005	74.786	8.921	66.953	624.83	3125.995	1324.629	146.72	61.914	24.268	1569.696	1037.324	344.866	15.363	25.332	767.146	408.968	9.711	9.161	394.158	1.531	10.414	3.678
hsa-mir-411	6.687	2716.24	9.684	1.018	2.979	251.178	181.601	201.874	52.792	3.798	359.931	202.761	3.213	105.113	279.59	12.793	1.086	10.035	2.189	7.306	19.864	2420.775	129.471	1.145	84.049	159.013	0.959	620.96	47.515	0	8.869	9.934	3.826	332.066	61.496	19.823	3.568	36.634	440.146	1618.213	402.475	15.948	43.704	8.667	310.781	289.326	132.815	21.124	7.6	172.608	116.144	1.214	0	146.599	1.531	4.806	2.759
hsa-mir-412	20.062	399.86	6.626	2.035	3.724	142.715	125.242	122.73	27.056	8.863	1156.509	420.73	9.64	679.189	716.793	34.115	1.086	44.602	0	4.384	19.864	1893.45	41.102	5.726	290.61	339.606	0	1071.746	62.599	10.68	18.846	3.057	4.782	608.788	542.047	55.864	5.353	79.585	268.732	131.407	76.293	138.215	133.539	21.668	8652.022	1409.761	226.389	23.045	33.776	1027.308	71.798	2.428	11.452	47.022	0	0	7.357
hsa-mir-421	25.263	36.478	46.889	54.947	52.877	25.118	66.796	20.646	24.416	35.452	43.473	18.023	12.854	13.745	8.223	35.537	13.038	14.496	24.809	27.032	9.932	17.76	39.047	13.743	54.133	21.58	40.265	34.729	30.923	45.773	16.629	27.509	19.129	16.663	41.29	16.219	30.331	30.318	6.635	18.508	14.374	53.16	15.782	12.134	40.717	16.247	30.94	13.443	9.288	52.533	21.821	53.409	21.758	33.192	7.656	16.021	24.829
hsa-mir-423	1193.312	903.543	583.057	1235.286	1525.236	835.737	1471.598	570.065	974.02	872.366	750.548	705.723	897.617	629.867	805.878	803.132	1211.41	1478.56	1399.511	588.129	1519.586	1337.437	649.409	1300.99	1182.385	1067.657	1337.36	1546.148	1123.774	1280.121	998.82	647.222	1199.42	1417.529	1343.257	1083.044	1459.469	1140.72	1256.849	1734.196	1271.555	1159.941	825.515	1904.176	929.851	822.985	3467.523	1154.159	858.744	1319.991	1071.342	912.815	1036.381	1035.875	1494.534	833.91	1107.183
hsa-mir-424	2175.602	1697.65	827.696	1176.269	2524.682	721.565	340.242	448.482	506.147	1148.383	273.624	1578.723	721.95	460.07	412.533	577.118	130.376	449.366	4902.667	1128.039	1271.288	2707.661	830.257	561.166	870.406	542.915	1009.491	7277.175	337.886	903.256	2420.005	698.419	127.211	2123.913	890.819	5683.727	761.85	545.727	98.978	4971.857	5211.166	1429.991	537.799	913.519	550.1	1161.678	627.852	869.94	1231.964	296.018	1542.254	2629.2	2670.541	1268.221	271.037	161.014	256.565
hsa-mir-425	3776.839	1041.038	1260.401	1187.461	1567.686	1716.001	2669.749	4563.965	1080.265	3798.399	3690.088	1134.338	1525.306	2805.697	1326.683	1492.546	1798.102	2954.891	1676.786	1407.857	3039.172	256.832	4843.85	1346.799	2934.594	1148.299	2507.909	1560.734	1704.516	3886.136	1131.849	1078.194	6075.528	2069.759	989.213	1143.413	3159.803	2902.962	373.792	786.589	892.3	5053.343	926.277	7667.842	4936.771	2379.596	1416.44	1129.194	2829.549	903.898	1552.109	1320.669	4071.087	1288.966	5538.658	1230.438	2395.524
hsa-mir-431	34.18	29255.699	25.993	26.456	5.958	2043.674	1886.985	2480.989	576.757	13.927	7952.996	1752.197	16.067	878.903	4156.85	81.024	2.173	123.771	8.756	13.151	29.796	79608.252	1609.137	29.776	851.887	1353.879	7.669	8290.575	184.782	19.835	117.508	51.197	27.738	2654.148	809.995	193.722	8.921	194.541	2943.89	15795.315	8517.21	62.728	172.387	12.134	7651.539	3724.992	694.259	71.055	56.574	2291.431	1330.379	16.994	37.791	2353.884	15.313	11.215	18.392
hsa-mir-432	6.687	8278.499	9.174	8.14	2.234	609.677	528.105	991.019	249.444	3.798	2750.944	1452.561	9.64	458.452	1328.054	29.851	1.086	56.868	5.108	8.767	9.932	7183.09	799.431	3.436	383.207	497.483	0.959	2019.161	86.734	12.206	19.954	17.575	2.869	709.955	383.035	27.031	12.489	109.903	1119.718	3771.307	1287.035	37.212	98.333	13.001	3266.529	1491.622	290.532	32.647	7.6	840.525	333.651	8.497	12.597	399.69	3.063	2.403	8.276
hsa-mir-4326	363.343	47.001	141.687	153.648	301.621	251.178	137.767	170.905	164.316	320.332	93.978	116.025	280.639	160.095	90.456	0	114.079	201.825	145.205	125.662	268.162	215.848	203.454	1.145	160.975	52.247	86.281	218.1	31.677	509.607	244.994	96.281	351.026	166.033	174.825	0.901	148.088	234.966	115.013	161.019	382.572	180.742	78.91	0.867	49.858	129.353	218.843	113.304	1.689	55.868	53.497	89.825	2.29	138.301	1.531	21.629	144.375
hsa-mir-450a-2	142.662	244.826	112.636	113.964	175.76	25.118	31.311	67.674	110.204	68.371	65.849	98.001	154.244	38.002	34.264	116.561	7.605	71.363	143.016	51.872	34.762	228.143	69.873	40.083	59.832	47.704	33.554	620.96	32.431	154.103	160.742	51.197	15.304	85.099	57.982	48.656	35.684	18.949	5.529	423.832	96.196	75.487	49.774	65.87	422.131	156.848	21.884	53.771	195.054	56.702	54.201	188.147	92.759	121.705	21.438	8.011	19.311
hsa-mir-450b	632.321	710.628	515.271	440.592	688.888	200.942	50.097	246.608	378.126	416.558	419.386	503.524	393.109	156.86	104.161	493.251	29.335	190.674	718.727	205.297	153.945	678.965	250.721	152.317	263.544	155.605	152.43	2176.137	64.108	897.153	740.524	296.484	38.259	214.236	319.781	168.493	114.188	68.216	17.141	2232.678	508.622	321.083	214.877	249.614	1160.86	426.803	78.481	176.677	676.356	246.821	208.356	878.828	361.874	475.756	93.408	41.655	93.798
hsa-mir-451a	2219.441	1144.16	1709.925	1428.617	2245.403	408.735	452.96	3936.549	286.399	222.839	1879.567	4798.688	519.504	2057.78	2684.889	705.05	1363.516	476.128	874.147	2470.143	680.338	154.372	791.21	332.119	4072.817	3559.613	2343.016	721.675	1140.366	5900.152	1065.334	170.402	93.735	975.369	274.977	172.999	863.549	1654.865	181.92	48.738	1050.415	245.597	512.305	398.69	103.871	2640.177	44.523	760.478	587.695	307.692	251.998	412.709	356.149	638.951	4420.82	1675.832	681.414
hsa-mir-452	174.613	430.025	414.867	626.801	595.795	171.258	50.097	32.116	576.757	1318.045	467.974	314.843	249.576	171.414	592.074	146.412	631.237	558.642	43.051	178.996	134.081	528.691	160.297	584.071	631.08	102.222	161.058	250.051	555.099	694.225	323.702	274.324	1074.121	67.246	78.188	187.415	248.003	1644.759	365.498	235.668	131.578	13.821	286.502	99.672	2327.537	748.623	159.227	850.737	294.692	105.899	216.803	486.754	199.26	479.905	32.157	49.666	65.291
hsa-mir-454	146.378	101.719	41.793	165.858	212.252	103.896	152.378	103.231	111.524	44.315	100.371	200.509	100.687	170.606	178.17	214.642	148.846	228.586	124.044	136.621	208.571	255.466	55.487	200.417	108.267	145.383	153.389	155.587	327.327	148	259.405	186.449	170.253	292.194	167.797	238.774	133.814	122.536	94.001	143.745	70.765	150.973	63.128	110.94	147.912	147.475	500.319	165.154	138.48	120.075	173.864	129.882	100.775	105.109	127.097	61.682	91.959
hsa-mir-455	2258.821	2018.239	1589.135	1293.285	1195.314	2029.974	2398.391	1788.193	1777.784	1429.464	1620.007	6310.387	1805.945	1209.603	1746.069	1174.136	1644.911	4986.518	1006.218	2507.403	3347.062	1786.893	1257.716	1104.009	1639.669	4720.405	2730.323	1626.025	1923.237	1647.832	1973.252	1119.457	1728.35	1046.781	1929.23	1194.772	2706.619	596.257	4645.308	943.289	1901.805	2209.309	1602.471	1261.073	3307.246	962.337	1584.722	1793.652	1699.756	2017.927	2481.263	3358.724	1259.689	1676.209	1238.81	2050.731	1509.962
hsa-mir-4661	71.331	51.912	3.568	29.508	7.447	25.118	20.874	44.734	49.493	37.984	42.194	16.897	59.984	7.277	20.558	133.618	19.556	8.92	84.642	21.918	89.387	129.782	28.771	106.507	45.586	21.58	82.447	55.567	13.576	19.835	37.691	74.121	8.608	58.32	15.813	61.27	66.015	64.426	37.6	96.241	22.114	42.528	31.564	98.806	59.83	46.867	24.148	15.363	32.931	20.012	34.491	64.334	36.646	48.405	27.563	76.902	27.588
