	TCGA.3X.AAV9.01A	TCGA.3X.AAVA.01A	TCGA.3X.AAVB.01A	TCGA.3X.AAVC.01A	TCGA.3X.AAVE.01A	TCGA.4G.AAZO.01A	TCGA.4G.AAZT.01A	TCGA.W5.AA2G.01A	TCGA.W5.AA2H.01A	TCGA.W5.AA2I.01A	TCGA.W5.AA2I.11A	TCGA.W5.AA2O.01A	TCGA.W5.AA2Q.01A	TCGA.W5.AA2Q.11A	TCGA.W5.AA2R.11A	TCGA.W5.AA2T.01A	TCGA.W5.AA2U.01A	TCGA.W5.AA2U.11A	TCGA.W5.AA2W.01A	TCGA.W5.AA2X.01A	TCGA.W5.AA2X.11A	TCGA.W5.AA2Z.01A	TCGA.W5.AA30.01A	TCGA.W5.AA30.11A	TCGA.W5.AA31.01A	TCGA.W5.AA31.11A	TCGA.W5.AA33.01A	TCGA.W5.AA34.01A	TCGA.W5.AA34.11A	TCGA.W5.AA36.01A	TCGA.W5.AA38.01A	TCGA.W5.AA39.01A	TCGA.W6.AA0S.01A	TCGA.WD.A7RX.01A	TCGA.YR.A95A.01A	TCGA.ZD.A8I3.01A	TCGA.ZH.A8Y1.01A	TCGA.ZH.A8Y2.01A	TCGA.ZH.A8Y4.01A	TCGA.ZH.A8Y5.01A	TCGA.ZH.A8Y6.01A	TCGA.ZH.A8Y8.01A	TCGA.ZU.A8S4.01A	TCGA.ZU.A8S4.11A
hsa-mir-26a-2	6966.081	5526.449	4876.674	3328.516	4811.036	8320.098	7514.893	2216.055	9887.267	5743.563	4014.886	4111.702	8916.179	6281.47	5505.649	5532.043	4489.718	7147.035	6044.704	1820.037	4361.206	9384.314	5116.568	5072.925	3689.206	3589.447	5872.565	5760.054	4029.19	4190.844	3903.003	1660.656	4925.795	6076.858	5943.33	4131.338	6076.495	3740.39	3583.68	8486.196	6278.179	6523.974	3139.81	4908.193
hsa-mir-26b	2253.211	3596.316	3353.392	2097.421	2270.46	5974.273	5003.657	1914	3549.988	2746.88	5139.15	1588.805	6620.205	4248.613	4947.091	3274.138	2098.903	4476.021	1712.578	2418.213	3579.185	4821.48	4498.539	4737.378	1467.771	4242.685	3420.084	2687.949	3762.078	1852.475	1331.579	3315.695	3417.535	4992.873	1714.148	2935.03	4367.579	2685.61	1785.561	3852.135	3573.225	2647.121	1684.855	4102.794
hsa-mir-27a	5238.234	6760.178	8746.752	4209.091	7394.149	10736.551	9569.174	3761.694	3058.571	6493.451	1388.37	5181.252	12146.089	2372.63	1499.237	8680.713	6739.203	2074.706	6053.518	4590.269	2855.51	11815.785	7093.469	2051.587	9435.523	1694.38	7630.663	8948.777	1170.491	5009.527	6794.045	3933.527	10671.415	5982.362	5415.835	12584.188	13774.431	5447.345	10176.785	9898.793	3348.525	5744.515	9830.661	1981.204
hsa-mir-27b	6007.792	16798.519	9329.289	3293.369	14155.547	9161.995	12197.337	8249.795	1514.276	6483.402	14024.235	5858.54	6475.858	11952.07	15861.885	4978.688	5112.238	9448.14	6585.89	6129.712	12370.394	9708.115	5311.683	8338.296	6788.058	14035.881	5344.488	5184.963	14297.998	11428.655	7061.519	6738.107	12078.394	5813.358	6652.806	6744.105	7699.497	5853.876	4599.761	10831.974	57156.951	5704.153	4579.655	13998.27
hsa-mir-28	18631.165	15908.867	11875.088	22539.68	12234.961	14698.368	14725.374	13825.295	13037.006	9887.331	18150.578	13621.953	9900.697	14802.552	20406.386	9660.955	17022.567	18594.414	11066.093	14502.904	14874.082	12044.815	15366.542	17075.276	9617.092	17649.571	9494.592	15902.459	20342.534	11966.429	10249.969	19027.336	17275.183	12795.203	9421.944	12054.889	13538.556	14037.843	13526.424	18631.774	15117.21	7721.207	16464.306	13502.639
hsa-mir-296	10.785	11.783	6.513	3.8	38.284	16.009	22.176	14.734	17.789	15.792	7.269	39.508	60.453	10.844	24.37	2.999	4.206	3.711	44.07	29.335	6.096	15.795	3.962	13.479	41.589	8.081	25.918	2.287	15.006	5.061	1.931	13.106	27.373	2.726	10.063	29.978	35.147	13.342	18.267	53.072	2.442	1.573	17.269	9.886
hsa-mir-29a	44538.084	30077.315	26086.117	27763.285	35196.915	76414.94	55247.87	34640.592	64630.24	19991.445	21058.16	37428.622	31424.382	38854.892	28741.869	12894.603	39910.285	42650.86	66161.219	21293.288	39640.126	26919.93	20781.23	28720.799	17504.71	22379.829	33583.125	32248.526	24185.646	29332.114	48714.149	18905.642	35256.593	33167.398	45674.832	23159.852	32386.626	27208.474	55286.177	31537.09	13312.279	32478.341	33890.307	24667.511
hsa-mir-29b-1	1666.221	3058.99	1812.018	2152.517	3063.792	3702.844	2500.484	2774.489	4112.561	947.051	1199.377	4924.447	1332.43	1731.398	1775.104	423.388	2282.294	2570.805	4325.075	1155.539	2436.632	1082.957	2103.676	1929.57	1398.794	1148.892	1510.798	1046.139	1647.691	1744.92	3646.15	1615.723	3310.78	3405.512	1891.098	1218.792	1262.943	1185.843	3277.715	1831.865	1887.972	1851.936	2131.703	1168.555
hsa-mir-29b-2	1684.708	3130.869	1867.739	2249.408	3260.529	3913.789	2616.067	2826.059	4123.679	951.358	1419.869	4879.295	1437.297	1725.615	1811.172	515.364	2362.212	2583.176	4423.793	1202.73	2529.813	1076.047	2236.394	2026.758	1420.096	1257.99	1583.152	1182.194	1769.242	1875.251	3613.319	1846.005	3240.979	3459.121	1939.738	1304.041	1310.586	1383.615	3227.482	1983.12	2420.414	1911.693	2225.606	1262.145
hsa-mir-29c	14537.64	4177.241	5849.259	4904.432	7013.435	6818.054	9934.738	2702.29	31401.773	2367.389	8041.886	2963.135	13267.551	16393.704	12064.079	3334.122	6102.382	14616.966	11405.435	4708.884	11702.454	4408.831	5812.842	10548.08	3215.503	8683.363	12031.307	6704.437	9670.057	1495.646	6041.833	11004.888	3600.935	7828.68	3546.542	4290.596	7828.369	4787.323	5487.975	13968.523	11890.805	9616.126	4518.132	11827.909
hsa-mir-301a	19.258	40.064	32.564	85.493	38.284	34.844	28.896	57.464	38.913	64.604	12.115	56.441	23.441	16.627	11.698	52.986	46.268	13.609	22.035	43.365	20.9	49.36	48.531	21.282	37.531	25.591	39.957	38.873	16.507	29.103	39.59	61.783	60.221	43.614	19.288	34.662	49.987	43.164	47.95	42.458	75.714	27.782	29.142	15.818
hsa-mir-3065	58.545	34.172	486.292	568.052	154.2	17.893	277.533	128.189	44.472	36.848	814.123	39.508	119.672	112.053	470.827	151.96	168.249	129.901	511.217	139.022	263.867	12.834	48.531	295.111	39.56	235.705	39.957	42.303	936.393	27.838	189.26	4304.226	78.013	79.959	16.772	42.157	191.355	571.34	155.266	25.651	67.166	46.128	32.38	204.975
hsa-mir-3074	10.014	10.605	10.855	13.299	11.698	6.592	10.752	7.367	35.578	14.357	14.538	25.398	14.805	7.229	9.748	53.986	12.619	11.134	1.763	29.335	9.579	8.885	30.703	17.735	13.187	12.122	15.119	13.72	18.008	5.061	9.656	35.572	15.055	17.264	10.902	15.926	5.467	15.696	11.417	17.691	8.548	7.863	9.714	11.204
hsa-mir-30a	159812.353	375313.039	104591.234	225952.505	704766.734	886673.782	462865.132	403640.255	60927.935	186497.813	166056.831	227342.969	251476.479	118402.344	138060.399	133734.771	359765.451	127940.21	382201.064	72634.409	119930.56	175186.365	135060.17	108067.273	36894.091	155869.529	164336.796	157682.326	174536.719	359115.623	220600.771	91146.986	305926.219	419505.845	222336.902	226216.537	72076.762	282161.665	465429.786	219132.093	219313.728	120473.362	108252.757	123062.056
hsa-mir-30b	1853.41	3589.246	1620.975	5254.002	5911.704	5816.064	6271.707	1806.438	2614.961	5534.436	3014.193	3394.906	16725.701	2420.343	2934.137	15301.469	5929.086	3486.298	10738.208	1924.622	2758.846	5123.563	3712.137	2369.399	5205.666	2155.015	4197.621	10422.519	1545.648	2892.594	2299.122	2946.869	3093.164	4373.194	2603.928	3257.293	9753.634	4879.93	3765.205	18209.852	2593.825	3289.244	1303.847	2475.517
hsa-mir-30c-2	2160.771	5330.843	1830.11	1774.449	2785.168	5535.431	3264.54	3291.667	1424.22	3024.439	2420.562	2426.948	2509.41	1791.401	2595.883	2173.427	2398.386	2280.074	2172.674	1013.966	1888.869	2689.13	3129.763	1657.16	1052.9	2342.232	1457.882	3727.228	1914.803	2223.223	1938.948	2136.199	3343.628	4041.547	1065.053	2226.801	1273.096	3030.925	2991.157	1648.767	4303.502	2502.971	1121.438	2490.017
hsa-mir-30d	20245.004	95257.595	18250.441	159100.999	189874.262	51842.636	79041.112	52296.833	29440.552	80409.876	35377.999	72184.779	179229.147	42959.644	52186.695	182569.406	147332.902	55793.14	299583.936	19801.036	33821.12	58115.42	42132.949	40178.33	164470.433	49157.235	41269.944	124094.971	34523.483	95208.845	64193.871	52450.144	78411.703	62616.718	62111.028	29829.949	156540.827	156496.012	93024.992	193754.881	59526.075	66105.689	24827.059	45162.365
hsa-mir-30e	42840.279	114745.102	30762.341	39585.978	55485.363	50563.78	72522.784	51592.528	84114.593	35639.567	106286.645	56878.073	71338.071	81308.49	123853.718	43181.625	39184.292	128949.727	41253.476	20378.805	72056.568	60907.218	64025.444	89430.606	36265.191	101910.651	53258.055	73732.803	134415.888	76285.513	56524.983	84837.616	45989.598	80460.221	28888.928	32691.908	28386.918	79686.165	67968.912	28763.199	87260.703	48076.436	31711.112	69462.766
hsa-mir-3127	16.177	8.248	13.749	39.897	14.888	14.126	12.768	13.261	17.789	18.663	7.269	14.11	12.337	3.615	9.748	41.489	40.38	1.237	7.051	26.784	4.354	0.987	33.675	7.803	14.201	12.122	11.879	11.433	6.003	2.531	64.696	48.678	13.687	24.533	5.87	9.368	20.307	105.949	10.275	10.614	10.991	9.435	8.635	11.863
hsa-mir-3130-2	0.77	4.713	1.447	14.249	10.634	3.767	10.08	4.42	11.118	3.35	2.423	19.754	13.571	7.952	2.924	9.997	14.301	12.372	15.865	21.682	4.354	4.936	4.952	7.094	7.1	13.469	14.039	6.86	19.508	8.857	5.794	11.233	0	0.909	11.741	0	6.248	19.62	27.4	1.769	4.885	2.097	9.714	1.977
hsa-mir-32	93.98	155.542	106.376	265.027	92.52	230.721	176.062	103.141	283.51	89.01	155.071	245.517	215.903	158.32	168.64	199.447	89.172	162.067	116.346	223.2	196.812	96.746	115.88	136.914	296.191	177.789	161.987	324.703	117.049	335.318	128.426	189.094	138.234	178.998	80.508	74.008	128.091	108.303	108.458	123.834	238.134	91.732	126.283	158.18
hsa-mir-3200	1.541	12.962	2.895	21.848	5.317	1.883	2.688	19.155	2.224	12.442	0	11.288	9.87	2.169	6.824	26.493	25.237	3.711	4.407	12.754	1.742	2.962	40.608	2.838	12.172	4.041	4.32	8.003	3.001	12.654	28.968	14.978	12.318	9.086	4.193	7.494	17.964	17.266	6.85	8.845	58.618	3.145	9.714	3.954
hsa-mir-320a	1925.821	1716.852	1443.681	541.454	1083.653	2376.902	1959.53	702.831	1657.699	1282.037	1247.837	1030.042	1849.364	667.257	878.291	2167.929	1602.569	684.146	1654.405	880.046	793.342	1370.232	1617.374	746.29	627.885	918.575	881.209	1203.918	849.356	1231.187	938.575	1452.84	933.424	1322.044	2062.177	1983.23	1767.495	787.161	1111.98	3211.734	2535.207	852.845	783.603	790.9
hsa-mir-320b-1	2.311	1.178	1.447	0.95	3.19	21.66	11.424	1.473	11.118	5.264	0	0	13.571	2.892	0.975	20.495	8.412	1.237	8.814	6.377	3.483	2.962	4.952	6.385	3.043	1.347	5.4	4.573	1.501	6.327	5.794	3.744	2.737	1.817	7.548	9.368	6.248	5.494	3.425	17.691	17.097	2.097	1.079	0.659
hsa-mir-323b	6.163	7.07	22.433	25.648	10.634	96.997	4.704	54.517	0	12.442	7.269	42.33	1.234	7.229	5.849	24.494	10.095	2.474	68.75	28.059	26.125	23.693	2.971	28.376	312.421	18.856	36.717	69.743	15.006	59.472	74.352	13.106	8.212	10.903	48.64	22.483	16.402	65.139	18.267	21.229	32.972	27.257	60.443	11.204
hsa-mir-324	70.1	103.695	100.587	185.234	128.677	91.347	141.79	114.928	136.752	123.945	113.88	146.746	135.71	80.244	101.379	183.452	153.948	84.126	128.686	255.086	94.922	110.566	192.144	119.889	90.278	138.729	128.51	99.469	166.57	232.825	135.186	293.938	79.382	99.948	179.466	124.596	186.669	200.911	105.033	236.17	75.714	81.248	140.315	125.885
hsa-mir-326	10.014	4.713	10.855	24.698	13.825	4.709	6.72	11.788	18.901	7.178	33.922	11.288	16.039	13.013	17.546	8.498	52.157	13.609	2.644	33.161	18.288	2.962	7.923	21.991	16.23	14.816	7.559	10.29	16.507	3.796	19.312	16.85	4.106	5.452	7.548	3.747	10.935	12.557	9.133	9.73	1.221	3.669	19.428	11.863
hsa-mir-328	40.057	115.478	93.351	323.922	160.581	84.755	118.271	204.808	200.125	30.627	225.338	101.593	206.033	149.645	310.96	186.451	85.807	194.233	115.465	85.454	167.203	74.04	102.014	207.145	75.062	253.214	86.393	60.596	450.189	135.393	70.49	194.711	120.442	72.69	62.058	139.585	60.921	230.733	92.475	110.566	56.175	46.128	90.665	225.406
hsa-mir-330	150.214	28.28	83.943	148.187	92.52	96.055	45.695	50.097	163.435	49.769	14.538	90.305	77.725	27.471	28.269	133.965	138.805	23.506	78.445	82.903	41.801	51.334	89.139	28.376	55.789	20.203	84.233	32.013	15.006	106.29	76.283	119.822	160.133	54.517	81.347	75.882	106.222	83.974	66.216	122.95	124.562	63.426	89.586	29.659
hsa-mir-331	38.516	114.3	60.787	97.842	240.339	101.706	99.455	135.557	54.478	130.644	87.227	180.61	112.27	49.882	88.706	324.914	86.648	54.435	135.737	51.017	91.439	108.592	155.498	67.393	226.201	94.282	130.669	158.922	136.557	158.169	216.297	179.733	99.912	61.786	129.148	149.89	139.025	102.025	159.833	115.874	128.226	94.877	111.172	61.295
hsa-mir-335	1718.603	542.04	406.691	766.585	273.306	341.844	322.556	531.912	123.41	970.979	334.372	668.822	750.109	497.37	353.851	583.346	603.172	382.28	1130.848	668.325	302.184	571.588	951.805	422.803	1486.029	246.48	542.116	447.039	348.146	390.994	234.644	192.838	547.463	1268.435	474.661	411.26	739.645	469.315	477.215	873.033	512.903	469.143	138.156	370.405
hsa-mir-337	128.645	130.797	256.896	76.943	70.188	328.66	136.414	225.436	34.466	134.473	220.492	158.034	70.323	178.562	154.018	69.482	105.997	152.17	259.134	131.369	232.516	243.838	100.034	281.632	694.833	188.564	231.101	213.801	184.577	144.25	95.596	159.138	64.327	126.298	213.011	222.961	92.944	226.024	50.233	180.444	111.129	235.882	286.026	197.725
hsa-mir-338	1778.689	1250.226	3497.398	3886.119	3005.302	10218.605	8940.861	782.397	2457.085	4747.699	2936.657	5212.295	12666.724	1337.406	1227.269	791.791	1602.569	1734.489	15637.962	7032.716	2437.503	951.66	3508.108	2747.509	1646.297	2614.302	1681.424	1919.637	1482.622	4213.621	9205.177	1312.424	1038.81	1209.375	971.966	6207.312	8576.606	7369.338	7805.551	4200.641	5374.492	8374.338	2790.103	1583.118
hsa-mir-339	127.875	200.319	167.163	166.236	121.233	207.178	184.798	95.774	190.118	159.357	79.958	194.72	246.746	52.773	100.404	113.47	119.457	87.838	192.147	179.835	76.635	141.169	129.747	75.906	79.12	70.038	77.754	75.459	73.531	99.963	126.495	104.844	220.354	175.364	81.347	96.492	113.251	112.227	173.533	320.2	74.493	94.877	78.792	81.726
hsa-mir-33a	14.636	116.656	52.826	138.688	98.901	60.27	154.558	109.035	196.789	69.868	278.643	149.568	270.187	97.594	133.547	88.977	130.393	167.016	103.125	167.081	243.837	32.578	255.531	200.051	106.507	177.789	182.505	69.743	234.098	191.068	65.662	164.755	28.742	181.724	87.217	149.89	110.127	106.734	73.066	256.514	51.29	39.314	71.237	79.09
hsa-mir-340	142.511	153.185	81.049	46.546	66.997	46.144	73.919	85.46	71.155	114.852	147.802	132.636	75.258	148.922	214.455	166.456	72.347	185.573	71.394	36.987	145.432	135.246	97.062	122.017	87.234	179.136	53.996	150.918	232.598	84.779	106.217	205.944	113.598	145.379	74.638	57.145	102.316	91.038	85.625	58.379	81.82	128.425	75.554	173.998
hsa-mir-342	1568.389	518.473	536.948	167.186	579.579	510.412	360.188	296.162	3066.354	571.868	302.873	392.263	251.681	383.872	359.7	149.461	314.625	316.711	334.054	172.183	351.823	775.938	588.316	371.726	242.431	246.48	586.393	184.075	285.12	167.026	300.305	365.082	543.357	908.621	296.034	301.653	347.563	167.164	231.758	200.789	291.866	628.495	477.07	335.473
hsa-mir-345	10.785	27.102	34.012	57.945	31.903	55.561	38.976	29.469	50.031	22.492	46.037	11.288	35.778	37.592	72.135	35.491	21.872	64.332	50.24	146.674	53.122	11.846	36.646	47.53	35.502	35.019	39.957	35.443	52.522	35.43	70.49	69.272	16.424	27.259	29.352	67.45	114.032	37.671	19.408	38.035	7.327	12.58	42.094	58.658
hsa-mir-34a	504.565	2456.854	688.914	909.073	713.573	1452.132	862.166	1127.182	862.759	771.902	901.35	2616.024	699.526	751.839	594.626	210.944	1841.483	533.213	1159.053	964.224	901.328	1033.597	1312.322	432.734	886.546	860.659	1176.025	1526.334	786.33	1198.288	2638.051	835.009	1344.021	1589.178	1626.931	1327.462	816.968	470.099	1212.446	1993.734	1114.954	1331.947	1379.401	548.357
hsa-mir-34c	121.712	63.631	75.983	13.299	27.65	33.902	38.976	26.522	40.025	7.657	0	42.33	17.272	0.723	0.975	27.493	17.666	0	74.038	7.653	5.225	58.245	39.617	2.128	10.144	1.347	8.639	96.039	0	141.719	6.759	1.872	281.943	14.538	19.288	14.989	17.183	30.607	84.483	26.536	6.106	53.467	32.38	0
hsa-mir-3607	36.976	90.733	18.815	69.344	78.695	92.289	231.165	125.242	304.634	89.489	317.411	79.017	148.048	216.877	223.228	81.479	103.473	201.656	165.705	75.25	148.915	92.797	31.694	168.128	233.301	203.38	129.59	168.068	298.625	135.393	128.426	295.81	88.963	64.512	179.466	100.239	89.82	61.215	708.973	76.954	41.521	39.314	51.808	122.589
hsa-mir-361	1851.099	1958.413	1664.394	1578.766	2068.405	2897.673	1632.942	1922.84	3297.609	1585.916	1720.319	2274.559	2093.643	1954.058	2283.948	2580.82	1729.597	2054.912	2045.751	1794.529	1848.81	1500.543	1387.594	1570.613	1724.402	1818.294	1633.908	3587.743	1886.291	1927.13	2127.243	1563.301	1691.66	1640.061	2649.214	1862.381	2317.347	1897.663	2203.41	2111.377	1602.212	2179.55	1800.345	2250.769
hsa-mir-3613	21.569	40.064	34.012	161.486	44.665	49.911	47.039	64.831	61.149	27.756	65.421	11.288	76.491	49.159	76.034	72.981	26.079	55.672	24.679	53.568	49.638	18.757	43.579	45.402	36.517	51.182	37.797	65.169	76.532	50.614	18.347	185.349	32.848	52.7	22.643	74.008	39.052	40.025	41.1	43.342	58.618	24.637	44.253	55.363
hsa-mir-3615	18.488	28.28	9.407	23.748	24.459	30.135	21.504	25.048	14.453	16.271	31.499	84.661	34.544	13.013	28.269	31.492	33.65	16.083	20.272	58.67	29.609	18.757	34.665	19.154	7.1	13.469	19.438	18.293	21.009	59.472	28.003	28.083	10.949	29.076	23.481	31.852	53.892	98.886	36.533	30.959	39.078	35.12	24.825	41.522
hsa-mir-362	77.803	71.879	40.524	53.195	26.586	32.96	79.295	32.416	67.82	62.212	99.342	64.907	32.077	41.207	53.614	59.484	71.506	79.178	13.221	33.161	45.284	56.27	90.129	46.111	41.589	52.528	42.117	52.593	61.526	5.061	48.281	50.55	38.322	95.405	22.643	28.104	32.023	24.329	20.55	15.037	73.272	80.2	11.873	52.068
hsa-mir-363	25.421	25.924	13.749	1270.042	28.713	27.31	22.848	17.681	98.95	12.921	9.692	39.508	13.571	22.411	12.672	3.499	65.617	30.929	184.215	123.717	33.092	41.462	56.455	13.479	18.258	24.244	41.037	28.583	25.511	11.388	43.453	11.233	17.793	26.35	7.548	36.536	34.366	5.494	45.667	7.076	50.069	48.749	12.952	19.772
hsa-mir-3653	16.947	22.389	12.302	1.9	9.571	22.601	13.44	10.314	80.05	11.485	31.499	76.195	16.039	26.748	30.219	9.497	17.666	29.692	4.407	12.754	26.996	15.795	19.809	24.12	10.144	41.753	19.438	13.72	33.014	10.123	22.209	11.233	23.267	28.167	11.741	15.926	10.935	5.494	14.842	8.845	31.751	18.871	11.873	18.454
hsa-mir-365a	139.429	91.911	182.36	81.693	262.671	144.083	150.526	204.808	108.957	173.235	455.521	163.678	171.489	326.038	412.339	118.469	270.039	497.336	85.497	202.793	478.095	192.504	195.115	313.555	155.196	492.96	98.272	201.225	436.683	115.147	775.386	584.132	309.316	135.385	109.021	329.758	288.204	288.809	244.316	191.943	702.189	103.788	150.029	477.835
hsa-mir-365b	140.2	91.911	182.36	83.593	266.925	145.025	149.182	207.755	106.733	172.278	457.944	163.678	171.489	323.869	411.364	118.969	267.516	496.098	91.667	202.793	478.095	187.568	198.086	312.846	150.124	488.919	98.272	195.508	433.682	113.882	764.765	580.387	301.104	137.202	108.183	332.568	289.766	290.379	243.174	191.943	676.544	104.836	154.346	464.654
hsa-mir-3677	3.852	1.178	3.618	22.798	20.205	3.767	10.08	14.734	5.559	6.221	7.269	5.644	2.467	4.338	0.975	3.999	17.666	2.474	1.763	7.653	7.838	2.962	2.971	7.094	5.072	5.388	6.479	10.29	3.001	24.042	28.003	16.85	4.106	9.086	9.225	4.684	4.686	12.557	10.275	15.922	3.664	4.718	14.031	1.977
hsa-mir-369	97.832	60.096	157.756	36.097	12.761	691.223	46.367	57.464	8.894	111.024	58.152	62.085	11.104	80.967	50.689	39.49	42.903	38.352	906.089	68.873	64.443	139.195	32.684	70.94	497.034	35.019	97.192	228.664	46.52	64.533	144.842	33.7	101.281	56.335	104.828	139.585	67.169	76.126	37.675	57.495	79.378	333.904	173.774	61.954
hsa-mir-370	41.598	31.815	74.536	19.948	12.761	136.549	26.208	69.252	10.006	35.413	55.729	22.576	12.337	49.882	46.79	22.494	18.507	29.692	490.945	62.496	62.701	28.629	7.923	68.102	299.234	63.304	51.836	72.029	33.014	53.145	95.596	35.572	12.318	17.264	62.058	57.145	25.774	77.696	27.4	36.266	35.415	67.095	168.378	42.84
hsa-mir-374a	5286.765	4095.935	3241.226	3510.901	5289.587	2520.043	5450.532	6226.761	5838.079	1666.313	6386.988	3098.592	3729.571	5264.318	7323.645	4081.425	2726.471	6250.099	1821.873	4803.266	5043.951	3408.798	3765.62	5309.865	4036.115	6238.768	5507.555	5728.041	7738.746	6959.433	4460.161	4103.898	2928.925	4533.111	2408.529	4726.214	2315.004	8639.156	4291.512	1892.013	3749.078	2460.512	4169.504	4343.359
hsa-mir-374b	484.537	333.472	319.853	223.231	421.125	473.685	299.709	341.838	409.144	269.902	232.607	248.339	328.173	327.484	348.002	336.411	333.974	425.581	154.247	329.061	318.73	339.596	385.278	350.444	284.019	338.068	437.365	669.986	310.63	589.654	508.877	230.283	336.69	318.017	389.122	500.257	381.929	533.669	360.766	237.054	207.604	321.324	269.836	327.564
hsa-mir-375	4001.857	1444.654	156342.305	132068.201	2951.066	62863.587	71858.183	10937.351	1642.134	33939.277	36446.535	8164.141	139303.12	10540.927	30135.828	542643.553	120002.576	43086.338	72522.349	68667.824	9217.925	13533.511	50296.084	60331.696	200595.643	29989.725	29494.576	5494.803	20530.112	900.93	18594.786	53717.635	5273.434	93945.976	7060.378	96644.276	182233.155	7931.26	4846.36	132842.496	1914103.309	26880.597	8045.427	27094.914
hsa-mir-376c	65.478	31.815	43.419	28.498	8.508	283.458	54.431	22.102	3.335	101.931	55.729	39.508	25.908	57.834	59.463	33.991	14.301	33.403	312.9	40.814	33.963	69.104	19.809	48.239	288.077	44.447	59.395	186.361	48.02	31.634	55.04	16.85	30.11	41.797	50.317	135.838	35.928	54.152	23.975	44.227	46.406	138.908	130.601	56.681
hsa-mir-378a	1160.115	803.633	628.851	3401.66	907.121	328.66	587.322	2255.838	1227.431	761.852	7002.426	1100.593	294.862	7453.326	11417.789	297.922	1653.885	11785.122	657.531	515.273	5314.785	524.203	536.814	3765.499	1315.617	11416.191	1174.945	475.622	11337.256	504.875	930.85	2739.053	1023.755	1660.051	1070.923	505.878	514.706	1053.996	1333.462	290.126	8107.534	853.369	1226.134	10809.625
hsa-mir-378c	23.88	8.248	4.342	64.594	24.459	6.592	10.08	19.155	37.801	8.614	70.267	22.576	1.234	83.136	188.136	4.999	33.65	237.533	14.103	8.928	58.347	6.91	8.914	53.914	18.258	106.404	14.039	4.573	118.55	7.592	17.381	28.083	15.055	32.71	14.257	11.242	10.154	18.835	11.417	7.076	100.138	16.25	17.269	104.135
hsa-mir-379	3673.697	1746.311	3682.652	1964.433	1181.49	11314.768	2512.58	4094.692	955.039	2102.751	3523.02	2249.16	858.677	3524.245	2903.918	2074.454	1706.042	2991.437	34693.148	3263.823	3471.2	4209.417	686.369	4301.097	20388.519	3594.834	4542.113	9901.164	2977.249	3804.912	5583.167	2276.615	2302.08	1386.556	4276.145	6773.147	2178.322	4991.373	2698.892	3063.133	1526.498	8507.48	10807.467	3531.368
hsa-mir-381	352.04	281.625	374.85	263.128	97.837	2505.917	178.75	260.799	68.932	434.045	264.105	347.11	81.426	336.159	244.674	247.935	202.74	301.865	4430.844	233.404	298.701	447.201	81.215	240.487	1443.426	266.683	299.136	735.156	246.103	341.645	903.813	170.372	290.155	181.724	532.526	793.479	242.904	538.378	237.466	286.588	257.673	928.327	1185.119	343.382
hsa-mir-382	124.793	38.885	138.217	75.044	54.236	504.762	91.391	134.083	23.348	126.337	36.345	76.195	39.479	123.62	54.589	90.976	72.347	61.858	1361.777	81.627	84.472	159.926	23.77	85.128	843.943	82.16	109.071	194.365	54.023	107.555	182.501	58.039	57.484	45.431	187.013	190.173	91.382	175.012	94.758	78.723	64.723	311.889	458.721	106.112
hsa-mir-3913-2	10.785	9.427	5.066	5.7	12.761	12.242	11.424	4.42	6.671	12.442	4.846	8.466	13.571	5.06	5.849	21.994	10.936	7.423	15.865	103.31	6.967	10.859	6.933	2.838	7.1	6.734	3.24	27.44	1.501	5.061	13.519	9.361	8.212	2.726	16.772	14.052	7.029	7.063	6.85	13.268	1.221	11.532	8.635	3.954
hsa-mir-409	137.118	91.911	136.77	103.541	42.538	244.847	84.671	166.499	27.795	138.301	67.844	112.881	29.61	96.149	71.16	85.477	70.664	56.909	630.208	75.25	78.376	172.76	39.617	100.735	891.617	75.426	129.59	252.674	70.53	161.965	197.95	74.889	94.437	78.141	189.529	196.73	96.068	180.506	79.916	145.063	135.553	326.566	342.152	70.522
hsa-mir-410	143.281	61.274	131.704	85.493	22.332	276.866	44.352	70.725	20.012	174.671	43.614	67.729	19.74	84.582	39.967	72.481	60.57	34.64	1197.835	85.454	59.218	88.848	20.799	80.872	999.139	44.447	99.352	302.98	52.522	98.697	203.744	74.889	57.484	42.705	191.206	156.448	130.434	141.265	83.341	68.993	65.945	430.354	159.743	74.476
hsa-mir-411	16.947	22.389	36.182	15.199	10.634	129.016	16.8	38.309	8.894	47.376	41.191	33.864	13.571	65.786	35.093	21.994	18.507	44.538	342.868	40.814	49.638	47.386	10.895	42.564	275.904	45.794	56.155	124.622	30.013	21.511	49.246	16.85	19.161	15.447	50.317	91.808	17.183	46.304	30.825	33.612	17.097	168.263	137.077	42.84
hsa-mir-412	67.019	14.14	6.513	43.696	11.698	59.328	20.16	36.836	11.118	36.848	21.807	2.822	7.402	26.748	16.572	1.999	15.142	14.846	102.243	0	3.483	52.322	0.99	4.256	196.785	28.285	49.676	9.147	1.501	16.45	12.553	29.955	23.267	10.903	3.354	38.409	7.029	29.823	29.683	30.074	30.53	66.047	78.792	23.727
