	TCGA.AF.2687.01A	TCGA.AF.2690.01A	TCGA.AF.2693.01A	TCGA.AF.3911.01A	TCGA.AF.4110.01A	TCGA.AF.6136.01A	TCGA.AF.6655.01A	TCGA.AF.6672.01A	TCGA.AF.A56K.01A	TCGA.AF.A56L.01A	TCGA.AF.A56N.01A	TCGA.AG.3591.01A	TCGA.AG.3592.01A	TCGA.AG.3725.01A	TCGA.AG.3731.01A	TCGA.AG.3732.01A	TCGA.AG.3742.01A	TCGA.AG.4021.01A	TCGA.AG.4022.01A	TCGA.AG.A01W.01A	TCGA.AG.A01Y.01A	TCGA.AG.A020.01A	TCGA.AG.A026.01A	TCGA.AG.A02N.01A	TCGA.AG.A036.01A	TCGA.AH.6544.01A	TCGA.AH.6547.01A	TCGA.AH.6549.01A	TCGA.AH.6643.01A	TCGA.AH.6644.01A	TCGA.AH.6897.01A	TCGA.AH.6903.01A	TCGA.BM.6198.01A	TCGA.CI.6619.01B	TCGA.CI.6620.01A	TCGA.CI.6621.01A	TCGA.CI.6622.01A	TCGA.CI.6623.01B	TCGA.CI.6624.01C	TCGA.CL.4957.01A	TCGA.CL.5917.01A	TCGA.CL.5918.01A	TCGA.DC.4745.01A	TCGA.DC.4749.01A	TCGA.DC.5337.01A	TCGA.DC.5869.01A	TCGA.DC.6154.01A	TCGA.DC.6155.01A	TCGA.DC.6156.01A	TCGA.DC.6157.01A	TCGA.DC.6158.01A	TCGA.DC.6160.01A	TCGA.DC.6681.01A	TCGA.DC.6682.01A	TCGA.DC.6683.01A	TCGA.DT.5265.01A	TCGA.DY.A0XA.01A	TCGA.DY.A1DC.01A	TCGA.DY.A1DD.01A	TCGA.DY.A1DE.01A	TCGA.DY.A1DF.01A	TCGA.DY.A1DG.01A	TCGA.DY.A1H8.01A	TCGA.EF.5830.01A	TCGA.EF.5831.01A	TCGA.EI.6506.01A	TCGA.EI.6507.01A	TCGA.EI.6508.01A	TCGA.EI.6509.01A	TCGA.EI.6510.01A	TCGA.EI.6511.01A	TCGA.EI.6512.01A	TCGA.EI.6513.01A	TCGA.EI.6514.01A	TCGA.EI.6881.01A	TCGA.EI.6882.01A	TCGA.EI.6883.01A	TCGA.EI.6884.01A	TCGA.EI.6885.01A	TCGA.EI.6917.01A	TCGA.EI.7002.01A	TCGA.EI.7004.01A	TCGA.F5.6464.01A	TCGA.F5.6465.01A	TCGA.F5.6571.01A	TCGA.F5.6702.01A	TCGA.F5.6810.01A	TCGA.F5.6811.01A	TCGA.F5.6812.01A	TCGA.F5.6813.01A	TCGA.F5.6814.01A	TCGA.F5.6861.01A	TCGA.F5.6863.01A	TCGA.F5.6864.01A	TCGA.G5.6233.01A	TCGA.G5.6235.01A	TCGA.G5.6572.01A	TCGA.G5.6572.02A	TCGA.G5.6641.01A
hsa-mir-3074	19.697	5.088	24.499	28.488	9.811	9.558	18.484	7.705	13.069	15.645	9.543	11.375	5.977	8.706	13.917	9.159	23.712	2.871	9.662	21.199	77.159	17.362	18.376	115.441	36.377	10.73	7.465	7.362	4.294	17.355	38.916	7.572	11.932	7.945	8.457	12.556	14.195	6.803	10.909	17.49	6.349	15.607	27.017	6.975	14.405	23.006	16.444	11.003	7.218	15.2	17.408	14.845	7.361	16.095	10.653	9.406	12.72	11.807	9.943	9.642	10.796	18.765	28.479	12.412	12.315	18.295	23.426	23.102	12.592	8.388	23.736	14.044	30.34	7.97	6.779	48.982	17.687	42.431	4.469	16.036	19.767	5.69	10.311	11.414	8.547	7.357	33.53	8.869	14.994	26.871	44.594	17.199	7.689	9.367	15.335	16.653	8.336	7.534	9.685
hsa-mir-30a	17662.088	27629.905	12886.665	19435.548	14150.912	15276.597	11244.194	9220.823	19145.319	14182.228	5874.412	11764.052	15729.219	14089.745	18550.682	30169.262	12728.585	13545.094	13818.856	14153.206	14283.172	15509.511	7602.609	7947.837	18195.298	13506.179	20755.78	13326.432	8694.736	18485.749	8502.023	11929.364	7435.053	14884.499	21339.704	10025.138	10295.388	10380.629	17108.268	9886.027	9688.31	10018.467	21746.894	10211.231	17925.936	19411.767	15642.593	16666.618	24029.505	20541.204	14006.264	9632.736	41889.306	10520.17	14678.359	6735.908	5112.939	12443.442	16535.238	19678.754	10960.014	7083.743	7100.649	9504.384	20471.782	11903.731	4722.594	15612.028	12446.318	9144.528	8955.636	6092.166	4316.245	32502.258	7794.38	4400.445	15139.585	15491.951	7266.689	9148.85	14808.557	19946.587	29134.061	11231.148	15737.7	16060.129	19590.655	14823.294	28571.689	22090.937	9066.837	14338.535	24528.447	14298.576	10378.965	13853.216	14082.094	50139.205	6925.262
hsa-mir-30b	289.73	581.437	1325.906	603.221	687.297	1158.722	1362.567	1548.226	1093.421	1181.892	849.881	896.85	303.142	1532.569	767.55	1293.23	1215.661	1202.822	1114.044	1636.848	1058.176	1202.961	2517.498	2316.342	887.938	1970.694	1103.965	905.047	1634.058	1016.018	607.519	978.732	1067.35	1596.328	696.89	1111.018	1414.511	1414.993	1449.553	667.814	1591.555	1915.18	749.354	849.295	532.983	578.723	1216.178	1005.389	556.529	893.414	536.793	569.573	1203.462	1304.268	2315.954	1347.182	1503.544	1401.467	6163.584	913.748	1538.855	1388.646	2488.657	887.448	866.947	775.814	621.111	462.691	1222.506	1096.672	968.056	833.121	1077.344	492.504	872.193	206.519	2270.606	925.364	1801.728	293.527	437.842	317.598	569.094	437.17	1402.478	913.863	503.59	502.345	1699.179	436.878	493.056	796.904	1321.354	694.469	1634.748	1994.952	718.13	2024.254	2845.143
hsa-mir-30c-2	486.06	667.926	1230.848	518.209	541.771	1156.516	652.614	809.392	546.71	565.108	493.599	889.851	651.541	1358.138	623.74	782.899	474.813	466.775	548.201	690.474	994.245	823.47	1125.941	1081.629	1132.659	841.518	829.511	985.507	782.68	959.613	168.635	453.397	538.149	1093.539	696.89	588.848	1031.691	732.615	755.004	608.187	495.95	540.108	598.63	587.942	313.822	330.261	410.436	486.878	384.822	495.403	335.602	450.814	1406.492	696.535	1015.664	1537.397	1113.666	906.55	1209.053	881.985	1456.537	1790.502	1129.036	314.175	470.418	616.597	581.223	593.38	742.929	1188.935	552.991	947.982	1044.715	1229.101	412.371	194.605	454.711	363.826	229.057	223.109	305.402	314.494	827.269	837.242	897.95	648.743	942.017	645.51	1552.984	898.027	228.017	349.004	551.846	319.345	498.399	690.889	886.096	1671.642	1799.198
hsa-mir-30d	12508.581	20924.478	12623.052	18512.178	18983.249	13889.955	18544.791	35481.86	10887.16	11801.851	10601.51	39824.532	11816.554	22331.539	15267.928	45121.639	25965.527	5438.247	15558.815	14066.897	27891.757	14594.269	32126.076	42191.046	19266.776	17273.338	15420.386	16514.343	25933.929	22152.816	6987.549	13831.928	13292.648	20150.736	12613.7	15106.117	13487.998	9658.48	21733.746	11663.684	42540.943	27047.185	13214.644	13794.271	7864.076	11295.327	30811.607	13580.309	16700.421	20863.216	17236.437	21428.911	14115.835	15425.327	18062.906	24354.829	21868.167	19785.507	54292.035	11195.251	29653.439	15754.773	11743.264	27098.2	24429.693	19123.898	15161.813	12925.648	21841.767	16821.235	14962.2	12296.185	23293.412	33073.469	16429.32	11375.759	29638.742	14311.999	87020.938	5242.356	21706.303	13848.09	26233.465	23099.787	17850.929	15927.437	19879.144	14330.451	16452.525	10963.554	13750.865	10025.078	24978.559	17431.991	23252.992	12213.53	22482.92	20945.249	25936.285
hsa-mir-30e	17601.092	23740.089	35866.088	24840.115	25814.254	18996.858	12788.588	23697.827	13893.849	13708.143	11291.277	39527.04	21083.301	31752.064	19244.43	55656.151	20686.481	23368.043	23219.341	26419.722	38268.496	22608.219	26975.814	32978.38	22930.969	15920.369	30868.876	23736.311	17937.225	20644.336	12741.684	25638.24	18158.067	18569.163	18991.254	13983.409	21969.112	16660.707	20033.738	18077.08	18922.293	23265.317	22528.952	22937.114	23698.207	23650.966	21862.27	17594.986	20321.086	23582.865	17633.11	16393.386	24342.194	13493.346	15721.986	7025.411	25649.287	16445.217	24618.54	20088.834	33420.733	33731.654	16177.035	22443.752	27133.978	27631.649	25499.729	23413.751	20800.587	34042.975	19159.031	18685.285	21382.014	27334.456	21009.465	17691.801	21338.98	26564.724	15267.478	18480.369	26416.814	13672.221	22155.418	19715.433	27192.974	16102.695	21251.995	19027.661	27187.927	19544.216	18349.071	18123.828	24649.108	17306.382	18830.277	19470.851	16319.425	30711.895	29483.747
hsa-mir-31	6.989	5.088	1.96	1.357	18.531	28.674	42.627	58.393	1.307	7.585	15.905	264.243	1.708	119.397	18.978	1.099	7.518	88.417	5.881	4.543	70.545	106.654	10.023	198.257	21.496	136.932	5.27	23.139	37.417	5.062	12.972	4.733	10.143	5.107	42.287	12.989	2.748	9.419	70.909	3.975	15.52	5.016	4.977	25.848	6.688	4.09	1.315	8.252	3.039	2.815	3.139	0	5.52	128.207	44.941	360.572	17.172	6.701	13.92	57.286	88.616	2.746	11.33	10.86	9.852	2.967	160.185	48.183	82.748	12.581	48.756	34.107	28.05	7.97	10.168	129.736	28.742	102.919	7.821	52.988	22.732	128.281	20.622	6.849	3.308	53.602	43.02	20.905	11.246	10.402	23.559	12.183	13.012	22.567	1.534	27.328	16.255	9.544	236.737
hsa-mir-3127	28.592	13.082	18.62	13.113	9.266	23.527	7.922	13.382	10.455	22.282	20.147	27.999	20.494	21.454	22.773	45.428	13.302	24.688	14.703	33.312	46.295	71.93	31.74	90.345	23.149	22.481	15.809	47.33	22.695	7.231	52.969	17.038	36.394	15.89	94.723	33.772	18.317	25.642	28.182	46.111	28.219	18.951	17.774	9.026	14.405	23.517	48.016	30.258	18.994	15.2	30.821	35.94	14.108	27.195	27.297	28.219	16.536	19.784	7.954	34.599	18.443	44.854	22.354	29.478	49.258	71.203	44.953	42.903	17.269	8.388	18.604	30.095	47.513	43.505	24.855	33.096	9.581	22.57	22.906	20.916	8.895	8.793	22.209	28.536	7.995	15.765	32.898	20.271	18.207	21.671	27.766	20.066	23.068	19.161	12.268	17.507	17.505	6.53	30.847
hsa-mir-3130-2	6.989	6.541	6.86	7.687	8.176	5.882	0.754	3.65	2.614	1.896	2.651	10.5	1.708	10.261	8.013	26.744	5.205	4.593	11.342	10.599	26.454	7.441	3.341	7.529	9.921	2.555	6.148	11.044	6.134	7.231	20.539	24.61	5.37	7.377	9.811	5.196	4.579	1.57	3.182	4.77	2.822	34.558	3.555	13.129	9.775	7.669	22.363	23.381	6.838	15.763	7.991	9.376	2.454	3.33	4.661	1.045	5.088	3.51	13.174	4.538	0	7.781	0.919	21.721	9.852	7.417	4.432	11.221	3.957	7.339	3.849	10.533	3.435	8.302	12.428	27.801	11.792	29.792	18.995	14.642	16.802	21.725	5.552	0.571	9.098	4.992	8.224	6.335	0.536	1.734	33.656	5.016	8.281	9.367	3.834	3.843	12.087	4.521	4.663
hsa-mir-32	24.78	34.886	89.178	40.245	80.121	69.112	96.572	108.676	121.104	88.18	120.881	82.248	59.774	161.061	59.464	117.233	169.452	98.178	75.194	148.391	158.726	166.182	131.972	85.326	89.29	80.728	100.56	71.52	140.465	46.281	105.937	117.372	146.171	89.662	82.544	98.719	81.967	50.76	102.728	47.701	88.185	144.363	98.824	45.542	82.314	86.911	98.005	145.788	81.295	184.65	64.495	35.94	106.116	111.002	102.199	10.451	132.292	65.095	160.826	71.466	130.899	140.512	156.785	109.38	86.202	87.026	69.645	65.344	88.144	81.779	100.077	48.151	37.781	14.612	148.002	62.22	69.275	139.03	106.707	94.821	112.673	31.036	15.467	29.107	114.415	69.367	54.408	32.941	100.141	29.472	68.153	123.262	89.313	76.217	170.989	162.688	41.262	78.358	170.02
hsa-mir-3200	32.404	1.454	12.74	10.853	5.45	5.882	11.317	9.732	3.049	11.852	16.436	5.25	19.64	9.017	6.326	5.862	6.94	33.3	5.041	10.599	41.886	4.961	26.729	7.529	4.961	5.109	3.952	12.095	22.082	5.062	42.159	3.786	16.705	25.537	14.547	64.946	11.906	6.803	8.182	36.571	47.972	7.803	4.977	10.667	29.839	17.893	11.182	9.628	13.676	6.193	22.545	2.344	11.041	21.645	6.991	10.451	6.996	11.168	12.677	7.374	19.792	10.527	8.268	17.066	12.315	17.306	33.556	42.903	5.756	7.339	7.057	17.555	35.492	10.295	12.428	35.744	2.211	8.125	23.464	11.853	1.977	4.655	11.104	35.955	11.304	34.684	14.551	10.769	4.82	4.334	29.449	11.466	21.885	1.277	1.534	4.697	7.085	6.53	8.609
hsa-mir-320a	733.22	863.435	520.366	422.345	1064.466	1332.236	1018.907	683.279	1320.817	1299.939	1754.901	249.368	800.124	3479.917	1695.359	1997.363	2034.006	910.585	1085.059	1750.413	1073.608	1158.315	2119.91	1156.916	1289.743	2478.568	1164.126	3182.651	4074.718	953.105	1040.998	1095.158	1020.813	2225.666	2151.9	1046.937	1772.146	3466.315	1272.279	631.243	1715.014	5764.492	595.786	1122.136	1373.615	1467.258	2994.732	1495.017	2419.475	1452.994	1733.09	4063.578	1926.03	793.106	1594.902	3075.838	1100.945	1269.042	1945.322	965.929	4696.185	3722.89	5309.257	1279.198	788.134	4227.669	1298.571	1514.142	2716.28	1787.597	6777.03	2708.521	1923.42	4064.235	1362.52	1963.255	653.693	968.698	1191.654	899.407	493.19	887.101	2040.808	3210.856	1773.569	1263.853	1312.75	2226.028	2881.588	2010.158	1283.964	771.105	1731.837	634.433	738.397	1902.293	4181.657	2184.988	1438.713
hsa-mir-320b-1	3.812	3.634	1.96	3.618	6.54	6.617	3.772	2.433	10.019	5.689	11.664	0	3.416	11.193	4.639	4.03	6.362	4.593	6.721	12.114	11.023	9.921	20.046	0	1.654	11.241	4.83	25.768	25.149	5.785	6.486	6.626	5.37	12.485	9.811	3.897	8.7	7.326	5	0.795	11.993	27.869	0.711	10.257	4.116	11.759	15.128	6.877	4.559	3.378	3.139	13.282	4.907	0.555	8.988	18.812	4.452	3.829	25.603	5.105	32.387	15.562	24.804	8.533	2.463	22.745	5.065	3.3	19.787	6.291	23.736	12.038	17.746	20.59	13.557	10.591	2.948	2.708	7.263	9.064	3.953	5.173	5.949	15.98	10.477	7.094	7.592	10.136	15.53	6.068	11.779	2.15	10.055	3.832	7.668	10.675	32.093	11.051	5.022
hsa-mir-323b	17.79	10.902	7.84	10.853	18.531	13.234	4.904	9.327	10.455	12.326	15.375	13.125	26.472	9.017	18.556	1.465	12.723	7.464	14.703	19.685	26.454	19.843	6.682	5.019	36.377	11.752	10.539	19.458	3.68	20.971	18.377	5.679	7.159	10.215	23.342	18.185	20.148	18.315	9.546	8.745	2.116	6.131	10.664	4.103	12.862	11.759	11.182	8.252	9.497	5.067	5.137	3.125	1.84	4.44	12.317	37.625	6.996	18.827	3.729	19.285	5.398	3.662	2.756	9.309	4.926	6.428	3.166	11.881	5.756	7.339	5.132	18.057	10.876	8.635	7.908	26.477	24.32	20.764	15.643	17.43	7.907	33.105	13.087	17.122	9.098	17.342	13.286	18.371	4.284	17.336	5.048	29.382	13.012	21.29	1.534	11.529	20.423	13.06	8.609
hsa-mir-324	152.489	62.505	126.417	84.107	55.049	108.079	66.77	71.369	60.552	116.625	126.713	37.624	85.392	63.74	93.203	46.893	63.617	100.474	57.13	169.59	88.181	146.34	135.313	183.199	89.29	82.261	75.969	138.833	93.235	109.918	394.563	131.57	88.299	164.002	122.801	128.594	75.099	131.347	120.001	150.258	126.986	57.968	41.947	57.44	98.262	111.961	147.336	114.155	80.155	66.992	64.21	81.256	111.023	124.322	100.202	107.649	57.242	112.96	78.052	72.601	97.612	136.851	242.221	94.64	88.665	149.328	120.93	94.386	67.277	84.924	86.605	118.874	81.287	113.246	134.444	278.006	79.593	111.044	200.564	138.048	44.476	109.659	82.092	97.022	55.415	108.781	123.999	95.021	92.644	84.948	265.88	131.862	131.307	75.365	94.312	87.535	98.779	80.367	154.596
hsa-mir-326	5.718	7.268	2.94	4.522	4.905	5.147	4.527	6.083	4.356	6.163	3.181	0	4.27	3.42	9.278	17.585	5.205	10.335	5.461	4.543	4.409	0	5.012	7.529	4.961	3.066	11.417	14.199	5.52	4.339	35.673	36.915	11.336	6.81	7.443	6.062	10.532	7.849	4.545	5.565	16.226	13.377	2.133	2.462	6.688	12.781	9.208	33.009	17.095	19.704	24.542	10.938	6.747	5.55	4.328	13.587	1.908	5.106	7.457	7.374	10.346	3.204	3.062	7.757	32.018	14.834	15.195	4.62	6.836	4.194	7.057	5.016	8.014	8.635	14.687	27.801	14.002	36.112	48.046	29.98	5.93	33.622	6.742	5.707	10.477	8.145	11.388	6.335	7.497	3.467	35.338	7.166	16.561	12.774	14.569	10.675	3.334	12.557	8.25
hsa-mir-328	136.605	163.529	33.319	42.054	47.419	41.908	29.047	45.822	24.831	50.253	35.522	16.625	34.157	24.874	49.343	29.675	33.543	38.467	53.35	40.883	101.409	17.362	45.104	42.663	54.566	39.342	36.008	76.779	30.669	50.62	31.349	61.526	42.956	36.319	44.993	31.607	24.27	46.573	41.818	70.756	83.246	24.525	17.774	21.335	11.833	28.118	104.582	30.258	56.223	25.333	46.802	19.533	63.792	18.87	52.597	168.267	47.701	47.864	67.86	51.047	80.969	130.443	35.215	34.908	83.739	33.624	75.344	47.523	71.954	74.44	33.359	26.584	34.919	210.883	42.932	38.391	55.273	37.917	106.148	77.391	80.057	60.002	76.144	111.29	50.453	95.906	65.796	60.18	62.119	74.547	60.58	44.432	111.789	56.631	15.335	20.923	176.719	77.856	31.206
hsa-mir-330	63.537	53.056	65.658	47.932	53.414	44.114	38.478	62.448	48.354	77.75	40.824	49.874	39.28	40.732	64.947	126.759	64.195	110.809	56.71	42.398	30.863	39.685	48.446	57.72	31.417	55.181	57.526	125.686	89.554	44.112	56.212	58.686	153.927	95.905	67.659	87.461	53.119	56.516	67.273	75.527	95.945	112.035	26.306	45.542	65.337	81.287	71.037	236.562	98.01	123.288	136.124	149.23	27.602	53.281	45.607	75.25	31.165	69.244	39.026	41.405	43.183	40.735	48.077	94.64	91.128	97.409	112.699	51.483	53.606	60.81	59.02	50.158	64.114	42.509	49.71	191.957	30.216	78.543	192.743	57.869	30.639	63.106	100.335	80.471	51.28	75.674	66.428	39.275	36.415	45.942	146.402	63.781	72.751	44.708	85.111	61.915	41.262	40.686	43.402
hsa-mir-331	29.227	22.531	34.299	23.062	29.432	32.35	28.67	45.011	32.236	47.408	53.548	36.749	29.887	24.252	32.895	27.477	51.472	36.745	28.145	62.082	46.295	42.166	55.128	87.835	44.645	33.722	32.935	49.959	41.71	27.48	121.071	95.602	34.007	31.779	32.476	52.823	32.97	61.226	38.182	47.701	47.267	51.28	25.595	25.028	44.244	43.455	57.224	63.267	47.485	43.911	36.243	61.723	45.391	43.846	40.946	110.785	24.805	30.633	33.557	20.419	26.99	33.412	65.225	55.853	64.036	41.041	56.349	35.642	36.337	51.374	34.642	47.148	28.622	33.542	91.513	111.203	47.903	85.765	107.266	87.152	82.034	73.451	34.503	22.829	25.364	42.829	25.306	38.642	25.705	22.537	111.064	117.529	82.215	76.217	25.303	27.755	41.262	39.179	42.326
hsa-mir-335	935.269	1345.301	698.722	903.022	840.454	1127.107	688.074	1072.971	777.592	748.579	473.982	908.225	2300.462	1407.264	999.503	350.967	535.539	1130.48	789.745	688.96	1011.881	332.364	1199.445	1410.384	1117.777	705.608	288.506	1037.044	1012.086	1424.595	823.718	558.464	514.881	1283.078	504.399	3024.341	1291.331	1177.94	625.458	1359.478	1090.667	900.737	957.665	1849.165	475.363	538.847	872.833	558.396	583.5	1194.033	577.887	1650.902	483.961	740.38	863.198	173.493	1809.468	1310.206	1129.261	564.924	762.455	1068.26	1237.132	1473.133	327.568	569.623	514.743	976.866	1231.86	1470.967	920.583	558.256	859.814	1489.135	858.636	559.984	582.207	349.381	1169.866	224.503	1730.614	149.488	322.024	977.068	488.814	433.021	684.528	1117.448	233.483	779.272	827.088	307.439	584.968	757.061	516.801	693.451	1106.578	381.745	794.861
hsa-mir-337	88.317	154.081	78.398	70.542	94.292	48.525	98.835	69.342	91.046	117.573	115.58	54.249	81.976	45.707	76.755	32.972	64.774	145.831	79.395	39.369	63.931	79.371	30.07	32.625	160.391	70.51	98.804	94.659	46.617	108.472	64.86	61.526	70.998	52.776	83.897	91.791	81.51	71.692	85	90.632	92.417	55.181	58.299	44.721	77.169	93.046	61.171	70.143	88.513	82.192	71.059	35.159	134.331	54.946	48.27	121.236	74.414	128.595	61.894	67.496	77.82	34.785	51.139	54.302	88.665	57.358	48.752	75.245	164.776	63.955	64.794	54.672	52.093	41.845	44.062	27.801	121.6	79.446	45.811	57.869	60.29	90.003	82.092	76.476	79.125	209.153	55.041	117.193	90.501	86.682	20.193	101.046	78.075	95.804	48.306	69.601	227.151	140.141	71.38
hsa-mir-338	1751.722	666.473	1027.013	3410.864	2893.625	643.326	646.955	995.925	1828.757	1540.774	1083.161	830.352	759.135	6682.796	1165.665	3918.524	379.966	459.311	3521.506	766.184	881.813	602.72	409.281	3234.848	808.57	1519.024	2361.625	765.687	3069.38	958.167	311.326	591.593	2245.67	2363.565	849.799	1237.447	4569.114	1202.012	2445.012	2914.53	2749.242	328.858	1090.615	2980.327	242.826	1253.048	411.751	598.282	1334.529	543.254	556.484	1671.216	4707.119	562.778	581.901	550.787	1073.596	754.022	1933.888	596.12	3430.824	557.472	1145.572	1726.025	327.568	849.49	4281.928	1813.142	4420.161	3931.665	735.183	3262.765	2250.286	4363.789	1231.465	284.626	266.783	2576.575	310.623	1836.463	5615.846	566.4	2129.246	380.669	5115.311	437.488	726.283	4006.724	1188.836	755.868	334.874	520.997	1413.033	1302.077	1183.889	1251.542	4154.983	2328.143	1397.104
hsa-mir-339	40.664	58.871	345.931	74.159	104.103	207.335	120.715	71.775	149.42	123.262	109.748	41.124	169.076	214.23	72.538	61.914	135.909	49.376	107.96	152.934	83.772	176.104	130.302	70.268	130.628	96.057	123.395	99.918	137.398	135.951	204.308	112.639	178.389	128.251	52.774	124.264	128.217	349.039	157.274	120.842	148.856	164.986	154.279	130.061	82.314	61.86	125.63	89.398	72.558	103.021	83.615	198.452	87.101	177.047	185.423	492.26	239.142	126.043	251.555	155.411	196.124	161.566	202.412	79.126	162.553	133.505	82.308	54.124	94.26	186.623	190.532	184.581	321.715	124.205	119.757	101.936	222.565	180.559	84.36	58.566	88.952	98.797	53.538	45.657	113.036	54.653	84.143	130.496	93.715	152.561	101.808	62.348	91.087	69.83	126.517	210.939	130.455	96.441	102.945
hsa-mir-33a	24.78	40.701	275.373	103.099	91.567	102.932	121.846	245.332	44.434	85.335	86.95	111.122	83.684	255.273	77.177	56.419	201.839	144.683	70.153	181.704	123.454	146.34	198.794	127.989	142.202	149.194	93.095	142.515	231.86	102.687	856.148	265.98	153.927	133.358	343.032	129.893	305.432	283.627	140.455	85.067	74.781	146.593	84.604	195.297	112.667	112.473	87.481	181.548	47.865	60.236	35.957	21.095	192.603	199.248	129.496	20.903	178.085	97.005	160.577	127.618	196.574	270.04	217.111	125.67	68.962	98.398	93.072	158.411	87.065	201.301	134.078	55.675	124.793	32.546	136.704	180.042	168.766	185.073	146.932	155.479	225.345	35.174	16.656	55.93	201.536	84.344	62.632	86.786	72.83	74.547	109.381	146.195	135.448	121.351	211.628	245.526	46.264	89.409	182.215
hsa-mir-340	109.919	76.314	104.857	68.281	86.662	44.114	60.735	90.428	36.593	28.919	54.609	201.244	79.415	115.666	116.398	84.994	79.232	79.805	76.034	18.17	19.841	59.528	35.081	15.057	36.377	73.575	66.747	85.719	110.409	78.1	47.564	47.327	135.432	72.638	91.678	131.625	60.903	56.516	85.91	131.178	61.376	68.001	135.083	99.29	67.395	59.304	43.411	55.014	81.295	67.555	72.2	42.191	82.807	96.016	76.899	21.948	97.947	43.078	52.2	79.974	77.82	47.6	43.483	54.302	41.87	89.498	146.255	63.364	62.6	58.713	91.738	61.694	95.599	73.394	37.283	47.658	26.531	24.375	70.393	58.566	41.511	48.105	90.817	58.213	81.607	63.85	62.632	81.718	88.359	85.815	26.925	35.115	31.348	58.76	165.622	61.061	37.928	90.916	89.314
hsa-mir-342	200.778	528.381	671.283	162.336	243.088	274.241	185.599	176.801	303.196	336.6	160.645	118.997	221.165	218.894	316.72	263.409	96.004	161.907	262.968	534.512	238.09	181.064	78.515	278.563	262.909	205.909	508.509	161.446	100.595	254.547	110.261	143.876	324.56	369.431	211.435	189.644	144.244	237.577	367.729	143.898	67.726	154.953	227.508	234.274	139.934	203.985	92.743	111.404	330.498	283.731	209.181	291.428	368.031	293.044	415.454	802.665	192.713	295.482	187.423	325.569	160.138	104.354	211.905	123.343	229.051	229.431	175.38	157.751	143.189	268.402	339.365	179.063	129.373	194.61	90.383	41.039	196.034	175.142	48.046	232.87	67.208	176.903	399.357	243.696	284.797	297.439	160.693	293.298	554.79	511.424	171.644	218.575	118.295	132.422	291.372	366.794	236.737	499.785	291.258
hsa-mir-345	38.758	26.891	83.298	31.201	37.608	86.757	72.806	72.18	48.354	72.535	44.535	35.874	48.673	39.488	31.63	27.477	9.832	26.985	42.428	28.77	81.568	111.615	40.093	35.134	21.496	60.802	39.082	52.588	25.149	64.36	69.184	146.715	71.594	53.911	24.696	69.709	62.277	58.609	30.909	77.117	44.445	39.017	21.329	53.748	50.417	32.208	58.54	44.012	18.614	27.585	21.118	26.564	65.632	29.97	42.611	169.312	62.966	56.799	55.68	34.032	33.287	46.227	126.469	34.133	54.184	54.391	72.178	72.605	61.521	67.1	44.906	201.133	49.803	26.236	41.802	117.822	42.007	45.14	60.896	16.036	16.802	56.381	18.243	57.072	19.299	52.026	35.428	39.909	39.092	25.138	61.422	78.114	42.586	17.883	55.974	73.871	57.934	73.838	56.315
hsa-mir-34a	118.179	159.895	264.593	172.284	180.409	271.3	440.986	349.953	341.531	520.07	283.647	172.37	241.66	163.86	240.387	136.284	699.208	168.797	234.403	243.786	116.84	535.752	374.2	333.774	257.949	438.386	301.241	200.888	751.397	347.833	128.638	1068.654	376.466	167.407	135.318	259.353	512.411	240.193	271.82	238.505	637.045	646.011	192.671	198.169	167.2	89.467	559.745	269.571	350.632	372.678	357.006	317.211	384.593	535.027	442.418	322.947	495.457	534.485	705.198	216.1	505.605	209.167	625.303	116.361	145.312	156.251	483.719	69.305	426.69	703.506	346.421	260.821	382.967	580.178	467.731	189.309	885.102	417.091	226.822	225.2	406.215	265.354	299.022	155.806	617.84	333.962	133.489	257.19	337.908	420.408	122.002	474.416	331.817	236.741	354.247	590.97	530.574	766.002	302.377
hsa-mir-34c	19.061	16.716	5.88	5.878	13.626	2.941	8.676	2.839	15.247	4.267	7.423	7	1.708	4.353	7.591	3.297	10.41	39.041	10.502	9.085	15.432	2.48	5.012	2.51	14.882	5.109	10.978	7.362	11.654	5.785	0	5.679	13.126	9.647	4.398	4.763	3.663	4.186	19.091	6.36	10.582	6.131	13.508	4.513	7.202	9.714	5.92	1.375	52.044	8.444	10.559	5.469	11.654	21.09	16.312	14.632	6.36	13.083	13.671	24.389	18.893	6.865	5.818	8.533	14.778	5.439	15.195	3.3	11.872	5.242	8.981	6.019	12.594	16.605	5.649	7.943	6.633	6.32	3.352	27.191	8.895	22.242	35.692	5.707	18.196	27.852	8.224	14.57	36.415	19.07	10.938	10.75	16.561	18.735	10.735	9.394	30.009	12.055	7.533
