	TCGA.AB.2805.03A	TCGA.AB.2806.03A	TCGA.AB.2808.03A	TCGA.AB.2810.03A	TCGA.AB.2812.03A	TCGA.AB.2813.03A	TCGA.AB.2814.03A	TCGA.AB.2815.03A	TCGA.AB.2817.03A	TCGA.AB.2818.03A	TCGA.AB.2819.03A	TCGA.AB.2820.03A	TCGA.AB.2821.03A	TCGA.AB.2822.03A	TCGA.AB.2823.03A	TCGA.AB.2825.03A	TCGA.AB.2826.03A	TCGA.AB.2828.03A	TCGA.AB.2830.03A	TCGA.AB.2834.03A	TCGA.AB.2835.03A	TCGA.AB.2836.03A	TCGA.AB.2839.03A	TCGA.AB.2840.03A	TCGA.AB.2842.03A	TCGA.AB.2843.03A	TCGA.AB.2844.03A	TCGA.AB.2846.03A	TCGA.AB.2847.03A	TCGA.AB.2849.03A	TCGA.AB.2851.03A	TCGA.AB.2853.03A	TCGA.AB.2856.03A	TCGA.AB.2857.03A	TCGA.AB.2858.03A	TCGA.AB.2861.03A	TCGA.AB.2862.03A	TCGA.AB.2863.03A	TCGA.AB.2866.03A	TCGA.AB.2867.03A	TCGA.AB.2869.03A	TCGA.AB.2870.03A	TCGA.AB.2871.03A	TCGA.AB.2872.03A	TCGA.AB.2873.03A	TCGA.AB.2874.03A	TCGA.AB.2875.03A	TCGA.AB.2876.03A	TCGA.AB.2877.03A	TCGA.AB.2878.03A	TCGA.AB.2880.03A	TCGA.AB.2881.03A	TCGA.AB.2882.03A	TCGA.AB.2883.03A	TCGA.AB.2884.03A	TCGA.AB.2885.03A	TCGA.AB.2886.03A	TCGA.AB.2889.03A	TCGA.AB.2890.03A	TCGA.AB.2891.03A	TCGA.AB.2892.03A	TCGA.AB.2893.03A	TCGA.AB.2894.03A	TCGA.AB.2895.03A	TCGA.AB.2897.03A	TCGA.AB.2898.03A	TCGA.AB.2899.03A	TCGA.AB.2900.03A	TCGA.AB.2901.03A	TCGA.AB.2908.03A	TCGA.AB.2909.03A	TCGA.AB.2910.03A	TCGA.AB.2911.03A	TCGA.AB.2912.03A	TCGA.AB.2913.03A	TCGA.AB.2914.03A	TCGA.AB.2915.03A	TCGA.AB.2916.03A	TCGA.AB.2917.03A	TCGA.AB.2918.03A	TCGA.AB.2919.03A	TCGA.AB.2921.03A	TCGA.AB.2924.03A	TCGA.AB.2925.03A	TCGA.AB.2927.03A	TCGA.AB.2928.03A	TCGA.AB.2929.03A	TCGA.AB.2930.03A	TCGA.AB.2931.03A	TCGA.AB.2932.03A	TCGA.AB.2933.03A	TCGA.AB.2934.03A	TCGA.AB.2935.03A	TCGA.AB.2936.03A	TCGA.AB.2937.03A	TCGA.AB.2938.03A	TCGA.AB.2939.03A	TCGA.AB.2940.03A	TCGA.AB.2941.03A	TCGA.AB.2942.03A	TCGA.AB.2943.03A	TCGA.AB.2944.03A	TCGA.AB.2946.03A	TCGA.AB.2948.03A	TCGA.AB.2950.03A	TCGA.AB.2955.03A	TCGA.AB.2956.03A	TCGA.AB.2959.03A	TCGA.AB.2963.03A	TCGA.AB.2965.03A	TCGA.AB.2966.03A	TCGA.AB.2970.03A	TCGA.AB.2971.03A	TCGA.AB.2973.03A	TCGA.AB.2975.03A	TCGA.AB.2976.03A	TCGA.AB.2980.03A	TCGA.AB.2983.03A	TCGA.AB.2984.03A	TCGA.AB.2986.03A	TCGA.AB.2987.03A	TCGA.AB.2991.03A	TCGA.AB.2992.03A	TCGA.AB.2995.03A	TCGA.AB.2996.03A	TCGA.AB.2998.03A	TCGA.AB.3000.03A	TCGA.AB.3001.03A	TCGA.AB.3002.03A	TCGA.AB.3007.03A	TCGA.AB.3008.03A	TCGA.AB.3009.03A	TCGA.AB.3011.03A	TCGA.AB.3012.03A
hsa-mir-10a	22018.956	1093.445	1115.008	262358.254	182451.649	1705.877	315.37	2256.301	2228.844	203884.559	3692.159	98984.071	11540.206	1251.736	209.262	233497.939	107846.604	14622.467	51751.392	1857.152	242066.021	191277.018	227457.833	321.432	6295.545	1591.479	1867.11	1531.486	27124.043	2184.111	230634.917	238603.516	84729.041	6104.215	2086.962	127551.724	787.272	2941.171	57969.566	1191.638	208618.953	1342.89	139667.913	934.784	132057.543	337.86	989.653	871.479	166046.276	35472.814	501.795	1783.169	2442.276	2253.647	217056.568	99119.994	679.612	854.614	26581.52	653.033	1484.543	749.085	2340.785	219482.874	1630.442	28158.834	11169.149	244159.159	2765.745	1459.104	528.477	922.982	2336.382	39271.033	166017.706	416.502	451.043	11567.284	831.294	69106.22	97074.663	92440.392	218364.134	196438.67	35830.944	96677.574	2901.479	98929.978	191384.664	143256.045	22359.114	146916.997	12962.118	14228.628	1072.914	5259.663	381.351	631.145	835.495	1319.568	65606.506	3192.453	2008.468	23161.777	2410.489	1031.477	1073.712	40760.019	211384.313	222651.794	731.654	39255.932	252233.481	190828.885	42985.475	281837.08	1506.319	49590.25	125554.728	286214.681	124747.657	1242.434	109963.409	74709.735	46212.145	602.444	315.516	1587.894	1208.304	311.846	2983.226	2654.345	311711.544	1483.138
hsa-mir-10b	63.614	181.009	2114.577	95.999	72.741	2384.046	450.979	3084.714	2014.157	1140.55	5975.998	80.734	6131.469	309.64	31.167	120.746	141.087	5978.072	1046.057	2200.021	2281.885	39.975	174.832	1046.363	1106.045	413.4	1171.846	1831.487	545.351	994.837	119.59	134.901	1292.186	7487.778	445.999	4253.789	198.707	850.275	39.608	99.536	157.08	689.389	248.209	1462.17	4686.36	170.834	27.626	1722.073	225.55	5889.532	51.755	427.175	17953.321	6922.052	116.02	138.805	144.959	463.276	63.935	498.721	1932.24	583.972	135.716	626.348	849.613	4132.003	8487.349	667.001	298.661	1685.789	4.43	1139.415	571.622	5149.795	388.46	64.649	35.77	161.004	112.877	409.12	301.293	14.912	57.457	1760.937	5645.481	50.431	70.54	34.127	43.312	1461.259	301.887	22.614	1367.319	168.364	247.88	27863.942	938.745	862.789	30.651	241.611	1669.349	61.436	2720.781	1507.295	5217.203	284.25	71.923	1415.999	149.343	3043.414	513.949	4499.959	234.423	1572.64	181.205	1271.989	2709.115	1633.315	361.048	96.799	3938.639	1371.285	54.181	2458.936	2699.242	32.974	670.359	2069.45	2101.467	68.104	4462.355	2662.311	1111.702	3114.281
hsa-mir-125a	302.361	110.822	40.457	221.535	221.687	68.57	269.642	116.454	469.384	65.154	103.68	884.278	1238.97	579.752	301.278	5.552	89.877	80.272	69.861	97.273	61.439	107.759	276.479	256.081	105.887	276.73	104.587	21.296	295.704	605.964	12.662	83.51	43.221	227.395	59.692	32.915	401.191	507.45	37.848	106.806	323.31	91.807	125.113	152.077	76.662	213.271	167.38	23.733	431.537	542.497	42.004	168.594	386.093	65.212	71.456	1055.537	78.127	52.514	353.326	52.556	285.826	37.883	41.361	640.165	1047.049	976.863	562.327	31.388	1230.412	172.883	285.441	44.683	786.872	141.729	243.21	179.073	477.312	43.768	275.138	54.106	555.804	38.596	25.087	12.556	525.557	1711.325	984.157	9.954	222.151	16.685	271.082	66.764	153.284	802.043	712.81	788.24	437.593	71.34	258.064	118.661	284.534	1549.053	52.817	67.432	185.306	14.509	41.833	902.505	52.892	43.328	571.82	119.003	167.205	56.041	32.866	17.107	292.229	42.078	869.974	27.014	90.11	469.326	522.208	982.486	187.268	310.134	25.027	39.46	241.037	265.248	64.918	392.089	228.141	614.634
hsa-mir-125b-1	3.927	12.006	55.022	175.751	100.452	20.905	242.835	37.054	39.034	22.419	10.08	10.448	235.118	552.301	437.076	9.021	256.046	19.526	41.917	28.285	24	17.38	187.03	270.519	10.484	24.849	66.555	44.445	52.733	13.214	26.732	20.556	18.84	74.568	25.904	16.458	844.693	147.653	0	35.788	73.202	68.438	89.799	3733.555	16.099	1011.948	10.563	140.5	48.332	46.558	102.759	72.402	672.684	38.36	30.734	289.004	16.943	65.463	14.806	125.239	42.291	94.35	778.107	151.982	3751.29	120.856	235.593	60.161	100.15	366.569	102.531	1.396	4.276	4.662	81.07	85.818	79.366	10.942	184.601	65.497	50.68	42.105	27.515	15.695	43.323	769.068	115.583	2.133	81.036	13.348	14.376	130.297	21.822	85.107	3.7	246.325	35.209	65.465	5.933	65.764	57.395	517.814	198.42	44.128	9.039	139.157	13.21	10.374	28.002	28.387	410.608	46.668	333.57	15.761	197.193	7.044	417.873	44.654	105.468	175.589	25.147	663.883	92.222	361.968	67.804	556.993	134.072	1310.944	95.947	761.333	219.722	7.081	87.969	1886.041
hsa-mir-125b-2	3.141	6.465	49.628	163.936	122.967	22.578	204.991	44.994	60.503	22.419	14.4	14.247	253.519	628.064	476.406	10.409	235.144	16.271	47.506	37.253	20.16	19.118	166.7	274.319	16.774	18.072	70.121	49.074	60.075	13.214	21.104	15.417	14.407	80.474	31.535	25.17	805.405	193.476	0.88	44.176	71.677	75.115	100.898	3599.616	11.499	1039.695	13.813	157.588	50.634	44.533	99.759	76.54	648.851	26.852	26.124	264.143	12.237	74.095	15.479	120.766	50.311	124.371	955.185	161.193	3632.828	135.874	262.247	73.239	104.621	383.069	117.721	11.171	4.276	13.054	114.849	112.707	81.042	15.631	199.887	70.243	59.59	44.736	22.659	6.278	37.641	818.171	123.232	2.133	82.433	14.09	21.563	169.063	27.144	86.957	6.166	297.26	32.922	88.965	4.944	67.194	61.059	471.737	198.42	52.061	10.546	160.921	10.275	4.149	50.818	40.34	447.122	57.168	336.091	19.264	203.411	12.076	402.344	55.818	122.209	168.836	29.338	672.416	102.597	332.031	77.49	532.931	128.709	1256.139	137.29	758.466	239.697	12.391	75.402	1834.651
hsa-mir-126	12485.55	46428.921	10997.416	2197.629	5218.298	4390.96	10476.598	17083.043	16003.959	3436.363	27712.791	24131.962	7885.654	11928.829	1582.083	700.88	446.252	6138.616	3638.377	2280.737	1999.649	2124.759	7824.072	2235.584	2900.878	7680.665	4156.132	18957.465	14167.114	4826.943	4523.302	3515.129	2289.585	21389.855	38116.054	4126.97	1925.115	4470.308	1388.045	6481.037	3333.755	11492.604	17008.358	2183.488	4812.853	6447.091	46668.886	1265.449	841.21	12375.202	5217.464	49158.167	18102.277	3206.891	7077.222	14194.33	76968.357	33670.923	36339.362	5093.436	12685.701	1771.93	1212.4	9817.395	2292.809	11883.263	15622.191	1807.443	81282.309	22492.015	133978.766	1591.83	1079.098	11646.947	3261.376	36702.528	32337.585	6102.524	8008.41	8798.461	5471.717	6917.481	2014.247	1666.769	58654.341	51994.678	49621.751	11283.329	5122.052	3270.313	4110.38	17709.639	12238.274	16405.337	59126.201	47018.001	7839.185	2992.905	71682.037	27713.791	10453.274	27066.733	10887.408	2788.497	57524.824	6676.241	334.664	12879.884	3000.338	4480.706	16124.97	11958.668	455.403	2642.666	6010.843	3883.39	4041.791	7970.782	2414.053	7822.718	2317.709	2534.361	2298.638	14469.211	17756.019	1400.949	9223.251	4643.841	12252.315	1778.595	12222.537	3414.626	1373.677	5900.689
hsa-mir-127	14.136	0.924	19.42	5.908	8.66	25.923	148.224	14.557	11.71	24.52	54.72	34.193	254.541	10.98	5492.023	3.47	15.676	96.543	38.191	20.006	41.279	1.738	5.421	5796.408	14.677	33.885	4.754	6.482	78.098	45.306	23.918	39.828	43.221	352.166	2.253	30.011	11.333	23.76	15.843	52.564	51.852	7.512	44.395	7123.891	36.798	105.547	39.814	22.784	6.905	1321.83	6.001	26.892	48.857	7.672	6.915	85.976	53.654	37.407	5.384	3.355	54.686	12.151	31.021	64.477	9152.129	76.519	27.514	2.616	17.884	12.195	3.165	16.058	5.702	19.581	3.378	54.351	2.795	40.642	152.855	1.898	2.228	2.632	0	3.139	23.437	1.327	130.881	2.133	32.834	5.562	5.134	3.231	540.221	19.427	27.131	109.385	57.614	37.768	1404.522	28.593	137.993	10.971	5.71	42.145	10.546	7.255	1.468	32.158	28.002	64.245	22.046	43.168	3.361	3.503	1.777	12.076	5795.163	21.468	1.674	9.005	19.908	4438.118	43.806	419.121	37.669	38.321	55.416	3532.388	14.041	329.768	14.981	21.242	1.933	9405.54
hsa-mir-1271	13.351	32.323	4.855	1.477	1.732	1.672	47.306	6.617	20.493	5.605	12.96	78.835	17.378	26.352	31.167	8.327	1.045	4.339	12.109	2.76	5.76	1.738	8.132	25.076	10.484	5.648	0	4.63	14.685	55.688	8.442	10.278	7.758	8.121	6.758	7.745	14.355	39.035	1.76	6.151	10.675	5.008	16.144	8.371	3.833	0.544	21.126	9.493	1.151	9.109	13.501	7.24	6.554	9.59	4.61	29.004	14.119	1.439	21.536	7.827	2.917	10.722	9.048	10.746	22.928	10.727	43.851	7.847	1.788	2.869	22.785	5.585	7.127	5.595	3.378	3.433	7.266	25.01	15.285	5.695	2.785	2.632	1.619	6.278	7.102	22.561	28.046	2.133	11.876	5.191	24.644	9.692	6.387	18.502	9.866	14.195	6.859	4.196	7.416	2.859	79.376	100.93	4.282	4.462	4.52	1.979	13.944	24.897	13.482	4.482	3.1	23.334	5.041	1.751	5.33	9.057	8.47	8.587	1.674	6.753	19.908	20.48	8.069	28.576	10.763	12.477	5.363	10.23	12.481	24.374	9.987	8.851	0.967	29.807
hsa-mir-128-1	197.909	206.868	229.259	104.86	166.265	112.889	99.342	104.544	152.233	83.369	131.04	159.569	83.825	1663.492	229.298	155.443	85.175	232.137	137.86	187.647	110.398	79.95	157.213	274.319	152.016	118.598	117.66	132.408	62.745	795.681	120.997	174.729	132.987	104.838	724.186	111.33	298.438	179.899	102.101	111.838	147.93	187.788	114.015	199.514	88.928	173.555	244.569	454.726	147.298	117.406	537.798	89.986	100.694	187.964	128.314	176.095	473.469	97.115	108.353	469.647	129.059	122.227	94.355	175.009	140.116	60.071	137.572	104.628	168.109	78.909	103.797	120.085	114.039	83.918	138.494	176.212	76.012	115.673	94.064	78.787	123.636	93.859	104.394	123.988	75.283	136.03	123.232	147.885	124.349	81.572	215.633	117.375	81.965	337.654	418.067	212.09	163.697	175.411	100.358	160.121	118.454	120.677	633.802	64.953	128.057	511.122	100.546	631.753	181.493	119.525	336.547	114.337	69.739	91.066	98.597	144.91	252.7	85.015	196.428	195.849	114.209	276.476	97.986	85.729	80.719	163.088	392.384	270.373	757.433	126.172	489.381	114.175	134.371	398.792
hsa-mir-1287	21.99	38.788	14.025	28.061	15.587	11.707	4.731	27.79	12.686	7.706	20.16	18.996	13.289	38.431	25.23	4.858	3.135	24.949	19.561	13.108	3.84	6.952	16.263	25.836	12.581	15.813	9.508	14.815	7.343	33.035	9.849	12.848	6.649	52.419	19.146	0.968	18.133	23.76	14.963	11.743	9.15	25.038	18.162	6.976	9.966	16.322	21.126	11.392	20.714	24.291	16.501	22.755	17.875	17.262	6.915	9.323	11.295	10.791	26.92	13.418	21.145	20.729	10.34	9.211	30.571	5.006	12.897	10.463	25.037	7.174	11.392	13.265	21.382	12.122	28.712	13.731	10.06	17.195	11.758	1.898	2.228	6.14	12.139	3.139	15.625	9.29	16.148	4.266	12.575	2.966	13.349	8.615	13.306	6.476	46.863	36.74	20.576	15.107	3.955	17.156	34.193	32.912	12.847	5.454	21.092	18.466	5.871	29.046	8.297	10.458	23.424	10.5	21.006	7.005	20.43	22.139	15.529	13.74	12.835	18.009	14.669	20.48	8.069	25.855	8.61	13.368	12.513	6.577	18.721	28.675	5.992	15.046	12.567	25.695
hsa-mir-1296	1.571	7.388	14.025	8.861	20.783	5.017	0	9.263	3.903	6.305	8.64	2.849	9.2	3.294	16.325	9.021	13.064	11.932	9.315	40.703	9.6	6.083	9.487	11.398	1.048	7.907	19.016	10.185	2.003	2.832	9.849	3.854	17.732	25.102	1.126	16.458	6.8	6.789	10.562	9.506	6.1	5.842	4.036	18.138	9.966	12.513	0.813	8.544	18.412	13.158	3	8.275	14.3	17.262	13.83	3.108	0	12.229	1.346	6.709	3.646	5.718	19.388	10.746	2.548	10.727	10.318	7.847	16.99	10.76	2.532	18.851	11.404	6.527	3.378	6.865	1.677	1.563	8.231	8.543	13.366	18.421	7.283	14.125	8.523	19.243	0.85	12.087	4.192	10.753	4.107	7.538	9.58	2.775	6.166	10.02	20.119	5.036	3.955	8.578	13.433	0	2.855	12.891	18.079	5.936	38.163	0	11.408	5.976	4.823	10.5	2.521	5.254	3.553	2.013	25.411	9.446	7.254	11.256	3.143	11.093	17.292	6.804	10.763	1.782	6.257	6.577	8.581	12.187	3.995	0	11.6	8.223
hsa-mir-1301	17.278	21.241	17.801	11.815	1.732	18.397	14.192	46.317	8.783	9.808	12.96	9.498	24.534	16.47	32.651	22.206	19.334	21.695	20.493	22.076	12.48	33.892	6.776	12.918	20.968	23.72	24.958	23.148	14.685	19.821	23.918	24.411	22.164	26.579	12.389	9.681	12.089	22.063	24.645	24.045	16.776	27.542	21.189	51.622	22.232	15.234	25.188	4.747	20.714	14.17	17.252	21.721	19.662	13.426	14.599	15.538	26.356	29.494	14.133	25.719	21.874	19.299	12.925	23.028	17.833	14.303	7.738	7.847	47.392	21.521	39.24	68.421	41.339	15.851	21.956	18.88	16.767	28.137	9.406	22.782	17.264	22.807	24.278	4.708	19.886	14.598	22.097	14.22	20.259	14.831	18.483	50.611	19.693	24.052	25.898	17.535	17.833	14.268	35.101	24.304	20.76	32.912	4.282	13.883	19.585	17.807	16.88	18.673	25.928	11.953	10.679	18.667	7.562	22.767	23.095	20.126	12.706	21.468	13.951	20.26	50.294	14.506	34.583	28.576	19.373	15.15	13.407	13.153	16.381	26.525	16.979	13.276	17.401	23.64
hsa-mir-1306	46.336	47.099	15.644	17.723	10.392	14.216	11.038	15.88	19.517	9.808	10.08	25.645	18.401	34.038	30.425	31.227	19.334	17.356	14.904	44.842	16.32	6.952	27.106	20.517	35.645	27.108	14.262	11.111	8.678	41.53	4.221	21.841	37.68	17.719	11.263	17.426	16.622	22.063	25.525	24.045	13.725	15.858	20.18	46.042	10.733	31.555	14.625	17.088	13.809	18.218	17.252	13.446	8.937	19.18	22.282	21.753	16.002	14.387	22.209	33.546	11.666	65.759	38.776	9.211	28.023	11.442	12.897	10.463	42.027	12.912	9.494	42.588	19.957	26.108	18.579	18.308	23.474	28.137	18.813	16.137	15.594	10.526	9.711	20.403	17.045	27.206	19.547	16.353	24.451	14.09	17.456	35.536	10.645	13.876	64.128	11.69	21.948	18.464	9.888	18.585	41.52	37.3	19.985	17.85	36.157	15.169	33.76	24.897	29.039	13.447	17.568	17.5	9.242	17.513	7.106	22.139	15.529	23.186	21.205	27.014	32.481	28.16	23.056	39.463	22.601	26.736	17.876	12.423	12.481	35.844	12.984	17.702	16.434	23.64
hsa-mir-1307	3794.828	2034.509	1171.648	1151.983	926.581	1749.36	627.587	1745.49	1027.571	1333.911	1951.199	517.649	912.871	968.449	2552.704	2488.472	1158.478	2200.963	1091.699	1950.975	2354.844	1082.802	783.356	2018.256	1163.706	1223.259	1400.035	1047.225	696.875	913.665	1117.108	1345.154	2371.593	1816.942	1556.493	2548.982	1834.45	2457.482	1610.73	984.178	890.628	1629.162	1305.619	2077.453	986.643	1588.106	1794.863	1492.337	901.049	1577.896	1979.426	893.653	427.8	1860.457	1684.98	900.159	874.459	1675.417	591.568	2901.749	1406.525	2789.771	1543.289	1108.391	2202.37	822.396	902.818	2367.201	2198.825	376.612	1484.166	1688.876	2039.879	1298.871	849.545	1211.174	907.116	1177.049	424.466	1056.499	333.594	1192.972	636.078	2255.318	787.626	498.335	795.485	1055.101	986.407	1234.339	1623.41	998.227	1703.161	209.068	1986.741	1358.545	600.376	1081.004	732.171	1463.963	547.087	473.931	1201.94	1031.307	3088.44	1328.257	1389.294	582.997	1138.739	1845.172	397.862	1062.863	827.623	1460.559	1366.141	1727.852	1170.327	786.602	874.438	1188.603	1792.767	1392.618	753.916	679.031	546.736	1326.98	2716.296	678.125	893.942	1276.774	1065.652	783.293	1188.071	1710.285
hsa-mir-130a	117.803	286.29	431.546	48.738	79.669	109.544	36.268	305.692	409.857	24.52	472.32	1066.643	286.231	745.552	185.516	9.715	17.244	68.339	96.874	118.659	8.64	46.927	325.269	227.206	152.016	238.327	263.844	457.409	465.251	656.932	102.706	147.748	24.381	227.395	320.984	24.202	327.904	527.815	19.364	264.498	134.204	262.903	74.664	184.166	22.232	385.737	433.075	27.53	5.754	540.473	176.266	248.237	578.544	30.688	69.151	452.669	759.621	779.08	330.443	171.086	403.218	20.729	19.388	296.287	645.808	268.173	298.36	20.926	711.779	454.804	626.578	13.265	151.102	117.486	45.602	683.109	334.789	112.547	329.225	53.157	155.38	107.017	20.231	17.264	175.423	916.378	509.076	165.659	10.479	30.404	223.848	218.598	431.113	551.347	595.652	207.08	759.501	20.143	90.965	546.127	818.189	346.672	98.496	49.582	351.028	82.439	13.21	270.751	267.572	65.739	749.222	399.011	101.667	29.772	249.601	197.239	333.169	94.461	29.576	94.548	13.621	149.331	253.611	283.043	180.81	112.29	62.567	130.802	485.974	162.016	43.944	585.036	58.969	330.957
hsa-mir-130b	160.212	120.981	107.347	57.599	275.376	129.613	151.378	201.148	169.798	86.172	218.88	199.461	59.291	46.117	145.445	129.767	108.166	236.476	135.997	382.192	234.236	148.603	193.806	206.689	153.064	153.613	218.681	107.408	164.206	371.884	120.997	142.609	140.744	72.353	92.353	234.278	135.242	64.492	80.977	67.103	88.453	135.207	107.961	168.819	142.592	88.682	111.316	37.973	140.393	94.127	99.009	69.299	53.028	172.62	111.41	113.944	213.673	110.064	72.684	155.431	150.933	367.395	115.036	99.786	171.961	52.919	185.723	170.02	231.596	170.731	194.302	238.076	222.377	375.768	288.812	83.529	98.369	186.014	185.777	144.284	165.405	159.648	185.32	232.28	124.287	114.796	114.733	201.209	113.171	187.617	213.58	134.604	151.688	49.954	191.151	66.8	180.616	138.483	208.132	142.965	113.569	164.559	102.779	114.039	251.595	83.758	197.422	121.371	214.68	94.126	112.986	280.008	99.147	220.66	126.133	99.626	227.289	232.717	169.084	204.854	110.018	164.691	100.292	178.263	116.235	132.787	86.7	151.994	88.926	130.473	54.931	199.142	140.171	123.338
hsa-mir-132	24.346	40.635	56.64	23.63	22.515	17.56	33.114	39.7	17.565	28.724	28.8	27.545	26.579	24.156	27.456	56.209	9.406	49.899	34.465	11.728	83.519	64.308	32.527	15.198	57.661	38.403	23.77	25	19.358	5.663	33.766	50.106	16.623	38.391	23.651	15.489	20.4	20.366	20.244	12.861	16.776	30.881	24.215	36.275	32.965	11.425	19.501	51.263	18.412	9.109	28.503	31.03	44.687	9.59	26.892	19.681	25.415	20.142	40.38	22.364	30.624	14.296	46.531	21.492	20.381	20.024	22.355	54.93	19.672	48.78	35.443	16.058	27.084	17.716	11.823	16.591	25.151	40.642	9.406	23.731	9.468	22.807	46.937	50.223	31.249	27.206	25.496	23.462	23.752	53.022	9.241	35.536	12.241	17.576	61.662	39.245	70.875	44.482	18.786	31.452	47.626	28.524	61.382	7.437	42.184	81.12	27.155	24.897	28.002	29.881	28.591	16.334	10.923	17.513	15.1	25.158	18.353	24.903	21.205	40.521	236.8	40.959	24.208	21.773	3.229	17.824	67.93	15.346	17.941	14.338	21.972	62.84	16.434	19.528
hsa-mir-133a-1	0	0	3.776	35.446	81.401	0.836	6.307	2.647	0	22.419	1.44	9.498	8.178	39.529	1.484	2.082	5.225	2.17	34.465	11.728	2.88	28.678	24.395	3.04	9.435	2.259	20.204	0	0.668	168.009	30.953	0	3.325	1.477	0	0.968	2.267	125.59	7.041	5.592	67.102	10.015	117.042	5.581	1.533	5.985	1.625	1.899	70.197	3.036	1.5	1.034	2.383	3.836	33.807	3.108	0.941	5.755	1.346	15.655	2.917	2.859	9.048	79.829	7.643	2.861	5.159	18.31	0.894	8.608	3.165	0.698	5.702	1.865	72.625	48.058	0.559	6.253	0	37.969	46.224	14.912	36.417	1.569	0	52.421	4.249	3.555	120.856	1.112	1.027	41.997	25.015	1.85	2.466	6.68	2.744	2.518	0.989	1.43	19.539	6.582	0	4.958	0	2.638	0	0	25.928	25.399	23.079	18.667	1.68	1.751	135.903	22.139	0	0	84.821	114.808	3.143	1.707	110.667	9.525	15.068	1.782	8.044	0	1.56	3.584	7.99	7.966	27.068	6.167
hsa-mir-134	25.917	1.847	15.104	8.861	5.196	35.957	105.649	18.527	17.565	36.43	66.24	37.993	279.075	8.784	6604.379	7.633	5.225	70.509	107.121	18.627	20.16	12.166	6.776	3788.79	9.435	134.412	2.377	12.037	152.191	70.79	99.893	11.563	44.329	547.814	4.505	107.458	15.111	8.486	37.848	106.806	41.176	8.346	91.817	3595.43	42.931	69.639	21.938	34.176	1.151	1178.109	3.75	13.446	193.642	13.426	11.525	394.661	31.063	28.775	15.479	21.246	26.249	15.01	80.137	75.223	3784.408	65.792	94.581	5.231	15.201	44.476	0.633	13.963	5.702	25.176	5.067	41.193	5.03	118.799	179.898	3.797	1.671	2.632	0	3.139	29.119	4.645	232.866	4.266	53.791	2.225	7.188	6.461	695.635	54.58	35.764	163.66	58.071	36.089	900.753	24.304	421.306	6.582	15.702	51.07	3.013	0.66	8.807	71.578	5.186	168.83	32.38	114.337	9.242	26.269	7.994	6.038	7701.003	46.372	5.022	47.274	26.195	4237.588	213.264	342.917	57.041	32.083	44.691	2339.823	24.962	372.064	17.977	27.437	0	7048.759
hsa-mir-139	10.21	2.771	23.196	4.431	0	40.138	4.731	37.054	32.203	14.712	61.92	29.444	55.202	5.49	1.484	2.082	1.045	31.458	32.602	36.564	71.999	1.738	4.066	9.879	10.484	22.59	36.843	32.408	8.678	16.046	4.221	1.285	31.03	110.744	18.02	58.085	3.778	6.789	1.76	12.302	0	34.219	3.027	13.952	80.495	2.72	14.625	8.544	0	34.412	1.5	147.908	81.032	53.704	9.22	20.717	20.708	41.004	51.148	19.01	34.27	10.007	7.755	10.746	8.916	47.198	98.02	7.847	8.048	2.869	5.063	15.36	4.276	42.892	5.067	22.313	6.148	20.321	4.703	8.543	2.228	0.877	0	26.681	38.351	1.327	34.845	0.711	0.699	24.101	3.08	8.615	18.628	13.876	25.898	228.79	9.145	21.822	19.775	60.045	41.52	15.359	54.244	15.866	87.38	4.617	4.403	24.897	3.111	28.387	1.033	49.001	1.68	7.005	0	9.057	18.353	14.599	5.58	4.502	98.492	14.506	21.903	42.184	31.211	0.891	16.982	40.921	38.223	1.434	104.867	57.53	14.5	21.584
hsa-mir-140	1705.788	1756.53	1601.037	1590.623	1697.289	962.482	1731.382	1439.798	1344.723	2143.786	1607.039	955.514	1170.479	1319.813	1209.566	1663.376	1759.402	2643.542	1100.083	2039.28	1778.853	1877.088	1435.249	1278.888	1322.012	1440.125	1419.051	1300.93	1324.329	1193.994	1674.255	1453.074	1623.544	1170.934	1254.655	1257.549	1150.687	1454.463	1459.339	1661.36	1288.666	1531.513	1118.958	1273.818	1710.334	1532.068	1301.662	2247.999	1255.485	1046.533	1323.118	1294.97	1186.282	1929.505	1718.018	1104.222	1452.411	1250.988	1489.351	1035.46	1647.143	1871.998	1570.432	1215.853	991.003	1243.606	1364.545	1611.266	1047.996	1139.88	1300.623	1411.004	1843.162	1851.8	1062.354	1378.805	1778.461	1814.813	1145.234	1178.001	1392.294	1121.042	1610.427	1749.951	1222.986	1382.862	1440.541	1387.842	1144.987	1624.033	1594.659	1515.108	1274.709	1098.068	1525.511	976.115	1192.522	1462.881	1455.937	1811.368	1175.993	1248.457	1384.658	1628.276	1636.12	1861.803	1452.411	1128.65	1465.426	1748.058	1252.492	1351.038	1744.31	1901.879	1560.67	1773.136	1343.97	1488.188	1500.552	1479	2537.745	1122.116	1525.124	1107.678	1398.052	1021.302	1380.94	949.229	1121.718	1173.543	1145.551	1452.411	1465.513	1024.732
