	TCGA.AB.2805.03A	TCGA.AB.2806.03A	TCGA.AB.2808.03A	TCGA.AB.2810.03A	TCGA.AB.2812.03A	TCGA.AB.2813.03A	TCGA.AB.2814.03A	TCGA.AB.2815.03A	TCGA.AB.2817.03A	TCGA.AB.2818.03A	TCGA.AB.2819.03A	TCGA.AB.2820.03A	TCGA.AB.2821.03A	TCGA.AB.2822.03A	TCGA.AB.2823.03A	TCGA.AB.2825.03A	TCGA.AB.2826.03A	TCGA.AB.2828.03A	TCGA.AB.2830.03A	TCGA.AB.2834.03A	TCGA.AB.2835.03A	TCGA.AB.2836.03A	TCGA.AB.2839.03A	TCGA.AB.2840.03A	TCGA.AB.2842.03A	TCGA.AB.2843.03A	TCGA.AB.2844.03A	TCGA.AB.2846.03A	TCGA.AB.2847.03A	TCGA.AB.2849.03A	TCGA.AB.2851.03A	TCGA.AB.2853.03A	TCGA.AB.2856.03A	TCGA.AB.2857.03A	TCGA.AB.2858.03A	TCGA.AB.2861.03A	TCGA.AB.2862.03A	TCGA.AB.2863.03A	TCGA.AB.2866.03A	TCGA.AB.2867.03A	TCGA.AB.2869.03A	TCGA.AB.2870.03A	TCGA.AB.2871.03A	TCGA.AB.2872.03A	TCGA.AB.2873.03A	TCGA.AB.2874.03A	TCGA.AB.2875.03A	TCGA.AB.2876.03A	TCGA.AB.2877.03A	TCGA.AB.2878.03A	TCGA.AB.2880.03A	TCGA.AB.2881.03A	TCGA.AB.2882.03A	TCGA.AB.2883.03A	TCGA.AB.2884.03A	TCGA.AB.2885.03A	TCGA.AB.2886.03A	TCGA.AB.2889.03A	TCGA.AB.2890.03A	TCGA.AB.2891.03A	TCGA.AB.2892.03A	TCGA.AB.2893.03A	TCGA.AB.2894.03A	TCGA.AB.2895.03A	TCGA.AB.2897.03A	TCGA.AB.2898.03A	TCGA.AB.2899.03A	TCGA.AB.2900.03A	TCGA.AB.2901.03A	TCGA.AB.2908.03A	TCGA.AB.2909.03A	TCGA.AB.2910.03A	TCGA.AB.2911.03A	TCGA.AB.2912.03A	TCGA.AB.2913.03A	TCGA.AB.2914.03A	TCGA.AB.2915.03A	TCGA.AB.2916.03A	TCGA.AB.2917.03A	TCGA.AB.2918.03A	TCGA.AB.2919.03A	TCGA.AB.2921.03A	TCGA.AB.2924.03A	TCGA.AB.2925.03A	TCGA.AB.2927.03A	TCGA.AB.2928.03A	TCGA.AB.2929.03A	TCGA.AB.2930.03A	TCGA.AB.2931.03A	TCGA.AB.2932.03A	TCGA.AB.2933.03A	TCGA.AB.2934.03A	TCGA.AB.2935.03A	TCGA.AB.2936.03A	TCGA.AB.2937.03A	TCGA.AB.2938.03A	TCGA.AB.2939.03A	TCGA.AB.2940.03A	TCGA.AB.2941.03A	TCGA.AB.2942.03A	TCGA.AB.2943.03A	TCGA.AB.2944.03A	TCGA.AB.2946.03A	TCGA.AB.2948.03A	TCGA.AB.2950.03A	TCGA.AB.2955.03A	TCGA.AB.2956.03A	TCGA.AB.2959.03A	TCGA.AB.2963.03A	TCGA.AB.2965.03A	TCGA.AB.2966.03A	TCGA.AB.2970.03A	TCGA.AB.2971.03A	TCGA.AB.2973.03A	TCGA.AB.2975.03A	TCGA.AB.2976.03A	TCGA.AB.2980.03A	TCGA.AB.2983.03A	TCGA.AB.2984.03A	TCGA.AB.2986.03A	TCGA.AB.2987.03A	TCGA.AB.2991.03A	TCGA.AB.2992.03A	TCGA.AB.2995.03A	TCGA.AB.2996.03A	TCGA.AB.2998.03A	TCGA.AB.3000.03A	TCGA.AB.3001.03A	TCGA.AB.3002.03A	TCGA.AB.3007.03A	TCGA.AB.3008.03A	TCGA.AB.3009.03A	TCGA.AB.3011.03A	TCGA.AB.3012.03A
hsa-mir-1468	1.571	13.853	2.697	1.477	8.66	1.672	34.691	2.647	1.952	1.401	21.6	5.699	21.467	13.176	2.968	0	1.045	2.17	1.863	2.07	0	3.476	2.711	6.839	4.194	2.259	3.565	1.852	2.67	26.428	4.221	6.424	1.108	0.738	6.758	0	4.533	5.091	0.88	6.71	1.525	1.669	6.054	11.162	1.533	2.176	0.813	10.443	3.452	4.048	4.5	1.034	2.383	19.18	3.842	12.43	6.589	2.158	4.038	4.473	3.646	2.859	1.293	7.676	8.916	5.721	6.879	0	1.788	2.152	0.633	0.698	7.127	6.527	6.756	3.433	0.559	0	3.527	23.731	3.342	1.754	2.428	0	3.551	3.318	2.55	2.844	4.89	0.742	0	8.615	0	0.925	12.332	5.01	1.372	5.036	1.483	7.148	1.221	0	5.71	0.496	4.52	13.85	1.468	5.187	2.074	1.494	19.979	2.333	15.124	0	7.994	8.051	5.647	7.729	6.696	18.009	5.239	13.653	9.222	5.443	3.229	1.782	1.788	2.192	1.56	5.018	9.987	3.54	5.8	3.083
hsa-mir-146a	1192.167	5068.264	1089.654	2646.607	1541.416	315.253	1136.91	1311.434	8003.931	290.042	2289.599	8556.888	3857.98	3848.541	2712.248	241.491	377.276	782.107	2448.872	221.451	350.395	1773.674	1836.414	1754.576	212.822	4146.429	1634.167	2600.934	1804.932	1479.042	1307.044	1088.2	1128.169	879.308	4188.565	222.661	4293.731	1639.452	1054.456	787.342	2168.618	1490.617	2267.176	3584.269	188.589	966.792	5204.21	1821.752	1772.179	1010.097	1932.922	2158.628	1281.018	550.465	494.046	5027.008	7004.14	2214.227	2572.883	1331.785	1042.68	285.196	312.794	4126.53	5511.658	2267.667	8164.054	816.096	612.523	3137.003	3504.405	358.86	630.068	616.334	962.705	2013.284	1923.778	387.66	1252.233	2864.792	3427.829	1730.686	797.121	188.336	9619.832	6593.809	3213.384	2312.834	2435.979	475.716	751.636	4796.226	1335.917	4452.402	2763.679	1408.645	1239.619	2500.242	2521.317	2107.306	1824.438	5390.967	2954.889	533.007	2042.89	1419.27	273.015	3342.38	344.318	310.766	6541.824	1102.531	1364.528	285.457	297.566	471.964	1919.957	1649.631	2505.012	1490.256	2118.629	3222.137	2123.415	3154.296	1105.312	2534.541	4764.914	7100.582	1308.151	3626.011	10802.334	9240.2	3906.424	6886.364
hsa-mir-146b	1696.364	4493.836	1160.32	2048.462	5942.244	3131.621	3617.296	1998.249	9423.795	1984.754	5955.838	3484.873	4741.206	5010.24	11697.913	1522.506	355.329	1628.214	5357.896	858.898	529.912	5374.034	3252.689	10511.499	1664.834	4647.932	7958.096	6918.539	7275.131	1410.139	3610.2	6529.198	2725.116	4279.152	7543.697	520.833	11229.583	7223.095	1246.336	2054.472	11106.925	3098.079	6436.277	7169.933	1230.428	4495.01	10258.916	450.929	6676.742	2212.496	1733.404	4815.798	6107.18	199.472	2742.222	5122.306	11062.042	6006.756	4415.56	3059.416	2815.237	243.024	444.633	16590.553	4597.082	4475.264	3005.954	1708.047	22631.177	7048.034	6579.699	605.314	1760.483	924.968	5381.017	4515.729	8310.477	900.372	1589.689	10808.941	3802.078	6852.57	1628.23	1079.79	3795.377	16014.39	4783.956	2718.095	13122.29	591.029	903.606	5149.428	5027.518	5602.274	5162.32	3721.594	4619.193	1612.274	3386.969	3242.449	3838.159	9823.1	962.123	1246.99	6375.745	678.638	587.863	4562.317	2336.592	3155.469	2862.543	4127.782	2256.008	481.599	3995.385	7181.101	4259.198	1388.575	1342.628	6616.106	1376.795	3312.589	2600.665	6003.777	5347.9	14324.077	1304.966	4564.921	4273.138	9185.464	1186.499	2038.331	2205.037	5815.38
hsa-mir-148a	4112.896	14164.912	12278.03	21880.295	4092.545	49817.449	11580.394	13165.946	4566.983	11486.069	15789.595	1883.484	17739.143	4577.622	22712.384	22947.239	30328.918	29631.106	10852.721	13634.751	23889.231	10938.383	3245.913	13662.745	16172.369	28366.502	4941.721	16074.123	16108.217	24245.147	15698.6	5890.668	4301.006	22060.226	10034.986	32522.03	43580.271	18475.238	41373.763	7157.1	13824.561	5140.374	9607.498	24462.041	41567.779	6821.403	4192.619	5088.375	35575.92	58982.358	1129.601	2009.685	27510.313	67160.592	17632.739	3926.929	2240.271	5124.086	6749.527	31750.388	11551.877	27287.288	25855.911	5540.419	29021.865	18810.696	37225.336	6173.033	6486.489	38165.551	613.92	13199.622	8776.756	94682.379	4345.686	5106.155	4831.802	10920.142	12810.399	3044.197	7061.717	3173.656	7434.668	30334.577	24521.516	2793.593	9760.834	2541.771	3124.089	11656.702	6914.639	2317.35	129026.667	15114.853	3660.24	73010.708	10816.375	21405.229	25180.543	6770.829	15909.492	2635.145	21697.733	38179.696	16823.71	1752.983	32860.885	17472.284	13440.849	45347.912	16410.191	25855.224	69632.933	24053.693	27528.896	8259.876	25193.784	17218.503	6937.471	5652.617	27802.032	13367.26	12433.854	35293.28	29325.737	10079.345	5141.209	25706.636	20937.441	54239.617	6669.562	7235.501	17709.894	35114.289
hsa-mir-148b	225.396	251.197	134.319	282.088	100.452	371.279	137.186	164.095	249.818	102.986	136.8	168.117	204.45	202.035	387.358	222.755	111.824	184.408	250.569	171.09	258.236	214.649	89.449	154.257	127.903	249.622	282.859	338.89	214.269	139.693	291.236	111.775	456.587	428.211	278.186	264.289	324.126	188.384	287.819	164.962	205.881	257.895	336.999	336.243	247.619	196.949	309.571	198.409	256.621	165.988	327.029	229.619	141.21	92.064	202.843	193.705	355.808	195.669	283.333	199.041	106.455	174.405	165.445	210.318	272.59	244.573	257.948	175.251	178.839	205.881	325.314	145.22	163.932	151.986	111.471	123.578	138.051	267.298	108.174	242.055	207.173	225.437	241.969	128.696	240.762	161.245	195.472	189.122	145.306	154.988	209.472	291.822	207.04	240.52	255.28	352.37	193.876	247.59	187.368	182.995	422.527	125.065	211.267	212.211	251.595	112.117	285.492	257.266	112.007	141.936	169.824	178.505	141.998	141.853	127.021	83.525	111.527	93.602	123.883	166.584	226.322	484.686	351.597	209.561	208.793	207.647	282.445	298.141	328.403	346.256	291.631	184.096	218.474	321.706
hsa-mir-150	1208.659	1866.429	824.793	952.601	578.464	1123.872	3365	447.29	2413.28	1209.207	3588.479	2329.897	4877.165	1625.061	877.121	628.71	746.191	798.378	8966.466	912.019	659.51	1356.544	870.094	3774.352	1107.093	7171.256	527.687	881.484	3648.579	1992.506	1726.311	1178.134	2136.65	4339.692	3331.48	872.249	2568.834	1763.345	2118.594	6231.078	4273.185	1482.271	12109.766	782.707	3147.75	519.576	4641.132	2153.066	1849.28	1870.399	708.063	3939.728	6014.232	627.185	2636.19	4157.925	2048.247	725.127	10623.994	3565.964	1249.029	1403.105	2838.411	1088.434	1501.79	3075.045	4081.597	1095.975	912.079	1491.385	455.06	1271.369	2659.969	880.211	1950.745	1837.072	2788.417	12580.203	2485.652	349.319	1251.951	2459.627	1300.48	360.976	7293.175	861.303	8825.12	687.522	862.058	321.099	1826.722	1365.428	2347.168	8275.75	1925.079	3377.574	301.331	2749.511	1019.898	1964.341	11875.945	6446.341	2450.987	1486.967	1411.643	1357.276	4666.209	4623.521	1031.917	947.238	6915.229	2035.89	4070.897	3558.581	1780.069	1915.027	3015.461	1805.92	453.123	6940.27	13169.659	2625.666	13550.895	9574.473	2290.266	783.355	778.511	2572.198	1565.569	1950.648	1167.523	1469.227	1915.027	1112.096
hsa-mir-151a	2878.321	328.772	63.114	54.645	25.979	934.887	935.073	199.825	1042.209	116.997	152.64	1748.61	233.074	192.153	22.262	124.909	32.398	1311.466	462.016	86.235	109.438	86.033	112.489	53.192	78.629	2121.219	67.744	76.852	1001.257	249.181	254.656	62.954	54.303	624.597	370.54	553.748	65.732	76.372	92.419	508.306	76.252	366.395	501.463	26.509	223.854	14.146	96.69	67.402	29.92	373.473	48.004	133.427	427.8	216.734	786.016	1202.628	87.54	156.104	2084.957	1417.887	194.682	994.253	208.098	30.703	24.202	115.851	1977.601	128.169	2502.851	448.348	1015.815	176.637	543.113	2782.363	38.846	240.29	343.173	1541.262	145.8	210.73	21.72	44.736	74.452	128.696	1467.3	16.589	1563.773	238.18	24.451	98.258	738.287	131.374	802.614	627.203	55.496	1552.265	18.29	51.197	858.731	111.513	831.621	824.991	55.672	101.643	799.981	16.488	491.721	2073.686	43.558	277.896	99.207	1422.206	65.538	197.894	63.955	30.19	194.819	506.654	27.344	155.329	524.942	108.372	251.305	653.176	480.009	27.627	38.434	208.991	567.88	60.218	92.882	38.058	36.734	77.086
hsa-mir-152	132.725	8.312	16.183	150.644	10.392	39.302	11.038	39.7	28.3	21.718	34.56	31.344	79.736	102.115	28.941	142.952	280.606	30.373	29.807	25.525	192.957	73.867	14.908	39.514	30.403	75.677	10.696	12.037	60.075	27.372	126.624	47.536	18.84	70.876	12.389	88.096	22.666	22.063	48.41	41.38	33.551	26.708	55.494	16.742	225.387	15.778	17.063	19.936	58.689	41.497	11.251	20.686	53.624	366.337	79.908	23.825	6.589	16.546	30.958	21.246	12.396	149.388	28.436	21.492	30.571	218.114	57.608	28.773	58.123	20.803	3.797	60.741	9.978	52.216	5.067	2.861	17.326	78.157	91.713	9.492	60.147	7.895	40.463	54.931	76.703	40.477	34.845	6.399	8.383	52.651	70.851	31.228	55.353	43.479	8.633	244.655	24.692	15.946	4.449	21.445	29.308	13.165	21.412	155.192	27.118	11.212	136.508	60.167	52.892	103.091	20.668	21.001	82.342	481.599	7.106	8.051	62.116	24.045	93.75	6.753	234.705	67.412	80.694	55.792	48.431	42.777	8.938	25.576	43.683	45.881	19.975	15.931	15.467	32.89
hsa-mir-153-2	73.823	239.191	87.388	33.969	5.196	81.113	6.307	9.263	5.855	14.712	53.28	13.297	4.089	35.136	0.742	2.082	43.371	0	20.493	11.728	1.92	13.904	21.685	1.52	28.306	6.777	14.262	15.741	124.823	1297.819	16.883	3.854	48.762	23.625	444.873	5.809	13.6	28.852	340.63	30.196	6.1	5.008	11.099	2.79	14.566	71.816	122.691	5.696	11.508	40.485	15.001	1.034	14.3	53.704	9.22	33.147	283.328	7.913	17.498	10.064	11.666	16.44	5.17	6.141	5.095	6.436	284.603	2.616	0	83.931	146.834	8.378	0	53.148	260.099	10.298	2.236	42.205	17.637	25.629	12.809	191.226	4.856	18.834	52.556	0.664	5.099	111.625	1.397	12.236	48.261	2.154	20.757	28.677	178.819	8.35	22.863	11.75	8.404	5.719	4.885	2.194	7.137	9.916	48.21	3.957	25.687	64.316	50.818	13.447	7.923	109.67	61.337	19.264	24.871	9.057	1.412	25.762	6.696	2.251	9.43	2.56	6.917	0	5.381	5.347	28.602	7.307	318.262	12.187	10.986	297.386	9.667	2.056
hsa-mir-155	3065.235	3792.887	1374.475	2041.078	14420.03	2985.284	534.552	2145.14	3059.293	2658.014	1837.439	4767.124	2723.28	2758.212	2515.6	8561.149	1338.755	4508.232	8365.658	1892.336	2805.077	4398.122	1714.438	4317.67	1584.108	6419.003	11510.478	2820.379	2290.208	1955.695	4165.94	3200.361	7872.802	1233.689	4336.105	9277.211	2383.727	1639.452	2826.26	1449.985	8500.618	2582.289	1984.662	584.589	1448.916	872.67	3962.675	911.351	14287.906	836.012	1899.919	1674.565	823.427	13903.562	3425.28	1565.178	4928.595	2574.632	1607.126	2375.073	1937.344	2162.197	1835.403	12207.651	199.984	863.158	1631.951	2974.042	20238.311	7900.254	2553.146	7591.214	468.987	2930.618	13376.539	1839.932	7160.234	1000.414	1189.915	9349.967	5124.757	14667.411	2961.89	11894.958	3713.703	1923.664	2004.859	5276.929	8654.117	2252.141	4904.116	5125.738	1472.702	2539.34	2182.825	2320.464	4257.504	3365.549	2706.214	1957.193	1384.815	4293.904	1974.208	3951.692	3999.906	1437.736	4741.802	3301.923	1973.606	6366.218	2609.358	8782.913	2262.73	1668.96	2513.77	11657.213	2294.066	5214.241	6441.938	7840.727	1919.549	575.991	3009.901	9394.849	5028.253	3614.662	3254.371	435.52	3720.08	2083.988	3395.704	6401.759	3241.336	709.193
hsa-mir-15a	839.543	597.516	658.647	933.402	748.193	1448.323	449.403	819.15	675.289	1192.393	630.72	914.672	466.147	528.145	763.585	1137.369	804.194	1197.567	781.515	1259.717	1292.14	1104.527	524.496	712.773	618.546	703.684	1005.458	1168.522	786.32	609.739	1520.899	732.319	679.34	616.476	613.812	1087.166	627.098	380.163	924.189	668.794	908.929	891.365	749.671	655.744	1513.312	682.793	823.898	543.013	912.557	475.697	762.068	1002.257	471.296	573.481	1284.672	819.362	744.561	957.484	899.129	423.801	752.48	532.508	801.373	931.847	736.246	994.026	1239.01	954.728	643.82	956.237	829.741	1416.589	419.095	703.982	912.037	841.014	1278.793	593.996	864.217	1218.818	1621.188	1152.621	958.973	943.247	1166.88	786.32	779.337	1070.032	1037.404	1520.214	663.329	690.252	816.453	891.775	337.906	594.52	1223.158	678.985	918.056	667.647	424.97	219.413	772.268	1410.115	809.021	740.632	1066.373	786.32	802.717	881.499	549.085	940.36	704.11	786.32	551.608	785.936	574.575	581.364	884.483	839.676	634.96	706.549	891.097	374.215	424.044	770.878	788.343	1010.611	550.718	701.115	917.839	938.181	769.491	703.026
hsa-mir-15b	4229.129	2832.428	3708.061	2711.591	10334.412	2108.096	2625.457	2726.088	1864.852	6012.409	1576.8	1250.907	2281.667	3108.479	1974.635	3032.522	4185.569	2429.846	3673.773	4048.895	2457.562	2488.011	10068.428	2645.922	3931.439	1843.36	3532.178	2602.786	1287.616	2470.104	2355.212	5976.747	3616.125	2059.84	993.362	2117.214	2242.441	1500.286	2027.056	3651.524	3621.989	1907.923	3222.679	2793.19	1872.858	2344.891	1514.543	2169.205	4177.279	1887.605	1914.17	2767.843	1435.336	1973.619	3177.105	1455.377	1140.844	1738.722	2409.344	1886.416	2159.005	2663.255	4565.241	4191.007	1641.906	2915.572	2359.364	1898.992	2491.227	1862.259	1834.797	3768.727	2088.346	2566.039	11959.504	3379.502	2751.528	3324.813	3790.796	3280.557	4674.768	3427.162	2677.031	2123.483	2381.343	3239.507	1913.072	2792.748	4368.275	2703.014	2511.614	2038.45	2303.525	2141.556	2873.437	1285.9	2997.309	1486.381	1964.65	2626.269	1674.233	1217.74	1147.696	3313.075	1396.577	1964.686	6434.936	2648.385	4503.099	4147.529	2263.51	5545.322	3679.352	3488.53	2800.678	4816.248	2028.66	2415.623	6247.742	4939.005	1636.646	1700.667	3120.568	2629.034	2678.793	2486.417	2219.336	2394.629	1498.485	1887.562	1809.711	2197.645	2760.887	1647.588
hsa-mir-16-1	3172.828	2640.337	2341.138	4729.039	6122.364	3844.076	2210.745	3771.529	2435.724	3196.063	1938.239	4838.36	2648.656	2536.413	2327.116	3650.823	2955.503	2113.098	3260.194	3923.337	3048.913	4478.072	4902.073	2394.4	2806.523	3050.805	3321.816	3430.566	2585.245	2785.356	5617.898	3429.049	2097.862	3507.635	2753.708	2767.771	1950.047	2024.707	2381.768	2488.964	4752.05	2421.209	4008.673	2920.154	4122.127	2138.149	2279.94	2718.863	5488.001	2303.587	2066.434	3130.889	3037.503	2462.708	3980.793	2557.528	2718.446	2682.538	3173.873	1508.462	2242.856	2154.335	4090.88	4131.135	2338.665	3123.674	6475.355	3188.529	1918.048	3316.342	3891.744	3631.188	2218.066	2542.729	7029.439	2611.72	4253.886	3359.202	5158.258	3078.37	6750.4	3740.317	5008.508	3239.371	5022.625	3713.289	4592.734	4000	4462.585	4286.632	3346.423	3277.888	3448.368	5663.329	2427.006	2441.539	3263.889	3543.478	3667.775	3348.243	3492.566	2518.856	3053.385	4585.847	2979.968	2126.926	3607.175	3988.656	3441.106	3626.1	2707.187	3686.77	3091.193	3996.398	2426.721	3012.923	3138.282	3476.161	4992.725	3939.498	2524.124	3128.272	5359.261	2560.995	3636.658	1933.88	2990.696	3916.756	2758.272	2349.236	2489.85	3211.943	3812.654	2641.486
hsa-mir-16-2	3088.01	2650.495	2389.148	4859.006	6333.659	3921.007	2209.168	3872.103	2467.928	3275.229	1925.279	4957.087	2604.699	2574.844	2334.537	3872.19	3025.524	2174.929	3430.656	4059.243	3130.512	4484.155	5019.983	2333.609	2757.249	2911.876	3326.57	3370.381	2591.92	2838.212	5661.513	3368.665	2002.555	3646.434	2685.006	2861.675	1966.669	2070.53	2410.814	2576.757	4982.332	2477.128	4214.505	2720.64	4240.186	2184.938	2344.941	2763.481	5955.212	2454.393	2166.193	3220.875	3126.876	2604.64	4019.979	2608.285	2779.63	2647.289	3306.454	1622.519	2306.292	2227.957	4165.847	4200.218	2318.285	3257.403	6450.42	3332.392	2040.553	3398.838	4044.274	3624.206	2285.064	2568.837	7270.959	2643.758	4277.92	3356.076	5324.046	3171.395	6924.715	3697.335	5057.872	3504.61	5106.43	3938.237	4698.118	4043.37	4686.133	4477.586	3480.937	3324.192	3424.95	5772.488	2396.175	2482.454	3313.272	3604.747	3705.348	3392.563	3719.705	2632.951	3186.141	4622.538	2776.583	2157.923	3741.481	3967.909	3499.184	3782.977	2780.559	3815.107	3230.671	3929.85	2603.485	3278.591	3125.576	3622.146	5159.019	4263.663	2626.807	3186.297	5436.497	2580.045	3950.924	1998.936	3128.344	4047.558	2742.671	2324.862	2543.782	3303.991	3927.691	2718.572
hsa-mir-17	3761.843	4074.559	3322.906	5932.713	7022.967	5866.877	4795.204	3349.383	6112.732	5224.252	5434.558	7155.91	3781.311	4441.468	5355.483	7128.161	5430.267	2668.492	4819.499	3108.591	10313.121	5904.137	4944.087	5615.555	9500.454	7816.206	8280.175	5557.424	6500.826	2041.587	5292.896	7956.577	4187.967	5058.052	5760.825	14183.493	4895.14	6052.058	6294.171	2696.984	6728.512	3624.719	5412.163	3354.061	3189.148	4965.076	5792.477	3266.623	7801.04	4537.338	4891.935	3528.068	3218.633	8870.737	6027.663	8210.192	4739.396	6961.362	7009.978	3498.872	3394.18	5039.171	17627.62	8248.454	2858.368	14030.788	11980.825	7240.236	7454.902	4431.832	7682.222	4712.654	2245.15	6392.72	6495.728	4820.096	4800.503	1447.474	7669.778	11596.806	6117.742	6564.853	6199.738	9018.133	3288.285	9729.8	8248.053	7982.226	6380.909	5908.441	6152.735	4528.094	4876.362	5009.299	3298.903	5333.978	5426.249	3247.209	5694.716	3731.39	4237.484	6751.324	4028.355	3818.317	6817.165	5542.539	3955.783	4341.359	7844.644	6910.058	2023.07	4784.634	4813.658	2716.22	6925.749	7583.629	4134.965	2891.362	3483.245	3966.512	1020.546	3375.735	4249.136	3622.406	4014.423	4947.88	6979.781	2726.384	3736.461	5393.852	6626.617	7747.961	6582.242	2574.678
hsa-mir-181a-2	10084.724	19924.891	10724.463	22392.78	8256.099	3212.734	35761.403	4681.99	10178.128	4940.516	12615.836	17757.75	13253.5	17997.554	13556.786	2004.795	4300.529	6406.55	5792.899	4696	2567	3735.927	12067.476	24191.721	3285.635	7425.395	7695.441	6690.761	5848.674	21371.068	4476.873	4749.792	4698.857	3729.123	12576.957	1664.147	18624.803	37629.338	2697.753	13158.909	6135.268	7315.372	4536.369	20411.775	837.151	16901.716	13258.751	38396.348	11715.945	4587.944	14090.754	6431.407	11038.802	10109.764	3177.873	6973.38	16297.498	9004.379	4984.245	9118.984	7238.972	2602.499	5065.453	5716.963	32346.438	4383.012	7202.768	7216.694	2408.067	3693.672	7867.031	828.729	10924.973	5559.13	9039.297	10915.444	3627.904	2723.001	4483.346	5126.819	15402.117	2801.729	4074.622	2216.081	4467.238	17557.17	8556.559	5567.011	4672.86	1054.88	8725.959	12546.212	1156.02	9367.342	17097.565	6592.323	6153.285	14925.917	1623.036	11715.993	1559.443	18937.498	23140.918	1668.437	8176.079	34336.836	1408.376	13534.459	4565.325	4284.983	36866.524	3552.599	15634.095	3432.489	10996.635	5930.245	16328.102	6847.556	20413.978	8266.193	1399.846	23683.901	21226.085	6373.91	5811.765	14127.124	26221.776	16961.893	9252.225	18508.57	31036.735	21070.134	19840.495	23023.067
hsa-mir-181c	290.581	470.994	382.458	713.343	285.768	59.371	227.067	203.795	153.209	84.07	184.32	258.35	446.724	1088.132	141.734	45.106	186.548	92.204	70.793	169.02	24.96	96.461	306.295	171.734	147.822	66.641	311.383	232.408	317.732	958.97	95.672	242.821	181.748	56.11	248.904	6.777	256.883	587.216	109.142	351.732	166.23	218.668	150.338	344.614	27.598	437.423	247.82	993.942	444.196	544.521	356.282	184.109	142.997	383.599	127.545	63.187	377.457	240.99	144.022	181.15	229.681	86.488	46.531	150.446	574.476	336.11	61.048	94.165	274.518	218.794	308.858	28.625	99.784	133.337	476.286	263.174	89.426	125.052	336.28	149.979	418.802	134.209	41.272	87.89	82.385	556.728	133.431	391.753	67.763	23.73	335.772	250.903	62.804	229.419	499.46	51.77	177.415	381.037	38.561	404.591	147.762	136.036	463.932	90.735	295.285	1042.689	20.55	492.747	99.562	140.442	636.924	109.67	445.32	222.411	333.985	190.195	263.994	207.814	852.117	240.872	15.717	269.649	474.944	549.757	91.481	107.834	731.139	211.914	328.403	146.245	640.19	215.959	529.75	280.594
hsa-mir-181d	49.477	65.57	36.142	197.905	27.711	10.871	33.114	17.203	10.734	11.209	25.92	61.738	62.357	182.27	29.683	6.939	27.695	17.356	10.246	27.595	1.92	17.38	18.974	23.556	33.548	10.166	61.801	20.37	106.133	111.376	12.662	62.954	12.19	8.121	58.566	0	54.399	139.167	17.604	35.229	33.551	27.542	50.449	50.227	3.833	81.065	60.939	88.287	85.157	50.606	56.255	17.583	25.62	67.13	29.197	10.359	76.245	26.617	23.555	39.137	15.312	12.151	6.463	53.731	106.998	37.902	17.197	36.62	47.392	41.607	72.784	0.698	37.063	27.04	52.358	49.774	13.973	15.631	34.098	37.969	83.538	21.93	7.283	10.986	7.812	149.301	52.692	39.815	22.355	5.562	68.797	79.686	13.838	64.755	66.595	10.855	19.662	62.947	4.944	47.178	28.087	54.853	94.214	12.396	48.21	109.479	2.936	103.736	19.705	38.846	79.917	12.834	56.295	17.513	51.519	25.158	19.764	11.164	127.232	47.274	3.143	49.493	57.639	63.957	11.839	19.606	163.568	32.883	66.305	29.392	118.85	33.633	121.804	50.363
hsa-mir-182	114.662	422.048	2662.64	369.225	294.428	753.429	1874.876	199.825	172.726	728.607	436.32	646.824	1190.924	205.329	336.155	140.87	380.934	821.158	3329.124	512.579	292.795	537.925	296.808	692.256	477.015	4686.335	281.671	302.779	1011.937	890.068	922.95	146.464	781.296	12852.222	854.832	5704.957	594.61	403.923	669.817	1829.677	2148.793	105.161	1397.436	223.232	2328.998	72.36	788.147	246.824	182.972	2005.012	186.017	382.699	2923.105	293.454	871.303	1506.134	596.778	87.044	2004.87	341.053	214.369	671.889	837.564	164.263	221.638	2827.611	1411.835	287.726	481.971	3064.55	90.506	860.845	585.877	302.106	444.196	350.136	566.738	1633.488	774.856	53.157	158.165	513.153	577.811	472.408	568.17	209.685	18845.166	132.243	385.621	107.157	181.748	181.985	1948.522	3245.174	674.579	5331.473	109.284	5003.841	466.691	91.498	2294.591	140.424	730.871	482.93	524.281	640.386	415.394	3401.509	229.2	395.928	696.518	569.349	716.713	218.909	208.741	464.92	856.922	731.643	125.558	1071.544	966.061	1500.99	1404.083	3177.429	2054.567	551.646	404.003	2301.094	620.923	2263.21	3592.455	454.044	240.708	496.435
