	TCGA.2G.AAEW.01A	TCGA.2G.AAEX.01A	TCGA.2G.AAF1.01A	TCGA.2G.AAF4.01A	TCGA.2G.AAF6.01A	TCGA.2G.AAF8.01A	TCGA.2G.AAFE.01A	TCGA.2G.AAFG.01A	TCGA.2G.AAFG.05A	TCGA.2G.AAFH.01A	TCGA.2G.AAFI.01A	TCGA.2G.AAFJ.01A	TCGA.2G.AAFL.01A	TCGA.2G.AAFM.01A	TCGA.2G.AAFN.01A	TCGA.2G.AAFO.01A	TCGA.2G.AAFV.01A	TCGA.2G.AAFY.01A	TCGA.2G.AAFZ.01A	TCGA.2G.AAG0.01A	TCGA.2G.AAG3.01A	TCGA.2G.AAG5.01A	TCGA.2G.AAG6.01A	TCGA.2G.AAG7.01A	TCGA.2G.AAG8.01A	TCGA.2G.AAG9.01A	TCGA.2G.AAGA.01A	TCGA.2G.AAGC.01A	TCGA.2G.AAGE.01A	TCGA.2G.AAGF.01A	TCGA.2G.AAGG.01A	TCGA.2G.AAGI.01A	TCGA.2G.AAGI.05A	TCGA.2G.AAGJ.01A	TCGA.2G.AAGK.01A	TCGA.2G.AAGM.01A	TCGA.2G.AAGN.01A	TCGA.2G.AAGO.01A	TCGA.2G.AAGP.01A	TCGA.2G.AAGS.01A	TCGA.2G.AAGT.01A	TCGA.2G.AAGV.01A	TCGA.2G.AAGW.01A	TCGA.2G.AAGX.01A	TCGA.2G.AAGY.01A	TCGA.2G.AAGY.05A	TCGA.2G.AAGZ.01A	TCGA.2G.AAH0.01A	TCGA.2G.AAH2.01A	TCGA.2G.AAH3.01A	TCGA.2G.AAH4.01A	TCGA.2G.AAH8.01A	TCGA.2G.AAHA.01A	TCGA.2G.AAHC.01A	TCGA.2G.AAHG.01A	TCGA.2G.AAHL.01A	TCGA.2G.AAHN.01A	TCGA.2G.AAHP.01A	TCGA.2G.AAHP.05A	TCGA.2G.AAHT.01A	TCGA.2G.AAKD.01A	TCGA.2G.AAKG.01A	TCGA.2G.AAKG.05A	TCGA.2G.AAKH.01A	TCGA.2G.AAKL.01A	TCGA.2G.AAKM.01A	TCGA.2G.AAKO.01A	TCGA.2G.AAKO.05A	TCGA.2G.AAL5.01A	TCGA.2G.AAL7.01A	TCGA.2G.AALF.01A	TCGA.2G.AALG.01A	TCGA.2G.AALN.01A	TCGA.2G.AALO.01A	TCGA.2G.AALP.01A	TCGA.2G.AALQ.01A	TCGA.2G.AALR.01A	TCGA.2G.AALS.01A	TCGA.2G.AALT.01A	TCGA.2G.AALW.01A	TCGA.2G.AALX.01A	TCGA.2G.AALY.01A	TCGA.2G.AALZ.01A	TCGA.2G.AAM2.01A	TCGA.2G.AAM3.01A	TCGA.2G.AAM4.01A	TCGA.2X.A9D5.01A	TCGA.2X.A9D6.01A	TCGA.4K.AA1G.01A	TCGA.4K.AA1H.01A	TCGA.4K.AA1I.01A	TCGA.4K.AAAL.01A	TCGA.S6.A8JW.01A	TCGA.S6.A8JX.01A	TCGA.S6.A8JY.01A	TCGA.SB.A6J6.01A	TCGA.SB.A76C.01A	TCGA.SN.A6IS.01A	TCGA.SN.A84W.01A	TCGA.SN.A84X.01A	TCGA.SN.A84Y.01A	TCGA.SO.A8JP.01A	TCGA.VF.A8A8.01A	TCGA.VF.A8A9.01A	TCGA.VF.A8AA.01A	TCGA.VF.A8AB.01A	TCGA.VF.A8AC.01A	TCGA.VF.A8AD.01A	TCGA.VF.A8AE.01A	TCGA.W4.A7U2.01A	TCGA.W4.A7U3.01A	TCGA.W4.A7U4.01A	TCGA.WZ.A7V3.01A	TCGA.WZ.A7V4.01A	TCGA.WZ.A7V5.01A	TCGA.WZ.A8D5.01A	TCGA.X3.A8G4.01A	TCGA.XE.A8H1.01A	TCGA.XE.A8H4.01A	TCGA.XE.A8H5.01A	TCGA.XE.A9SE.01A	TCGA.XE.AANI.01A	TCGA.XE.AANJ.01A	TCGA.XE.AANR.01A	TCGA.XE.AANV.01A	TCGA.XE.AAO3.01A	TCGA.XE.AAO4.01A	TCGA.XE.AAO6.01A	TCGA.XE.AAOB.01A	TCGA.XE.AAOC.01A	TCGA.XE.AAOD.01A	TCGA.XE.AAOF.01A	TCGA.XE.AAOJ.01A	TCGA.XE.AAOL.01A	TCGA.XY.A89B.01A	TCGA.XY.A8S2.01A	TCGA.XY.A8S3.01B	TCGA.XY.A9T9.01A	TCGA.YU.A90P.01A	TCGA.YU.A90Q.01A	TCGA.YU.A90S.01A	TCGA.YU.A90W.01A	TCGA.YU.A90Y.01A	TCGA.YU.A912.01A	TCGA.YU.A94D.01A	TCGA.YU.A94I.01A	TCGA.YU.AA4L.01A	TCGA.YU.AA61.01A	TCGA.ZM.AA05.01A	TCGA.ZM.AA06.01A	TCGA.ZM.AA0B.01A	TCGA.ZM.AA0D.01A	TCGA.ZM.AA0E.01A	TCGA.ZM.AA0F.01A	TCGA.ZM.AA0H.01A	TCGA.ZM.AA0N.01A
hsa-mir-363	116.822	45.913	98.174	37.298	25.373	102.079	22.805	36.209	52.749	3.79	649.521	134.734	154.442	197.918	323.708	65.686	90.338	137.177	705.67	172.555	109.809	62.894	192.987	48.183	66.046	13.817	132.193	146.713	177.728	185.954	334.168	274.506	68.103	258.87	302.912	1208.55	135.03	172.925	182.959	344.247	134.244	61.68	290.46	154.641	619.107	42.909	97.172	188.108	390.635	88.406	590.348	35.134	94.762	44.494	11.231	29.587	44	31.53	406.208	79.063	396.765	306.732	38.402	116.77	237.459	95.492	448.159	47.9	991.874	447.14	947.79	284.949	1189.119	66.39	638.572	943.207	1052.337	206.237	145.577	612.162	339.056	135.527	55.775	996.918	71.7	634.569	25.962	69.953	51.616	69.578	61.092	27.799	45.857	4.157	30.929	11.811	25.719	46.574	213.054	256.993	612.762	28.972	386.386	85.955	111.698	112.77	172.671	171.486	119.928	18.932	538.29	238.494	19.424	20.84	54.987	36.419	251.636	220.157	58.37	38.822	43.084	894.308	56.979	13.594	17.472	27.004	64.75	47.072	152.163	923.489	45.115	77.012	716.955	21.364	16.055	147.62	192.382	65.539	143.384	11.121	73.343	24.668	277.331	35.685	28.799	312.061	460.958	352.429	55.741	40.727	41.788	126.335	53.025	40.569	44.548	54.806
hsa-mir-3653	48.676	38.957	105.446	78.899	65.546	44.299	48.988	92.533	71.211	106.112	46.641	6.467	42.23	48.612	34.394	65.686	19.263	45.294	23.344	73.336	34.115	13.305	17.47	13.141	36.473	31.885	104.724	7.846	37.137	37.191	18.27	11.194	41.675	77.045	155.937	5.069	52.838	42.622	24.767	19.29	44.748	20.56	58.602	5.948	10.967	76.283	54.553	47.937	20.452	83.281	14.526	40.539	47.381	64.269	52.409	43.242	48.231	141.886	191.877	93.438	85.021	31.762	116.216	43.541	92.635	135.424	40.209	54.015	6.719	68.162	34.675	19.497	11.807	42.185	16.374	15.576	12.537	47.447	32.917	13.874	15.434	27.105	13.064	60.936	8.296	24.321	47.825	86.487	87.35	35.198	48.596	79.426	74.245	54.036	128.663	43.701	36.435	37.841	13.194	23.871	48.656	36.216	23.384	48.814	55.051	50.011	117.498	63.658	105.492	63.107	13.66	40.286	25.4	63.618	95.63	57.004	25.539	17.327	38.275	97.055	43.084	10.131	115.797	34.439	86.114	70.885	59.863	108.091	14.281	17.023	33.282	39.361	18.527	42.727	48.164	36.226	19.001	62.368	56.402	23.952	71.247	97.44	27.207	52.814	10.697	24.602	32.267	13.124	40.295	66.747	270.346	97.833	81.459	85.793	87.659	72.204
hsa-mir-365a	146.028	365.916	286.342	223.786	249.499	493.062	254.23	199.148	197.807	422.553	153.743	259.229	184.607	197.918	224.572	186.549	136.836	151.413	161.41	139.482	305.971	453.566	652.905	300.047	103.505	291.214	195.714	157.697	216.191	148.763	202.74	221.454	383.208	228.052	229.424	248.402	221.136	112.036	239.684	272.282	72.522	1016.354	310.843	339.021	154.091	202.627	261.683	126.214	233.154	175.532	192.909	328.369	264.241	148.313	426.76	244.661	161.615	575.426	275.568	220.419	204.051	164.256	866.065	113.801	127.862	274.321	184.29	209.946	113.381	223.57	162.707	192.865	169.794	506.225	174.652	226.716	160.026	152.463	209.556	219.282	219.928	318.132	285.907	221.808	601.448	302.913	318.381	194.595	305.724	246.387	106.91	390.513	177.97	274.335	439.185	341.344	247.545	413.34	221.362	443.389	234.157	292.139	169.253	482.831	290.414	310.853	289.147	153.298	480.822	364.756	226.648	233.66	288.364	482.616	499.669	348.355	371.07	217.099	215.299	457.043	773.502	284.594	512.815	311.767	284.551	531.638	229.679	308.583	393.951	275.848	527.327	479.183	375.601	464.02	171.784	222.789	232.759	309.725	260.266	324.213	253.556	460.064	217.652	287.62	148.11	327.599	144.434	129.314	826.043	709.326	491.228	305.053	487.217	483.503	290.28	478.462
hsa-mir-365b	173.735	314.437	279.979	216.613	213.555	481.506	253.385	193.113	185.939	401.71	155.471	263.54	182.194	180.557	212.433	186.549	134.179	155.295	166.746	136.606	310.236	449.333	661.844	278.146	104.491	272.083	195.714	160.05	198.949	151.997	202.151	227.295	330.351	209.561	220.463	262.258	215.265	103.511	239.684	281.927	75.608	1036.228	313.391	350.917	154.64	197.859	255.716	123.787	237.244	179.375	195.233	320.261	262.419	144.605	389.325	254.903	167.539	569.514	295.981	226.408	207.829	168.793	801.388	117.759	121.339	279.53	181.776	218.1	115.481	229.023	168.042	193.465	174.292	508.3	177.771	230.177	157.814	153.729	210.483	221.312	226.198	320.272	283.897	224.246	607.966	302.913	326.58	193.323	297.783	241.476	113.852	368.008	192.164	243.161	405.782	287.013	244.33	377.44	232.601	441.358	223.514	254.716	165.912	438.262	289.616	319.678	306.517	153.298	416.417	344.562	224.625	211.1	294.341	505.65	461.417	346.771	375.576	222.196	211.471	442.926	729.417	289.66	487.082	322.642	277.063	496.196	246.782	315.557	396.413	275.461	524.369	480.324	381.777	451.202	189.444	217.355	224.446	285.412	262.305	331.057	254.953	415.661	214.581	291.188	148.933	335.368	139.824	128.928	822.686	701.407	467.349	303.512	483.375	491.484	295.309	449.754
hsa-mir-3677	5.991	5.565	9.09	10.042	6.343	9.63	7.602	16.093	9.231	13.264	10.365	21.019	10.859	17.361	34.394	18.392	18.599	19.412	10.005	41.701	17.058	22.376	15.439	54.753	16.758	6.377	12.018	53.35	23.874	16.17	24.753	14.115	4.066	15.409	19.716	45.625	50.881	25.573	26.365	30.418	66.35	14.392	22.931	18.24	25.773	2.384	6.819	7.282	34.087	3.844	18.594	9.459	9.112	17.303	3.744	10.242	7.615	11.824	8.165	14.375	28.34	14.52	8.085	16.823	15.657	10.417	10.052	5.096	14.698	16.359	18.671	22.796	41.043	15.214	49.121	32.882	16.961	19.611	9.272	17.258	10.611	25.679	16.079	60.936	24.888	28.744	8.199	1.272	5.956	14.734	19.438	9.266	12.01	10.391	8.66	14.173	7.501	8.733	26.876	11.682	66.902	7.243	15.589	16.979	10.372	14.709	13.282	23.384	15.546	22.718	35.414	64.458	23.906	12.065	7.172	9.501	30.797	25.481	22.008	26.47	22.043	24.867	7.352	7.25	11.232	23.628	3.665	10.46	21.175	18.183	11.833	7.416	36.493	8.545	16.055	16.302	32.064	8.457	20.386	2.566	11.875	7.4	13.164	2.855	22.765	29.782	44.559	22.389	16.118	3.394	8.528	7.703	9.99	10.641	24.429	9.569
hsa-mir-369	550.412	1195.14	797.212	281.167	310.817	853.228	929.923	726.187	581.554	676.464	1502.882	571.812	238.903	515.63	695.972	483.452	1547.705	636.71	635.637	706.039	1189.77	1123.029	802.013	1304.22	693.977	419.816	518.471	765.732	870.069	811.73	238.691	2966.026	1238.055	573.211	1243.911	2703.016	673.193	1820.583	116.646	2073.645	1282.257	1210.304	2856.187	2448.092	1849.095	741.375	288.959	828.281	114.532	676.502	2402.067	1066.185	422.786	562.354	1388.843	703.258	201.385	1032.614	900.189	487.557	1479.367	1911.177	32.338	769.889	554.505	381.966	966.682	402.567	2252.924	343.534	1268.759	757.964	350.27	125.173	2442.013	2364.652	3467.476	1158.341	2539.245	23.011	2072.44	1852.441	3076.14	2951.755	1086.755	3466.911	934.646	596.504	375.206	498.505	785.86	620.849	926.972	881.199	715.067	690.956	1193.79	946.025	647.959	498.75	1745.536	731.554	1281.644	803.304	1504.729	594.248	589.534	418.323	747.329	661.358	746.726	1181.191	2541.49	740.377	523.576	718.877	75.115	145.752	518.631	425.279	622.209	478.929	1154.294	1379.386	828.693	469.192	493.565	845.552	3458.886	1403.611	776.569	1617.243	160.571	1248.495	359.622	740.819	954.786	486.258	1236.773	1046.208	271.717	901.626	2338.884	868.569	2302.833	2092.491	89.119	1157.649	745.454	708.194	1674.95	621.661	1444.744	166.266	132.207	858.621
hsa-mir-370	670.229	2998.284	728.126	611.107	547.63	1484.963	646.132	1727.962	1242.231	1117.965	2684.458	1466.447	378.866	644.103	722.273	710.726	3770.952	1226.831	1170.559	951.931	2052.247	1621.952	1186.362	3480.111	1459.914	826.878	1136.515	1651.501	1441.715	1327.551	315.308	4180.373	1680.218	1103.277	2801.488	4844.34	1211.357	3283.138	178.165	3595.307	3089.145	1452.913	3508.448	5352.574	3143.241	1408.851	241.225	1375.007	297.237	631.658	4350.914	1564.819	493.858	1352.123	2313.491	1085.612	338.462	1099.616	667.487	446.827	2809.475	2749.699	40.423	1345.821	1116.839	381.966	649.202	554.421	4926.197	528.934	3763.6	886.041	511.068	99.585	4253.251	4472.591	8294.804	1784.01	2918.022	29.102	2199.284	2997.288	4222.281	4436.164	1214.155	6511.514	1530.415	515.105	383.147	693.322	1130.194	1102.702	911.686	2786.999	1088.683	1796.486	2555.824	3038.925	1685.867	621.659	2350.695	1383.434	1034.446	1068.596	913.529	626.608	481.231	936.679	852.821	988.25	872.192	1313.329	4456.946	822.641	667.022	769.547	114.175	226.273	736.801	806.443	1536.986	652.08	1577.044	1308.694	968.473	850.621	670.71	882.164	2809.36	1145.173	801.715	941.252	144.289	1164.749	338.751	1141.115	1561.028	1164.906	1753.227	835.769	202.565	1079.238	1918.499	1358.879	2724.672	3110.25	138.288	1706.172	316.986	1099.625	1043.006	405.967	768.481	175.577	97.718	1337.082
hsa-mir-374a	8256.923	17513.875	9631.083	23435.813	15287.119	15797.233	14649.877	21296.778	14813.138	18186.834	7393.489	3638.363	8304.887	9767.447	9057.752	11135.153	8633.933	11759.721	4390.095	9798.27	4975.5	6336.014	4782.015	14754.881	9792.566	28024.56	11620.954	5874.009	5354.373	6518.096	6284.355	4859.824	15204.295	11908	11573.389	4754.442	7551.898	7145.939	9060.846	7479.218	14424.238	6258.491	13328.025	4018.693	6603.987	29149.623	9019.954	9280.993	9165.944	16512.788	8288.701	17438.674	17665.888	17010.295	21905.163	23069.825	21319.704	17247.026	33272.295	25779.411	5768.208	5527.53	29909.067	13003.003	8008.364	8491.802	11028.052	14638.151	5056.376	8637.434	9549.034	7055.636	10438.385	12689.524	8058.176	8667.123	7173.884	4181.668	5677.022	8945.883	8452.293	6135.809	4695.108	15524.137	5985.448	10535.607	20513.027	24520.269	22438.932	13439.158	23062.071	11136.889	17100.393	21994.636	27547.402	25772.071	24777.029	24921.706	3169.918	9319.811	12183.778	40334.463	11754.156	19054.323	13110.931	25968.452	19189.989	20439.345	19677.073	29872.164	10401.037	14021.202	29138.24	27962.116	46517.022	16337.837	8506.807	14712.814	18077.448	32201.236	24646.875	11109.771	33048.087	16078.635	17638.431	54189.955	21373.548	19154.815	6865.573	9217.098	14217.867	16117.662	14866.28	16909.803	24170.144	14705.896	9201.695	14336.162	9280.551	17173.041	13411.914	23094.466	5819.564	19026.44	4225.792	9574.182	19235.797	11104.786	17843.883	14254.393	22587.097	15187.947	16752.886	14925.404	15673.663	13663.991
hsa-mir-374b	689.699	683.136	840.845	1661.178	1317.272	1377.106	1741.6	937.404	1044.423	1189.97	678.888	396.658	635.867	701.395	1037.889	574.099	750.604	437.415	502.24	540.674	372.07	653.74	724.006	344.945	662.432	785.427	561.39	335.792	417.792	274.889	1080.298	417.113	915.836	810.508	647.049	711.409	555.776	780.598	838.094	395.439	646.529	432.447	1592.433	389.379	746.876	1868.932	1163.508	900.49	645.604	767.47	607.78	672.953	738.053	1198.866	1708.913	807.95	845.308	1714.455	1618.707	1056.573	725.513	744.143	1942.331	717.441	718.9	656.287	795.796	939.663	647.532	1008.791	650.828	746.566	1145.265	1627.252	819.462	682.455	795.705	523.183	287.444	1328.55	733.577	318.132	448.206	584.989	840.25	479.796	1145.078	1012.404	752.398	765.356	744.207	900.165	880.023	1007.975	2156.335	1026.395	851.941	1073.132	375.777	1011.72	433.343	2720.995	520.007	1084.513	725.238	1193.4	666.163	722.321	948.319	1187.667	761.903	599.458	753.034	796.316	1360.343	777.464	655.005	453.564	626.759	991.73	1740.381	658.527	1200.245	526.559	737.587	1571.286	619.399	838.579	600.282	896.408	879.372	776.391	1045.956	1410.005	905.477	677.424	795.655	859.409	682.943	724.561	1013.525	1487.499	687.623	989.897	589.971	635.775	948.038	702.155	1041.621	1288.552	2668.493	828.882	1105.844	978.312	1271.051	701.164
hsa-mir-375	425.352	1113.052	261.798	348.589	336.19	1092.055	285.48	923.323	784.636	1028.907	8991.38	17320.353	1199.34	1137.163	19558.028	1093.021	964326.899	2359.191	181239.813	6027.935	15970.215	100391.685	21987.11	18048.831	8171.972	1872.697	2005.211	17890.347	5599.743	21777.653	277003.139	14008.071	651.555	5007.893	99331.836	73398.809	5549.931	4695.764	33223.367	45614.254	1263369.154	8989.555	2316.034	21449.551	43327.049	371.879	450.06	435.075	16103.974	281.876	179836.043	1347.257	526.66	326.289	962.083	521.185	389.231	685.782	300.063	317.451	7325.039	14855.635	1178.334	945.043	2242.812	1236.181	208.582	279.249	72072.986	4820.386	1310619.988	38177.463	21967.498	115277.638	21381.651	105878.048	269042.051	4547.327	26766.152	76687.364	15934.2	30087.007	635.126	60607.266	19525.441	6686.186	893.653	831.799	377.192	203.003	788.637	679.095	672.573	494.635	651.973	375.597	260.405	604.486	57739.714	20540.152	25982.329	603.592	30959.887	384.143	272.862	246.133	232.953	5691.525	244.298	637.377	268092.186	18178.736	700.74	372.931	329.925	612.788	28039.789	1958.991	525.329	841.735	2935.702	24746.353	520.167	367.957	638.992	1949.34	517.999	549.173	1216.322	77072.103	289.919	549.349	174203.67	2061.171	484.848	8379.046	25688.979	757.929	1836.132	281.441	129.921	441.563	4050.701	2757.01	96325.68	1430441.629	1053370.011	164518.98	150.434	1590.609	199.561	236.493	419.591	391.059	365.724	474.982
hsa-mir-376c	636.53	794.441	851.753	208.006	795.015	493.062	1335.339	780.5	684.414	411.184	882.727	476.959	118.245	399.309	473.423	363.902	600.483	529.297	331.492	724.733	523.456	823.071	690.284	965.846	787.624	411.313	418.897	360.898	555.73	675.903	118.462	1460.137	812.156	456.104	589.693	1145.689	667.322	2441.651	67.91	955.583	817.806	719.603	1793.716	1410.409	728.78	1230.063	220.768	784.591	65.447	714.939	794.297	725.654	605.021	446.176	1828.706	1201.684	402.769	545.867	1108.396	603.756	1222.414	1334.92	17.18	626.4	1032.033	196.192	912.233	368.935	691.625	444.413	914.893	501.81	186.661	53.25	1793.305	1332.028	1252.185	782.56	1086.724	14.89	1133.885	712.587	1475.261	2244.894	538.637	1799.787	513.782	913.198	516.157	744.073	655.346	745.283	1000.125	904.06	1394.257	850.407	814.435	620.011	445.167	455.071	1585.883	895.731	1282.758	347.002	1817.483	875.683	609.968	572.92	742.887	772.425	632.39	1801.598	2353.232	1093.564	492.497	856.636	32.3	89.694	544.467	367.046	376.732	201.703	924.538	1254.317	990.937	212.655	581.527	1274.431	1821.036	635.262	548.775	1885.927	100.497	2091.08	467.188	648.443	831.282	347.78	1408.018	1401.217	582.55	629.042	1925.081	909.963	1037.866	1419.165	58.388	708.718	1010.056	1305.521	2832.235	1140.097	2290.842	359.801	204.058	698.554
hsa-mir-378a	9186.258	4371.512	5358.682	8512.464	12261.411	1706.456	10017.999	13783.463	11409.532	3848.454	7365.849	1084.88	6548.107	7163.257	16070.075	4672.928	1423.49	5479.329	3112.152	10658.171	3726.028	3326.15	1890.866	4615.691	11654.671	14313.059	11066.43	3441.085	8436.752	5674.026	2381.607	921.347	4818.048	12481.211	7771.754	1385.98	15493.231	24931.631	2217.874	2095.902	3744.932	4779.535	15651.703	758.139	788.004	15840.632	3650.771	11540.714	1008.288	10307.68	901.792	15219.82	11748.708	8802.392	7823.941	18614.719	10010.006	4638.883	7960.856	10529.787	13669.501	3734.327	2590.111	8033.362	15584.866	11068.338	8348.315	10228.259	487.539	25293.394	2068.957	1407.648	1749.664	2789.773	6660.958	1337.797	1087.734	2879.088	832.197	2535.276	724.896	2138.474	1185.334	7936.347	1987.446	8773.408	3373.745	8053.444	13191.781	5260.901	11295	6360.721	7322.969	13078.735	9784.542	6209.156	8083.263	2704.177	1361.398	2318.525	14172.594	7681.318	8422.55	2293.183	6211.995	17699.968	2753.542	7845.497	2843.848	8999.008	1574.903	26532.479	12339.9	5609.315	3167.757	6321.055	3065.455	12546.917	14310.197	8101.484	2137.151	782.404	6874.296	7283.012	7188.662	4713.858	5778.616	6745.242	3926.209	475.866	3513.05	11271.639	866.858	4241.978	14929.138	13688.854	4977.596	4995.775	11527.807	11966.808	19889.112	8151.641	4326.715	7214.046	1037.591	3331.67	3873.588	1804.991	16392.598	10450.959	3997.195	6763.551	9541.46	9946.057	9534.68	4226.12
hsa-mir-378c	146.776	16.696	105.446	60.25	93.034	34.668	85.306	76.441	89.673	30.318	60.461	8.084	57.916	78.126	68.788	31.529	12.621	80.236	16.675	93.468	24.52	38.1	23.158	24.091	47.317	164.738	54.937	43.151	50.4	16.17	27.111	5.354	54.889	58.554	51.979	11.491	101.762	112.036	25.566	8.903	23.145	65.792	50.958	4.758	14.806	69.131	48.586	52.792	12.953	73.031	4.648	86.484	238.728	100.111	24.333	64.864	125.231	25.618	48.99	132.97	98.247	33.577	31.328	43.541	76.978	53.823	234.55	158.988	2.52	139.05	17.782	14.997	10.12	24.896	31.188	6.346	8.112	27.836	8.809	14.213	9.164	9.986	13.064	29.249	18.369	22.11	23.23	85.215	85.364	82.675	94.414	29.123	104.817	47.801	54.434	67.324	47.151	12.614	9.773	35.045	85.148	19.315	31.178	26.529	47.073	255.939	35.76	88.341	55.522	50.485	11.636	141.807	28.388	43.874	43.034	49.086	29.295	79.501	138.748	81.174	27.053	4.145	42.275	51.659	68.642	42.193	58.641	36.612	36.933	6.577	22.188	78.723	5.053	23.073	205.498	52.528	36.22	39.112	109.407	116.34	189.992	38.236	31.156	96.349	7.954	9.064	21.511	23.547	243.112	48.646	26.438	84.737	120.652	107.076	163.103	40.887
hsa-mir-379	27337.86	53269.283	28528.731	19974.308	22734.04	37384.088	28895.183	44456.295	32490.528	30209.7	51628.317	27398.472	14386.047	24205.073	28087.731	30810.847	71225.631	31788.907	23601.929	32147.07	56115.369	53366.571	42116.262	56936.712	52136.985	29220.237	34179.579	33489.776	29317.083	37599.923	8137.895	97419.388	44150.19	21002.334	66904.121	65928.17	36111.733	67890.075	8114.095	82647.549	121257.417	41347.021	69712.884	108983.704	65061.588	43638.616	15306.304	27702.81	5686.362	23731.366	67139.347	58048.284	31490.255	42181.527	93428.711	27532.897	16586.317	34959.123	26883.198	25923.162	104725.195	69041.043	2437.514	46018.162	23560.612	13651.818	33542.366	24150.962	64384.07	16328.785	64218.585	30331.468	12408.443	3155.61	85324.662	114279.227	110733.566	43736.076	77755.967	831.443	68812.518	61845.277	114061.88	162607.356	33849.392	209184.32	45492.953	21344.424	24626.643	32121.208	55778.001	42376.569	63281.937	60821.415	29151.973	44681.827	67553.062	48651.905	32011.922	23763.233	72760.556	56598.866	44774.027	59864.703	40968.367	25709.571	26898.884	42971.602	18358.976	51958.229	31200.582	41957.252	101180.006	36551.584	20352.542	22137.943	2122.007	12514.301	24472.303	24761.494	32748.612	13308.239	48994.984	61334.631	34352.071	26122.839	27418.494	30384.101	71989.04	25771.43	26603.77	35594.169	4130.489	67614.431	20307.416	29940.689	37589.964	27846.741	45723.888	27877.213	10526.407	34725.571	46709.218	37962.954	48557.525	64977.285	5734.323	45760.535	16845.243	32837.143	71822.447	25364.858	35442.344	8294.034	5000.139	33614.966
hsa-mir-381	12769.55	13575.062	17536.843	3401.256	10214.671	2813.918	13757.962	10474.386	8170.765	4911.469	10843.208	1777.414	913.381	4005.243	3243.149	4793.791	3893.839	5806.743	3223.538	6991.369	4832.642	6287.029	3767.512	13712.381	11174.605	7585.379	7859.466	4245.26	4081.101	7638.672	667.746	9211.033	9808.894	8231.435	11539.334	8917.451	7743.68	26336.95	531.299	6712.081	11878.24	5331.916	18548.657	13366.962	3641.159	15132.63	1511.281	10706.972	415.859	4877.73	4760.556	11196.966	9425.208	7434.202	27636.48	11631.07	4848.464	6822.35	12770.029	7877.575	13864.105	5891.435	197.063	10717.087	9725.374	944.498	19112.497	6250.49	3523.632	5262.073	13446	1228.88	1227.351	183.956	9525.567	8053.894	7155.448	3797.663	4616.261	100.843	5779.391	5641.492	4612.702	25766.314	3376.406	16910.037	4071.997	11753.297	9100.244	8986.178	14717.517	10846.983	20715.475	27443.936	11632.83	12274.215	13612.845	6641.584	3439.168	3157.562	13339.359	12242.063	7075.209	3661.028	7362.482	5557.104	6613.609	6212.48	6049.701	11703.759	2409.151	12206.713	18639.091	9337.524	2974.106	6539.568	147.226	1020.265	9467.408	3802.809	4000.771	1016.803	7339.322	17088.251	12225.718	4143.402	9414.379	5655.613	5336.552	2053.574	4342.869	30292.922	446.904	14988.779	6848.876	3954.96	5541.086	5550.744	19958.247	25976.416	7263.012	20579.532	7552.005	16014.64	5246.378	10502.596	365.694	4810.864	4057.687	10172.659	15739.757	7874.376	17011.096	2925.624	1334.28	5352.679
hsa-mir-382	1818.231	3941.596	2559.805	787.554	1224.238	2105.142	2048.196	2168.502	1670.813	1644.736	3016.129	1664.776	693.783	819.452	1205.812	1229.649	2892.148	1190.596	1912.913	1161.873	4620.488	3583.776	2728.227	3005.948	1520.046	1089.395	1174.285	1549.508	2659.281	2483.7	407.248	5373.792	3258.789	1466.927	2622.25	6597.684	1254.41	2244.37	367.515	4235.577	1638.697	3356.092	4713.601	8023.508	4297.555	1859.397	493.532	2149.889	469.716	1156.971	5577.514	2425.604	1233.733	2164.138	3593.772	1350.756	619.385	2118.436	1404.377	1012.249	2382.48	2799.611	118.238	1434.882	1175.552	723.999	2229.903	924.375	7577.635	662.53	2673.552	1702.795	594.278	206.086	3503.962	4515.28	9365.577	2411.576	5333.48	43.653	5833.891	4002.328	8440.039	6334.94	2329.353	6641.965	2854.497	1177.746	901.289	1294.147	2210.404	2278.211	2444.629	2525.133	1183.943	2267.753	3072.347	2263.669	2363.145	1431.746	2739.944	1933.91	1360.703	2103.234	1872.534	953.151	1092.221	1095.174	1517.977	1907.083	992.599	1424.519	4799.099	1175.828	652.678	861.386	108.917	373.044	863.109	988.201	1350.624	1006.672	1882.16	2965.407	1498.886	1068.339	937.04	1260.483	4433.421	1806.743	1146.364	2384.506	206.047	1848.388	648.604	2078.46	1679.189	1683.933	1978.156	2487.631	588.836	2215.214	2811.049	1910.566	4474.013	2504.256	144.434	2059.759	774.332	1609.841	2486.841	1127.772	1857.419	411.676	185.377	1484.101
