	TCGA.RZ.AB0B.01A	TCGA.V3.A9ZX.01A	TCGA.V3.A9ZY.01A	TCGA.V4.A9E5.01A	TCGA.V4.A9E7.01A	TCGA.V4.A9E8.01A	TCGA.V4.A9E9.01A	TCGA.V4.A9EA.01A	TCGA.V4.A9EC.01A	TCGA.V4.A9ED.01A	TCGA.V4.A9EE.01A	TCGA.V4.A9EF.01A	TCGA.V4.A9EH.01A	TCGA.V4.A9EI.01A	TCGA.V4.A9EJ.01A	TCGA.V4.A9EK.01A	TCGA.V4.A9EL.01A	TCGA.V4.A9EM.01A	TCGA.V4.A9EO.01A	TCGA.V4.A9EQ.01A	TCGA.V4.A9ES.01A	TCGA.V4.A9ET.01A	TCGA.V4.A9EU.01A	TCGA.V4.A9EV.01A	TCGA.V4.A9EW.01A	TCGA.V4.A9EX.01A	TCGA.V4.A9EY.01A	TCGA.V4.A9EZ.01A	TCGA.V4.A9F0.01A	TCGA.V4.A9F1.01A	TCGA.V4.A9F2.01A	TCGA.V4.A9F3.01A	TCGA.V4.A9F4.01A	TCGA.V4.A9F5.01A	TCGA.V4.A9F7.01A	TCGA.V4.A9F8.01A	TCGA.VD.A8K7.01B	TCGA.VD.A8K8.01A	TCGA.VD.A8K9.01A	TCGA.VD.A8KA.01B	TCGA.VD.A8KB.01A	TCGA.VD.A8KD.01A	TCGA.VD.A8KE.01A	TCGA.VD.A8KF.01A	TCGA.VD.A8KG.01A	TCGA.VD.A8KH.01A	TCGA.VD.A8KI.01A	TCGA.VD.A8KJ.01A	TCGA.VD.A8KK.01A	TCGA.VD.A8KL.01A	TCGA.VD.A8KM.01A	TCGA.VD.A8KN.01A	TCGA.VD.A8KO.01A	TCGA.VD.AA8M.01A	TCGA.VD.AA8N.01A	TCGA.VD.AA8O.01A	TCGA.VD.AA8P.01A	TCGA.VD.AA8Q.01A	TCGA.VD.AA8R.01A	TCGA.VD.AA8S.01B	TCGA.VD.AA8T.01A	TCGA.WC.A87T.01A	TCGA.WC.A87U.01A	TCGA.WC.A87W.01A	TCGA.WC.A87Y.01A	TCGA.WC.A880.01A	TCGA.WC.A881.01A	TCGA.WC.A882.01A	TCGA.WC.A883.01A	TCGA.WC.A884.01A	TCGA.WC.A885.01A	TCGA.WC.A888.01A	TCGA.WC.A88A.01A	TCGA.WC.AA9A.01A	TCGA.WC.AA9E.01A	TCGA.YZ.A980.01A	TCGA.YZ.A982.01A	TCGA.YZ.A983.01A	TCGA.YZ.A984.01A	TCGA.YZ.A985.01A
hsa-mir-152	1124.606	807.88	1542.825	752.283	615.318	430.332	1137.094	631.998	574.83	446.404	632.266	385.71	353.5	692.547	1285.107	1041.661	1187.308	1123.114	300.14	621.104	518.576	2409.222	578.8	658.239	425.272	805.181	1048.19	1135.784	529.084	479.22	499.553	844.84	1870.611	759.544	747.215	352.82	867.939	501.277	2383.559	1675.645	1631.147	592.626	957.663	468.959	2037.767	862.654	852.363	1252.538	291.494	775.344	693.178	963.191	366.639	487.405	756.971	791.006	908.32	304.77	934.839	2369.44	726.877	619.808	945.079	1124.075	1132.371	1315.226	806.605	1699.312	744.456	1556.209	1704.778	809.219	485.302	281.891	515.179	464.216	875.93	568.518	569.237	166.656
hsa-mir-153-2	1.165	3.049	1.526	0	6.242	1.24	3.553	0	8.996	1.993	9.288	0	1.081	0	0.874	3.152	0	8.653	12.066	0.636	4.519	8.228	5.368	11.157	53.032	4.72	4.836	4.903	12.147	4.662	20.934	39.664	16.425	15.448	10.57	4.655	12.175	16.121	9.421	13.528	52.102	25.795	53.497	17.677	1.802	16.59	6.177	0	0	0	1.332	9.344	6.395	2.742	2.604	3.776	2.914	16.711	14.839	9.887	17.681	2.201	12.097	22.904	28.764	3.172	16.221	1.335	4.147	0	3.635	9.12	3.801	13.921	21.864	129.527	12.243	9.121	13.072	4.166
hsa-mir-155	1447.42	12272.159	207.541	1006.696	1300.194	1485.698	1335.197	2801.545	936.461	866.9	4012.923	3632.385	599.978	7804.205	1160.178	928.198	6314.031	2746.352	414.766	2571.598	1292.486	152.222	1273.897	9479.2	4371.02	1355.499	294.992	670.031	2688.609	1228.817	1905.915	4647.283	319.034	4079.652	141.475	2372.924	561.812	6404.526	564.861	1405.089	825.343	11335.289	174.806	911.922	688.264	2233.729	1294.427	1448.389	2191.96	548.684	13253.612	922.701	132.161	256.385	1318.622	2195.56	2993.013	308.749	97.688	355.946	1015.664	171.639	426.42	1329.333	3841.685	220.966	589.839	2279.988	1778.193	957.452	637.02	5525.241	1073.24	3532.338	669.596	1291.485	284.928	270.578	288.778	974.939
hsa-mir-15a	1915.326	515.214	492.911	548.996	1652.442	498.54	109.268	106.905	1101.083	459.357	1272.39	513.162	302.691	640.345	397.501	318.329	1058.665	121.137	1702.804	4117.357	1997.478	607.242	2294.625	2276.503	559.89	649.431	360.278	772.987	1164.794	1013.447	2353.134	1392.863	458.65	1896.285	1883.08	1630.047	776.623	3804.487	1223.115	714.269	1175.847	2909.554	2704.211	3247.359	291.882	1402.301	365.298	373.484	773.802	1218.99	1540.839	650.952	1394.082	1693.236	1583.388	1467.797	1279.078	1305.818	782.742	1047.356	1910.509	1703.189	869.473	987.53	1090.134	714.705	331.785	431.169	2824.891	806.019	229.909	913.688	995.947	1799.23	677.795	440.58	1056.236	632.363	483.673	351.367
hsa-mir-15b	2045.85	1350.532	2122.72	4045.043	5574.427	2947.833	2713.924	4254.198	3036.975	1364.122	1538.871	2287.43	2799.896	1313.751	4236.222	2124.296	1933.857	2231.519	2030.093	3995.809	3570.153	2393.588	2198.009	2217.373	2110.042	1675.495	2658.558	2799.421	1723.571	1273.569	2073.384	2962.229	2007.7	3417.948	3691.357	3014.33	3701.351	1526.861	1874.406	3467.63	2309.064	1625.752	1943.958	1077.254	2486.399	1730.188	1272.367	2277.341	2099.909	2232.051	2857.943	1502.796	3638.682	2849.025	2135.491	2265.41	2120.384	1525.443	1744.785	2992.344	2702.215	2289.256	2014.152	4519.204	1313.331	2115.569	2430.137	2994.153	4555.389	2333.615	2140.968	1017.327	3151.297	2707.546	3373.942	1429.52	2656.728	1723.796	4011.993	1959.599
hsa-mir-16-1	1019.72	525.884	755.389	1063.909	1356.375	452.654	590.756	474.785	1307.087	831.028	1091.641	867.01	633.49	890.915	801.99	907.711	1089.244	414.462	1176.428	1795.855	1568.156	1063.909	1651.414	1454.82	1107.543	808.013	436.444	996.875	1739.767	659.16	1315.966	820.381	1064.498	1737.94	848.85	2072.236	1683.697	2909.404	1468.066	1090.342	1871.526	3595.439	1280.903	2655.701	472.056	1252.02	380.298	604.634	1229.262	1086.311	1438.96	1085.439	1468.689	1425.883	985.277	2173.849	1382.511	1122.796	1018.925	1256.403	1849.608	947.683	1117.461	1559.258	642.283	760.167	934.895	540.63	2230.259	811.601	939.627	1282.645	1097.315	4235.326	1067.254	502.034	991.682	693.167	711.844	779.118
hsa-mir-16-2	1066.336	524.36	753.863	1015.217	1438.418	446.454	634.285	559.68	1361.062	890.815	1127.362	868.687	751.323	927.456	845.672	847.827	1101.898	405.809	1117.607	1779.309	1572.675	1075.428	1623.682	1336.002	1194.229	806.125	466.668	1047.536	1747.866	661.957	1460.599	835.585	1120.724	1801.02	827.71	2197.911	1602.817	2899.424	1498.787	1184.135	1928.365	3469.77	1301.246	2847.028	531.513	1365.219	346.769	639.933	1337.613	1066.962	1405	1027.04	1449.504	1536.252	1048.647	2234.26	1421.845	1197.596	1075.806	1288.184	1964.533	915.409	1108.389	1511.687	661.217	823.602	1007.15	548.639	2275.88	803.925	961.436	1368.044	1281.046	4445.874	1184.774	563.488	1071.818	775.252	767.698	751.342
hsa-mir-17	11937.72	10439.948	9256.951	9860.022	14606.229	8240.788	7526.141	9920.174	14745.883	6052.358	8840.29	13100.733	6223.552	11211.258	4881.833	7053.671	6842.309	7781.33	16614.785	18883.206	9118.578	12997.292	8115.725	9732.455	8639.036	10317.27	5586.721	12233.781	7471.957	5933.376	13337.597	9260.19	12680.478	12114.082	16274.496	14792.375	10395.266	17411.897	33922.812	10819.546	22392.596	13239.496	18570.827	17627.035	6870.03	9015.91	7892.737	7971.833	7189.552	11335.78	4872.887	5273.024	15548.064	11610.666	15089.064	7621.216	11268.412	8552.669	7472.526	7657.068	8510.358	10880.015	8303.085	8631.416	4867.009	9041.65	13952.644	7938.577	11366.44	6365.802	7170.79	5343.664	11386.231	13755.238	17574.837	3352.565	16867.496	9722.576	7545.067	13317.22
hsa-mir-181a-2	15007.37	28466.349	53565.488	87266.06	14911.213	29181.937	68995.842	132424.104	71799.818	45394.681	40800.791	22730.074	19766.832	17564.247	59452.129	38464.253	18521.369	35007.764	16723.379	10047.752	82850.147	45664.961	14317.026	13645.073	82956.574	20437.257	35725.512	53494.6	41565.458	19455.022	33178.902	30319.717	101567.015	14291.013	85237.835	30737.234	83621.314	12232.545	35017.717	56211.676	54203.214	10534.318	89535.089	20181.873	50493.729	29582.997	26468.243	51551.033	16808.862	16007.194	15504.942	23407.023	48780.078	85701.758	15317.37	7654.253	15268.807	57218.85	34104.297	81637.256	27225.484	76829.059	82820.666	69071.586	26035.056	139294.489	53974.703	29024.463	12114.007	75753.178	68485.538	17451.27	13896.372	18241.133	40056.854	80965.49	31682.622	128728.365	38924.418	38496.197
hsa-mir-181c	497.041	332.298	729.447	642.727	288.04	119.054	758.655	830.087	939.159	344.767	310.775	105.651	284.314	123.545	105.709	312.026	288.919	655.871	150.824	227.823	433.841	750.413	321.158	437.896	547.652	185.012	241.797	114.395	408.96	109.083	765.982	292.19	1235.702	262.622	514.676	224.353	1882.854	203.428	906.072	330.079	701.008	838.671	693.194	386.813	81.078	450.844	66.177	194.713	174.513	174.141	246.374	166.631	409.272	625.195	264.766	258.634	375.128	308.749	682.581	127.83	477.382	868.465	527.732	701.225	732.582	80.351	429.108	297.68	177.301	340.552	250.81	285.216	111.505	267.97	45.095	844.287	243.747	258.417	297.097	231.93
hsa-mir-181d	131.69	152.43	152.604	159.465	139.115	76.889	125.258	229.532	195.208	74.733	175.034	51.987	143.778	74.823	55.039	45.701	86.465	210.259	92.003	91.638	137.835	143.171	78.724	124.396	180.511	46.253	106.391	40.856	164.664	27.038	160.809	84.616	216.058	60.506	212.212	120.089	448.754	51.433	207.266	124.456	100.652	167.999	184.601	115.42	46.845	252.746	33.53	95.648	72.874	131.297	110.536	53.727	176.925	278.321	49.481	43.42	119.458	121.749	340.054	63.562	234.762	509.783	217.746	295.995	252.326	62.378	116.493	228.266	94.872	205.168	87.238	69.646	26.609	140.946	24.597	219.344	95.718	88.166	68.926	72.218
hsa-mir-182	11905.672	310780.887	730.973	3737.07	2589.687	4042.884	5221.749	3933.483	1933.193	1098.074	20187.497	8849.535	4831.172	15514.447	14210.432	784.792	3666.314	15898.382	6137.033	5652.934	3498.976	300.33	34658.224	4068.252	5024.735	22193.931	4576.009	5682.187	6199.187	9357.84	2277.963	36876.815	2419.601	2120.286	2655.501	28875.387	3329.129	5802.686	3234.743	1269.811	854.354	4666.266	1225.146	5035.85	9113.195	169327.16	5617.123	18600.184	4755.959	15517.94	17728.97	2581.228	7155.861	9967.473	17748.878	1593.338	26776.864	26199.909	14485.052	5375.202	10116.364	735.701	6512.728	13180.571	119063.12	20173.495	22825.299	6697.131	54289.852	68233.13	1962.857	5089.954	3590.984	9693.919	6441.784	6856842.994	170208.673	15307.433	4177.179	2759.549
hsa-mir-183	4320.701	142959.757	233.484	1024.955	795.455	1132.256	3393.515	1993.468	566.734	268.042	4995.971	2523.887	1885.335	4766.046	6247.313	271.053	1249.52	9046.347	1912.45	2216.5	1169.338	100.384	10589.267	1040.352	1776.555	8606.85	1263.39	2281.373	1525.165	3274.358	730.775	15921.074	1170.632	606.348	728.515	10482.199	780.101	1679.624	1229.26	333.686	235.051	634.956	320.979	1721.942	2772.876	42003.659	1768.255	7499.284	1162.141	2961.787	3062.367	970.199	2163.598	3294.613	7883.953	564.465	10877.259	8668.052	5379.032	1924.508	3570.539	204.647	2829.188	6386.789	57804.058	7152.334	13710.81	2277.318	20569.499	25120.561	1017.778	1540.501	1174.609	2349.092	895.072	3067449.684	69681.513	3256.06	976.854	569.409
hsa-mir-185	2261.448	1493.816	2400.459	1412.052	1525.811	1849.062	2368.354	1257.708	1205.435	1805.544	1092.355	1440.544	2717.737	1376.394	1710.564	1399.388	2252.3	2241.037	1726.936	2581.78	1095.901	1068.845	1662.149	2662.521	1172.812	1278.096	2945.088	1982.31	979.884	2204.971	1770.797	1733.311	1333.623	747.958	2096.919	1051.944	874.027	986.434	1476.668	1237.344	965.071	862.482	1726.958	977.431	2405.321	2209.332	2202.378	1005.446	1099.815	1525.811	3689.623	1501.239	1240.605	2429.486	1506.129	1968.075	694.898	1510.324	2031.666	853.139	1737.63	2304.659	1171.898	971.673	2030.985	2710.803	973.235	1938.257	2452.663	2099.835	1533.936	1449.298	1218.958	917.016	1283.164	1052.286	1502.548	1264.725	1279.892	1302.696
hsa-mir-186	1710.217	2342.853	3813.571	3063.91	2100.108	2890.786	3095.028	3807.712	3619.002	3615.074	1399.558	4888.458	5119.81	4186.604	4574.316	3742.732	3083.204	1955.499	1992.387	2289.683	1635.944	2456.123	2081.712	2688.181	2683.19	6094.08	6371.352	1668.54	4508.009	2714.025	2258.932	2096.896	2788.543	1405.8	5553.298	1854.4	3149.975	3591.079	3709.488	1497.98	2948.498	3317.646	3953.468	4539.856	4529.571	1945.852	4161.224	3106.293	3961.061	4407.438	2620.225	2270.546	6627.218	4248.858	2534.81	1484.787	1340.992	3997.028	5042.688	3964.132	4532.178	3447.453	3450.672	1217.454	2400.553	6226.179	1057.287	1782.075	1658.438	3466.228	3977.512	3522.921	3513.69	948.337	1358.323	2629.296	2298.342	6192.898	3045.835	5437.159
hsa-mir-188	48.947	15.243	24.417	7.304	28.536	8.681	25.762	9.433	25.188	24.911	20.004	16.77	11.891	33.061	21.841	12.607	50.613	14.71	19.607	35.637	39.543	21.393	19.681	32.354	16.317	33.982	13.299	8.171	32.393	43.82	9.515	51.563	16.425	38.621	14.635	16.757	27.83	82.906	58.166	10.822	40.261	44.315	19.59	34.314	27.026	34.155	46.765	17.08	41.231	8.292	40.618	49.834	19.185	9.597	33.855	28.318	32.05	12.732	4.946	10.594	21.61	6.602	13.609	7.047	34.226	10.573	22.119	8.009	25.403	6.281	36.349	37.31	22.808	26.101	6.833	13.236	5.565	27.362	4.754	13.888
hsa-mir-18a	35.545	15.243	18.312	26.78	29.428	21.083	36.423	25.154	26.987	17.936	44.294	21.801	14.054	43.502	13.978	15.759	18.98	12.114	30.165	49.001	27.115	24.685	33.1	44.069	23.456	24.542	10.881	31.05	25.644	29.835	42.819	27.765	31.587	32.184	27.645	31.651	16.524	121.289	125.343	52.308	93.547	56.881	42.194	53.031	14.414	42.938	26.471	20.496	27.807	30.406	23.972	28.031	19.185	17.824	33.855	36.813	31.321	18.302	28.441	16.95	21.61	27.873	21.17	22.904	22.939	17.973	51.611	12.014	118.201	9.072	21.81	19.899	17.74	46.982	49.195	9.454	26.712	30.402	10.695	20.832
hsa-mir-190a	10.489	13.719	48.833	9.738	25.861	9.921	9.772	31.443	28.786	27.9	5.715	35.217	9.729	8.7	10.484	17.335	11.599	13.844	190.038	35.001	12.428	24.685	20.576	17.293	7.139	16.047	27.807	11.44	18.896	12.12	11.418	11.899	15.794	21.885	36.588	65.165	17.394	40.686	75.779	44.191	63.943	54.897	67.059	113.34	23.423	11.71	18.53	4.555	20.136	51.137	15.315	14.794	38.369	23.993	15.626	22.654	26.223	41.379	18.548	15.537	34.379	10.269	22.682	33.476	25.852	30.66	17.695	40.047	32.661	14.655	11.813	33.165	5.068	17.401	21.864	21.745	41.181	39.523	103.39	91.661
hsa-mir-191	2544.057	3710.152	5144.277	9636.041	4580.108	7014.281	8087.581	8115.363	3775.529	2661.483	3342.078	5651.494	8008.351	4447.614	10129.716	9761.045	4225.171	6995.669	3803.784	3762.259	2461.824	7728.765	4178.632	3867.433	4062.009	3574.703	7864.449	4729.436	4134.141	4041.67	5797.673	4565.972	6011.729	3540.247	5810.229	2781.6	9000.301	4364.105	4262.061	4806.883	8709.909	3041.175	5660.082	2672.338	9125.807	3293.505	3780.925	6132.88	4271.733	3499.414	6700.052	4019.396	5953.625	4009.611	3093.857	4054.14	2123.298	4908.952	4984.569	9193.849	3643.227	6179.009	4943.141	9382.854	3785.613	5659.489	7271.242	3747.03	3590.084	6421.63	5778.615	3864.518	5812.224	2845.011	7862.967	6570.877	4516.549	4180.282	4675.113	4664.985
hsa-mir-192	933.481	1489.244	3473.264	3132.078	2027.875	1467.096	8505.108	1219.977	4133.561	1375.083	971.618	1368.433	3171.774	875.254	6645.688	3585.143	1279.045	3588.255	1158.329	1736.036	7016.029	4129.742	760.402	2232.435	4757.538	789.134	1490.679	8357.408	1287.617	869.868	4723.395	1154.879	3265.514	2422.816	2131.068	2632.652	1452.363	2371.279	12220.093	3053.679	8813.521	5605.472	4911.131	2185.702	5812.409	2224.946	796.774	633.101	1133.376	1409.717	2568.287	999.788	2845.718	2630.343	2006.146	11174.134	3406.746	4859.616	3777.688	2340.484	1736.647	2208.57	1940.058	2454.289	1767.736	3353.615	7255.021	3953.937	1025.961	9194.194	8448.464	4124.861	1023.823	5439.453	3256.421	4183.616	4435.3	1878.847	1227.603	4209.458
hsa-mir-193a	5854.36	6388.352	3899.029	3430.314	7124.315	6743.928	5015.65	5112.584	2920.93	5097.772	3790.023	8990.403	7245.136	6382.57	1656.399	3072.98	7100.649	9690.97	4585.053	7336.151	4255.939	2087.499	4822.737	6889.755	2295.652	6230.008	3519.356	3020.041	4232.669	2564.852	2662.381	5428.661	2063.294	5094.094	2414.018	4785.878	2491.629	3587.241	2835.776	3499.195	3112.5	3733.674	1913.066	4140.565	2443.158	2716.776	5281.825	4880.342	4693.632	8144.569	3507.173	5486.374	3387.15	1960.59	6139.101	6707.501	3802.27	2025.171	4621.021	1744.416	4115.697	3360.166	2298.432	1402.451	4588.103	804.572	4830.782	4046.045	2216.78	2286.859	1830.183	2999.748	4979.734	4242.286	1205.272	4929.576	2941.656	1684.274	4898.53	7895.338
hsa-mir-193b	528.506	399.367	375.406	188.679	1214.585	355.923	190.108	106.905	296.861	295.942	312.918	315.276	552.412	609.024	49.797	209.593	773.964	125.463	431.357	413.645	233.868	242.732	250.485	386.576	158.075	255.808	134.197	527.853	450.801	267.58	212.191	452.168	128.877	592.187	342.304	333.271	100.883	159.672	40.962	96.498	101.244	221.573	110.007	142.455	277.468	68.31	407.652	275.558	347.108	281.943	444.14	345.721	166.267	331.792	596.375	337.924	300.831	300.792	506.989	122.18	238.691	327.875	232.867	227.282	385.589	234.711	331.785	113.465	488.355	299.378	51.798	266.147	832.49	292.331	388.092	299.708	213.696	118.568	173.504	231.93
hsa-mir-195	198.7	59.448	13.734	55.995	140.007	53.326	23.097	12.577	27.887	26.904	128.596	21.801	92.97	64.383	24.462	31.518	86.465	26.823	54.297	192.822	40.673	36.204	40.257	69.171	47.932	47.197	15.717	142.177	93.13	39.158	77.074	93.871	54.962	136.46	29.271	134.053	26.96	100.562	58.575	70.345	60.983	205.699	48.976	60.31	28.828	66.358	42.353	29.605	45.067	168.613	104.543	65.407	49.027	68.552	82.468	110.439	115.816	46.949	33.387	52.968	81.528	38.142	31.755	132.14	57.893	25.374	243.309	140.163	99.537	62.109	29.079	105.298	184.998	196.628	133.919	40.654	117.978	27.362	54.666	29.165
hsa-mir-196b	33.796	19.816	13.734	3.652	130.198	207.105	11.549	37.731	4.498	10.961	12.86	15.093	12.972	222.729	0.874	2764.106	6.327	8.653	19.607	4.455	14.687	461.603	44.73	30.123	3.06	265.247	878.932	17.976	28.344	9.323	12.37	37.02	7.581	3.862	1996.911	65.165	15.654	6.909	40.962	10.822	2.368	12.567	122.816	6.239	30782.707	15.614	106.766	5.693	4.794	9.675	556.673	17.13	27.711	17.824	19.098	14.159	4.37	3.979	1.237	467.532	34.379	1.467	3.024	5.286	6.918	83.523	76.679	5.34	88.65	143.757	514.341	10.779	16.472	1.74	3669.111	12.291	28.938	148.97	23.768	8.333
hsa-mir-197	2890.179	4912.827	7369.241	11615.349	2644.977	6562.866	24107.281	38520.46	5100.607	10063.017	2851.269	9193.321	6554.351	4809.548	14377.295	13941.874	3787.575	7771.812	3131.109	2846.513	3310.3	8379.617	3113.175	2788.033	8765.496	1591.484	9871.364	5554.718	4356.842	3848.676	6459.938	2334.879	9609.543	2337.851	6946.907	2226.769	10612.685	4451.618	4248.134	4998.978	5854.958	3777.989	4486.173	4059.459	8196.11	4922.205	6126.246	4866.678	7310.369	5390.093	3315.401	8231.897	6629.35	5012.528	2788.291	2852.528	3350.659	5642.629	5391.397	6909.865	7588.01	6090.256	7128.163	6327.767	3954.922	8564.828	9586.36	3698.974	2592.119	4711.893	16722.452	4540.249	4870.763	2056.76	3772.967	5341.792	6265.07	6864.783	7270.55	11429.839
hsa-mir-1976	16.898	65.545	51.885	21.911	16.052	59.527	77.287	40.876	25.188	70.747	52.153	62.049	35.674	83.523	27.082	88.25	80.138	21.632	24.132	17.182	3.389	21.393	39.362	100.409	32.635	58.524	47.15	24.513	70.185	70.857	40.916	49.58	20.848	15.448	21.14	24.204	56.529	35.312	18.023	18.939	21.907	41.669	27.878	48.872	41.44	34.155	39.706	63.766	46.984	30.406	78.573	84.094	10.658	23.308	39.932	47.196	6.556	39.787	32.151	17.656	20.628	23.472	52.924	9.69	28.4	43.347	25.068	28.033	59.619	43.965	26.353	64.671	30.411	12.18	16.398	55.782	26.712	121.608	35.652	63.885
hsa-mir-199b	2156.563	13255.334	509.697	525.868	11288.861	1927.191	383.769	1270.285	447.09	1588.321	2861.271	7103.777	601.059	11099.894	658.715	1509.7	10416.886	3138.317	1797.824	770.652	416.894	3759.473	4601.773	8822.635	399.776	11917.25	356.651	333.381	12610.277	1845.09	929.645	7133.546	2651.453	2487.185	885.438	3909.879	888.811	9756.865	1667.14	1129.122	2007.702	26062.302	1673.462	1920.548	830.602	646.991	10086.291	6685.135	13834.47	17971.123	6981.718	4991.931	289.901	646.446	4349.977	2175.737	2058.47	821.209	284.409	2370.852	721.966	322.007	1040.343	3163.443	4996.266	744.308	1052.863	1067.91	3106.395	1406.869	1148.635	11094.424	15655.118	1851.432	550.708	505.816	1042.88	480.352	2803.404	3472.004
hsa-mir-19a	113.043	1.524	28.995	110.773	147.141	14.882	3.553	9.433	134.037	28.897	84.302	16.77	14.054	29.581	5.242	52.004	9.49	12.979	161.382	258.369	131.056	79.814	61.727	104.314	134.618	50.973	14.508	168.325	63.436	63.399	169.372	103.126	70.756	151.909	178.063	101.471	61.747	607.981	1054.353	134.376	827.711	502.674	595.996	684.202	25.224	28.3	1.765	11.387	2.877	15.203	43.282	18.688	115.108	150.129	120.664	40.589	123.829	105.038	71.72	63.562	162.074	107.825	71.07	186.759	47.698	51.806	140.087	37.377	159.675	11.166	4.544	38.969	3.801	200.108	226.843	9.454	182.532	88.166	47.535	41.664
hsa-mir-19b-1	599.596	124.993	323.52	519.781	635.829	204.625	135.03	191.801	985.038	229.181	329.35	231.426	252.964	210.548	107.456	271.053	147.623	167.861	434.373	623.013	479.033	676.359	307.739	334.698	535.414	308.669	168.049	1011.583	333.377	221.896	447.219	237.322	616.588	615.359	869.99	455.222	411.358	1357.978	2225.857	343.606	2065.725	1285.786	1362.278	1470.306	149.544	181.509	132.354	166.246	164.924	237.717	95.22	112.904	697.041	599.831	559.915	296.391	486.574	433.681	322.742	246.478	480.328	446.702	391.641	409.635	121.611	279.115	778.588	347.071	338.012	154.923	109.048	251.223	159.656	1329.412	1572.867	118.181	759.065	419.548	292.343	415.252
hsa-mir-200a	16.898	9.146	4.578	6.086	1.784	13.642	29.316	6.289	3.598	13.95	9.288	1.677	3.243	27.841	3.495	3.152	32.688	7.787	4.525	2.546	5.649	3.291	30.416	29.565	10.198	25.486	6.045	4.903	8.098	15.85	2.855	42.969	2.527	21.885	1.626	7.447	5.218	22.262	14.337	6.313	4.737	17.858	5.274	10.398	0	14.638	44.118	9.109	14.383	13.821	29.964	35.818	4.263	8.912	20.834	8.495	15.296	7.162	25.968	4.237	5.894	6.602	1.512	0.881	17.477	1.057	2.949	2.67	2.074	11.863	4.544	18.241	13.938	12.18	1.367	17.018	3.339	3.04	14.261	18.054
hsa-mir-200b	25.056	13.719	1.526	8.521	20.511	9.921	17.767	9.433	12.594	20.925	27.148	21.801	17.297	19.141	8.736	4.728	74.866	5.192	15.082	12.091	21.466	9.051	56.359	50.763	16.317	29.262	7.254	8.171	26.994	21.444	6.661	35.036	5.686	36.046	11.383	21.411	7.827	27.635	24.987	10.822	16.578	23.811	13.562	20.796	7.207	16.59	96.178	11.387	15.342	17.967	59.263	32.703	17.053	15.081	65.106	13.215	22.581	10.345	11.129	12.006	20.628	15.404	6.049	5.286	57.165	10.573	5.898	17.354	15.553	20.936	2.726	39.798	30.411	20.881	5.466	28.363	11.13	6.08	19.014	12.499
hsa-mir-200c	94.98	124.993	93.088	183.81	107.904	112.854	102.161	25.154	36.883	96.654	116.451	78.819	36.755	87.003	48.05	74.067	142.35	72.682	161.382	162.276	135.575	65.003	84.092	280.031	123.4	130.264	73.748	99.687	91.78	219.099	48.528	225.423	43.591	117.15	53.663	118.227	42.614	160.439	70.864	66.737	29.011	116.409	50.483	88.385	57.656	47.817	120.884	50.102	69.997	140.972	413.51	185.319	72.475	57.584	98.094	138.756	87.408	76.392	75.43	29.662	102.156	49.145	36.291	33.476	233.756	43.347	98.798	132.154	95.39	107.469	66.337	174.944	60.821	106.144	56.027	154.108	113.526	33.442	128.346	109.715
hsa-mir-203a	290.183	182.916	3212.312	2142.424	523.466	73.169	464.609	408.755	3807.014	705.477	275.053	602.043	3928.503	311.472	69.89	100.857	546.204	54.512	1541.423	418.1	575.066	763.579	354.258	566.197	1188.11	164.246	1175.134	377.505	939.393	269.445	1752.718	400.605	461.177	1395.501	891.943	420.777	1826.325	306.293	181.87	417.559	359.385	349.887	821.285	3706.96	1153.113	920.23	149.119	926.878	410.393	221.132	134.507	1945.07	3772.974	2504.893	687.524	127.429	1893.851	4067.849	8731.343	804.409	3341.671	2109.548	2679.488	1223.621	316.772	696.731	281.648	481.894	462.952	887.667	213.552	207.279	205.271	499.4	154.417	665.597	233.73	1842.364	784.335	1104.097
hsa-mir-204	2701.968	4377.797	178.547	1928.182	159.626	545.665	50.636	644.575	625.207	3102.905	798.012	119.067	144.859	55.682	380.902	597.261	244.632	2498.021	1687.722	173.094	63.269	420.462	937.531	61.919	1024.936	65.132	2183.427	679.836	3846.654	2407.287	289.265	470.678	478.866	132.598	189.446	185.254	367.874	234.134	138.86	557.346	264.062	3035.222	852.93	114.38	639.617	1535.017	255.003	715.085	3263.968	2565.131	181.118	495.222	588.328	10755.822	904.545	181.233	1027.05	498.932	765.43	1975.357	692.498	23.472	568.559	1813.848	15290.279	413.387	7283.038	6653.08	3079.955	13515.29	519.794	457.673	516.98	311.472	106.589	15876.94	1367.875	148.97	39286.876	66.662
