	TCGA.RZ.AB0B.01A	TCGA.V3.A9ZX.01A	TCGA.V3.A9ZY.01A	TCGA.V4.A9E5.01A	TCGA.V4.A9E7.01A	TCGA.V4.A9E8.01A	TCGA.V4.A9E9.01A	TCGA.V4.A9EA.01A	TCGA.V4.A9EC.01A	TCGA.V4.A9ED.01A	TCGA.V4.A9EE.01A	TCGA.V4.A9EF.01A	TCGA.V4.A9EH.01A	TCGA.V4.A9EI.01A	TCGA.V4.A9EJ.01A	TCGA.V4.A9EK.01A	TCGA.V4.A9EL.01A	TCGA.V4.A9EM.01A	TCGA.V4.A9EO.01A	TCGA.V4.A9EQ.01A	TCGA.V4.A9ES.01A	TCGA.V4.A9ET.01A	TCGA.V4.A9EU.01A	TCGA.V4.A9EV.01A	TCGA.V4.A9EW.01A	TCGA.V4.A9EX.01A	TCGA.V4.A9EY.01A	TCGA.V4.A9EZ.01A	TCGA.V4.A9F0.01A	TCGA.V4.A9F1.01A	TCGA.V4.A9F2.01A	TCGA.V4.A9F3.01A	TCGA.V4.A9F4.01A	TCGA.V4.A9F5.01A	TCGA.V4.A9F7.01A	TCGA.V4.A9F8.01A	TCGA.VD.A8K7.01B	TCGA.VD.A8K8.01A	TCGA.VD.A8K9.01A	TCGA.VD.A8KA.01B	TCGA.VD.A8KB.01A	TCGA.VD.A8KD.01A	TCGA.VD.A8KE.01A	TCGA.VD.A8KF.01A	TCGA.VD.A8KG.01A	TCGA.VD.A8KH.01A	TCGA.VD.A8KI.01A	TCGA.VD.A8KJ.01A	TCGA.VD.A8KK.01A	TCGA.VD.A8KL.01A	TCGA.VD.A8KM.01A	TCGA.VD.A8KN.01A	TCGA.VD.A8KO.01A	TCGA.VD.AA8M.01A	TCGA.VD.AA8N.01A	TCGA.VD.AA8O.01A	TCGA.VD.AA8P.01A	TCGA.VD.AA8Q.01A	TCGA.VD.AA8R.01A	TCGA.VD.AA8S.01B	TCGA.VD.AA8T.01A	TCGA.WC.A87T.01A	TCGA.WC.A87U.01A	TCGA.WC.A87W.01A	TCGA.WC.A87Y.01A	TCGA.WC.A880.01A	TCGA.WC.A881.01A	TCGA.WC.A882.01A	TCGA.WC.A883.01A	TCGA.WC.A884.01A	TCGA.WC.A885.01A	TCGA.WC.A888.01A	TCGA.WC.A88A.01A	TCGA.WC.AA9A.01A	TCGA.WC.AA9E.01A	TCGA.YZ.A980.01A	TCGA.YZ.A982.01A	TCGA.YZ.A983.01A	TCGA.YZ.A984.01A	TCGA.YZ.A985.01A
hsa-mir-30a	47622.688	34380.642	151129.728	434142.838	35449.466	22163.936	91890.518	110653.174	326232.861	111439.523	116920.593	60279.808	62622.536	50470.673	146284.631	125965.387	24341.919	83809.585	209713.399	79344.721	476164.648	47040.719	34082.107	25942.987	524756.96	61917.782	150412.264	356118.063	77472.961	110653.174	230852.616	39032.546	134321.969	84877.106	138903.181	67300.188	429735.042	141529.049	454506.119	161446.347	176427.322	163868.938	441499.236	367245.83	155428.795	223659.752	19640.518	63685.845	73311.759	21286.721	42601.467	62383.171	503389.348	191368.624	50532.131	159842.593	117730.501	131874.862	380800.815	143597.923	149416.505	122145.463	178824.048	152653.076	51102.317	193293.821	172202.054	249191.493	40310.556	99883.488	128133.676	43863.644	65404.306	185573.036	41162.37	108512.117	90739.449	486715.557	74892.13	116978.774
hsa-mir-30b	11748.926	5059.16	2888.791	14510.056	18925.05	1400.128	7094.4	5810.612	14024.421	4712.151	11116.447	7460.978	3110.155	4466.755	4297.376	5618.038	7290.45	2324.102	8746.291	9292.373	8665.53	10717.253	21880.788	8721.668	9648.675	4849.967	9125.42	18639.928	8129.262	6795.785	5629.252	5347.35	9921.628	21141.069	8260.835	5250.409	10500.497	26866.307	17697.487	7386.187	14092.99	14226.985	7224.29	12448.729	8408.715	12964.213	1757.667	7561.911	6356.3	5941.541	2626.884	6371.7	10643.197	6935.414	7470.745	4600.67	5146.904	6910.251	4208.01	6902.802	19110.979	8411.052	7202.257	5341.999	5088.749	4614.921	9991.875	3508.085	9444.125	1896.76	5973.083	10752.828	4182.723	25304.069	12977.858	3707.109	8232.852	5970.963	5624.634	6780.13
hsa-mir-30c-2	3810.258	1873.368	3529.728	12305.55	4606.861	2304.196	2628.641	3461.842	11682.819	4956.278	4605.896	3697.788	3503.653	2721.466	4912.41	4045.302	2095.187	1708.033	5399.504	4693.278	10178.326	2404.285	6483.097	3061.927	7382.598	3154.649	6448.727	6018.837	5297.585	5549.254	5653.992	3891.686	4079.207	3205.533	10135.785	2756.465	6379.091	5561.643	6898.763	3590.282	5465.378	2299.732	7570.134	7771.617	4432.277	5158.361	1312.074	2732.809	3612.035	3748.188	2690.808	2301.692	12071.385	9761.131	4594.777	2760.024	2799.257	7766.473	9664.945	5921.833	5293.435	11580.508	6051.529	3551.055	3880.281	8766.764	2739.803	6717.155	2483.768	4233.167	3146.932	2842.216	3513.69	7224.762	4575.115	5093.138	3684.026	8916.922	3981.095	4823.309
hsa-mir-30d	618773.879	248673.182	141269.991	709536.894	1196247.37	134512.719	333392.4	277909.509	518154.229	199417.937	361628.891	290486.793	147481.002	382197.244	281678.617	339668.29	364988.546	267758.04	463414.653	664873.663	430480.246	722595.466	785482.63	655265.84	517544.675	338338.508	115747.032	682682.868	296714.692	407144.831	189127.071	378737.001	547868.417	823462.797	494400.421	379746.06	511708.316	559293.297	1125783.004	514167.871	634849.428	251295.116	246429.077	451236.278	401110.288	729291.378	341424.182	338329.772	257581.181	327873.829	331627.295	412736.344	393452.984	340967.092	517311.308	298628.203	424115.485	161072.343	325179.155	502076.116	461458.053	485407.993	258514.612	208500.924	272486.222	344391.511	458347.753	303608.189	727445.965	114747.725	376027.08	327222.089	325522.542	560898.751	414575.388	123410.516	237909.048	367013.561	224234.309	256267.261
hsa-mir-30e	34142.568	46704.628	86312.755	99930.71	25594.564	33847.376	56136.02	61718.889	121622.945	83823.271	38747.535	45247.169	46229.632	53263.483	61319.945	99328.166	36590.381	57031.358	60178.824	40984.57	59904.005	88876.267	64616.269	49693.703	117425.014	61250.416	41949.368	45794.149	79701.321	62141.019	110772.374	72266.235	121831.016	58235.136	64923.986	27203.448	158283.202	153491.38	203427.913	56015.072	249403.822	106937.188	155909.953	267305.577	60651.932	40301.771	35335.991	80222.758	62892.758	40102.292	45555.962	71959.797	98973.423	68819.436	56688.594	64853.018	38431.33	94140.628	103291.009	73954.763	63652.841	77334.441	122817.916	72104.65	35355.813	65290.822	65498.684	62082.956	19961.906	40536.799	75370.987	52862.059	51710.672	100563.752	55177.418	46596.497	34117.864	116230.082	63177.014	142845.208
hsa-mir-3127	44.285	59.448	48.833	60.864	35.671	94.251	62.185	100.617	57.573	78.719	52.153	100.62	51.89	92.224	79.5	178.075	66.43	49.32	79.937	44.546	85.864	70.763	66.2	58.572	74.448	83.067	64.076	32.684	68.835	129.594	56.14	52.885	80.232	61.793	93.504	25.135	39.136	61.412	24.577	84.774	40.261	31.086	61.785	76.947	46.845	32.203	70.589	84.262	64.244	41.462	81.903	97.331	59.685	46.615	50.349	92.504	91.051	77.187	133.548	144.779	34.379	95.355	116.434	50.213	51.339	56.035	82.577	137.493	80.356	59.317	64.52	63.842	53.219	62.642	34.163	203.272	95.718	106.407	39.217	69.44
hsa-mir-3130-2	14.567	25.913	19.839	27.998	17.835	3.72	17.767	31.443	9.895	14.947	18.575	8.385	20.54	13.921	13.978	50.428	26.361	24.227	9.049	15.909	21.466	28.799	9.84	31.238	29.575	61.356	15.717	8.171	16.196	6.526	7.612	25.782	57.489	21.885	13.009	18.618	53.05	7.677	15.565	7.215	13.025	29.102	13.562	9.358	10.81	15.614	36.177	38.715	24.93	8.292	19.31	37.375	10.658	10.968	18.23	51.916	47.346	13.528	16.075	19.069	25.539	8.802	27.218	19.381	11.287	11.63	47.187	14.684	19.7	6.979	49.071	43.943	13.938	17.401	10.932	3.782	25.599	3.04	21.391	37.498
hsa-mir-32	21.56	32.01	25.943	25.563	14.268	0	8.884	12.577	37.782	11.957	10.716	21.801	10.81	13.921	20.093	26.79	15.817	14.71	28.657	31.819	33.894	60.066	25.049	48.531	45.893	19.823	18.135	29.416	14.847	31.699	17.128	31.731	85.918	29.609	62.607	8.378	48.702	197.287	318.682	76.658	220.841	174.613	361.667	73.827	16.216	70.261	36.177	7.971	27.807	6.91	51.938	55.284	40.501	32.219	21.702	35.869	48.075	34.217	33.387	88.986	49.113	13.937	21.17	82.808	34.226	31.718	75.204	12.014	32.142	17.446	53.615	105.298	40.547	17.401	62.86	3.782	12.243	12.161	11.884	20.832
hsa-mir-3200	8.158	16.767	68.672	54.778	13.376	17.362	47.083	3.144	27.887	46.833	16.432	8.385	19.459	24.361	36.692	20.487	7.381	25.093	13.574	21	2.26	10.697	24.154	5.578	21.417	11.327	84.629	29.416	6.749	42.887	19.982	9.255	38.537	12.874	21.14	6.516	4.348	3.071	18.433	4.509	11.249	9.26	14.316	4.159	194.588	45.865	10.588	22.773	25.889	31.788	4.661	9.344	42.632	28.106	7.813	6.607	42.247	15.915	169.409	57.912	3.929	69.683	31.755	39.642	32.041	34.889	2.949	52.061	12.961	32.799	26.353	1.658	13.938	6.96	13.665	177.745	16.695	21.281	29.71	11.11
hsa-mir-320a	4008.375	3335.174	2592.74	8914.19	3978.166	23598.788	13636.244	26839.495	6767.525	9781.026	9612.583	14398.732	11361.74	5291.547	7956.13	10917.746	4641.678	11425.827	7755.376	10427.669	6496.323	6418.832	4271.669	5805.892	5665.193	3245.268	15332.35	5420.712	13394.454	3790.872	20123.91	3298.05	4294.634	5794.419	7337.183	13449.053	3314.344	3833.657	1919.464	4533.621	3774.432	5796.62	3508.92	2698.334	9700.561	6807.554	2270.32	3419.428	7637.341	10514.828	3389.979	4520.068	7094.044	6722.217	2006.146	13142.208	4537.958	8215.273	4674.193	6386.54	15084.668	4191.956	5114.011	7258.036	4276.064	6653.31	4410.522	11875.161	7165.134	6997.357	4887.151	5201.055	3294.48	13692.595	8811.333	7654.362	7434.832	7220.487	8336.533	9078.597
hsa-mir-320b-1	13.985	6.097	19.839	34.084	18.727	63.248	85.282	110.049	16.192	28.897	32.149	46.956	37.836	17.401	25.335	36.245	11.599	57.973	28.657	33.728	16.947	35.381	8.051	22.313	22.436	13.215	61.658	22.879	41.841	8.391	54.237	9.255	14.53	23.173	24.392	53.063	26.09	9.979	6.963	11.724	17.762	23.149	14.316	8.319	12.612	26.348	9.706	7.971	31.642	62.193	11.32	33.482	36.238	31.534	11.285	56.635	16.753	31.034	13.602	22.6	49.113	12.47	22.682	16.738	12.744	17.973	33.916	16.019	23.847	18.842	24.536	21.557	10.137	59.162	46.462	17.018	23.373	15.201	26.145	55.552
hsa-mir-324	656.117	571.613	666.879	340.84	675.067	791.215	1243.697	424.477	414.705	471.315	515.1	538.317	321.069	1057.961	697.155	283.66	1078.7	1258.961	820.483	621.104	378.481	575.975	420.458	674.416	333.487	841.995	573.059	223.888	396.813	872.665	186.5	552.65	598.267	531.681	458.574	313.721	442.666	628.708	581.656	307.532	391.949	247.368	362.42	427.366	684.661	569.898	877.069	680.925	578.194	467.141	549.348	616.691	355.981	315.34	664.954	1484.787	490.944	122.545	514.409	890.57	286.822	460.638	424.907	197.33	622.622	399.643	345.056	303.02	751.714	436.855	744.25	698.117	490.371	240.129	304.734	587.124	405.132	434.749	547.846	438.861
hsa-mir-326	11.654	35.059	32.047	14.607	7.134	19.842	61.296	31.443	13.494	43.843	13.574	18.447	8.648	34.801	6.115	33.094	40.069	57.973	9.049	6.364	6.779	46.078	14.313	30.681	19.377	32.094	12.09	8.171	9.448	10.256	10.467	27.765	54.33	15.448	4.878	10.24	24.351	23.03	10.65	12.626	18.354	13.89	2.26	10.398	16.216	4.879	34.412	23.912	31.642	16.585	14.649	78.644	6.395	4.799	21.702	88.729	19.667	6.366	13.602	8.475	12.769	4.401	12.097	3.524	21.118	5.286	42.763	6.674	12.442	4.187	32.714	27.361	21.541	6.96	9.566	19.854	10.017	9.121	30.898	44.442
hsa-mir-328	731.285	2705.637	2031.158	1124.773	833.801	3209.505	10286.259	4700.685	1335.873	2491.093	1069.494	5136.655	2555.581	2822.39	4043.15	2904.36	891.008	3177.254	1995.403	759.197	1425.802	2449.54	651.262	665.491	2089.645	1279.039	1155.79	619.37	2901.862	1496.397	1223.668	397.3	2372.22	1780.423	1066.754	1493.201	2282.036	844.418	978.165	884.719	1377.742	566.169	333.788	1608.602	3050.344	2022.944	2359.439	3105.155	3309.994	1687.514	287.659	1622.708	1287.501	505.229	462.69	3613.329	2537.032	786.992	2883.656	1553.025	1839.785	1582.894	2168.389	1300.262	877.496	1205.271	977.658	437.843	847.104	595.965	4420.972	897.934	1616.83	1010.98	442.753	3613.509	1538.164	3064.527	1928.752	3726.155
hsa-mir-330	103.72	251.51	59.516	46.257	57.073	135.176	101.272	81.751	105.251	67.758	116.451	82.173	37.836	248.83	75.132	56.732	224.597	99.505	48.264	65.547	39.543	70.763	101.089	200.261	65.27	258.64	51.986	17.976	72.884	172.482	35.207	175.843	89.077	108.138	39.028	49.339	54.79	169.651	79.875	46.896	103.612	113.102	31.646	57.19	109.906	60.503	181.767	97.926	124.652	35.934	191.107	116.019	25.579	41.131	126.74	291.672	74.297	26.26	56.882	44.493	42.237	41.81	46.876	24.666	123.796	32.775	91.425	56.065	96.427	37.684	106.321	227.178	41.815	40.022	34.163	367.78	50.085	63.844	39.217	143.047
hsa-mir-331	104.886	68.594	90.036	70.603	49.939	45.885	89.724	84.895	123.242	66.761	122.881	48.633	58.376	53.942	57.659	165.468	72.757	83.065	72.396	56.638	56.49	83.928	63.516	77.538	112.182	111.385	77.375	93.151	72.884	93.233	65.656	74.039	92.235	106.851	62.607	66.096	113.928	85.977	108.958	64.934	116.637	118.393	58.771	43.672	72.07	107.344	54.707	69.459	72.874	62.193	44.614	70.857	87.397	38.389	91.149	149.139	98.335	60.477	98.925	48.731	71.705	84.353	68.046	76.641	73.914	57.092	131.239	9.344	45.103	43.965	79.06	100.323	63.355	85.263	68.326	70.909	51.198	63.844	64.173	95.827
hsa-mir-335	146.84	85.361	7.63	797.323	7.134	17.362	47.083	94.328	426.4	100.64	86.445	10.062	17.297	29.581	38.44	50.428	35.851	48.455	205.121	64.274	74.566	84.751	43.835	27.334	370.201	39.646	113.645	1029.559	87.731	44.752	155.099	96.515	72.651	72.092	405.724	122.882	103.492	27.635	88.477	386.895	204.855	62.173	357.146	55.11	131.527	256.649	24.706	51.24	20.136	116.094	59.263	63.071	611.776	276.95	69.447	115.158	165.348	156.762	61.828	115.117	121.801	22.005	93.752	543.538	260.336	66.607	392.243	170.866	99.019	220.521	177.202	38.139	119.108	240.129	47.828	372.507	58.989	556.358	83.187	73.606
hsa-mir-337	20.394	7.622	6.104	7.304	0.892	1.24	6.218	0	6.297	18.932	6.43	1.677	0	0	7.863	7.879	2.109	6.922	4.525	1.909	12.428	4.937	4.473	3.905	2.04	0	3.627	9.805	13.497	10.256	9.515	3.305	32.219	30.897	3.252	13.033	5.218	4.606	0.41	4.509	8.289	12.567	4.521	7.279	5.405	0.976	9.706	13.664	6.712	29.024	11.32	14.016	4.263	4.799	21.702	5.664	9.469	5.57	0	26.837	11.787	1.467	16.633	4.405	21.118	5.286	1.475	5.34	8.295	28.612	6.361	17.411	11.404	5.22	5.466	52.945	2.226	0	34.463	2.778
hsa-mir-338	7482.999	14393.988	4224.075	5514.308	12085.207	32235.183	4854.858	4367.392	2625.868	7419.47	2844.124	5980.186	6067.882	8289.684	8939.835	11820.729	6024.058	6045.608	23133.404	9896.294	3570.153	8127.833	11305.834	8616.238	4183.37	6965.337	3065.986	6621.865	5464.948	6348.265	13522.194	8649.366	8493.873	6821.735	3642.573	4161.228	689.655	14114.829	46342.798	14417.944	63257.115	15869.272	8735.756	25456.882	11289.695	1176.879	9791.582	2806.823	2447.976	5105.386	5879.692	6491.612	888.887	4750.659	9752.074	8167.746	8487.365	11558.994	5539.784	3010.707	12313.694	5103.698	6992.072	8841.959	5840.993	3113.618	39870.175	9457.679	3715.024	14728.156	6272.964	8340.924	8817.804	9827.904	13115.876	8804.975	14822.917	3803.297	29865.346	17460.016
hsa-mir-339	224.338	225.597	196.859	413.877	238.101	360.883	1197.502	474.785	331.045	396.582	431.512	296.829	556.736	287.111	392.259	283.66	397.527	129.79	135.742	247.551	641.724	233.681	273.745	174.043	361.022	218.05	270.813	397.116	367.119	193.926	325.423	226.084	137.721	351.45	308.155	232.731	226.116	371.544	184.327	274.164	192.422	257.951	277.278	346.26	282.873	523.057	203.826	163.969	315.466	294.382	164.472	125.363	264.321	300.258	216.153	401.166	286.991	234.745	208.978	151.136	287.804	330.809	418.859	212.306	342.26	244.226	157.782	217.587	264.915	277.047	317.147	517.369	442.221	421.096	312.933	416.943	329.448	343.543	406.428	208.32
hsa-mir-33a	39.041	13.719	131.239	27.998	54.398	14.882	10.66	12.577	76.464	35.872	24.29	36.894	17.297	20.881	6.989	9.455	16.871	51.051	33.181	61.729	55.36	109.435	18.786	21.755	37.734	54.749	20.553	21.245	17.546	37.293	31.4	12.56	128.245	199.541	26.831	57.717	66.096	201.125	36.865	35.172	156.898	148.818	38.427	103.982	5.405	30.251	3.529	12.525	16.301	2.764	12.652	26.474	27.711	15.081	27.779	101.943	80.124	23.872	25.968	7.062	113.943	9.536	25.706	54.618	22.575	8.458	57.509	9.344	20.219	9.77	15.448	43.943	13.938	67.863	62.86	26.473	44.52	3.04	87.941	104.16
hsa-mir-340	532.003	160.052	117.505	299.453	329.953	76.889	85.282	84.895	272.572	119.572	366.5	120.744	79.997	135.725	196.566	253.718	187.692	141.903	239.81	536.466	458.697	181.844	358.731	540.537	268.217	316.22	101.555	518.048	237.548	611.611	282.604	397.3	198.369	373.335	355.313	177.806	199.156	454.45	654.567	337.294	325.045	287.053	509.347	385.773	192.786	397.172	169.414	145.75	163.007	111.948	467.446	158.845	245.137	501.801	444.46	190.672	161.706	424.132	243.602	165.967	243.602	302.936	176.919	121.569	365.199	219.909	160.731	324.378	349.418	194.003	139.944	294.337	281.298	281.891	552.075	192.872	266.007	410.428	117.65	181.933
hsa-mir-342	1241.728	1452.66	480.702	1745.589	2348.911	1790.775	1551.956	1025.032	1081.293	2148.318	2148.989	1567.996	1348.058	1392.054	808.106	1895.792	2274.443	1092.83	615.362	1883.039	803.284	1092.707	2699.874	3092.608	1040.233	726.834	1055.444	1202.787	1668.233	1710.834	1806.004	1930.969	1094.822	1148.327	1196.845	1143.174	963.604	2365.138	639.821	747.637	1139.138	1289.093	674.358	1380.881	1185.544	1812.16	852.363	1222.932	1453.636	786.401	3322.725	717.137	605.381	792.462	1092.052	1459.301	1581.365	1091.762	1596.398	776.865	978.338	1603.432	1022.197	1252.692	2446.794	852.148	930.471	2529.612	2561.532	1528.295	687	2426.828	1857.58	1707.007	2208.299	3909.435	1178.666	942.464	701.148	744.398
hsa-mir-345	55.356	109.75	94.614	83.993	76.692	110.373	556.998	147.781	69.268	111.601	110.736	142.545	100.537	161.826	85.616	67.763	186.637	173.918	81.445	70.001	25.985	68.294	94.827	52.436	84.646	126.488	47.15	14.708	75.583	64.331	67.559	60.157	101.712	69.518	38.214	64.234	140.018	55.271	53.66	25.252	62.167	32.409	30.892	48.872	48.647	83.923	139.413	118.422	107.393	87.071	58.597	82.537	46.896	21.937	55.557	182.177	101.248	43.766	77.903	42.374	57.954	56.48	54.437	81.927	86.657	40.176	63.408	24.028	58.063	54.432	96.325	101.981	102.636	45.242	83.358	164.508	72.345	30.402	99.824	97.216
hsa-mir-34a	1222.499	611.245	2490.495	3599.517	1591.802	938.792	558.775	355.303	2054.636	2178.211	1300.967	1467.376	2878.812	1111.903	1822.388	750.122	1542.657	978.615	1533.881	1592.851	632.685	812.125	2481.594	3770.929	1153.435	1303.582	1863.046	1733.909	1527.864	2562.055	2854.59	2076.403	1773.953	928.188	1536.71	705.64	5691.175	9966.434	4415.667	689.017	1956.192	6787.416	6254.572	8049.249	1648.591	955.361	579.712	819.843	2136.346	1677.839	1522.194	1083.103	3082.328	4257.084	3084.308	2718.492	509.883	3048.5	4146.182	818.534	2770.974	6247.225	2537.348	1821.777	3195.033	2669.571	2291.525	1249.455	659.435	1024.446	776.964	3451.617	1720.732	327.133	485.115	1421.957	1078.496	2675.38	1378.529	2129.033
hsa-mir-34c	68.758	6.097	141.922	8.521	138.224	88.051	11.549	25.154	167.322	13.95	38.579	5.031	183.777	13.921	2.621	15.759	8.436	20.766	22.624	87.184	246.295	131.651	235.277	20.082	5.099	28.318	65.285	109.493	20.246	33.564	39.964	21.815	48.013	46.345	84.56	49.339	4.348	23.797	53.25	106.419	30.788	46.299	9.795	7.279	3.603	14.638	13.235	50.102	13.424	30.406	21.308	101.225	36.238	130.249	68.579	24.542	52.445	114.587	367.258	22.6	58.936	255.992	74.094	32.595	23.303	51.806	268.377	45.386	54.953	103.282	16.357	9.949	15.205	71.343	127.087	7.564	8.904	45.603	42.782	22.221
hsa-mir-3607	289.018	1019.758	1063.649	236.154	1310.895	855.703	484.153	663.441	450.689	568.966	255.764	1004.524	660.516	555.082	168.61	285.236	344.804	1181.952	1648.508	537.738	288.098	767.693	466.976	358.685	241.701	761.76	774.959	272.915	680.25	578.047	523.342	544.717	445.383	886.993	377.266	404.021	1418.445	208.034	99.537	305.729	103.612	261.258	239.604	236.039	194.588	265.432	354.71	413.337	246.428	275.033	372.225	576.98	436.983	503.858	387.166	1759.468	166.076	701.051	678.871	216.11	605.076	515.651	464.223	150.64	230.843	576.204	726.977	331.052	427.7	376.142	253.536	246.248	586.671	736.049	385.359	441.525	350.595	1045.831	1027.954	877.723
hsa-mir-361	7585.554	5135.375	5231.261	6299.458	9606.099	6317.317	4884.174	4203.89	8194.256	4171.085	5701.109	6053.974	7012.712	5998.015	4643.333	4494.43	6652.509	4801.356	5499.047	9956.114	9980.611	4812.684	6396.322	6150.073	7722.203	6244.167	4625.577	8225.036	5258.443	5158.606	4203.86	4872.705	5529.073	8034.43	9582.894	7824.412	4187.501	6848.997	5274.633	5110.808	5370.647	6098.886	4278.215	3751.672	3751.22	8275.237	4698.583	4152.732	4322.553	4038.424	4305.559	3504.707	5115.897	6565.919	5508.871	4400.558	5554.81	5004.441	4773.118	4055.237	7692.13	6850.896	3849.873	5223.953	5439.02	4305.145	5554.81	5203.392	8076.005	5993.847	3855.742	6842.709	4645.217	7083.817	7336.856	4414.305	4507.645	3940.106	3723.216	10295.188
hsa-mir-3613	42.537	56.399	39.677	26.78	39.238	16.122	22.209	56.597	46.778	45.836	35.007	77.142	12.972	43.502	24.462	47.277	36.906	24.227	43.739	38.819	55.36	35.381	62.621	34.585	44.873	50.973	33.852	35.953	74.234	23.308	58.043	43.63	20.848	61.793	39.841	63.303	66.096	204.963	62.262	57.719	84.666	174.613	52.743	164.292	12.612	31.227	15	27.328	60.408	51.137	30.63	63.071	21.316	40.446	46.877	47.196	28.408	63.66	16.075	41.668	151.269	19.805	58.973	69.594	45.513	32.775	13.271	26.698	30.069	20.936	47.254	55.551	54.486	83.523	17.765	37.818	66.78	36.482	51.101	102.771
hsa-mir-3615	52.443	65.545	47.307	74.254	47.264	126.495	63.962	103.761	92.657	87.686	134.312	46.956	31.35	62.642	129.297	157.589	97.009	95.179	70.887	99.911	38.413	159.627	93.932	99.294	31.615	56.636	128.152	60.466	68.835	71.79	56.14	117.669	53.067	81.104	129.279	110.78	133.061	49.13	44.239	55.915	36.708	51.59	67.059	55.11	91.889	63.43	69.707	58.072	82.462	100.891	123.853	131.592	70.344	111.054	60.766	241.644	45.889	52.519	136.021	63.562	106.085	105.624	89.215	61.666	71.001	132.157	57.509	36.042	64.803	157.017	71.79	61.355	44.349	74.823	30.063	76.581	71.232	158.091	65.361	70.829
hsa-mir-362	363.02	1217.918	398.296	450.396	1377.778	391.887	545.45	603.7	201.505	974.515	272.196	3139.346	591.329	1813.151	1528.849	384.516	1308.569	117.676	205.121	472.828	766.001	93.802	726.407	260.506	156.035	1473.491	2056.484	465.753	1575.104	833.507	138.923	308.056	90.972	683.59	233.352	852.726	62.617	680.908	224.47	249.814	157.49	269.856	209.465	404.49	1228.786	2315.7	1340.309	1093.124	1932.108	529.335	428.825	172.082	349.586	365.383	349.838	167.074	291.362	280.102	220.108	180.798	964.586	217.116	173.895	190.282	286.188	548.716	87.001	608.709	319.867	824.86	983.246	539.756	1159.404	548.121	263.739	1314.175	327.222	2228.47	645.294	2667.888
hsa-mir-363	33.796	15.243	22.891	27.998	31.212	49.606	14.214	22.01	306.756	28.897	7.144	15.093	84.321	13.921	19.22	20.487	23.198	19.901	25.64	17.819	64.398	83.105	37.573	26.776	45.893	18.879	31.434	39.221	18.896	21.444	59.946	28.426	28.429	16.736	30.084	40.03	31.308	8.444	26.215	72.148	46.773	9.26	48.976	15.597	28.828	15.614	45.883	18.219	16.301	34.552	62.592	18.688	25.579	161.783	21.702	9.439	24.766	83.553	37.097	49.437	18.663	36.675	25.706	79.284	13.108	27.489	8.848	265.643	190.78	136.779	29.988	11.608	65.89	12.18	54.661	47.272	136.899	12.161	99.824	22.221
hsa-mir-3653	23.891	97.555	38.151	60.864	80.259	73.169	28.427	97.472	71.067	32.882	55.011	77.142	132.968	50.462	39.313	89.826	44.287	33.745	70.887	45.183	49.711	37.85	59.938	21.198	34.674	24.542	84.629	57.198	125.522	53.143	55.189	40.325	11.371	37.334	69.924	30.72	44.354	49.13	38.094	28.859	25.459	49.606	66.306	96.703	55.854	52.696	26.471	58.072	53.696	64.958	86.564	35.818	61.817	87.747	21.702	38.701	23.309	143.234	98.925	28.956	49.113	57.947	51.412	22.023	21.482	76.122	32.441	54.73	37.845	79.555	20.901	20.728	21.541	73.083	64.227	87.927	138.012	139.849	74.868	22.221
hsa-mir-365a	691.079	333.822	106.823	339.623	603.725	357.163	111.044	94.328	394.015	557.008	534.39	456.144	332.961	445.457	69.89	534.226	430.215	96.044	377.06	486.192	390.909	165.387	546.595	367.052	218.245	358.697	222.453	732.131	923.197	628.393	272.138	285.58	63.807	919.177	409.789	276.484	82.619	601.84	169.581	145.199	169.923	388.911	248.646	324.424	410.796	228.35	307.062	315.412	761.337	742.174	476.768	316.132	266.453	301.629	635.439	279.401	339.436	484.609	677.634	283.909	524.53	503.181	657.775	223.758	667.771	172.333	281.648	451.192	492.503	330.084	58.159	574.579	770.402	612.504	441.387	259.999	458.555	273.618	166.374	215.264
hsa-mir-365b	690.496	335.347	102.245	339.623	601.05	349.722	114.598	94.328	390.417	559.001	539.391	454.467	330.799	443.717	70.764	535.802	428.106	99.505	363.486	495.101	388.65	159.627	556.435	372.63	217.225	368.137	223.662	735.4	916.448	629.326	271.186	286.902	63.807	916.602	404.098	270.899	86.098	617.96	171.629	145.199	172.884	391.556	246.385	323.384	405.391	230.301	308.827	317.689	767.09	739.41	484.758	318.468	262.19	298.202	641.515	278.457	335.794	481.426	673.925	288.853	527.477	500.981	653.239	222.877	671.412	170.218	278.699	449.857	488.874	325.897	58.159	576.237	766.6	607.284	434.554	259.053	454.103	273.618	167.563	209.709
hsa-mir-3677	4.079	3.049	6.104	1.217	0.892	1.24	0.888	0	3.598	1.993	2.858	0	0	3.48	0	3.152	2.109	5.192	4.525	1.909	1.13	4.937	1.789	1.673	1.02	13.215	3.627	0	8.098	4.662	1.903	2.644	0	5.149	0.813	0.931	0	10.747	6.144	0.902	5.921	7.276	10.549	8.319	0	0	1.765	2.277	0.959	0	0.666	3.893	2.132	0	7.813	11.327	5.827	1.591	4.946	0.706	1.965	2.201	1.512	1.762	1.456	0	0	2.67	1.555	1.396	0.909	2.487	1.267	1.74	0	0	1.113	3.04	1.188	2.778
