	TCGA.3H.AB3K.01A	TCGA.3H.AB3L.01A	TCGA.3H.AB3M.01A	TCGA.3H.AB3O.01A	TCGA.3H.AB3S.01A	TCGA.3H.AB3T.01A	TCGA.3H.AB3U.01A	TCGA.3H.AB3X.01A	TCGA.3U.A98D.01A	TCGA.3U.A98E.01A	TCGA.3U.A98F.01A	TCGA.3U.A98G.01A	TCGA.3U.A98H.01A	TCGA.3U.A98I.01A	TCGA.3U.A98J.01A	TCGA.LK.A4NW.01A	TCGA.LK.A4NY.01A	TCGA.LK.A4NZ.01A	TCGA.LK.A4O0.01A	TCGA.LK.A4O2.01A	TCGA.LK.A4O4.01A	TCGA.LK.A4O5.01A	TCGA.LK.A4O6.01A	TCGA.LK.A4O7.01A	TCGA.MQ.A4KX.01A	TCGA.MQ.A4LC.01A	TCGA.MQ.A4LI.01A	TCGA.MQ.A4LJ.01A	TCGA.MQ.A4LM.01A	TCGA.MQ.A4LP.01A	TCGA.MQ.A4LV.01A	TCGA.MQ.A6BL.01A	TCGA.MQ.A6BN.01A	TCGA.MQ.A6BQ.01A	TCGA.MQ.A6BR.01A	TCGA.MQ.A6BS.01A	TCGA.NQ.A57I.01A	TCGA.NQ.A638.01A	TCGA.SC.A6LM.01A	TCGA.SC.A6LN.01A	TCGA.SC.A6LP.01A	TCGA.SC.A6LQ.01A	TCGA.SC.A6LR.01A	TCGA.SC.AA5Z.01A	TCGA.SH.A7BC.01A	TCGA.SH.A7BD.01A	TCGA.SH.A7BH.01A	TCGA.SH.A9CT.01A	TCGA.SH.A9CU.01A	TCGA.TS.A7OU.01B	TCGA.TS.A7OY.01A	TCGA.TS.A7OZ.01A	TCGA.TS.A7P0.01A	TCGA.TS.A7P1.01A	TCGA.TS.A7P3.01A	TCGA.TS.A7P6.01A	TCGA.TS.A7P7.01A	TCGA.TS.A7P8.01A	TCGA.TS.A7PB.01A	TCGA.TS.A8AF.01A	TCGA.TS.A8AI.01A	TCGA.TS.A8AS.01A	TCGA.TS.A8AV.01A	TCGA.TS.A8AY.01A	TCGA.UD.AABY.01A	TCGA.UD.AABZ.01A	TCGA.UD.AAC1.01A	TCGA.UD.AAC4.01A	TCGA.UD.AAC5.01A	TCGA.UD.AAC6.01A	TCGA.UD.AAC7.01A	TCGA.UT.A88C.01B	TCGA.UT.A88D.01B	TCGA.UT.A88E.01B	TCGA.UT.A88G.01B	TCGA.UT.A97Y.01A	TCGA.XT.AASU.01A	TCGA.YS.A95B.01A	TCGA.YS.A95C.01A	TCGA.YS.AA4M.01A	TCGA.ZN.A9VO.01A	TCGA.ZN.A9VP.01A	TCGA.ZN.A9VQ.01A	TCGA.ZN.A9VS.01A	TCGA.ZN.A9VU.01A	TCGA.ZN.A9VV.01A	TCGA.ZN.A9VW.01A
hsa-mir-154	63.333	62.454	19.719	56.693	72.08	108.315	48.82	5.439	38.878	67.012	190.708	227.273	42.592	86.869	42.497	25.474	31.128	20.652	20.175	15.719	21.601	54.296	105.444	14.39	55.305	77.566	21.579	37.35	210.844	83.592	260.23	33.261	45.644	61.273	26.026	54.621	79.176	9.692	198.701	38.683	42.372	69.824	35.623	162.738	58.777	46.446	19.509	21.893	17.325	69.33	31.219	98.385	22.289	186.408	69.858	105.389	119.801	58.414	101.573	67.608	52.654	70.133	136.984	16.725	84.897	60.398	8.052	188.448	55.497	141.733	34.524	77.168	52.715	134.952	1.861	169.605	222.051	58.841	22.731	125.464	111.343	13.492	108.9	40.916	217.816	132.039	0
hsa-mir-155	1293.182	1626.648	1651.973	17638.825	988.75	7306.134	528.478	3378.733	1384.536	1215.612	609.742	1750.207	2253.488	1104.833	1144.284	624.727	506.834	938.922	2430.334	710.866	1715.507	2223.661	676.978	932.139	1030.119	1376.27	762.453	1001.649	9303.307	380.533	6081.679	11467.247	762.026	1355.457	943.277	332.826	1226.77	2043.266	2643.429	1241.268	948.775	780.124	379.756	920.682	1226.026	823.024	1271.318	1288.556	621.442	844.565	2043.833	2594.761	2227.508	5032.251	619.747	1259.351	5679.689	4127.418	910.739	2179.761	2206.665	1560.839	9962.685	1896.75	1408.375	1209.146	997.437	1216.475	933.841	1047.149	4141.328	1638.434	2252.817	862.065	871.87	1380.917	1015.419	1305.941	887.784	6813.242	2759.446	1227.812	718.367	514.517	1053.274	124.771	7577.547
hsa-mir-15a	2105.379	759.386	1723.179	2076.095	1313.893	1745.942	1232.709	1336.537	1812.194	1254.408	1975.318	2224.032	1370.678	1348.312	1468.524	442.768	806.944	599.419	987.032	883.779	1079.467	619.466	944.407	546.812	596.669	644.635	526.524	588.539	817.227	769.799	787.116	567.395	813.086	1216.877	932.022	627.78	1073.074	1078.464	1149.626	343.596	943.248	1138.765	976.611	1642.662	792.457	515.551	1866.334	881.191	1490.708	1117.683	1078.111	1254.675	594.838	1347.223	812.657	788.292	1298.41	806.702	884.857	1187.628	1023.395	1075.366	1148.011	1517.029	1401.794	2141.172	1103.119	1819.791	1499.482	1220.586	1264.839	1052.098	1295.168	713.152	1398.528	1793.441	936.776	1055.868	1634.128	1573.21	771.977	1095.586	1453.091	2091.823	1101.014	2228.91	1186.11
hsa-mir-15b	1479.756	891.392	2342.121	891.922	1008.337	830.418	2109.031	818.51	717.261	1541.265	1569.407	751.828	873.13	999.611	934.945	786.064	878.779	666.917	1035.142	2102.905	1914.119	1104.838	1306.583	473.264	550.356	1010.453	917.821	770.76	892.411	2219.566	3199.869	1009.572	1275.717	964.911	2058.187	1379.369	1606.817	1030.885	793.029	755.455	1219.591	1037.203	677.511	889.213	915.544	1132.354	4698.35	2294.068	1858.301	1253.191	1381.981	648.15	1340.127	694.794	840.856	887.294	986.929	1373.095	907.32	1115.132	964.04	2023.713	887.3	1359.069	1135.256	1222.173	904.84	3172.68	1854.875	2184.747	2432.383	904.653	978.881	1256.451	1279.425	1201.463	933.306	688.112	1088.577	1044.079	1581.996	1396.467	3166.047	1728.695	1445.641	490.602	1385.376
hsa-mir-16-1	2131.91	1004.945	1231.312	2335.607	1350.717	1540.916	905.614	887.852	877.534	1369.621	1109.258	878.655	1149.976	1077.916	884.577	849.143	838.871	1005.413	1399.848	929.191	1368.085	926.32	1034.569	636.349	942.889	793.478	945.154	874.887	1037.06	787.89	690.735	1545.662	1080.762	1297.047	772.348	852.092	956.638	1041.458	1156.722	628.029	1061.154	1035.298	947.709	1223.68	778.627	905.698	1628.978	914.812	704.301	1024.192	1155.119	895.733	731.358	845.769	1239.494	835.132	1088.474	1341.3	889.74	701.336	845.33	1655.128	1101.171	934.747	1231.341	1023.215	540.488	1645.406	1710.796	781.399	902.336	934.28	1133.364	609.611	666.231	1667.605	1240.939	701.188	1440.912	1331.01	1085.592	978.202	1260.53	1162.01	1436.689	1399.126	962.443
hsa-mir-16-2	2125.919	1019.139	1210.498	2350.779	1403.993	1544.784	1011.798	938.159	928.313	1329.649	1107.508	849.231	1204.183	1109.727	845.228	914.649	795.77	1042.687	1525.555	951.896	1432.289	915.625	1039.154	653.936	979.31	823.875	916.382	943.927	1105.707	813.467	787.116	1590.662	1083.083	1295.329	854.647	798.927	1020.911	1164.811	1209.946	651.922	1062.997	1054.341	930.906	1122.98	808.361	893.622	1511.926	889.792	760.796	1060.958	1236.29	900.598	693.745	802.634	1238.853	871.326	1056.527	1386.404	926.365	720.071	817.567	1722.923	1135.638	963.242	1241.213	1179.539	592.826	1614.467	1756.688	839.211	943.137	965.973	1205.846	629.389	720.2	1716.845	1327.677	720.801	1486.375	1377.922	1141.264	975.503	1385.788	1283.735	1393.425	1330.078	1079.021
hsa-mir-17	3249.643	2532.234	4653.57	2567.97	3904.856	4083.75	4159.479	5098.692	3562.501	1899.835	4570.002	2217.944	2541.95	1701.908	2907.143	1288.272	3088.896	2338.743	2206.855	1928.245	3011.588	3418.17	2237.237	2873.162	906.469	1720.075	2180.904	1661.492	2870.917	3728.597	2624.792	1897.838	2539.83	2828.307	3536.058	3933.46	7417.439	2749.025	3565.969	1732.769	1743.72	2282.608	2613.257	1607.597	2284.019	2123.512	2077.679	4000.154	4489.45	2521.089	2035.507	2371.503	4599.894	2748.366	2668.053	1587.229	2843.267	2057.794	2935.85	3616.644	2405.791	1897.475	2046.8	2798.047	2523.887	4171.021	2493.09	4150.08	2909.314	3764.33	3494.785	2029.095	3360.555	3486.652	4418.9	3192.96	3611.791	4025.699	2927.287	2916.22	2064.481	2779.442	2236.891	2479.501	1303.911	3973.274	4867.795
hsa-mir-181a-2	6492.44	3901.968	10944.871	5980.751	4103.86	10467.913	4327.908	8480.144	11035.026	1986.832	22169.407	12519.309	5505.944	8508.315	5209.877	6408.605	12769.83	5603.311	10602.837	6478.135	14948.132	6384.697	8397.28	9223.857	5382.158	6514.484	5586.048	5697.515	13323.244	6915.714	3739.606	8235.052	6035.094	4264.508	3828.677	2680.812	10095.468	7947.503	4979.937	13958.86	15576.492	6112.133	7404.228	5336.179	8020.688	5189.879	8453.778	3390.279	7766.145	5363.617	5571.629	8557.306	8440.57	5776.344	9611.526	9778.334	7520.054	8609.756	4011.157	5683.996	10186.079	5055.777	5665.819	7438.953	8678.619	5633.603	2763.838	5746.264	8115.344	4573.702	6956.616	4404.756	6171.268	13506.848	11578.096	7306.166	3885.884	8294.935	7787.997	5271.671	2039.429	4293.294	7749.198	4820.91	2282.591	5491.113	7237.303
hsa-mir-181c	672.694	413.049	987.021	170.879	344.73	386.841	261.188	1452.107	546.673	286.856	556.378	275.975	383.325	478.394	598.113	164.976	695.999	307.265	252.966	265.483	316.22	527.328	378.986	650.738	437.047	313.408	1101.961	1074.085	308.912	247.034	215.252	324.785	206.559	712.946	718.185	257.084	125.751	694.305	608.521	1116.117	166.726	118.066	1129.185	250.85	329.153	539.703	302.385	838.969	591.312	255.26	285.138	443.272	660.312	453.696	574.884	587.626	892.229	207.776	318.881	491.994	566.744	215.852	248.338	956.428	502.145	333.966	638.118	194.074	357.528	175.302	590.049	312.805	512.503	236.166	607.61	147.721	255.589	1015.006	334.655	229.108	474.135	466.838	1028.708	201.511	105.924	579.032	609.999
hsa-mir-181d	179.727	72.39	330.833	48.708	65.812	58.026	87.876	346.711	137.263	63.485	208.205	73.052	65.824	127.245	146.38	41.244	125.312	50.875	40.35	43.665	88.806	55.118	103.915	166.282	81.384	62.891	238.806	258.052	43.313	39.925	77.105	52.826	39.455	182.675	195.549	36.414	12.109	119.829	136.607	294.673	29.477	27.295	337.411	79.121	40.107	93.821	91.041	235.349	138.6	82.986	49.951	121.089	186.67	94.745	86.521	87.292	246.447	39.189	64.46	112.409	120.625	47.534	46.84	242.824	119.778	97.111	220.423	35.158	52.295	27.974	130.25	77.857	95.911	73.293	190.751	35.015	16.191	263.15	83.348	48.004	136.395	144.369	275.288	53.191	11.935	117.502	127.422
hsa-mir-182	61203.186	42809.514	21987.24	5760.366	57073.265	118053.505	78280.706	4081.673	16739.788	11346.105	229534.107	1695.418	39387.636	14953.785	13574.013	32797.549	15047.79	59961.074	11863.01	58486.612	26896.077	14667.28	46668.705	373581.379	4182.526	23988.813	75772.021	36634.318	20818.028	165134.36	46015.785	17820.113	227720.533	21143.301	20647.285	278392.233	13697.532	54844.82	64723.216	44302.228	1067.602	22200.2	36929.732	8466.858	41837.026	56674.374	1043.716	84623.27	129110.848	28520.869	54525.792	38433.816	39785.883	69746.711	149346.211	24502.522	42521.224	27007.897	18438.429	83911.844	51051.977	4564.849	6471.812	12351.177	83946.406	49270.633	72824.003	174324.437	98362.791	141677.544	36956.531	13020.661	39740.946	110984.179	101055.941	22279.594	55777.476	65138.529	11443.948	19991.328	23357.863	279410.842	98864.434	36285.201	23052.673	91925.576	84400.864
hsa-mir-183	17964.186	10647.021	5425.878	937.437	17542.08	53017.825	14541.088	838.905	7904.944	2479.426	70825.403	430.196	12541.318	3253.323	4131.7	7785.43	3706.675	16991.271	4559.592	20124.313	9211.174	4590.466	12098.502	73611.779	1050.353	6376.123	23896.433	10291.518	12415.305	64232.676	22164.554	2631.538	69837.195	5338.223	5253.089	60218.13	9132.309	15579.573	23086.542	11548.001	248.708	6352.073	8449.397	2235.171	11416.636	14802.35	243.859	34145.176	36106.926	5777.495	20973.22	13874.403	9219.292	25705.076	91614.886	7481.589	12454.698	8098.08	5088.416	21985.775	22446.71	1145.498	1809.951	2974.59	23110.517	15926.148	17146.664	59930.749	25277.738	38408.844	9447.062	2320.541	13358.756	44452.771	33203.63	6144.095	15885.865	28902.331	2289.547	4590.892	7604.713	64535.678	31547.368	11192.532	6049.611	33363.39	24768.684
hsa-mir-185	255.898	396.016	489.676	980.556	236.61	669.235	379.577	490.834	448.288	386.786	233.574	751.828	786.01	412.324	341.554	366.345	336.825	271.502	574.217	698.64	823.851	335.647	531.802	219.045	491.903	431.853	476.174	281.82	599.844	317.526	385.526	426.524	365.154	421.469	467.066	293.498	376.321	370.942	314.018	227.547	610.716	500.193	364.969	543.958	458.463	391.076	728.326	468.353	511.466	671.24	437.072	332.454	374.734	928.19	283.917	404.525	152.888	434.037	531.793	503.398	646.203	792.498	549.702	478.833	288.256	688.065	663.281	395.179	560.305	522.176	596.326	392.728	378.52	280.375	404.763	757.206	599.074	310.549	367.489	648.049	321.038	736.687	488.414	541.112	296.886	219.257	329.4
hsa-mir-186	1465.207	1213.599	833.655	1235.277	958.194	1083.154	1917.412	1278.072	662.514	1655.302	701.597	1202.316	1701.732	1309.16	1550.371	1462.952	948.219	1159.045	1041.35	1271.524	1282.28	1349.992	1123.203	888.969	1484.253	1514.631	937.961	1157.838	975.768	1250.144	1182.281	1395.009	1778.577	1160.184	1362.511	1128.111	1272.413	1000.046	1243.654	773.659	892.586	1085.445	1037.775	1105.897	1629.17	1930.297	2419.081	737.323	1969.03	1574.63	1202.989	1157.372	1436.248	1194.707	829.961	683.435	973.237	793.393	1622.238	1160.747	863.519	1270.178	1251.411	1466.853	1091.162	1506.4	1722.114	1095.531	1270.024	1493.796	1638.328	1428.29	996.452	1642.693	1854.468	1607.422	1240.939	751.856	1660.648	1315.736	1546.737	2497.45	1217.063	1488.314	1448.624	2214.374	1466.71
hsa-mir-188	74.459	19.872	19.719	16.768	11.752	14.184	3.662	8.158	20.629	36.445	6.998	5.073	11.616	7.341	9.444	29.113	15.165	19.141	13.967	24.452	9.601	9.049	9.169	14.39	19.784	30.397	2.877	12.45	21.248	40.549	6.425	13.696	37.134	22.333	19.696	19.664	12.109	4.405	5.322	15.928	27.634	22.217	9.41	35.964	17.979	8.36	22.76	15.638	16.572	13.656	12.488	8.649	9.751	12.325	24.995	19.694	3.423	36.231	51.275	14.662	6.701	11.689	14.14	7.433	8.556	23.686	16.104	15.47	12.807	39.163	17.262	14.469	11.714	13.961	7.444	7.66	10.409	19.614	13.891	13.092	38.97	5.397	8.88	24.55	19.395	8.48	14.911
hsa-mir-18a	38.513	49.679	30.673	91.029	38.39	94.131	23.19	44.868	52.366	24.688	52.489	33.482	27.104	18.353	33.054	18.196	19.954	26.193	68.285	33.185	51.603	35.375	19.866	22.384	17.536	19.916	31.649	13.582	58.84	57.392	19.276	62.609	20.888	22.333	26.026	21.12	150.901	27.314	79.835	17.066	37.767	36.816	37.64	27.872	20.053	11.147	22.76	48.477	28.624	28.362	24.976	45.408	30.647	26.19	46.145	20.759	52.484	43.626	31.253	29.324	37.336	42.08	57.445	30.972	30.273	76.978	27.175	47.815	51.228	25.176	34.524	27.56	37.34	27.921	63.273	74.408	63.608	19.614	31.571	64.368	25.052	22.937	18.695	12.275	16.411	20.593	39.311
hsa-mir-190a	23.108	9.936	10.955	29.544	14.886	12.895	25.631	20.395	13.488	17.635	33.243	23.336	23.232	12.235	9.444	20.622	17.56	37.275	18.623	10.48	16.801	8.227	10.697	33.576	9.442	11.53	12.947	3.395	16.345	48.034	3.213	15.652	9.284	13.744	15.475	18.207	11.178	14.979	37.256	20.479	11.054	10.156	45.033	18.881	18.67	15.792	0	22.675	18.832	16.807	8.325	14.596	29.254	10.784	14.1	10.645	22.819	9.612	13.673	26.88	14.36	21.819	16.792	10.531	28.299	5.921	34.221	14.063	53.362	7.46	15.693	13.78	32.947	66.313	25.123	22.979	12.722	9.807	26.52	30.548	27.836	17.54	24.771	13.298	13.427	18.17	18.978
hsa-mir-191	2830.279	3444.917	2358.554	2024.193	1030.274	2228.203	3108.625	2163.205	2087.515	2209.028	1740.87	1452.926	1397.782	2393.193	3333.692	1146.343	1391.2	897.618	1735.066	2085.439	1995.124	1697.979	1515.942	1007.285	1222.564	2072.266	2480.131	1833.527	2043.883	1306.912	2284.244	2621.756	1170.503	1902.909	1968.853	1242.452	1693.445	2165.739	1165.593	2097.982	1607.391	2310.537	2357.846	1176.027	1282.038	1127.71	3511.569	3007.152	2554.316	1371.893	2137.491	1329.815	2401.641	1178.531	988.903	1693.151	1923.655	1773.858	1257.454	1615.271	1202.417	1800.848	1830.278	4396.843	1347.17	1489.82	1707.017	4808.242	1498.414	3266.397	3223.3	2263.354	1629.76	2389.584	1696.285	2123.898	1194.678	1784.841	2030.663	2444.912	1654.368	2825.316	1241.835	1913.839	3209.054	1320.387	2400.686
hsa-mir-192	1152.823	3224.908	2716.773	1338.283	1081.2	1257.233	1884.459	1154.344	615.702	2461.791	1904.459	591.519	952.505	1426.617	1097.065	1763.792	2883.767	1256.262	2073.389	4029.404	937.858	2079.695	1109.45	5047.619	2045.4	3969.485	3525.986	1564.157	910.39	3303.149	1853.739	2105.231	3107.675	1674.422	1912.58	1518.471	822.504	2773.696	1119.466	4403.031	1136.688	1515.179	838.823	837.065	2601.416	2927.958	965.682	733.414	4049.544	751.074	1103.087	1103.314	1730.184	1418.859	1262.566	5109.793	1154.65	1188.241	1961.628	2031.511	961.168	953.803	717.617	1943.828	1141.179	1731.412	611.949	1887.295	2008.558	2140.922	3736.454	1883.717	1131.899	3669.302	1807.943	809.729	1726.674	2046.356	3702.676	1572.119	1718.39	1589.409	1127.793	2279.013	6300.248	1477.864	1585.998
hsa-mir-193a	4942.505	5233.378	3263.414	1083.562	3562.476	2202.414	8907.241	5492.991	3329.233	6290.852	2913.988	3283.287	3449.927	3638.73	5323.204	3419.621	6248.828	2291.394	2289.108	4970.821	1429.289	4725.383	3594.25	6147.639	4240.529	8248.185	6962.78	6026.87	2376.495	1930.112	3138.827	1342.182	3226.04	9958.345	4378.747	5634.002	1575.146	9678.86	2567.143	1898.878	2402.335	3522.934	4510.019	2816.891	4026.594	6888.875	1261.564	2825.754	4737.273	12022.443	3084.481	1477.933	3146.93	3933.059	1879.109	2995.084	3785.699	1691.783	2634.061	3898.482	1985.52	3989.762	932.372	5786.885	2282.358	3029.379	6627.775	10464.501	2503.761	6098.27	4097.389	3043.299	3411.073	6972.14	2986.875	1961.952	1199.304	5859.575	2499.18	2510.371	3649.26	4977.36	3175.395	9939.484	9015.487	1474.23	3916.196
hsa-mir-193b	339.77	594.734	281.537	242.743	329.061	537.709	275.834	198.509	617.289	257.465	100.603	374.392	327.182	188.421	204.618	440.341	251.422	131.973	583.529	915.218	113.407	362.795	239.922	466.869	196.042	438.142	185.578	254.656	220.651	590.138	430.504	315.002	274.639	283.461	213.134	113.612	330.678	363.012	337.082	113.773	303.055	319.286	270.198	369.532	129.31	253.595	185.333	454.279	232.005	601.91	291.381	158.389	213.139	696.335	221.109	324.685	642.359	165.629	269.559	152.323	953.509	479.239	236.849	74.953	288.256	181.194	328.118	409.242	529.354	237.777	1531.617	228.058	200.608	229.186	89.327	488.026	299.537	444.576	281.616	278.203	539.085	211.831	395.873	192.305	475.913	122.348	269.755
hsa-mir-195	593.956	190.201	86.542	274.683	415.244	184.394	903.173	229.781	255.484	178.697	302.684	100.447	393.005	157.833	325.814	240.186	141.275	392.393	238.998	82.09	431.427	329.888	307.162	334.163	212.678	162.469	317.929	292.006	108.691	53.025	32.127	148.697	424.723	687.75	94.961	340.837	53.095	625.58	53.223	138.804	47.899	161.865	303.805	193.307	149.364	544.347	302.385	189.218	140.107	369.76	212.292	197.31	176.919	80.109	121.129	220.36	347.992	143.447	328.647	193.051	410.698	652.233	200.615	262.646	414.615	357.651	292.89	291.11	186.768	344.077	95.726	401.685	453.199	76.783	40.942	181.642	207.016	137.295	318.238	185.469	366.503	218.577	100.955	152.412	441.599	152.632	258.911
hsa-mir-196b	150.629	63.874	1791.098	112.588	348.648	301.736	209.927	36.711	785.496	16.459	930.797	41.599	272.974	761.026	33.054	1249.454	435	589.849	585.08	441.89	28.202	379.248	96.275	759.461	334.08	103.771	605.647	113.181	290.115	1341.846	385.526	927.397	1326.777	71.008	29.543	327.728	32.602	550.686	583.683	3082.122	300.292	392.284	59.82	53.946	181.864	679.97	28043.784	726.377	288.5	592.456	385.04	841.676	842.803	246.49	185.219	777.114	748.468	118.307	77.156	493.623	534.195	79.484	93.679	469.542	602.179	570.821	34.221	142.039	168.625	175.302	122.404	355.522	276.752	1414.671	1507.395	208.998	530.84	248.439	31.571	258.565	428.67	1913.228	674.433	354.945	122.335	284.671	745.555
hsa-mir-197	1042.419	1189.469	1081.232	1291.97	835.971	662.787	1133.849	1411.318	1682.072	857.042	1180.992	1434.663	1330.022	2168.066	1136.414	1610.946	537.165	1833.014	2234.79	2984.938	1860.716	2590.569	1456.344	1933.029	1294.056	1160.343	1490.38	1132.938	1565.806	1360.56	1869.803	1285.443	1664.08	854.963	1215.498	1090.969	1553.722	1180.671	1351.875	1012.583	2239.293	914.693	918.807	1166.137	1977.685	638.168	3254.705	1271.355	1051.556	866.624	2499.636	1134.127	1436.248	925.879	1768.875	641.385	876.256	1424.854	905.367	996.206	1527.912	1742.404	1838.232	709.888	1115.512	2695.413	888.736	1371.172	1375.681	1646.719	1872.15	1025.916	767.29	1184.321	1374.335	1920.372	2803.388	928.379	1103.731	966.618	810.947	1867.353	1067.034	1065.858	1772.364	1681.373	1522.287
hsa-mir-1976	51.351	48.26	37.246	73.462	44.658	29.658	9.764	36.711	20.629	37.62	9.623	34.497	50.336	48.941	39.35	55.801	46.294	54.401	58.974	83.837	157.21	55.118	29.035	39.972	68.795	146.746	57.544	48.668	49.851	26.201	38.553	80.218	72.721	95.06	46.425	33.501	31.671	74.012	21.289	37.545	46.978	52.051	41.672	35.065	76.065	52.948	22.76	34.403	15.065	43.069	39.545	25.407	45.971	22.338	38.454	47.372	6.846	47.323	53.716	21.179	34.464	40.521	30.048	37.167	9.872	26.054	29.188	32.346	28.816	35.433	36.093	25.493	18.304	17.451	21.401	21.885	26.6	26.152	42.937	53.459	43.609	83.653	15.424	70.58	64.151	8.48	33.889
hsa-mir-199b	6907.525	10982.003	7760.331	14750.657	30533.719	5863.217	7085.028	7333.959	48600.768	3114.271	36954.552	27738.503	13625.47	20377.622	8057.209	11669.654	13979.048	9976.05	6853.356	4509.718	5735.758	7904.157	21295.013	14237.9	13574.999	6117.221	3474.197	14523.343	11857.957	6369.868	6184.486	14102.698	10935.271	4073.244	9631.132	11581.166	4980.667	8361.619	6484.386	33529.024	11579.662	10829.056	13936.699	28404.478	13794.698	2434.701	19121.796	8644.586	6453.961	10234.571	13214.148	20794.307	11212.765	8707.266	21709.09	18145.62	16259.793	8289.589	10254.478	9550.71	20373.116	16374.39	16671.346	9045.182	33138.281	5450.04	3400.95	5194.983	9893.377	6149.555	8285.796	14995.326	14159.725	3156.251	10202.83	19500.253	11359.273	25643.198	9543.358	5953.54	914.867	6895.985	14050.913	6310.247	3793.874	6394.791	638.466
hsa-mir-19a	202.835	176.007	238.813	324.989	195.086	321.078	297.803	277.369	196.771	154.009	263.317	205.966	302.014	156.61	210.913	63.079	125.312	109.306	139.674	62.878	79.205	94.606	56.542	111.921	59.352	47.168	63.298	59.986	108.691	114.16	93.169	144.784	119.139	96.777	98.478	117.254	237.529	63.439	113.543	60.3	116.985	116.796	110.902	152.848	69.841	71.527	68.281	210.329	225.979	157.568	120.715	169.2	171.347	204.125	112.157	91.018	174.567	107.215	124.525	206.898	185.724	97.406	263.362	209.993	207.966	246.329	190.228	275.641	202.777	208.87	214.991	165.359	167.662	175.67	282.869	292.159	340.015	165.081	164.171	233.472	143.818	217.228	154.236	156.503	116.367	190.184	241.289
hsa-mir-19b-1	433.058	317.949	462.29	725.036	581.341	559.63	523.596	609.124	390.368	324.477	436.53	310.472	675.659	281.408	417.105	128.585	344.009	388.867	313.491	155.447	271.817	348.81	195.605	442.886	139.837	118.445	171.192	161.848	321.987	276.978	244.167	285.654	293.98	251.392	362.258	289.857	508.592	258.162	324.663	174.073	168.569	285.009	313.887	301.2	203.992	158.845	146.315	440.986	419.568	329.842	233.105	376.24	440.208	440.601	290.326	184.165	417.591	258.795	410.687	459.412	289.116	268.841	398.578	350.608	425.145	426.339	336.17	604.722	448.244	361.793	455.091	283.178	426.11	353.668	400.111	528.513	569.005	375.928	409.163	326.206	240.315	366.994	230.419	238.335	170.075	444.571	493.422
hsa-mir-200a	123.242	498.214	245.386	57.492	232.693	14.184	230.675	76.14	134.883	370.327	24.495	20.292	129.711	118.681	316.37	218.351	117.33	429.164	21.727	134.488	1031.464	312.612	55.014	420.502	381.292	437.094	202.841	1006.176	8.989	313.16	170.274	29.348	159.368	489.041	857.461	195.18	42.848	511.918	65.642	275.332	7.369	70.459	377.067	53.047	463.304	409.654	9.754	217.366	270.422	300.43	39.545	215.149	342.694	231.085	93.571	112.841	43.356	705.403	195.821	316.049	34.464	79.484	130.797	722.896	110.564	351.73	320.066	102.662	570.977	242.439	116.127	279.733	123.001	167.527	658.787	25.167	8.096	266.419	215.947	89.461	318.255	5936.673	86.933	305.846	1940.948	243.484	79.978
hsa-mir-200b	133.512	309.432	273.868	50.305	242.878	9.026	335.639	55.746	158.686	209.264	24.495	22.321	162.623	134.587	374.607	180.746	152.449	330.94	17.071	73.357	1227.077	379.248	61.127	494.05	203.686	162.469	233.052	776.419	9.807	265.125	231.316	17.609	132.291	403.717	1129.681	189.354	26.082	444.073	62.094	188.864	6.448	53.955	354.215	57.543	283.514	351.132	22.76	193.127	360.06	323.54	79.089	196.769	463.89	261.126	85.239	99.535	43.356	788.217	216.331	300.572	36.379	88.055	159.961	909.35	133.598	350.546	469.027	84.38	520.816	193.951	105.142	276.288	127.394	165.2	891.41	16.413	6.939	209.212	205.845	53.459	221.758	4854.579	106.563	315.052	941.382	256.809	88.111
hsa-mir-200c	71.035	68.132	63.537	130.155	59.544	101.868	256.306	104.693	53.953	54.079	123.348	49.716	89.055	74.634	1369.364	70.358	156.44	1767.028	79.149	115.276	30095.477	115.173	195.605	450.88	63.848	47.168	266.139	107.522	95.616	184.652	170.274	135.001	157.821	117.965	118.173	194.452	1115.923	142.738	228.861	100.121	43.294	88.867	46.377	45.854	73.99	118.902	68.281	69.588	55.741	82.986	114.471	673.016	519.613	108.61	142.92	61.211	22.819	102.039	8265.991	224.004	179.022	74.808	1930.143	232.293	295.496	163.43	80.52	87.192	90.716	192.086	133.389	136.421	135.447	208.245	60.482	43.769	97.147	58.841	145.228	449.488	108.559	144.369	2385.986	133.999	80.562	84.795	71.844
hsa-mir-203a	1776.734	366.209	9005.884	351.339	495.158	887.155	757.933	447.325	330.86	3591.581	210.829	90.301	551.756	119.904	889.299	163.763	448.568	8088.131	394.192	506.514	24843.949	2630.88	1074.302	356.547	1883.98	2426.553	440.209	512.708	1175.172	310.041	2252.117	2459.363	2248.171	958.612	419.938	1246.093	98.738	165.646	842.704	819.169	8463.442	422.117	370.346	527.774	134.842	3813.219	78.035	1702.958	341.982	3021.105	149.853	582.74	295.329	1224.748	1411.254	112.841	1695.464	260.274	2813.767	831.665	1653.323	1003.675	1345.091	334.502	777.239	197.774	1953.609	369.865	830.318	545.487	265.208	1456.539	4763.349	4106.733	5344.739	101.763	836.159	722.436	535.448	271.657	15904.391	7478.858	240.234	801.951	2412.385	2289.478	3102.863
