	TCGA.3H.AB3K.01A	TCGA.3H.AB3L.01A	TCGA.3H.AB3M.01A	TCGA.3H.AB3O.01A	TCGA.3H.AB3S.01A	TCGA.3H.AB3T.01A	TCGA.3H.AB3U.01A	TCGA.3H.AB3X.01A	TCGA.3U.A98D.01A	TCGA.3U.A98E.01A	TCGA.3U.A98F.01A	TCGA.3U.A98G.01A	TCGA.3U.A98H.01A	TCGA.3U.A98I.01A	TCGA.3U.A98J.01A	TCGA.LK.A4NW.01A	TCGA.LK.A4NY.01A	TCGA.LK.A4NZ.01A	TCGA.LK.A4O0.01A	TCGA.LK.A4O2.01A	TCGA.LK.A4O4.01A	TCGA.LK.A4O5.01A	TCGA.LK.A4O6.01A	TCGA.LK.A4O7.01A	TCGA.MQ.A4KX.01A	TCGA.MQ.A4LC.01A	TCGA.MQ.A4LI.01A	TCGA.MQ.A4LJ.01A	TCGA.MQ.A4LM.01A	TCGA.MQ.A4LP.01A	TCGA.MQ.A4LV.01A	TCGA.MQ.A6BL.01A	TCGA.MQ.A6BN.01A	TCGA.MQ.A6BQ.01A	TCGA.MQ.A6BR.01A	TCGA.MQ.A6BS.01A	TCGA.NQ.A57I.01A	TCGA.NQ.A638.01A	TCGA.SC.A6LM.01A	TCGA.SC.A6LN.01A	TCGA.SC.A6LP.01A	TCGA.SC.A6LQ.01A	TCGA.SC.A6LR.01A	TCGA.SC.AA5Z.01A	TCGA.SH.A7BC.01A	TCGA.SH.A7BD.01A	TCGA.SH.A7BH.01A	TCGA.SH.A9CT.01A	TCGA.SH.A9CU.01A	TCGA.TS.A7OU.01B	TCGA.TS.A7OY.01A	TCGA.TS.A7OZ.01A	TCGA.TS.A7P0.01A	TCGA.TS.A7P1.01A	TCGA.TS.A7P3.01A	TCGA.TS.A7P6.01A	TCGA.TS.A7P7.01A	TCGA.TS.A7P8.01A	TCGA.TS.A7PB.01A	TCGA.TS.A8AF.01A	TCGA.TS.A8AI.01A	TCGA.TS.A8AS.01A	TCGA.TS.A8AV.01A	TCGA.TS.A8AY.01A	TCGA.UD.AABY.01A	TCGA.UD.AABZ.01A	TCGA.UD.AAC1.01A	TCGA.UD.AAC4.01A	TCGA.UD.AAC5.01A	TCGA.UD.AAC6.01A	TCGA.UD.AAC7.01A	TCGA.UT.A88C.01B	TCGA.UT.A88D.01B	TCGA.UT.A88E.01B	TCGA.UT.A88G.01B	TCGA.UT.A97Y.01A	TCGA.XT.AASU.01A	TCGA.YS.A95B.01A	TCGA.YS.A95C.01A	TCGA.YS.AA4M.01A	TCGA.ZN.A9VO.01A	TCGA.ZN.A9VP.01A	TCGA.ZN.A9VQ.01A	TCGA.ZN.A9VS.01A	TCGA.ZN.A9VU.01A	TCGA.ZN.A9VV.01A	TCGA.ZN.A9VW.01A
hsa-mir-204	77.026	7.097	878.569	27.947	47.009	60.605	25.631	643.115	310.231	21.162	5.249	119.724	29.04	174.962	62.959	63.079	215.504	65.986	35.695	104.796	14.401	29.616	440.112	60.757	82.733	42.976	35.965	414.241	49.034	201.495	28.914	33.261	13.925	26.342	131.538	36.414	57.752	9.692	58.546	290.122	17.502	213.28	35.623	165.435	48.405	54.806	6.503	25.802	94.158	9.454	106.146	541.116	990.468	859.635	292.89	138.39	39.934	78.378	76.18	636.986	419.314	117.667	87.493	1047.487	13.821	486.738	83.539	16.876	113.128	63.407	84.741	47.541	42.465	48.862	4143.475	119.271	17.348	13.076	611.219	31.639	20.413	130.877	9.815	12.275	147.697	835.841	502.911
hsa-mir-20a	1667.186	1171.016	3424.449	1951.53	2093.454	2673.07	3403.987	3272.68	2306.501	986.362	2719.781	1566.562	2110.225	1148.879	1778.599	477.946	1788.686	1097.592	1091.012	745.798	1225.276	1253.74	932.182	1221.533	390.735	353.239	936.523	597.594	1093.449	1498.426	944.54	894.136	943.83	1055.962	1431.446	1845.471	2874.572	958.635	1213.494	646.233	769.153	1002.925	1197.071	1168.835	918.31	749.639	1095.74	2649.828	3523.766	1548.369	872.063	1473.067	2605.028	1703.863	1168.995	672.789	1646.402	1131.306	1183.228	2385.03	1258.9	1363.688	1347.742	2137.096	1607.127	3301.762	1927.44	2209.344	1951.994	2295.71	2809.01	1387.639	2376.55	2101.065	3135.754	2235.51	2102.541	2401.036	2158.211	2119.796	1224.771	1600.203	1297.921	1585.489	614.658	1871.558	3180.13
hsa-mir-20b	33.378	56.777	100.784	165.289	52.493	403.604	54.923	42.149	36.498	19.986	133.846	103.491	79.375	34.258	127.492	88.554	27.138	44.327	74.493	87.33	84.005	27.148	55.014	6.395	49.46	38.783	64.737	55.459	48.216	25.577	57.829	64.566	15.473	32.641	25.323	32.044	67.999	34.363	39.031	68.264	46.978	71.093	59.148	64.735	52.554	48.304	126.807	43.004	108.47	50.422	49.951	45.408	25.075	18.487	65.371	53.759	35.37	51.759	18.557	52.132	29.677	115.329	83.958	96.634	24.35	117.243	42.273	74.535	94.985	71.799	70.618	135.732	99.572	20.941	276.356	168.511	90.208	26.152	103.554	129.828	75.156	51.271	12.619	186.167	49.232	9.691	63.711
hsa-mir-21	1200691.446	2399781.287	3666860.569	2358051.409	2073061.02	3625576.677	1113345.26	3946005.53	2996709.35	1132182.849	566600.598	2458699.31	2510087.237	3180388.248	2794836.325	1153705.376	3417162.16	629719.218	1565141.402	1770398.08	688618.548	1283510.775	1584403.986	2482533.273	842470.523	661087.504	1778181.779	1790082.368	2176171.221	521229.398	2618864.582	1576716.091	847746.899	1769272.023	2336446.391	1000693.714	1574262.334	2646761.688	1133557.533	1749977.254	1433553.125	1567260.845	983559.942	2137889.188	1716113.307	1152991.1	1178505.473	3277904.794	1895600.825	1456852.205	1888809.414	1269568.995	2921180.963	4337282.243	892632.445	2670231.499	1876929.609	1327251.864	1452682.822	2106249.608	2726278.221	585292.676	2027821.276	2626774.211	2630891.765	1857446.248	3618220.842	4611704.545	2174851.309	1736512.208	4485377.298	985082.108	2216586.408	2769406.487	836875.879	2293837.46	2306512.943	4200556.582	1588414.119	2053323.404	1686142.838	937179.316	2731545.023	4109462.43	1376649.757	219921.942	4417250.538
hsa-mir-210	11102.877	7500.181	6751.401	2191.878	3891.537	2018.02	5370.219	3023.864	11742.766	4131.2	2704.909	2450.29	3589.318	3954.397	7518.908	3195.205	5278.26	1179.698	3881.396	8760.94	207.613	8186.331	790.063	12402.402	1936.588	5832.114	5108.436	2716.336	2034.077	5650.599	3942.007	4458.941	8513.806	3447.912	4230.326	1557.07	5017.926	6728.064	2050.875	1856.782	1612.918	868.99	3327.063	1941.164	3132.487	15618.871	1596.464	9871.373	3510.961	4225.975	2562.075	1353.06	9950.65	12249.022	1024.794	3967.009	343.428	1307.287	3745.016	4046.731	5226.11	630.414	1080.845	1497.206	1970.409	5259.371	15317.861	10530.598	2488.819	4906.59	7323.827	1680.463	3605.825	12652.927	5257.272	2458.732	4061.674	10709.047	3273.307	3475.899	8538.137	7225.2	4072.769	1687.779	8074.105	4714.629	6231.482
hsa-mir-212	15.405	9.936	5.477	44.716	18.02	67.052	6.103	4.079	29.357	22.337	50.739	38.555	21.296	20.8	15.74	27.9	29.532	9.571	48.11	34.932	32.402	25.503	39.732	19.186	15.737	16.771	17.263	23.768	34.324	43.668	51.404	31.305	12.378	34.359	12.661	14.566	50.3	59.034	30.16	19.341	27.634	35.547	28.23	29.67	15.904	8.36	120.304	14.856	26.364	7.353	20.813	23.785	11.145	14.635	44.222	33.001	28.524	40.668	29.3	15.477	18.189	38.963	64.515	22.92	22.376	29.607	16.104	33.752	53.362	21.447	26.678	16.536	13.911	20.941	18.61	38.298	43.948	11.441	15.154	38.185	13.918	13.492	75.716	14.321	19.395	21.805	16.267
hsa-mir-214	112.972	160.394	106.261	286.661	741.171	68.342	90.317	67.983	645.059	30.567	660.481	569.198	149.071	462.488	99.161	189.238	175.596	171.263	93.116	66.371	82.205	167.001	434	257.417	135.79	82.807	54.666	230.889	120.132	121.022	106.02	164.349	182.577	36.649	225.796	96.133	161.147	107.494	159.67	351.56	330.69	167.577	175.427	465.736	222.662	30.654	386.923	132.14	88.885	98.743	245.593	369.213	93.335	111.691	514.64	208.65	68.457	169.326	141.128	167.799	250.823	214.294	298.713	129.465	656.145	81.715	61.396	95.63	165.423	80.191	117.696	163.981	205.733	26.758	147.018	458.482	115.651	457.652	88.4	82.915	6.495	116.035	157.04	74.671	31.33	78.739	12.2
hsa-mir-215	8.558	28.388	12.05	9.582	5.484	5.158	17.087	8.158	11.901	14.108	7.873	4.058	11.616	6.118	9.444	21.835	4.789	11.082	31.039	1.747	4.8	3.291	1.528	12.791	20.234	16.771	8.632	3.395	12.258	4.991	3.213	9.783	3.868	24.051	24.619	2.913	311.117	12.335	8.871	9.102	8.29	11.426	45.705	10.789	6.223	12.076	13.006	52.387	5.273	11.555	8.325	3.784	9.751	5.392	23.713	9.581	3.423	11.091	6.348	22.808	8.616	40.521	7.07	7.433	6.581	24.87	5.032	4.219	8.538	2.797	10.985	10.335	32.214	9.307	3.722	5.471	56.669	13.076	2.526	16.365	23.196	2.698	3.272	18.412	20.886	19.382	4.067
hsa-mir-217	151.485	414.469	360.411	254.721	70.513	1077.996	128.153	40.79	51.573	11.756	273.815	314.53	358.157	209.221	166.842	81.275	59.064	4208.528	467.133	108.289	42.003	339.76	158.929	172.678	19.784	34.59	5370.26	102.994	67.83	190.266	44.978	410.872	26.303	13.171	486.058	32.044	123.888	74.012	95.802	513.118	61.716	65.381	221.132	289.511	87.129	39.944	13.006	434.731	66.287	3.151	135.284	384.89	89.156	229.544	109.593	121.358	17.114	96.124	142.105	1113.503	198.169	46.755	570.029	211.851	56.598	198.958	935.035	1015.37	157.953	33.568	152.22	104.728	162.537	229.186	60.482	340.305	2352.348	50.669	84.611	84.006	8.351	25.636	100.955	35.801	56.692	19.382	1188.821
hsa-mir-218-1	201.124	255.494	521.445	309.019	499.859	225.657	180.635	327.676	576.03	433.811	174.962	294.238	309.758	473.5	582.373	162.55	336.027	398.941	121.051	239.284	325.22	386.652	256.732	164.683	303.505	125.782	117.964	756.047	125.036	203.99	449.781	150.653	101.346	147.743	428.379	328.456	471.333	346.271	1484.933	168.385	362.93	344.042	499.396	511.59	306.334	58.522	653.542	520.739	891.864	218.494	586.925	581.659	448.566	432.128	555.016	916.037	496.317	553.083	111.34	252.513	146.473	457.42	411.835	364.236	410.008	433.445	440.845	106.881	931.706	172.505	324.841	310.738	358.02	33.738	575.043	304.196	796.838	308.915	457.152	309.842	499.187	360.248	496.36	168.778	198.421	158.689	390.4
hsa-mir-219a-1	20.54	32.647	12.05	21.559	16.453	25.789	19.528	23.114	7.141	28.215	66.485	4.058	23.232	4.894	12.592	20.622	10.376	9.067	3.104	15.719	15.601	16.453	6.113	20.785	6.295	18.867	24.456	9.054	19.613	3.119	16.064	1.957	10.057	14.889	12.661	18.935	14.904	20.265	3.548	10.24	8.29	20.947	25.541	7.193	9.681	7.431	19.509	10.946	18.832	11.555	14.569	8.109	8.358	6.162	5.127	8.516	6.846	12.57	9.767	17.106	8.616	7.013	6.186	19.822	9.214	21.317	28.182	15.47	6.403	26.109	15.693	9.646	4.393	6.98	15.818	3.283	10.409	11.441	11.366	6.546	11.134	20.239	7.945	25.572	16.411	4.845	16.267
hsa-mir-22	941315.645	583435.767	477216.551	463554.553	708235.449	600036.544	594673.642	652280.424	1009794.532	969649.388	143117.86	950247.904	709622.138	522431.817	794644.801	373103.813	480771.829	383650.029	749078.337	870173.049	488933.294	566109.771	612718.729	474930.281	695529.512	765474.376	1253931.925	901806.558	628353.204	489958.966	583693.353	569957.964	467850.103	807676.16	683329.949	514069.905	687510.847	748424.818	314653.259	309270.259	681239.868	442643.696	836004.341	1082521.506	497255.001	1603775.826	155975.462	533651.485	679725.279	631374.158	410158.92	380802.262	396293.029	612664.467	362454.583	563197.137	424216.188	582295.015	844182.933	434167.532	1005118.056	714910.858	521951.709	318450.86	712378.597	429739.539	934777.011	560145.422	971058.945	1028004.202	625949.48	527754.99	463796.901	1141463.636	230781.231	719481.746	806061.953	730838.505	1089885.099	469345.621	373962.412	499911.003	347521.609	1753482.623	1355024.823	541402.227	493798.528
hsa-mir-221	1104.896	1439.285	878.569	1506.766	1407.127	2087.651	1384.052	522.106	1789.185	1736.421	453.151	1288.558	739.547	545.687	760.233	1304.041	597.027	1255.758	699.924	1496.835	1369.285	1081.803	950.52	1108.014	621.399	560.78	1311.995	501.39	1569.075	168.433	1230.472	988.05	1727.517	2363.317	1138.826	1466.035	2726.466	1281.116	392.079	424.375	983.778	2183.585	776.987	1558.146	855.383	673.467	4867.425	949.216	796.199	2592.52	1319.542	849.784	677.029	1559.821	644.742	900.601	14527.819	740.894	788.167	623.138	1138.275	773.016	1767.53	752.01	873.324	1824.97	1129.288	638.474	546.43	612.624	1134.589	784.078	838.308	1871.879	383.362	1050.46	308.789	1479.195	1231.279	1132.449	2657.381	878.358	268.277	864.347	429.664	260.443	2243.442
hsa-mir-222	357.743	464.148	279.346	363.317	303.99	774.971	549.227	182.193	401.476	632.495	222.201	325.691	214.894	205.55	207.766	502.208	172.403	313.31	355.394	384.252	292.218	246.799	191.021	225.44	179.405	175.047	444.525	118.84	424.958	49.282	388.739	422.611	461.858	508.511	259.559	444.981	863.489	318.076	90.48	180.9	397.012	633.493	186.853	302.998	181.864	151.414	920.161	257.242	204.134	876.078	268.487	212.987	185.277	360.492	196.114	369.928	4384.702	236.613	141.616	175.13	277.628	464.433	489.606	264.504	202.701	696.354	370.39	216.575	112.061	179.032	349.949	203.254	230.626	570.056	133.06	319.515	149.19	375.928	493.774	354.572	838.782	329.215	119.182	246.518	152.173	53.3	689.977
hsa-mir-223	780.531	1290.247	840.228	2861.818	910.402	1827.178	666.395	770.922	700.599	1309.663	660.481	1807.026	4762.526	2136.255	4479.55	464.603	578.669	1097.088	1780.072	3734.228	11037.088	1966.167	2269.329	709.896	2611.044	894.104	3710.126	1174.815	1862.459	1009.971	1130.877	1040.876	712.514	1848.507	1289.356	544.028	3331.933	1354.247	954.473	502.878	763.626	2382.9	780.348	1699.306	2453.436	541.561	516.981	1465.264	1242.131	529.429	2976.253	1571.452	566.977	517.629	1514.439	1024.62	770.147	2633.799	2632.596	1651.927	1198.588	4987.982	3957.5	1675.607	407.376	1784.704	2164.973	5054.35	2917.852	1212.194	1514.355	1400.041	1260.025	435.104	1008.652	3618.615	1190.052	400.445	1504.054	1552.481	1021.57	1304.719	1411.027	4647.018	2407.909	474.855	1649.709
hsa-mir-224	198.556	376.145	317.687	38.328	400.357	460.341	799.43	478.597	428.452	223.372	365.67	532.672	267.166	899.283	358.868	394.245	317.669	319.858	257.622	558.912	84.605	301.095	192.549	542.015	144.334	209.637	440.209	172.035	109.508	248.906	620.055	109.566	257.619	115.675	1210.574	147.842	339.993	195.604	441.754	160.421	738.755	274.852	129.05	471.13	200.534	422.659	240.608	433.949	374.372	404.425	231.024	239.475	125.376	554.603	229.441	175.649	140.338	352.701	239.283	498.51	324.538	247.802	141.402	488.125	71.077	1416.395	1335.62	302.361	161.154	296.521	889.781	358.278	243.805	973.75	781.612	299.819	365.458	161.813	406.638	307.66	654.139	1215.669	110.77	244.472	377.448	256.809	494.777
hsa-mir-2355	201.979	183.104	133.648	297.041	190.385	322.367	346.623	156.36	326.893	189.278	152.217	252.639	212.958	189.645	125.918	350.575	118.926	203.5	265.381	185.139	166.81	213.07	137.535	281.4	273.829	208.589	120.842	207.121	138.929	195.257	260.23	297.393	157.047	108.803	127.318	433.329	367.938	258.162	129.51	267.368	359.245	196.142	181.476	208.592	242.024	416.156	48.772	157.16	126.548	193.283	216.455	138.928	118.41	304.261	196.114	219.828	165.439	88.73	167.009	188.978	237.42	124.68	183.823	70.617	238.239	175.273	195.26	170.166	91.783	311.441	553.956	237.704	150.09	293.172	74.439	244.013	604.856	271.322	135.125	301.114	112.271	183.497	318.755	137.068	217.816	144.152	458.177
hsa-mir-23a	14024.732	26700.589	23582.249	13885.884	25523.375	25379.337	9683.481	32552.769	49540.983	7914.411	9073.518	25430.258	11766.923	26725.211	20757.662	7958.898	20339.619	8974.164	25521.612	15923.742	14798.723	27525.521	10868.327	23111.604	6177.567	6728.314	19190.802	22388.267	20427.394	7148.401	30729.665	16843.803	12044.657	9520.269	27415.525	6623.739	17205.516	32121.305	11038.535	12009.921	17385.613	12681.929	13921.912	21894.069	23302.108	8004.509	13977.997	29481.978	16149.967	5597.868	28588.682	10832.046	20589.473	17474.614	8845.655	22022.676	43787.688	7853.334	9373.039	17832.336	25760.058	11256.273	11646.257	20073.837	16456.931	10889.421	40719.804	17705.694	11843.236	14953.816	52963.181	10557.498	18737.841	19550.61	14947.402	16683.708	14581.319	40734.259	10005.561	9793.83	8566.9	24173.051	9915.982	14013.68	4854.608	7151.894	24873.062
hsa-mir-23b	13135.509	4451.281	4963.588	2838.661	6549.879	1887.783	10436.532	13068.967	9222.832	6557.722	3416.129	5240.476	3147.913	9306.046	9955.43	3162.452	11043.4	4762.11	1794.04	4597.048	5568.347	7692.733	8435.484	5839.058	2488.293	4766.107	5918.363	5400.981	2115.799	5858.333	3553.268	2570.886	6212.255	5605.076	10492.813	11259.264	1487.586	6897.234	2960.996	4954.832	2630.778	4368.439	7790.706	5950.267	3967.125	6731.888	1411.131	7580.432	13054.054	4655.611	3916.999	4288.924	5088.86	9264.18	3976.763	4725.494	4531.885	1813.047	4071.221	12656.625	7303.534	3572.084	2196.156	8602.896	15378.932	5189.499	11295.903	9162.239	11834.699	7458.725	10167.362	3592.429	14891.873	3036.423	4827.386	4973.27	2659.98	14759.263	8035.515	2063.065	2032.934	3613.275	19770.737	23536.844	5263.385	6308.784	21477.399
hsa-mir-24-1	3525.225	3852.289	2785.788	7652.807	7253.443	5717.507	2079.739	3535.093	9046.69	2154.949	1200.238	5047.699	4640.559	4638.341	4037.261	1609.733	2870.997	4012.08	6170.504	3290.592	4815.9	8033.316	4199.404	2935.518	2651.511	3165.525	6572.922	6904.021	5990.27	2318.131	4835.143	4325.897	3809.358	5465.923	5160.942	3371.953	4031.48	6413.512	3010.671	1996.723	3125.431	2679.969	4732.496	4221.291	4381.333	2875.938	1866.334	4641.304	3302.307	1836.193	5190.752	2820.181	2194.074	5983.549	3146.802	3644.986	5897.612	2726.226	3547.73	3645.968	6525.218	2920.631	4721.074	2876.098	6485.766	3877.321	4208.159	4906.685	5210.298	2144.652	5997.786	2403.91	4931.743	3858.933	1878.661	4662.509	5450.647	6251.847	2396.889	2190.711	2462.532	2431.337	4347.59	4392.317	2158.764	2102.928	6804.881
hsa-mir-24-2	3283.021	4077.975	2734.301	7854.028	7460.281	6112.085	2074.857	3537.812	9350.574	1910.416	1178.368	5216.125	4828.349	4416.885	4147.44	1638.846	2772.024	4025.176	6196.887	3161.344	4913.706	8108.178	4049.644	2983.483	2647.464	2921.298	6564.29	7132.645	6191.308	2233.914	4623.104	4572.42	3684.03	5230.565	5122.958	3287.472	4306.269	6445.231	3044.379	2093.431	3195.438	2652.04	4672.676	4411.002	4307.343	2674.362	1658.241	4617.066	3230.747	1704.886	5390.557	2959.109	2205.219	5765.56	3164.106	3666.277	5979.761	2850.447	3480.828	3478.169	6806.675	2887.123	5045.415	2811.056	6462.073	3886.795	4302.77	4998.097	5011.79	2082.177	6123.328	2365.326	5015.208	3883.364	1980.084	4782.874	5454.116	6183.2	2196.096	2245.26	2441.191	2475.862	4194.288	3962.7	2114.007	1935.76	6174.549
hsa-mir-25	25360.398	20777.376	31390.781	25769.932	23316.316	22057.664	23494.708	33252.989	20215.806	25761.808	18916.868	11634.566	17627.153	24810.412	14762.368	43615.633	20575.078	28389.809	26319.308	31702.517	51172.992	35013.41	30904.13	42349.157	23917.556	30612.309	27946.067	24924.646	28217.197	22884.989	27520.158	30512.15	32019.03	19479.187	25941.875	48719.988	23862.861	19684.608	22948.161	22708.035	31097.716	24637.689	32644.878	17578.372	25301.229	14366.686	59417.056	20651.302	18598.826	15264.143	26777.954	17434.091	50495.753	21263.63	34229.005	24479.635	25770.819	27027.861	22554.088	16519.266	24020.574	39833.725	21434.84	23748.403	16262.128	20844.448	18436.992	18411.671	22249.959	19376.46	16774.028	17234.565	13108.362	10579.783	31490.596	22389.017	30712.365	13587.348	28832.131	21332.156	13688.669	37971.767	15011.383	13130.92	17625.18	17161.395	14188.585
hsa-mir-26a-2	6411.991	4373.213	4185.803	8704.429	5882.356	4012.829	5065.093	6428.431	7020.27	6183.868	2990.972	3425.333	8665.474	4591.847	4920.265	2570.478	3743.39	6470.203	5006.55	1989.376	7745.883	4641.471	4252.89	2903.54	6003.107	4413.916	5806.153	4933.545	4166.221	1761.679	2085.055	5523.296	2839.225	7559.523	3270.871	6127.05	1321.782	5520.078	3716.768	2968.348	2279.824	3800.326	6461.224	4981.932	2965.836	3922.832	3957.019	3636.575	2456.392	5076.843	5796.409	5875.512	3738.981	3563.324	3044.9	2821.032	9495.053	6739.774	5730.573	3002.466	4646.92	9143.725	6612.331	4634.711	4227.1	2573.432	2868.513	2695.934	7460.054	2336.738	3006.739	5203.993	5908.427	3129.494	5931.878	4356.125	7543.936	2839.074	5029.932	4122.857	4751.554	4673.78	2778.12	5581.945	6436.01	6089.527	3554.263
hsa-mir-26b	6667.888	2518.04	1776.857	8714.011	5669.249	2246.256	4113.1	3722.725	4191.691	3131.906	2462.587	2559.868	6975.358	3906.679	4166.328	1756.513	1269.879	5290.001	3183.024	1868.861	2926.383	4241.656	2394.638	3090.608	3388.916	3892.967	2451.359	3182.64	2919.95	1598.861	1696.316	4165.461	3796.98	2721.795	2307.898	5756.354	1785.663	4773.788	4020.142	1970.555	1679.24	2131.534	5018.153	3438.172	2243.22	3051.504	1661.493	3129.127	1395.044	3530.575	4870.233	4977.617	1660.531	2520.362	2851.349	1369.531	7239.379	3560.286	5241.753	2594.372	3560.341	4924.863	4892.524	3290.509	3701.263	2029.85	2473.967	3268.311	4157.993	1540.419	2333.519	3121.155	3244.876	5478.359	2446.26	4372.539	6056.66	1923.771	3408.432	2166.709	2782.642	3472.953	2004.602	3095.284	5370.801	6085.893	2968.663
hsa-mir-27a	5187.276	11751.325	7739.517	9927.728	13956.884	10550.439	1900.325	6431.15	19738.954	2441.805	1302.59	8853.512	6528.145	7903.899	6735.065	2121.645	4151.252	4376.265	10871.322	4083.548	5178.923	9482.027	3111.349	5928.594	2968.505	2764.07	4274.054	7598.95	11462.419	1797.861	8857.468	6648.303	5461.059	3575.04	6887.821	1763.903	4749.658	12532.736	5510.397	4135.663	5897.144	4440.802	4929.431	8215.109	6009.12	2213.618	2936.062	8406.109	3103.445	1898.17	10862.284	6532.311	4487.056	8208.894	3397.393	7310.198	14506.141	4207.275	4949.73	5090.182	9559.023	3931.319	7785.087	5519.283	6329.791	3700.864	7593.005	6954.301	5060.884	2870.103	13908.524	3763.3	5741.498	6514.931	2891.035	6564.279	5754.81	9143.225	3087.668	3584.998	3235.436	4640.049	2195.294	2444.722	1918.57	1957.564	7833.747
hsa-mir-27b	18671.114	7358.24	5612.109	5472.108	9602.311	2909.043	9502.847	10277.603	12340.218	8786.736	2275.378	7240.278	6160.308	11179.245	9143.256	3635.546	8070.239	6670.177	3310.283	6182.96	6146.783	10930.739	9117.047	5504.895	3973.445	6552.218	4845.174	6618.805	4569.113	6333.686	4468.893	3376.978	8127.765	7620.224	10162.209	9858.775	2105.163	7622.378	5906.025	5098.186	2978.048	4924.491	13270.614	9100.726	4751.284	6453.211	1846.825	7924.464	7835.446	7072.705	6025.352	8876.786	4156.9	14972.739	4998.993	5651.112	5282.636	3559.547	6846.899	10607.193	11027.579	5295.786	4595.579	9179.602	23076.953	6703.004	8226.091	11155.009	18852.913	5506.16	9753.072	4342.058	13994.26	3322.615	4453.328	7244.889	4481.489	14625.237	9066.001	2646.745	2183.247	3180.168	17784.83	15015.095	6949.22	6887.816	18256.602
hsa-mir-28	8343.633	12225.409	9481.319	8720.399	12695.483	8763.234	9992.269	8204.135	5685.72	9521.512	2890.369	12327.547	8603.522	9340.304	6736.639	19244.011	7978.45	10686.79	10276.93	12944.045	17176.071	13640.595	16285.68	13129.886	9401.466	15433.509	10785.116	12164.658	11517.173	8817.754	16542.294	13797.479	13817.819	10226.917	8664.643	14966.228	9549.616	7951.027	12055.103	19375.612	16615.539	10575.786	14434.75	9454.972	10124.226	12193.012	7348.284	9045.696	3334.697	9717.747	12598.085	8757.318	15313.943	8529.331	13163.375	8431.159	10405.537	9407.586	8859.314	6359.266	13202.652	10638.327	9677.229	5372.474	10565.447	4123.65	5071.733	5893.929	5477.11	7715.151	10256.81	8901.149	7566.008	6866.272	5568.056	13070.564	9785.258	9443.967	7962.27	8416.999	6145.195	11390.316	4522.391	6631.437	7856.289	6215.509	6708.637
hsa-mir-296	41.081	22.711	17.528	18.365	25.855	27.079	58.584	17.675	45.226	23.513	45.49	20.292	15.488	30.588	15.74	14.557	51.083	43.823	41.902	43.665	6	43.601	25.979	70.35	28.777	41.927	54.666	48.668	19.613	59.263	57.829	68.479	52.607	23.479	7.738	57.534	11.178	33.482	44.353	48.923	0	23.486	9.41	29.67	29.734	44.588	13.006	40.658	41.429	22.06	22.894	28.65	55.723	10.784	71.78	34.065	49.061	39.189	36.137	17.92	28.72	23.378	12.373	30.972	21.06	23.686	3.019	39.377	80.044	22.379	48.648	19.981	13.911	18.614	42.803	29.544	26.6	22.883	16.417	14.183	27.836	33.731	20.565	20.458	1.492	43.609	52.867
hsa-mir-29a	45756.04	33211.439	17232.887	55802.248	41135.748	24609.524	25117.979	37416.241	38826.502	34380.428	3889.4	10962.893	58956.583	21356.433	31807.009	23784.501	23603.313	41813.78	33197.495	27556.091	48480.024	34964.05	22655.082	27722.733	29512.842	42427.475	41778.118	32677.521	28104.42	7427.25	19096.406	36101.968	29527.165	65140.975	25327.092	55203.897	20937.057	37306.566	24081.819	12171.479	11526.236	31955.237	59957.044	31757.235	20807.182	32254.91	54442.333	40855.363	24063.752	34284.709	30823.994	18438.48	35934.064	33211.472	18128.401	17089.597	81189.434	43881.362	37832.034	25092.505	19844.665	40307.509	39350.528	12713.554	38934.337	19334.496	43278.316	32767.487	45250.192	32683.557	31773.201	26822.644	35342.938	30301.41	10636.439	17149.849	30641.818	16854.654	40177.576	23235.936	25073.47	39489.666	21922.097	41194.081	45654.795	32533.606	37510.892
hsa-mir-29b-1	5058.9	4393.085	1825.058	7465.958	4520.67	3036.7	3062.245	4443.34	3279.247	6161.531	295.685	738.638	3579.638	1708.025	5178.398	1300.402	1804.649	2336.728	2026.83	2191.982	1300.881	2054.192	458.45	1365.431	3210.41	2234.735	1404.065	1444.185	1752.134	497.812	1503.553	3028.715	1788.634	4786.763	2145.41	1696.173	2242.092	2541.086	762.869	637.131	511.233	2546.034	2542.683	2736.871	1185.228	3162.975	1723.27	4717.148	2641.695	3987.522	1854.435	1103.314	2008.797	3842.166	794.712	1303.53	5291.763	2091.068	1804.874	3022.016	1558.547	1757.989	2390.585	1199.252	1846.683	1255.333	5392.805	4060.074	3183.597	4093.487	4679.591	2443.183	4006.309	4241.686	633.664	1609.611	1257.13	1384.396	5081.709	2965.315	4663.407	5521.105	1673.696	6814.535	4122.09	2247.08	4661.75
