	TCGA.OR.A5J1.01A	TCGA.OR.A5J2.01A	TCGA.OR.A5J3.01A	TCGA.OR.A5J5.01A	TCGA.OR.A5J6.01A	TCGA.OR.A5J7.01A	TCGA.OR.A5J8.01A	TCGA.OR.A5J9.01A	TCGA.OR.A5JA.01A	TCGA.OR.A5JB.01A	TCGA.OR.A5JC.01A	TCGA.OR.A5JD.01A	TCGA.OR.A5JE.01A	TCGA.OR.A5JF.01A	TCGA.OR.A5JG.01A	TCGA.OR.A5JI.01A	TCGA.OR.A5JJ.01A	TCGA.OR.A5JK.01A	TCGA.OR.A5JL.01A	TCGA.OR.A5JM.01A	TCGA.OR.A5JO.01A	TCGA.OR.A5JP.01A	TCGA.OR.A5JQ.01A	TCGA.OR.A5JR.01A	TCGA.OR.A5JS.01A	TCGA.OR.A5JT.01A	TCGA.OR.A5JV.01A	TCGA.OR.A5JW.01A	TCGA.OR.A5JX.01A	TCGA.OR.A5JY.01A	TCGA.OR.A5JZ.01A	TCGA.OR.A5K0.01A	TCGA.OR.A5K1.01A	TCGA.OR.A5K2.01A	TCGA.OR.A5K3.01A	TCGA.OR.A5K4.01A	TCGA.OR.A5K5.01A	TCGA.OR.A5K6.01A	TCGA.OR.A5K8.01A	TCGA.OR.A5K9.01A	TCGA.OR.A5KO.01A	TCGA.OR.A5KT.01A	TCGA.OR.A5KU.01A	TCGA.OR.A5KV.01A	TCGA.OR.A5KW.01A	TCGA.OR.A5KX.01A	TCGA.OR.A5KY.01A	TCGA.OR.A5KZ.01A	TCGA.OR.A5L3.01A	TCGA.OR.A5L4.01A	TCGA.OR.A5L5.01A	TCGA.OR.A5L6.01A	TCGA.OR.A5L8.01A	TCGA.OR.A5L9.01A	TCGA.OR.A5LA.01A	TCGA.OR.A5LB.01A	TCGA.OR.A5LC.01A	TCGA.OR.A5LD.01A	TCGA.OR.A5LE.01A	TCGA.OR.A5LG.01A	TCGA.OR.A5LH.01A	TCGA.OR.A5LJ.01A	TCGA.OR.A5LK.01A	TCGA.OR.A5LL.01A	TCGA.OR.A5LM.01A	TCGA.OR.A5LN.01A	TCGA.OR.A5LO.01A	TCGA.OR.A5LP.01A	TCGA.OR.A5LR.01A	TCGA.OR.A5LS.01A	TCGA.OR.A5LT.01A	TCGA.OU.A5PI.01A	TCGA.P6.A5OF.01A	TCGA.P6.A5OG.01A	TCGA.PA.A5YG.01A	TCGA.PK.A5H8.01A	TCGA.PK.A5H9.01A	TCGA.PK.A5HA.01A	TCGA.PK.A5HB.01A
hsa-mir-550a-2	1.476	3.136	7.158	5.425	1.345	11.282	11.216	1.087	5.622	55.904	0	1.977	4.627	5.629	3.181	0	8.612	2.628	1.522	5.018	2.01	2.011	0.871	9.119	3.008	1.927	0	4.535	4.547	6.506	1.041	6.573	4.765	0	2.946	2.923	1.625	5.261	4.426	3.581	2.535	1.99	5.97	0	1.71	0.786	5.159	7.5	4.537	7.433	3.824	3.919	0.769	3.676	0	4.332	5.433	3.363	2.731	7.51	5.28	0	7.673	1.08	0	2.612	1.903	4.771	0	1.941	3.434	1.566	1.82	19.929	8.999	6.057	2.637	2.678	7.843
hsa-mir-5586	42.807	1.882	19.429	5.425	12.106	7.179	19.228	3.26	4.6	5.823	14.367	27.673	3.702	19.702	11.134	4.706	4.306	39.421	10.654	3.011	23.447	10.055	27.006	9.119	3.76	17.344	96.813	17.232	7.578	14.872	3.122	1.878	10.721	13.713	8.839	5.845	0	7.366	20.36	1.194	13.521	17.246	8.956	1.679	9.407	1.573	25.795	2.727	10.587	15.796	15.296	6.859	1.537	12.865	12.843	17.329	4.528	3.363	15.021	15.855	12.673	15.601	22.165	7.557	3.576	16.323	4.756	22.265	7.186	6.793	6.868	24.268	9.101	18.506	26.097	6.057	8.571	9.819	0.98
hsa-mir-574	808.909	928.939	297.566	244.129	1214.647	1061.501	1151.283	893.219	636.276	521.774	97.698	177.9	530.251	644.537	690.316	427.503	703.995	330.611	426.146	1162.173	357.738	431.364	567.127	619.096	408.372	501.035	503.625	759.114	243.256	1603.371	333.014	903.326	165.583	520.034	224.646	305.72	1460.878	1175.326	639.131	658.929	556.059	363.494	686.607	387.945	445.526	585.778	750.635	252.272	1577.453	91.058	281.699	264.543	451.192	279.975	261.67	930.363	278.919	979.872	887.14	304.585	363.278	725.426	404.092	482.575	153.761	333.634	246.374	345.111	436.543	596.834	918.012	556.601	598.836	432.748	221.375	149.398	219.555	223.15	463.738
hsa-mir-576	34.689	95.967	53.173	76.63	56.495	89.228	103.351	33.686	111.923	249.24	33.524	17.79	41.643	37.528	77.939	37.652	16.147	52.561	53.268	35.126	42.875	148.816	56.626	59.782	37.603	42.395	40.094	50.789	20.461	158.943	36.423	143.668	39.311	40.084	37.564	83.006	32.5	67.342	78.785	65.654	66.761	60.361	84.582	35.268	82.948	40.1	55.889	107.045	30.248	32.521	31.866	68.585	17.679	49.011	40.133	69.317	55.241	94.826	36.869	41.724	58.082	25.351	56.266	55.059	67.941	47.662	49.941	42.94	38.624	47.553	33.195	14.091	30.943	202.139	44.095	32.302	29.67	50.878	138.239
hsa-mir-582	374.194	206.361	40.903	40.01	239.432	115.893	4904.77	319.473	48.551	20622.87	79.499	108.717	45.344	103.201	136.791	58.831	50.593	123.519	518.985	43.155	92.449	426.337	165.521	140.842	46.628	82.863	145.709	51.696	24.25	3271.807	46.83	46.95	191.791	71.729	38.3	45.01	1612.004	114.692	56.654	44.167	65.916	151.235	62.69	45.344	76.962	60.543	165.088	70.227	99.82	94.775	1627.736	293.936	60.723	108.437	162.139	49.822	91.464	27.574	39.6	89.289	82.371	113.104	134.697	116.595	157.337	80.307	36.623	211.519	78.147	92.194	488.767	61.062	47.324	1859.107	2256.948	56.529	181.974	149.065	143.141
hsa-mir-584	46.498	104.749	104.302	37.298	353.768	346.654	247.562	104.318	57.75	566.031	98.656	173.947	81.435	101.325	108.16	74.519	24.758	86.726	158.283	35.126	174.85	127.7	463.459	117.537	101.529	165.727	84.101	90.695	65.929	107.821	78.05	40.377	142.95	83.332	75.127	54.363	73.125	115.744	92.063	35.811	103.944	240.782	85.577	63.818	56.439	72.338	84.264	49.773	120.993	157.029	73.93	92.1	69.946	90.058	95.517	58.486	90.558	24.211	23.669	66.758	183.751	74.103	2496.161	173.813	114.427	109.035	48.514	125.639	62.877	229.029	40.063	63.41	40.044	496.806	134.985	48.453	65.932	172.272	132.357
hsa-mir-589	179.348	475.446	280.183	251.589	110.3	263.58	221.123	108.664	447.693	492.657	64.174	490.214	186.004	306.788	607.605	195.318	276.646	180.285	170.459	279.002	121.256	102.562	353.692	281.684	339.934	381.557	199.494	270.27	104.577	804.939	199.809	309.873	561.078	101.264	469.914	197.578	333.126	329.344	612.574	102.659	182.536	199.656	229.864	181.377	222.335	54.253	375.748	177.954	282.822	376.312	225.614	182.241	122.214	146.42	211.904	429.981	145.799	199.068	241.244	166.896	252.394	251.559	424.552	165.177	164.489	224.599	124.614	512.1	125.753	227.088	260.981	170.66	263.925	370.113	635.329	163.53	90.987	241.003	724.529
hsa-mir-590	51.664	127.329	72.602	50.86	33.628	53.331	88.93	51.072	141.054	227.111	42.144	73.137	48.121	91.005	85.892	40.005	59.204	68.33	65.444	60.216	42.875	68.375	54.012	71.941	86.488	52.031	84.101	63.486	40.922	119.904	65.562	74.182	142.95	54.851	82.493	49.102	50.375	71.551	113.308	52.523	65.071	55.055	74.631	72.215	54.729	37.741	107.479	129.545	62.009	53.892	22.944	58.787	42.275	78.418	53.779	81.231	74.258	521.881	94.222	74.269	104.548	64.352	65.644	72.332	46.486	74.431	67.539	55.663	61.978	37.848	24.038	33.662	63.706	179.363	115.187	90.85	25.054	79.442	164.71
hsa-mir-598	813.338	218.279	125.775	642.874	602.616	227.684	52.877	1344.176	720.602	72.21	539.253	144.297	514.52	151.049	429.459	225.125	246.506	827.315	511.376	705.533	102.498	308.692	219.533	773.11	201.554	1522.374	899.68	217.667	259.928	528.88	435	11.268	589.668	268.983	387.422	897.869	459.876	118.901	387.727	352.145	291.551	124.702	264.692	1440.939	747.389	511.867	544.275	124.09	204.177	164.462	260.03	343.906	392.006	477.245	427.019	412.652	428.341	488.927	573.978	75.103	487.891	120.904	276.215	145.744	833.17	482.497	961.714	267.182	889.254	131.012	121.333	158.134	677.104	64.058	152.983	1009.445	187.248	176.735	620.605
hsa-mir-616	19.928	387.006	26.587	13.563	30.938	73.844	84.924	11.953	35.775	33.776	8.62	63.253	22.209	18.764	58.852	17.257	8.612	25.755	35.005	110.396	6.699	52.287	33.975	51.676	14.289	105.988	75.299	16.325	15.914	67.853	57.237	25.353	76.24	27.426	53.768	52.609	24.375	50.506	41.605	115.79	10.986	19.899	10.946	20.153	23.089	13.367	79.105	15	40.835	19.512	24.218	52.909	11.53	33.695	17.659	20.578	20.828	17.486	15.931	23.365	20.065	17.551	25.575	31.308	14.303	41.133	9.988	81.109	31.438	9.705	28.616	14.091	14.561	37.011	70.192	20.189	14.505	43.737	81.375
hsa-mir-625	389.694	524.998	896.789	1334.575	212.53	423.575	473.492	597.653	594.369	1368.491	380.255	863.805	396.069	890.343	1361.545	1145.237	1640.502	493.551	646.829	147.53	1008.902	664.643	1222.242	857.21	1294.307	830.561	327.601	1343.187	1169.297	545.611	1284.186	273.251	1124.538	161.39	995.806	1481.834	107.25	415.626	628.508	878.571	679.44	784.696	782.135	149.468	340.344	423.018	621.66	234.544	385.667	1233.004	652.624	1327.613	946.965	616.313	490.43	1090.658	285.258	772.734	855.733	100.138	469.939	477.767	684.569	110.118	747.35	484.456	847.564	1848.011	660.204	807.425	682.213	759.357	556.972	1493.264	1003.388	516.836	188.567	1248.75	1140.227
hsa-mir-628	34.689	90.949	67.489	11.528	67.256	36.922	60.889	43.466	59.284	58.234	40.228	17.79	31.463	20.64	34.993	15.688	17.223	45.728	106.537	22.079	22.777	24.132	29.62	26.345	47.38	34.687	21.514	18.139	31.828	91.09	52.033	88.267	53.606	52.742	49.348	19.875	14.625	69.446	24.786	20.293	22.817	24.542	36.818	77.253	70.121	22.016	39.552	18.409	43.86	30.662	21.669	16.656	22.291	33.082	17.659	49.822	20.828	39.007	20.483	16.69	27.457	5.85	20.46	23.751	28.607	35.257	49.465	44.53	37.726	17.468	27.472	8.611	16.382	41.282	17.998	50.472	54.724	22.315	106.866
hsa-mir-629	56.83	148.028	225.987	250.911	40.354	161.02	189.076	29.339	205.959	631.253	127.39	71.16	114.749	87.252	112.932	46.28	38.752	128.25	74.576	16.058	154.752	271.488	69.693	69.914	157.182	181.143	179.936	89.788	68.203	158.943	130.084	16.902	210.851	72.784	120.057	88.267	100.75	112.587	163.766	56.104	119.156	114.089	126.376	147.789	153.069	33.024	149.611	32.045	60.497	117.075	121.092	114.635	59.185	111.5	124.414	285.932	272.58	10.76	50.525	199.441	98.212	105.304	189.258	91.765	60.789	30.687	96.076	98.603	95.213	29.114	29.761	50.885	96.469	797.167	148.483	32.302	23.736	70.516	189.221
hsa-mir-651	31.736	10.663	4.09	17.632	13.451	2.051	3.205	15.213	51.618	3.494	10.536	47.44	15.732	16.887	9.544	27.454	25.835	19.973	13.698	4.014	14.738	15.083	20.908	16.212	16.545	57.812	13.691	23.581	6.82	24.167	40.586	12.207	27.399	0	27.989	82.422	6.5	11.574	10.623	15.518	22.817	17.246	16.916	16.794	29.93	15.726	7.739	17.045	16.637	13.937	20.395	17.636	17.679	17.154	23.277	14.08	9.056	14.123	12.745	5.841	24.289	5.85	24.723	9.716	14.303	20.893	22.83	17.494	38.624	3.882	8.013	7.046	7.281	9.965	21.598	8.076	13.846	10.711	24.51
hsa-mir-6511b-1	11.809	6.272	7.158	10.172	12.106	8.205	8.813	20.646	11.243	5.823	12.452	5.93	9.254	4.691	1.591	8.628	8.612	2.628	10.654	14.05	2.68	14.077	7.84	12.159	8.273	17.344	9.779	2.721	11.367	4.647	12.488	16.902	8.339	10.548	10.312	14.614	9.75	6.313	4.426	10.743	9.296	5.97	18.907	6.718	12.827	8.649	10.318	8.182	9.075	4.646	10.197	8.818	4.612	13.478	8.829	8.665	8.15	32.281	8.193	3.338	2.112	1.95	5.968	6.478	17.879	8.488	11.415	9.542	25.151	9.705	13.736	19.571	5.461	2.847	11.699	18.17	5.275	8.926	2.941
hsa-mir-652	47.974	62.097	119.64	58.998	79.362	62.562	44.866	85.845	66.95	180.524	85.246	81.043	88.838	57.23	25.449	95.698	39.828	106.699	147.629	81.292	38.855	45.248	104.54	72.954	60.917	213.903	129.085	52.603	134.132	75.289	80.132	185.924	58.371	53.797	101.643	98.204	58.5	35.775	53.113	25.068	38.028	43.115	119.41	73.894	42.757	125.805	55.029	55.227	63.522	39.954	94.325	64.666	35.357	130.492	101.136	72.566	66.108	109.622	209.382	42.558	499.508	37.051	129.582	59.377	92.972	66.596	292.509	54.073	87.129	91.223	78.981	27.399	60.066	153.739	180.88	50.472	43.515	97.294	74.512
hsa-mir-653	62.735	17.563	30.677	27.125	43.044	9.23	43.263	14.126	5.111	36.105	44.06	424.984	15.732	40.342	19.087	259.639	5.382	54.138	18.263	4.014	40.865	48.265	139.386	426.579	1.504	25.052	352.049	9.976	21.219	63.205	35.383	8.451	23.825	29.535	27.252	17.536	1.625	30.514	51.343	28.649	10.986	15.919	4.975	35.268	17.103	25.161	71.366	6.136	63.522	36.237	77.754	63.686	7.686	104.761	272.907	12.997	7.245	5.38	46.883	40.055	35.905	3.9	917.305	25.91	21.455	457.686	7.134	171.76	46.708	2.911	36.629	89.244	9.101	19.929	486.846	20.189	45.493	199.05	2.941
hsa-mir-654	1897.542	32.616	2167.836	2850.89	8786.35	4107.546	1607.95	13.04	2339.146	6.988	662.812	298.477	3926.451	89.128	8202.673	896.579	2549.021	2117.17	6757.464	29.104	1743.136	2309.659	24.393	15.199	1619.2	34.687	38.139	31.743	678.995	18.59	19.773	12.207	54.797	1677.188	639.319	5689.425	2154.755	2729.451	36.294	2838.645	4374.109	1511.021	36.818	3150.584	5129.108	2049.043	57.609	1622.039	1400.5	3375.661	1588.222	17.636	3070.717	19.604	2256.299	823.138	2388.021	2766.104	5473.961	1808.318	28.513	2441.487	55.413	211.599	5013.324	959.117	1610.942	42.94	36.828	3972.102	406.352	1358.231	2701.134	212.103	12.599	4738.336	2999.926	53.556	1560.827
hsa-mir-660	238.392	214.515	316.995	320.081	216.565	515.879	359.726	624.819	290.796	166.548	474.121	822.295	193.408	444.702	286.306	461.232	777.193	362.147	368.312	125.45	1029.67	180.992	275.288	399.221	209.827	755.406	568.167	438.055	285.693	227.725	402.739	155.875	584.903	148.732	781.472	634.237	118.625	90.491	330.188	416.605	227.325	324.359	387.087	508.863	309.559	250.823	177.986	204.545	299.459	553.783	359.453	492.834	156.803	395.151	626.081	528.541	142.176	72.633	66.456	249.509	835.329	181.356	569.479	676.9	446.98	412.636	508.443	429.4	300.909	421.181	433.824	445.437	223.881	381.501	710.021	310.909	919.098	673.022	489.229
hsa-mir-664a	330.649	336.827	769.991	354.666	373.944	78.972	163.439	340.119	355.19	192.171	593.849	343.941	173.974	477.539	666.457	493.393	242.2	562.406	914.693	98.353	259.93	469.574	471.299	1204.755	352.719	686.032	1322.138	549.609	520.614	461.957	1112.476	339.921	913.687	358.644	461.076	626.053	315.251	417.73	469.168	288.878	307.607	259.354	441.817	245.195	785.87	231.952	319.858	137.727	986.097	596.525	634.779	445.804	363.567	2043.759	837.183	304.345	230.924	174.185	269.01	499.853	647.354	265.209	840.579	650.99	615.044	749.535	586.446	749.065	1203.637	720.083	615.824	430.563	305.789	123.846	594.834	1401.11	181.974	682.841	302.949
hsa-mir-664b	73.806	28.226	110.437	65.101	75.327	9.23	14.421	45.639	54.684	22.129	94.824	57.323	17.583	91.005	60.442	60.399	48.44	43.626	73.054	9.032	26.797	35.193	91.472	169.213	30.835	109.842	118.327	59.858	109.124	106.891	133.206	98.596	123.89	55.906	49.348	77.161	63.375	36.828	46.032	11.937	21.972	27.196	54.73	87.33	80.383	54.253	51.59	53.863	96.795	60.396	101.973	55.848	43.044	699.632	181.403	46.572	47.09	27.574	43.242	89.289	91.876	54.602	130.435	47.502	107.275	63.985	47.087	104.964	175.156	38.818	83.56	75.153	74.627	25.623	94.489	230.154	21.758	58.019	43.138
hsa-mir-671	43.545	40.143	136.001	136.306	24.212	79.997	51.275	101.058	101.191	95.503	56.511	59.3	61.076	116.336	144.744	47.849	77.504	64.65	133.932	69.249	36.846	110.606	68.822	61.808	177.488	67.447	60.631	139.67	91.695	105.032	75.969	67.609	85.77	83.332	58.187	39.749	66.625	72.603	116.849	137.277	54.93	84.904	81.597	95.727	112.878	55.826	150.471	80.454	107.382	47.387	34.416	88.181	59.954	38.596	61.805	239.36	64.296	82.721	52.801	25.869	71.811	138.455	40.921	92.844	75.093	43.092	90.369	49.302	75.452	111.603	81.27	84.547	72.807	48.399	68.392	58.548	19.12	33.919	124.513
hsa-mir-675	8.857	25.717	173.836	0	7521.934	33.845	86.526	13.04	50.084	203.818	88.12	17.79	16.657	878.147	3480.211	34.514	13.994	55.715	442.888	3303.862	15.408	166.915	270.061	46.61	1941.836	19.271	20.536	48.975	190.21	40.898	16.651	48.828	9.53	29.535	3.683	504.467	295.751	150.467	51.343	19.099	26.197	989.659	507.492	38.627	113.733	4582.433	35412.278	44.318	1866.325	330.783	279.15	2.939	53.036	166.637	118.795	2103.335	273.486	8.743	169.781	701.797	22.177	9.75	9.378	855.032	39.334	13.058	23.781	12.723	22.456	4.852	46.931	43.056	29.123	273.314	2.7	115.077	152.304	16.067	114.709
hsa-mir-708	15.499	395.16	327.221	178.35	67.256	381.525	1738.541	21.733	87.392	40.764	34.482	209.527	223.02	701.767	221.092	396.126	32.293	803.137	100.449	20.072	7.369	82.452	463.459	1003.118	7.521	1229.462	342.27	565.934	510.762	52.981	1710.861	309.873	792.18	180.377	206.232	1628.556	39	94.7	218.65	58.492	504.51	520.035	12.936	460.16	132.546	195.783	239.894	447.953	624.629	58.537	771.167	280.219	59.185	1239.366	146.086	144.049	216.434	126.435	29.131	207.785	173.191	97.503	303.495	464.222	60.789	344.081	16.171	397.593	870.391	192.152	357.132	289.652	182.017	593.605	492.245	18.17	13.846	1703.085	28.432
hsa-mir-7-1	94.471	122.939	61.354	150.547	36.318	257.427	65.696	35.859	98.125	415.788	45.975	23.72	105.495	113.521	179.737	26.67	90.421	51.51	42.615	128.461	55.603	86.474	129.803	66.875	128.603	44.322	168.201	109.74	38.648	182.18	95.742	955.911	94.109	380.796	52.295	70.146	136.5	104.169	123.046	41.78	91.268	106.13	53.734	107.483	23.089	91.208	215.818	146.59	105.869	62.254	77.754	96.019	63.028	103.536	74.648	209.034	112.292	272.374	135.643	74.269	143.622	97.503	57.118	126.312	78.668	56.15	219.739	95.422	105.992	140.717	111.031	105.684	52.785	183.633	40.495	127.19	37.581	69.623	123.533
hsa-mir-744	208.132	121.057	65.444	61.711	102.229	82.048	92.135	96.711	93.014	227.111	59.385	130.46	54.598	58.168	62.033	127.859	53.822	42.049	63.922	130.468	49.574	95.524	156.809	112.471	36.851	158.019	146.687	37.185	78.054	197.052	138.409	108.925	53.606	84.387	73.654	81.837	112.125	39.984	71.703	21.487	45.634	59.035	35.823	211.606	39.336	31.451	82.544	124.772	87.72	43.671	105.796	82.302	36.126	104.148	48.16	20.578	57.957	172.839	65.09	51.738	82.371	52.652	69.906	56.138	35.758	55.497	15.696	84.29	110.483	55.316	210.616	45.405	60.066	103.916	92.69	32.302	125.931	85.69	102.944
hsa-mir-758	1070.181	20.699	3328.447	1727.894	2347.241	2183.512	354.118	5.433	1959.424	8.153	254.78	154.18	3071.386	39.404	4536.363	483.196	1487.647	1192.091	4509.542	15.054	612.978	1537.427	26.135	7.093	1316.117	13.489	19.558	13.604	282.662	16.731	15.61	10.329	17.869	1021.081	472.861	1890.435	1787.504	951.204	22.131	1175.806	2761.706	1018.845	27.862	2730.73	2438.849	707.651	22.356	1818.401	1190.274	3197.261	730.378	5.879	1623.368	11.64	1069.154	445.144	770.651	1792.285	4487.137	545.75	14.785	1051.087	38.363	238.588	1970.287	665.31	971.226	17.494	13.474	1790.503	250.679	453.266	1126.686	149.469	8.099	1399.091	1683.255	26.778	1426.509
hsa-mir-766	144.659	208.243	346.649	134.271	37.663	98.458	64.094	114.097	320.949	55.904	75.668	73.137	125.854	457.837	332.433	82.363	166.849	86.726	255.688	240.865	18.758	68.375	122.834	198.597	241.413	177.289	198.516	276.618	172.78	241.668	89.498	132.4	129.846	143.458	146.572	56.701	74.75	176.772	323.106	40.586	141.128	118.069	157.223	179.697	265.947	28.306	560.612	62.727	232.912	62.254	57.36	65.646	114.527	47.786	93.109	180.874	109.575	143.248	226.223	74.269	125.669	118.954	78.431	77.73	107.275	75.084	174.079	84.29	102.399	282.405	90.428	320.182	283.947	59.788	122.386	60.567	13.186	208.869	77.453
hsa-mir-769	36.903	47.043	99.189	117.996	52.46	110.765	48.07	191.249	181.939	135.102	181.986	146.274	70.33	78.808	246.541	139.625	92.574	74.637	39.571	259.933	52.924	60.331	147.227	98.285	125.595	86.718	204.384	108.833	67.445	123.622	96.782	92.962	72.666	198.309	118.583	59.624	92.625	87.334	53.999	70.429	60.845	38.472	83.587	213.286	104.327	187.921	116.937	162.954	27.224	78.979	48.437	72.504	93.774	85.157	40.936	118.055	113.198	130.47	120.622	36.717	87.651	56.552	147.485	39.945	100.123	72.472	80.381	79.519	105.094	143.628	190.012	52.45	74.627	91.105	92.69	155.455	46.812	132.105	239.222
hsa-mir-874	462.023	458.511	347.672	210.223	702.155	223.582	114.567	344.465	619.922	47.752	278.726	794.621	193.408	457.837	167.012	614.192	599.58	490.397	806.634	373.34	318.883	290.593	468.686	1375.995	558.786	2063.877	1064.947	1060.22	619.129	422.918	1886.734	675.147	1360.405	189.87	631.217	577.535	295.751	379.85	970.204	343.789	309.298	283.897	583.119	512.222	277.919	143.889	78.245	259.772	417.428	599.312	639.878	811.265	847.81	409.242	553.841	833.969	494.448	167.459	265.823	193.599	722.333	331.512	549.019	599.17	493.466	502.737	282.046	979.669	1478.498	911.264	1094.289	778.928	200.219	279.008	609.232	405.797	853.825	511.461	86.277
hsa-mir-887	301.127	272.221	152.362	414.342	17.487	207.172	318.866	1340.916	155.364	10.482	413.779	55.347	873.573	117.274	90.664	59.615	187.301	90.931	187.2	656.357	4.689	562.081	96.699	156.041	397.843	179.216	134.952	48.975	140.194	2500.33	328.852	344.616	198.938	805.894	98.697	116.325	994.502	285.151	161.11	208.899	120.846	130.009	293.55	451.763	61.57	287.778	456.572	527.725	316.096	93.846	130.015	244.947	548.809	238.316	122.808	274.018	127.687	1723.687	907.623	103.475	93.988	183.307	110.827	79.889	221.702	146.251	668.253	109.736	508.402	157.215	242.667	240.333	254.824	66.905	222.275	117.096	4.615	69.623	245.105
hsa-mir-889	2523.413	21.953	3680.209	3739.928	9822.096	9941.184	620.106	8.693	3024.995	22.129	2312.18	709.624	12232.797	68.488	3656.766	1256.623	3446.777	8779.842	13925.855	45.162	944.59	5197.488	34.847	25.331	3819.747	19.271	19.558	34.464	956.353	34.391	16.651	15.024	25.016	4832.201	1578.412	5695.27	5476.262	1146.917	46.917	5923.195	7440.887	1934.213	33.833	5592.454	9614.298	4247.478	24.935	3373.622	1209.935	11348.838	1056.69	19.596	12210.618	15.929	2384.726	1788.159	2567.326	2819.907	17130.594	2378.267	44.354	1612.707	81.841	686.617	12222.213	2328.259	12343.422	49.302	23.354	12383.098	476.176	2484.741	2724.797	158.01	21.598	6254.523	6976.971	109.79	2676.543
hsa-mir-9-2	69300.507	5724.17	61291.485	13115.179	1388.168	11742.145	435.036	11203.274	6045.391	1664.318	6900.144	73.137	130323.384	1361.315	8888.217	263.561	60719.026	2522.417	1371.278	8835.723	253.9	72922.695	2372.177	36759.726	306.091	5642.421	6531.481	456.194	351.623	11637.222	240.395	7781.563	27273.621	31319.12	5009.965	94792.378	53467.492	376.694	7820.055	7700.631	700.567	6538.25	197329.954	19054.65	72849.067	872.769	73066.143	157370.463	8595.076	32079.467	1272.107	1358.966	37807.104	6201.731	169.363	24249.002	8764.228	124441.069	74399.623	62554.27	18323.385	3235.165	358.908	1486.59	5764.25	1096.88	117875.593	316.484	56515.256	30193.992	2828.438	3922.04	28864.279	8212.242	239.373	1078.088	94.283	172.272	1073.558
hsa-mir-92a-1	11259.782	11364.291	11129.59	4995.839	10678.94	6160.806	14468.35	15921.472	9640.224	24592.077	7586.902	19361.48	5149.823	10137.152	9265.187	5067.28	10881.781	7503.127	10455.806	9283.33	17730.817	9314.051	7810.849	7448.407	6846.063	7455.781	8684.846	7188.452	10876.81	9704.811	7057.821	11680.326	5835.924	6052.646	9878.514	9224.783	4572.76	11333.429	11872.603	11821.322	10682.596	16787.059	6974.537	4128.004	10964.559	15457.455	6117.721	9600.641	8289.567	11792.979	7575.283	4012.233	8315.149	9834.059	8372.628	9264.637	14513.771	4989.479	10781.327	10474.39	12717.914	18075.192	6861.032	12577.175	12776.468	6278.987	7033.068	11131.008	8360.787	11651.37	10023.73	9351.833	15092.862	52328.308	13702.771	10173.19	9024.173	9474.97	5687.409
hsa-mir-92b	684.916	321.146	356.875	158.006	40.354	39.999	112.965	439.003	66.438	1798.256	52.68	365.684	444.19	783.389	823.926	50.202	564.057	314.317	62.4	381.369	52.924	691.792	191.656	34.451	679.116	53.958	22.492	311.989	75.023	95.738	43.708	30.987	38.12	502.102	61.87	37.411	172.25	226.227	88.522	1691.489	162.254	426.509	206.977	960.626	166.752	10.222	1067.054	222.272	210.226	62.254	70.106	51.929	283.628	66.165	111.571	296.763	581.384	350.387	258.541	142.696	65.475	399.764	6.82	110.118	128.73	119.482	45.184	316.484	41.319	363.923	4.579	415.689	464.144	1016.388	255.571	32.302	19.78	24.1	93.14
hsa-mir-93	10403.637	17614.713	7722.406	11597.507	7608.022	30430.709	16668.366	35019.197	20929.657	58442.141	13577.115	19132.186	12945.351	16966.242	9720.096	12651.727	15509.418	7964.09	7110.557	39088.339	14952.652	17650.745	27110.599	19880.994	17328.368	26034.53	16614.743	18241.4	9192.962	56989.857	16234.445	19995.246	27453.499	14314.117	19388.02	8159.733	7816.267	12004.743	21281.632	12191.372	19051.375	10941.305	10208.558	11928.89	7333.65	15773.539	27618.739	59963.607	7176.427	8526.03	6264.936	29230.024	5179.097	11062.398	9386.398	12495.455	17760.284	12354.325	9079.42	9090.822	19674.063	9294.03	21872.95	16366.521	8238.73	11473.499	5288.475	18659.825	12385.786	13976.597	16051.474	5486.158	11772.869	39109.574	15250.599	11691.396	5685.354	13635.388	24270.264
hsa-mir-940	16.237	0.627	1.023	4.747	4.035	12.307	8.012	10.866	12.266	16.305	5.747	1.977	24.06	10.32	7.953	1.569	4.306	3.154	10.654	30.108	2.68	22.121	10.454	18.239	6.017	11.562	4.89	2.721	6.062	16.731	11.447	5.634	10.721	21.097	2.946	14.614	11.375	9.47	7.082	9.55	9.296	2.653	5.97	13.435	10.262	35.383	9.458	28.636	3.025	3.717	7.648	7.838	3.075	24.506	2.408	1.083	17.206	34.299	34.138	0	3.168	7.8	5.968	0	3.576	2.612	6.659	1.59	40.421	8.734	6.868	2.349	3.64	9.965	4.499	8.076	9.89	12.496	10.785
