	TCGA.OR.A5J1.01A	TCGA.OR.A5J2.01A	TCGA.OR.A5J3.01A	TCGA.OR.A5J5.01A	TCGA.OR.A5J6.01A	TCGA.OR.A5J7.01A	TCGA.OR.A5J8.01A	TCGA.OR.A5J9.01A	TCGA.OR.A5JA.01A	TCGA.OR.A5JB.01A	TCGA.OR.A5JC.01A	TCGA.OR.A5JD.01A	TCGA.OR.A5JE.01A	TCGA.OR.A5JF.01A	TCGA.OR.A5JG.01A	TCGA.OR.A5JI.01A	TCGA.OR.A5JJ.01A	TCGA.OR.A5JK.01A	TCGA.OR.A5JL.01A	TCGA.OR.A5JM.01A	TCGA.OR.A5JO.01A	TCGA.OR.A5JP.01A	TCGA.OR.A5JQ.01A	TCGA.OR.A5JR.01A	TCGA.OR.A5JS.01A	TCGA.OR.A5JT.01A	TCGA.OR.A5JV.01A	TCGA.OR.A5JW.01A	TCGA.OR.A5JX.01A	TCGA.OR.A5JY.01A	TCGA.OR.A5JZ.01A	TCGA.OR.A5K0.01A	TCGA.OR.A5K1.01A	TCGA.OR.A5K2.01A	TCGA.OR.A5K3.01A	TCGA.OR.A5K4.01A	TCGA.OR.A5K5.01A	TCGA.OR.A5K6.01A	TCGA.OR.A5K8.01A	TCGA.OR.A5K9.01A	TCGA.OR.A5KO.01A	TCGA.OR.A5KT.01A	TCGA.OR.A5KU.01A	TCGA.OR.A5KV.01A	TCGA.OR.A5KW.01A	TCGA.OR.A5KX.01A	TCGA.OR.A5KY.01A	TCGA.OR.A5KZ.01A	TCGA.OR.A5L3.01A	TCGA.OR.A5L4.01A	TCGA.OR.A5L5.01A	TCGA.OR.A5L6.01A	TCGA.OR.A5L8.01A	TCGA.OR.A5L9.01A	TCGA.OR.A5LA.01A	TCGA.OR.A5LB.01A	TCGA.OR.A5LC.01A	TCGA.OR.A5LD.01A	TCGA.OR.A5LE.01A	TCGA.OR.A5LG.01A	TCGA.OR.A5LH.01A	TCGA.OR.A5LJ.01A	TCGA.OR.A5LK.01A	TCGA.OR.A5LL.01A	TCGA.OR.A5LM.01A	TCGA.OR.A5LN.01A	TCGA.OR.A5LO.01A	TCGA.OR.A5LP.01A	TCGA.OR.A5LR.01A	TCGA.OR.A5LS.01A	TCGA.OR.A5LT.01A	TCGA.OU.A5PI.01A	TCGA.P6.A5OF.01A	TCGA.P6.A5OG.01A	TCGA.PA.A5YG.01A	TCGA.PK.A5H8.01A	TCGA.PK.A5H9.01A	TCGA.PK.A5HA.01A	TCGA.PK.A5HB.01A
hsa-mir-324	980.876	472.937	200.423	233.957	301.308	322.04	306.849	925.819	200.338	299.321	218.383	393.357	682.016	76.932	114.522	276.896	142.091	137.185	458.107	1025.683	127.285	477.618	380.698	378.956	364	429.734	547.631	101.578	404.669	332.758	331.974	377.481	222.763	410.331	153.201	341.962	515.126	510.325	111.538	378.406	99.719	195.677	222.899	2418.359	208.653	247.678	551.154	510.68	399.279	109.642	246.009	403.673	263.644	184.404	270.499	133.218	433.774	1100.254	250.347	403.888	221.769	214.508	178.175	171.654	278.915	297.725	254.935	109.736	379.056	122.278	504.792	259.904	280.306	185.057	204.277	163.53	210.984	116.038	246.085
hsa-mir-326	2.952	3.763	1.023	1.356	8.071	14.358	8.813	3.26	8.177	11.647	1.916	5.93	2.776	5.629	11.134	2.353	3.229	3.154	10.654	7.025	4.689	1.006	2.613	3.04	3.008	0	2.934	2.721	0.758	4.647	1.041	0.939	2.382	6.329	0.737	1.754	4.875	3.157	2.656	0	0.845	14.593	4.975	0	0.855	1.573	4.299	1.364	4.537	0.929	5.099	0	3.843	6.739	5.619	1.083	10.867	1.345	1.366	1.669	5.28	3.9	5.115	1.08	0	3.265	6.183	0	3.593	6.793	5.723	7.828	5.461	11.388	3.6	4.038	3.297	6.248	16.667
hsa-mir-328	469.404	762.094	903.947	415.02	1207.921	269.734	198.69	1631.049	595.391	150.243	501.898	1101.005	682.016	620.144	827.107	1229.168	870.844	747.422	700.098	442.589	155.422	392.149	1163.003	3587.921	621.207	2050.388	1881.505	538.726	739.62	568.848	5316.781	527.723	1946.499	975.723	682.775	4855.272	849.877	2072.867	328.418	576.563	449.58	979.046	488.586	757.416	1110.822	487.493	1110.046	267.953	1232.621	417.196	1152.289	1125.777	995.389	3523.892	835.577	603.274	557.839	2805.111	940.851	610.005	413.968	245.709	326.513	530.077	2184.837	605.243	912.249	652.052	5675.958	1078.184	1806.263	1914.049	784.494	150.892	719.02	1372.846	421.308	814.946	211.77
hsa-mir-330	64.949	144.265	301.656	123.421	211.184	321.014	28.842	171.689	202.382	377.354	72.794	29.65	163.795	180.133	93.845	36.867	182.996	137.711	48.702	472.697	36.176	179.987	89.73	66.875	512.157	86.718	88.012	147.832	163.686	488.912	143.612	10.329	72.666	908.213	89.858	47.933	823.877	180.981	144.291	445.254	68.451	82.25	281.609	179.697	461.774	482.775	1294.911	278.862	86.208	151.454	85.402	59.767	204.458	200.945	20.067	77.982	415.662	48.422	210.747	263.696	85.539	154.055	46.036	155.46	239.581	52.232	538.883	108.145	89.824	119.367	70.969	102.552	183.837	99.646	71.092	137.285	36.922	24.993	185.299
hsa-mir-331	101.114	408.959	210.648	49.504	131.822	245.119	88.129	133.657	117.545	94.339	46.933	69.183	106.42	146.358	198.824	102.758	86.116	113.532	155.239	201.724	22.107	115.634	96.699	119.564	88.744	94.426	100.725	146.018	75.781	77.148	86.376	192.497	53.606	139.238	80.283	77.745	177.125	192.556	192.093	146.826	28.733	60.361	126.376	90.688	137.677	37.741	278.586	83.863	119.481	75.262	62.458	174.402	108.378	139.069	56.989	109.391	125.876	140.558	126.084	28.372	64.419	81.903	82.694	75.571	107.275	124.705	53.746	93.832	50.301	239.704	162.541	85.33	158.355	79.717	85.49	74.699	59.999	92.831	99.022
hsa-mir-335	226.583	415.231	1467.38	229.889	149.309	156.917	303.644	309.693	280.575	131.608	257.654	114.647	242.454	821.855	124.066	287.878	339.08	327.983	473.327	268.966	100.488	795.359	513.986	197.584	397.091	13.489	194.605	245.782	307.67	769.618	181.077	48.828	159.627	236.283	164.249	37.411	86.125	635.539	130.128	2221.497	387.89	123.376	307.481	508.863	1264.747	441.889	274.287	3161.577	812.169	635.55	599.089	90.141	757.879	149.484	452.705	196.037	987.991	22.193	392.818	1142.403	329.485	232.058	142.37	1089.302	178.792	46.356	244.471	278.315	408.698	268.818	9.157	392.204	533.31	552.323	233.974	518.855	166.15	119.609	64.708
hsa-mir-337	1329.239	65.86	621.719	899.21	7815.171	1664.556	2545.321	18.473	709.359	15.141	274.895	67.207	2612.39	131.347	2172.746	267.483	575.898	986.576	3401.561	29.104	819.314	1675.182	50.527	24.318	564.05	21.198	25.426	43.533	256.897	18.59	22.895	13.146	55.989	1024.245	156.884	2330.016	1345.503	746.022	43.376	1415.741	2129.589	594.326	78.612	1204.141	1611.077	994.643	118.657	1529.993	635.216	871.558	701.061	9.798	1189.855	41.659	823.537	179.791	940.9	3264.447	3055.149	686.777	29.569	596.721	43.478	139.267	893.959	538.647	795.245	36.579	60.182	690.969	233.509	532.333	1397.892	333.102	9.899	1564.64	1699.079	64.267	896.103
hsa-mir-338	646.537	9932.934	1344.672	3689.068	603.961	1953.776	1032.71	13734.062	396.587	3994.829	896.521	1830.396	1507.469	3394.374	798.476	1639.414	1620.05	792.099	4048.391	3060.99	552.015	2098.502	807.568	524.864	4151.408	684.105	1143.18	3358.42	1304.944	2485.458	572.368	366.213	536.062	814.333	649.631	227.39	5819.138	2429.569	1430.519	3405.658	895.78	1080.533	1724.479	10073.135	1548.652	1112.585	3467.712	572.043	7920.537	621.612	623.307	673.115	14790.174	500.525	1232.898	13229.781	3980.941	289.859	421.949	281.22	1473.179	1372.849	1220.8	2994.771	976.204	1254.883	561.238	1065.549	321.569	5460.791	4544.274	6896.84	1026.577	10922.609	2296.544	472.42	693.609	2323.443	800.022
hsa-mir-339	98.161	279.748	311.882	295.668	111.645	142.559	333.287	134.744	519.753	221.288	82.373	278.71	119.376	230.795	540.801	171.001	420.89	149.274	302.868	56.202	160.111	135.744	331.913	413.406	242.165	497.181	237.633	199.528	215.217	324.392	126.962	184.046	381.199	100.209	276.94	154.906	144.625	480.863	543.527	107.434	210.424	173.124	389.077	95.727	254.831	209.936	266.549	183.408	146.705	186.762	137.663	211.634	86.856	192.368	328.291	410.486	217.34	183.6	79.201	231.985	296.748	273.01	415.174	223.474	214.55	185.425	93.223	246.508	152.7	153.333	463.585	201.973	262.105	303.208	386.057	274.569	50.768	275.814	133.337
hsa-mir-33a	157.206	84.05	147.249	23.057	239.432	76.92	28.041	103.231	256.044	144.419	62.258	332.081	129.555	292.716	243.36	20.395	274.493	247.564	417.015	367.319	73.021	94.518	139.386	205.69	218.099	42.395	285.551	252.131	83.359	152.436	43.708	279.825	111.977	254.215	114.901	157.828	146.25	1159.543	285.042	150.408	65.916	356.198	152.248	157.865	81.238	92.781	260.53	197.045	440.114	212.779	82.853	49.969	72.252	124.978	458.323	157.046	283.447	134.505	279.479	352.15	234.441	152.105	80.136	109.038	128.73	140.375	120.333	60.434	129.346	98.017	111.031	458.746	160.175	71.176	857.604	88.831	96.261	61.59	78.433
hsa-mir-340	123.993	131.72	93.053	103.077	125.097	113.842	99.345	106.491	58.261	165.384	201.142	173.947	158.243	84.437	77.939	177.276	66.74	96.713	121.756	86.31	102.498	103.568	97.57	121.59	129.355	150.31	129.085	131.507	100.031	77.148	240.395	61.975	166.775	98.1	187.082	247.849	126.75	45.245	158.455	46.555	130.987	88.884	109.459	90.688	80.383	84.918	134.994	122.727	90.745	195.125	175.903	290.997	76.864	143.357	127.624	74.732	72.447	92.809	114.705	86.786	206.984	126.755	181.585	143.585	85.82	116.217	104.638	136.772	154.497	112.574	135.069	88.461	120.131	150.892	197.078	129.209	149.007	207.976	211.77
hsa-mir-342	495.236	496.772	350.74	608.967	278.441	165.122	907.727	577.007	211.581	1016.76	439.64	320.22	757.899	253.312	388.104	530.26	490.859	749.524	353.093	238.858	674.611	568.114	410.318	358.691	476.81	304.475	722.678	440.776	566.082	525.162	362.153	212.216	377.626	600.201	300.51	433.152	313.626	230.436	177.044	276.941	385.354	740.918	511.473	176.339	110.313	1272.199	297.503	166.363	358.443	308.483	284.248	524.187	675.635	388.412	593.172	398.572	367.666	681.27	571.247	277.047	357.998	239.859	648.763	581.897	300.37	415.248	555.054	322.845	357.498	361.012	254.113	397.684	338.552	768.697	640.729	581.44	104.173	352.578	732.373
hsa-mir-345	16.975	21.326	11.248	16.275	9.416	14.358	23.234	13.04	18.398	97.833	7.663	35.58	75.882	10.32	11.134	21.179	57.052	6.833	27.395	28.101	24.787	62.342	14.81	18.239	136.876	11.562	31.293	33.557	9.094	16.731	10.407	93.901	16.677	14.768	9.575	21.628	26	88.386	7.082	15.518	14.366	15.919	10.946	26.871	2.565	9.435	14.617	36.818	55.959	5.575	25.493	19.596	15.373	15.929	17.659	11.914	27.167	12.105	55.987	18.359	10.56	15.601	9.378	5.398	25.031	13.058	7.134	11.133	22.456	15.527	30.906	19.571	18.202	34.164	60.293	0	30.329	21.422	28.432
hsa-mir-34a	1675.387	342.472	3441.952	762.905	566.297	516.905	636.931	1331.136	1280.73	3761.895	1866.793	3395.919	1293.702	2883.999	340.386	4071.081	2707.259	1451.218	657.483	1702.111	2522.255	866.751	2123.025	1896.806	2664.572	1630.29	2589.514	3588.784	2030.924	2005.841	2197.894	256.349	2433.719	1018.971	4972.401	379.957	1160.253	1838.223	2876.973	1969.623	705.638	1800.888	3396.219	1713.004	2167.771	1386.996	306.101	696.815	2251.991	4459.998	2220.452	3349.896	4440.434	996.149	2322.921	2358.941	2215.055	1499.736	674.573	1483.705	2044.497	1552.255	1250.638	959.752	2663.999	3812.312	2432.822	8553.016	1891.686	3549.951	4545.419	3709.106	1771.027	868.342	13492.195	1435.431	951.405	1702.192	313.734
hsa-mir-34c	19.189	8.154	16.361	128.168	9.416	102.56	5.608	9.78	8.688	23.293	17.241	15.813	28.687	36.589	15.906	141.978	57.052	8.41	1.522	120.432	2.68	22.121	11.325	377.943	69.19	17.344	8.801	5.442	15.914	206.347	26.017	97.657	5.956	14.768	141.416	2.338	147.875	28.41	131.013	44.167	2.535	14.593	111.449	11.756	1.71	42.459	3.439	6.818	13.612	0	47.162	33.313	23.059	22.668	24.883	9.748	3.622	49.767	5.007	10.848	117.221	146.255	217.391	10.796	60.789	10.446	58.502	11.133	44.912	97.046	60.667	143.26	20.022	45.552	23.397	46.434	2.637	126.749	67.649
hsa-mir-3607	38.379	53.942	40.903	46.791	79.362	39.999	12.819	146.697	13.288	47.752	91.951	300.454	81.435	107.892	171.784	87.069	67.816	66.227	30.439	58.209	66.322	51.281	81.018	116.524	41.364	140.675	126.151	85.253	226.584	164.52	60.359	114.559	178.687	97.045	386.685	129.77	100.75	82.073	103.571	112.209	45.634	43.778	116.425	297.257	11.972	129.736	49.011	142.499	99.82	144.021	121.092	208.695	151.422	108.437	94.715	126.72	143.988	139.213	103.325	262.861	47.522	278.86	75.874	57.218	25.031	82.266	27.111	284.676	81.74	166.92	96.151	72.021	70.987	54.093	329.363	314.947	93.624	178.52	91.179
hsa-mir-361	1044.349	1840.315	2353.943	1311.518	895.853	1741.476	1134.458	1696.247	2723.978	2396.898	2340.915	4247.863	1600.008	2024.616	1736.924	3133.713	2022.64	2256.983	2138.342	2292.23	1692.222	862.729	3207.623	3263.681	5696.153	5468.986	2601.249	2171.228	1507.279	1865.488	3111.602	10528.163	2810.154	1703.559	3310.761	4958.153	2071.88	2686.31	2676.913	2256.114	3465.653	3357.677	4131.585	1867.51	2683.418	2541.253	1144.44	1629.538	4245.359	3027.224	3050.253	3385.169	3018.45	2672.325	3035.69	3025.033	2198.754	1159.437	1406.498	2881.459	3289.571	1725.811	2720.372	3312.169	2209.868	2624.678	5420.699	7064.429	2603.988	2364.046	3261.117	2987.326	2433.569	2193.632	12916.259	1732.208	1394.471	3477.577	2135.352
hsa-mir-3613	84.138	38.889	16.361	32.551	36.318	21.538	97.743	39.119	95.058	65.222	25.861	57.323	22.209	28.146	39.765	22.748	43.058	40.998	88.273	111.4	38.186	17.094	22.65	70.928	37.603	79.009	95.835	38.999	44.711	30.673	37.464	2.817	44.076	22.152	61.87	126.263	42.25	82.073	47.802	31.036	35.493	110.11	21.892	28.55	64.99	19.657	25.795	30.682	52.935	39.025	36.965	32.333	65.334	34.308	44.147	22.745	29.884	38.334	76.47	101.807	76.035	27.301	81.841	63.696	53.638	105.771	32.818	22.265	29.642	11.646	64.101	30.531	40.044	176.516	42.295	62.586	22.417	49.093	8.824
hsa-mir-3615	18.451	6.9	16.361	4.069	17.487	21.538	8.012	15.213	9.71	19.799	8.62	17.79	6.478	19.702	11.134	22.748	2.153	20.499	25.873	29.104	17.418	16.088	11.325	15.199	16.545	9.635	22.492	10.883	29.554	20.449	9.366	6.573	2.382	11.603	8.102	9.353	6.5	8.418	1.77	16.712	4.225	12.603	32.838	45.344	7.696	3.145	15.477	15	49.91	21.371	2.549	6.859	3.075	11.64	9.632	8.665	30.79	11.433	12.745	9.179	23.233	15.601	13.64	9.716	32.183	20.24	23.781	7.952	5.389	18.439	34.34	10.177	18.202	35.588	19.798	20.189	23.736	9.819	2.941
hsa-mir-362	101.852	156.182	66.467	70.526	125.097	97.432	265.989	67.372	166.607	72.21	140.8	660.208	41.643	196.082	195.643	175.708	146.397	113.532	503.766	19.068	328.262	81.446	231.729	285.737	52.645	140.675	318.8	107.02	64.414	86.443	114.474	90.145	422.893	34.81	336.6	251.941	45.5	117.848	217.765	60.879	63.381	173.124	147.272	63.818	100.906	198.142	78.245	60.682	450.701	507.325	412.989	103.858	34.589	197.882	879.724	135.385	81.502	28.246	12.29	186.089	332.653	91.653	422.847	246.146	118.003	292.501	62.307	432.581	268.573	124.219	250.679	425.083	63.706	142.351	2352.338	46.434	186.589	1162.168	234.32
hsa-mir-363	7.381	15.054	11.248	86.802	18.832	41.024	32.848	53.245	19.932	26.787	20.114	29.65	17.583	5.629	1.591	12.551	24.758	25.229	16.741	14.05	49.574	5.028	18.294	5.066	15.041	5.781	12.713	8.163	12.883	11.154	7.285	12.207	10.721	6.329	36.827	7.599	3.25	36.828	9.737	5.969	18.592	5.97	17.911	11.756	3.421	22.016	3.439	11.591	12.099	6.504	16.571	21.555	5.38	7.964	15.251	9.748	12.678	16.141	2.731	5.007	52.802	9.75	16.198	6.478	85.82	7.835	22.83	11.133	8.982	78.607	13.736	45.405	9.101	159.433	16.198	8.076	15.164	19.637	18.628
hsa-mir-3653	27.308	25.09	11.248	12.206	69.946	11.282	24.836	17.386	12.266	41.928	21.072	35.58	41.643	43.157	36.584	21.179	16.147	19.973	7.61	20.072	24.117	33.182	18.294	21.278	45.124	25.052	48.896	16.325	31.828	24.167	24.976	59.158	46.459	20.042	62.606	12.276	19.5	33.671	27.442	17.906	8.451	31.176	47.764	112.521	8.551	28.306	21.496	42.954	42.348	43.671	42.064	34.293	40.738	21.442	40.133	32.492	19.017	35.644	36.869	29.207	17.953	39.001	49.446	38.865	7.152	24.157	4.281	44.53	23.354	13.586	28.616	18.005	29.123	28.47	78.291	80.756	30.988	47.308	42.158
hsa-mir-365a	794.148	240.859	549.117	1009.069	1183.709	451.266	112.164	1273.544	741.556	894.469	931.002	517.887	517.296	607.009	739.624	684.789	439.19	752.152	628.566	329.182	1235.336	143.788	635.078	1265.55	884.43	445.15	588.704	833.483	633.527	451.732	932.44	485.467	1173.379	968.339	586.288	581.043	495.626	276.733	823.257	805.755	938.033	661.984	343.304	413.136	598.595	710.796	687.008	212.726	727.473	681.079	690.864	1834.164	337.433	4423.244	1708.88	734.326	821.363	1201.806	600.834	1120.706	954.662	692.275	638.533	1340.846	1047.72	964.994	701.547	628.197	1228.788	1025.779	526.541	401.598	629.779	233.456	768.514	2840.579	398.232	1662.025	302.949
